0100000007	Jenesis
17081200fc	Saioni agonafima nemania Hankavenentake Ra Anumzamo, nagranema amama mani'naza mofavreramina nami'ne. E'ina hu'neankino tagri'ma tatregetama mani'nonana, Israeli vahete'ma henkama erifore'ma hania zantamimofonte mago avame'zankna huta menina mani'none.
1708130138	Hanki mago'a vahe'mo'za tamagrikura hu'za, sumisumi'ma nehu'za fri vahe hankro'enema keagama nehaza vahete vuta antahintahi ome eriho hu'zama nehazana, inankna huno fri'nenia vahe'mo'a kasefa'ma huno mani'nea vahera antahintahia amigahie? Na'a hunege'za vahe'mo'za Anumzamofontega nunamuna hu'za antahia nonkaze?
1708140093	Vahe'mo'zama keagama hanafima, Anumzamofo kasegene trakemo'ma hu'nenia kante'ma ante'zama keagama osnazana, e'i ana vahe'mo'za hanizampi mani'naze.
17081500ef	Tusi zamata negrina zamagakura nehanage'za, kokankoka ama mopafina vano vano hugahaze. Zamagazamo'ma tusizama hanige'za, eri zamarimpahe'za, kini zamimofone Anumza zamimofona huhaviza hugahaze. Ana nehu'za monafi zamavua ke nagamutegahaze.
17081600a9	Ana nehu'za mopafima kesnazana hazenke zamo'ene, atazamoke meni'geno korozamo zamazeri antrako hugahie. Ana hanigeno ana knazamo zamaretufeno hanizampi ome zamatregahie.
170901022e	Hianagi knazampine hanizampima nemaniza vahe'mo'za mago'enena zamatagura osugahaze. Hagi Naftaline Zebuluni mopafima nemaniza vahera, korapara Ra Anumzamo'a zamazeri fenkami atrege'za zamagazegu hu'naze. Hianagi henkama esania knafina, Galili kumara megi'a vahe ku'ma me'neanagi, Ra Anumzamo'a ragi amigahie. Ana hanige'za Jodani timofo kantu kazigama nemaniza vahe'ene, Mediterenia ra hagerimofo ankenaregama evu'nea rankamofo tavaonte'ma nemaniza vahe'mokizminena zamagesga hugahaze. Ana hanage'za knazama eneriza zamo'a vagaresige'za fru hu'za manigahaze.
1709020097	Hagi hanimpima nemaniza vahe'mo'za tusi'a masa kegahaze. Tusi'a hani zamo'ma refitege'zama nemaniza mopafi vahe'mokizmia, masazamo remsa huzmantegahie.
1709030103	Ra Anumzamoka Israeli vahera zamazeri rama'a nehunka, rama'a museza antevite zamantegahane. Ana nehanke'za hozafinti ne'zama nehamare'za muse nehazankna hu'za musena nehu'za, hapinti'ma rohure'za fenozama e'neriza musema nehazankna muse kagri kavuga hugahaze.
1709040129	Na'ankure bulimakao afumofo anankempi kare'namare zafama nentaza zafagna hu'za kinama huzmante'neza knama nezami'za vahera, Midieni vahe'ma hu'nanaza hunka knama zamiza zamazeri haviza nehaza vahera zamahe pasaru nehunka, knazama nezamiza zama eri atrenka zamagu'ma vazi'nana zanku anara hugahaze.
17090500c0	Ana nehunka maka hankave sondia vahe'mo'zama hapima antani'nezama ha'ma hu'naza zamaga none, korampima ante'za regazari'naza kukenanena tevefi hanavazinka kresnankeno tevemo te fanene hugahie.
170906013f	Na'ankure tagriku huno mago mofavrea tamigahiankino, ana mofavrema efore'ma hanigeno'a, agri afunte kamania me'nenkeno kegava hugahie. Ana hu'neankino agima ahesnazana, Knare zantfa huno Antahintahi tamisia nere nehu'za, Hankavenentake Anumzane nehu'za, Manivava Nafatie nehu'za, Tarimpa fruzamofo Kinie hu'za hugahaze.
17090701e0	Hagi Agri hankavemo'a vagaore mevava hanigeno, ha'ma hu'zana omanetfa hugahie. Ana nehuno kini ne' Deviti no erino kinia mani'neno, Deviti'ma kegava hu'nea kumatamina kegava hugahie. Hagi ana knareti'ma agafama huteno'ma vuvavama hanigeno'a, fatgo avu'ava zanteti'ene knare'ma huno refko'ma hu avu'ava zanteti, agra kamania hugahie. Hagi Hankavenentake Ra Anumzamo'a vahe'amo'zama knare hu'za manisnazegu, hankave antahintahi hu'neankino, ama ana zantamina eri fore huvagaregahie.
1709080081	Hagi Jekopumpinti'ma fore'ma hu'naza vahera Israeli vahete'ma knazama atre'nigeno esania zanku Ra Anumzamo'a koro ke huzmante'ne.
17090900c4	Hagi ana maka Efraemi naga'ene Sameria rankumate'enema nemaniza vahe'mo'za, ana zamofona ko antahi'naze. Hianagi zamagrira zamarimpamo'a hankavenetige'za zamavufaga erisga nehu'za amanage hu'naze.
17090a00ae	Brikireti'ma kinona nontamina ru fragu vazitre'nazanagi, tagra havea kasefa taga huta nontia negita, sikamo fiki zafaramima antagi'naza nontera, eteta sida zafa hankregahune.
17090b008b	Hu'neanagi Israeli vahe'mokizmi ha' vahe Resinima ha'ma renentaza vahe Ra Anumzamo'a azeri otisigeno hara Israeli vahera eme huzmantegahie.
17090c013a	Hanki Anumzamo'a zage hanati kazigatira Siria (Aramia) vahe hunezmanteno, zage fre kazigatira Filistia vahe huzmantesnige'za e'za Israeli vahera eme hara huzmagateregahaze. Ama anazana forera hugahianagi Anumzamofo rimpa ahe'zamo'a Israeli vahetera me'nesnigeno, azana rusuteno zamazeri haviza huvava huno vugahie.
17090d00a5	Hianagi monafi hankavenentake sondia vahe'mofo Ra Anumzamo'ma zamazeri havizama hu'nea zankura, zamagesa nentahiza agritera ete'za zamagu'a rukrahera hu'za ome'naze.
17090e00bc	E'ina hu'negu magoke knafinke'za Ra Anumzamo'a Israeli vahera zamasenine zamarisonanena runekafrino, magoke knafinke'za tofe ani'na rukafrino nompintima nehagea varozana rukafri atregahie.
17090f0092	Hanki zamagima me'nea vahe'ene, ranra vahe'mo'za e'i ana zamasenia manizageno, kruna kasnampa kema nehaza vahe'mo'za e'i ana zamarisona mani'naze.
170910009d	Hagi ugota huzmante'neza kegavama huzmante'naza vahe'mo'za zamavare'za havi kampi vazage'za, anama zamavariri'za nevaza vahe'mo'za kana atre'za hazagre'naze.
170911014a	E'ina hu'neankino Ra Anumzamo'a nehazave raminkura musena hunozmanteno, megusa mofavre naga'ene kento a'nenena asuragi ozmantegahie. Na'ankure maka vahe'mo'za neginagi nanekege nehu'za, Anumzamofo avu'avara amagera nonte'za havi zamavu'zamava hu'naze. E'ina rimpa ahe'zamo'a vagaoresnigeno, azana erisga huno rusuteteno manigahie.
17091200a4	Tamagerfa huno veamokizmi kefo zamavu zamava'mo'a mago afe teve nereno, zafa tanopane avo'no traza neregeno toki'mo vemagu vemagu huno ame'nagame mareneriaza nehie.
17091300be	Hankavenentake Ra Anumzamofona tusi arimpa aheankino, ama mopafi maka vahetamina zamazeri haviza hanige'za, tevemofo ne'za segahaze. Anama hanigeno'a mago'mo'e huno mago'mofona aza osugahie.
170914008a	Ana nehu'za tamaga kazigane hoga kazigama nemanisaza vahera zamahe'za negahazanagi zamura osanige'za zamagra'a mofavre zamahe'za negahaze.
170915013c	Manase naga'mo'za Efraemi nagara zamahe'za nesageno, Efraemi naga'mo'za Manase nagara zamahe'za negahaze. Anama huteke eri mago'ma hana'ana, Juda nagamokizmia hahu zamantegaha'e. Anumzamo'a ama anazana atrenigeno zamagritera egahianagi, Agri rimpa ahe'zamo'a vaga oresanigeno, azana erisga huno rusuteteno manigahie.
170a010088	Tamagra izagato keagafima vahe'ma zamazeri savri nehuta havigema huta kasegema tro'ma hu vavama nehaza vahe'mota ko hazenkefi mani'naze.
170a020103	Anama hazazamo higeta zamunte omne vahe'ene, feno zanku'ma atupa'ma nehaza vahera fatgo tamavu'tamavara huozmanteta fenozmia zamazeri savri huta e'nerita, kento a'nanemofo zana frakineta rerakaureta e'nerita, megusa mofavre'ramimofo zantamina musufa e'nerize.
170a0300f9	Hanki tamagrama hu'naza avu'avazante'ma Anumzamo'ma knazama tamisia zupa tamagra na'a hugahaze? Tamagri'ma tamazeri havizama hu knazama afeteti'ma ne-esnigetma, tamagra izante tamaza hinogura nevuta, feno zantamina izante atresnageno kegava hugahie?
170a0400eb	Hagi mago'zana omnetfa hanigeta kinama huzmante'nesaza vahe amu'nompi harononte huta manige, fri vahe amu'nompi frita manige hugahaze. E'ina hu'zana hugahazanagi Agri rimpa ahe'zamo'a me'nenigeno azana erisga huno rusuteteno manigahie.
170a0500a5	Ra Anumzamo'a amanage huno hu'ne, Asiria vahe'ma Nagri kumpa knonknama hu'nazage'na tamagripima huvazina narimpa ahe'zama eri amama nehua vahera hazenkefi mani'naze.
170a0600cd	Asiria vahe huntesnigeno Anumzamofoma amage'ma nonte'za agri'ma azeri arimpama nehaza vahera hara eme hunezmanteno, feno zazamia zamaheno nehanareno ana vahera kampi hapakna huno agianu zamare hapatigahie.
170a0700b1	Hianagi Asiria kini ne'mo'a Anumzamo hunantegena ama eri'zana e'nerue huno ontahigahie. Agra agesama antahiana maka vahera hara huzmante'na zamahe fanane hanue huno anara hu'ne.
170a080064	Hagi Asiria kini ne'mo'a huno, sondia vahete'ma ugagotama hu'naza vahenimoza kinia manigahaze hu'ne.
170a0900ca	Hagi Kalno kuma'ma hu'noaza hu'na Kakemisi kumara eri haviza nehu'na, Hamati kuma'ma hu'noaza hu'na, Arpatia kumara erihaviza nehu'na, Sameria kuma'ma hu'noaza hu'na, Damaskasi kumara eri haviza hu'noe.
170a0a009f	Hanki Jerusalemine Sameria kumate'ma havi anumzantamimofo amema'ama me'neana agatereno rama'a havi anumzantamimofo amema'a me'nea kumatamina eri haviza hu'noe.
170a0b00bb	Hanki Sameria kuma'ene anampima me'nea havi anumzantamimofo amema'araminena eri havizama hu'noaza hu'na, Jerusalemi kuma'ene anampima me'nea havi anumzantamofo amema'a eri haviza hugahue.
170a0c0103	Hagi Nagra Ra Anumzamo'nama ana maka'zama huoma hu'nama hunte'noa zama Saioni agonare'ene Jerusalemi kumate'ma huvagama retesnige'na, Nagra agrira azeri haviza hugahue. Na'ankure agra avufga erisga nehuno, agrama agesama antahiana knare hu'noe huno antahi'ne.
170a0d0146	Ana nehuno agra amanage hu'ne, Nagra hanavereti'ene knare antahizanteti ama ana maka zana huvagare'noe. Na'ankure nagra ama' antahi'zanireti, mago'a kumatmimofo mopama umetre emetrema hu'neama'a, eri netre'na hara huzmante'na fenozazmia hanare'noe. Nagra hankavenentake neki'na, kini zamia ha' huzamagatere'noe huno antahi'ne.
170a0e00ed	Hagi namamofo amu'aramima anoma'afintima azanuma erinaku'ma nehiaza hu'na kokankoka kumatamimpintira fenozmia zogi tru hu'noe. Anama nehugeno'a namamofo amu'ma e'nerigeno krara krara huno avuma e'neriaza hunora mago'mo'e huno kea osu'ne.
170a0f00c3	Hagi sasumemo'o somo'a azampima erineno eri'zama eneria nemofo hanavea agatere'noe huno hugahifi? Hagi kumpa knomo'a, agra'a avesitera vahera ahegahieo? Azompamo'a agra'a avesitera kana vugahifi?
170a1000f5	E'ina hu'negu Monafi sondia vahe'mofo Hankavenentake Ra Anumzamo'a Asiria sondia vahetera mago kefo kri atresigeno eno eme zamazeri haviza hugahie. Ana nehuno ana maka knarenare feno zazamia teve taginte'nigeno hagna hagna huno tefanane hugahie.
170a1100e5	Hagi ruotage'ma hu'nea Ra Anumzamo'a, Israeli vahetera mago tavi mani'ne. Hianagi ave'ave trazankna hu'neza Israeli vahe'ma knazama nezamiza Asiria vahera, mago teve anefa kna huno magoke zupage ana havi trazana tefanane hugahie.
170a1200c4	Hagi Ra Anumzamo'a zafa tano'pane tretrema hu'nea mopazmia eri haviza hugahie. Ana hanigeno mago ne'mofoma mago krimo'ma azeri haviza higeno, avufgamo hariri hiaza huno mopazmimo'a haviza hugahie.
170a13007f	Ana hanigeno Asiria vahe'mokizmi zafa tanopamo'a, osi'a akavoza zafa me'nenkeno, amne osi mofavremo ana zafaramina hamprigahie.
170a140112	Hanki ana knafina Jekopu agehemo'za Israeli vahepinti'ma ofri'ma osi'ama mani'naza naga'mo'za, zamahe hana'ma hu'naza vahekura mago'enena zamaza hu'zankura antahi ozamigahaze. Hianagi Israeli vahe'mokizmi ruotge'ma hu'nea Ra Anumzamofonteke zamazama hanigura antahimigahaze.
170a150062	Hanki osi'a Jekopu naga'ma ofri'za mani'namo'za, Hankavenentake Ra Anumzamofontega ete'za egahaze.
170a160101	Hagi Israeli vahe'mota rama'a huta hagerinkenafi kahepankna hu'nazanagi, osi'a naga'ma ofri'za mani'zamo'za ete'za egahaze. Hagi zamagrama havi zamavu'zamavama hanageno e'inahu'za fore'ma hugahiema hu'nea kante anteno, Ra Anumzamo'a zamazeri haviza hugahie.
170a17009c	Hagi Monafi sondia vahe'mofo Hankavenentake Ra Anumzamo'a huvempa huno, mika ama mopafima mani'naza vahera knaza zami'na zamazeri haviza hugahue huno hu'ne.
170a1800ed	E'ina hu'negu Monafi sondia vahe'mofo Hankavenentake Ra Anumzamo'a amanage hu'ne, Jerusalemi kumapima nemaniza vahe'ni'amota, Isipima hu'nazaza hu'za, Asiria vahe'mo'zama hegi kanonteti'ma erisgama hu'za sefu'ma tamisnageta korora osiho.
170a1900a9	Hianagi kofta'a knafi tamagri'ma narimpama aheneramantoa zamo'a vagaregahie. Ana hanige'na ana narimpa ahe'zana erimare'na Asiria vahete atre'na zamazeri haviza hugahue.
170a1a0110	Ana nehu'na Orebi have tvaonte'ma Midieni vahe'ma sefu'ma zami'noaza hu'na, Asiria vahera hegi kanonteti sefu zamigahue. Hagi hagerimofo agofetu'ma hankaveni'ama eri amama hu azomparetima huge'za Isipi vahe'ma tima nakri'nazaza hu'na Asiria vahera zamazeri huviza hugahue.
170a1b006f	Hagi tamafuntetira knazana eri netrena, karenamare zafa tamanankempintira eritrenugetma knare hutma manigahaze.
170a1c0087	Hagi tagri ha' vahe'mokizmi sondia vahe'mo'za Migroniti efre'za Aiti kumate ehanatite'za, ana maka kutuzmia Mikmasi emeri atru hu'naze.
170a1d0105	Hagi anama hute'za agonamofo kitagifafinti kreramiza kantu kaziga uhanatite'za, mareri'za ana kenagera Geba kumate umase'naze. Anama hazageno'a Rama kumate vahera tusi zamahirahite'ne. Ana nehazage'za Soli kumapima Gibiama nemaniza vahe'mo'zanena koro fre'naze.
170a1e009d	Hagi tamagra Galimi kumate vahe'mota rankrafage hiho, Laisa kumate vahe'mota tamagesa anteta antahi so'e hiho, Anatoti vahe'mota tusi tamasu zampi mani'naze.
170a1f0072	Matmena kumate vahe'mo'zane, Gebimi kumate vahe'mo'za kumara atre'za koro fre'za fra'maki kumaku hakre'za vu'naze.
170a2000eb	Hagi tagri'ma ha'ma hurantesnaza sondia vahe'mo'za menina Nobu kumatera seli nonkumara eme antegahaze. Ana nehu'za kegamate'za Saioni agona nege'za, Jerusalemi kumara ha'hunteku trotra hu'none hu'za zamazana erisga hu'za erinakigahaze.
170a210111	Hianagi keho, Monafi sondia vahe'mofo Hankavenentake Ra Anumzamo'a, ra zamagima eri'za hakavemati'naza Siria vahera zafama antagi atreankna huno zamazeri fenkami atregahie. Za'za huno ra zafagna hu'neanagi, zafama antagi atreno azanku namanku'ma rukafari atreankna hugahie.
170a220074	Ana maka zafaramina saumeretima antagi atrazankna huno Hankavenentake Anumzamo'a Lebanoni vahera zamahe vagaregahie.
170b010092	Hanki Jesi naga'mo'za mago zafa agafagna hu'nazankino, henka mago kasefa agata ana zafamofo agafafintira hageno azanku'na omereno raga rentegahie.
170b0200db	Ana'ma hanigeno'a Ra Anumzamofo Avamu'mo'a ana ne'pi emani'neno, knare antahi'zane ama' antahi'zane ami'nigeno, fatgo huno hihamu'ane refko nehuno, Ra Anumzamofona antahino keno nehuno, koro hunteno agoraga'a manigahie.
170b0300e6	Hagi agra Ra Anumzamofoma koro hunteno agorga'a manizanku tusi musena hugahie. Hagi agrama nanekema refko'ma haniana, agra avufinti'ma ke'nesnia zante'ene, vahe'mo'zama asami'nesnaza kema antahisia nanekegura huno refkoa osugahie.
170b040110	Hianagi zamunte omne vahera fatgo avu'ava huno refkoa hunezmanteno, vahe'mo'zama zamazeri havizama nehaza vahera magoke avamenteke anteno refko huzmantegahie. Hagi agra keagareti vahera zamazeri haviza nehuno, agipinti zahonu kefo avu'ava'ma nehaza vahera zamahe frigahie.
170b0500c2	Ana kini ne'mofo fatgo avu'avazamo'a, amu'nofi reankna nehanigeno, ke'are'ma oti'neno anankema amage'ma ante avu'avazamo'a, efeke kukena azo'naregati ante kreramigeno asoparega evuramiaza hu'ne.
170b0600e9	Afi kra'mo'a sipisipi afu' anenta'ene magopi mani'nakeno, Lepatimo'a anenta meme afutamine magopi maseno manisnigeno, anenta bulimakaone kasefa laionimokea magoka vano nehuke ne'zana nenesakeno, osi mofavremo zamavareno vano hugahie.
170b0700b6	Hagi bulimakao afu'ene beamokea magopi vano nehuke, trazana nenesakeno anenta zanimo'za magopi mase'za manigahaze. Hagi laionimo'a bulimakao afu'mo'za tra'zama nenazaza huno negahie.
170b0800af	Hagi amima nenesania mofavremo'a, kobra osifavemofo kerigantera amne zokagora neresnigeno, ha' osifavemo'ma noma kino mase'nesifina osi mofavremo'a amne azanura avako hugahie.
170b090103	Hagi Ra Anumzamo'na ruotage'ma hu'nea agonanirera, mago zamo'e huno eme eri havizana osanigeno, ana agonarera mago hazenkemo'enena ometfa hugahie. Ana hanigeno Ra Anumzamofoma keno antahinoma hu antahizamo'a, maka mopafima hagerimo ru viteaza huno avitegahie.
170b0a00f1	Hagi ana knafina Jesi naga nofipinti'ma fore'ma hania ne'mo'a, mago avame'zankna huno maka vahetera otigahie. Ana hu'nesnige'za ama mopafi vahe'mo'za agrite e'za emanigasa hugahaze. Ana hanigeno agrama mani'nia kumamo'a knare zantfa hugahie.
170b0b013e	Hagi ana knama efore'ma hanigeno'a, Ra Anumzamo'a hankavenentake azana rusuteno, Agri vahe'ma osi'ama ofri'za Asiria moparegane, Isipine, Patrosine Kusi moparegane, Elamu moparegane, Sinari moparegane, Hamati moparegane, hageri amunompi me'nea moparegama umani'naza vahe'a ete mago'ane zamavareno nonkumazamire egahie.
170b0c010f	Ana nehuno Agra mago avame'za erisga hanige'za ama mopafi vahe'mo'za negesnageno, Israeli vahe'ma ru moparegama kinama ome hu'naza vahera ete zamavare tru nehuno, Juda vahe'ma maka kazigama panani hu'zama ama mopafi umani emanima hu'naza vahera ete zamavare atru hugahie.
170b0d00ee	Ana'ma hanigeno'a, Efraemi vahe'mo'zama kanivema neraza zamo'a vagaresigeno, Juda vahe'ma ha'ma renezmantaza zamo'a vagaregahie. Efraemi vahe'mo'za Juda vahera kanivea reozmante'nageno, Juda vahe'mo'za Efraemi vahera hara reozmantegahaze.
170b0e0177	Hanki anara nosu'za eri mago'ma hanazana, zage fre kazigama me'nea ne'onse agonaramimpima nemaniza Filistia vahera ame hu'za eramiza hara hunezmante'za, zage hanati kazigama nemaniza vahera hara huzmante'za, feno zazamia hanare'za erigahaze. Ana nehu'za Idomu vahe'ene Moapu vahe'ene Amoni vahe'enena hara huzamagatere'za kegava huzmante'nage'za zamagri zamagorga manigahaze.
170b0f00fc	Hagi Isipima me'nea hagerimo'ma efreneama'a Ra Anumzamo'a eri hagege nehuno, azana rusuteno amuhonentake zaho hunte'nigeno eno Yufretisi rantina eri ho'mu nehuno, ana tina 7ni'afi refko hanigeno, osi osi huno enevina, vahe'mo'za hagege mopare vugahaze.
170b10009c	Ana'ma hania zamo'a ranka efore hanige'za, Asiriati'ma agri vahe'ma ofri'zama osi'ama manisaza vahe'mo'za ko'ma Isipiti'ma Israelima e'nazaza hu'za egahaze.
170c0100bb	Hagi anankna zupa tamagra amanage hugahaze, Ra Anumzamoka nagra susu hu'na musenkase hugantegahue, Kagra karimpa ahenante'nane. Hianagi ana karimpa ahe'zana netrenka, nazeri so'e hu'nane.
170c0200dc	Tamagerfa huno Ra Anumzamo'a ete nagu'vazino navre'ne. Nagra Agrite namentintia nehu'na, korora osugahue. Na'ankure Ra Anumzamo'a hankaveni'ane zagameni'a mani'neankino, nagu'ma nevazino ete navresia nera Agrake mani'ne.
170c030081	E'ina hu'negu muse nehuta tima hanatipinti'ma tima nefizaza hutma, tamagu'ma vazi'nea zankura Ra Anumzamofona musena huntegahaze.
170c040127	Ana zupa tamagra amanage hugahaze, Ra Anumzamo'ma hu'nea avu'ava zankura agi'a ahentesga huta musenkea huntesnune! Agrama tagrite'ma tro'ma hu'nea avu'ava zankura kokankokama mani'naza vahera huama huta nezamasamita, zamage'ma akani zankura Agri agimo'a ame'nagame mareri'ne huta huama hugahaze.
170c0500ac	Ra Anumzamo'ma knare zantfama hurante'nea zankura, zagamera huta agi'a ahentesga hanune. Ama ana zankura huama huta maka ama mopafima mani'naza vahera zamasami vagaresnune.
170c0600a7	Saionima mani'naza vahe'motma zagamera ranke huta nehuta musenkasea hiho. Na'ankure marerisa ne'ma ruotage'ma hu'nemo'a, Israeli vahe'mota amu'nompi tamagrane mani'ne.
170d010083	Hagi Babiloni vahete'ma fore'ma hania zana avana'gna zampi Ra Anumzamo'a Amosi nemofo Aisaiana averi higeno ke'neana amanahu hu'ne.
170d0200a1	Hagege agonafi mago avame'za eri oti'nenka ranke hunka kezanetinka, kazanu avame'name huge'za zamagima me'nea vahe'mo'zama rankumapima unefraza kafanteti ufreho.
170d0300d9	Nagra zamazeri ruotage'ma hu'noa vaheni'ama hankavenentake sondia vahera huzamantesnuge'za, Nagri narimpahe'zana eriama hu'za Babiloni vahera hara huzmantegahaze. Hagi ana sondia vahe'mo'za muse nehu'za hara hugahaze.
170d040154	Kagesa antenka agonaramimpinti'ma neria agasasankea antahio, ana agasasana rama'a vahe'mofo agasasankino, kokankoka vahe'mo'za hate vunaku sondia vahetami zamavare'za emeri atru nehu'za nerazankna agasasa nerianki kagesa antenka antahio. Hagi ana sondia vahera, Monafi sondia vahe'mofo Ra Anumzamo ha' hunaku sondia vahe zamavare tru nehie.
170d050094	Ana sondia vahera afete moparegati e'naze. Ra Anumzamo'a ana sondia vahepi huvazino arimpa ahe'zana eriama nehuno, ana maka mopa eri haviza hugahie.
170d06008d	Hagi Ra Anumzamofo knamo'a hago erava'o nehianki zavi krafage hiho. Ana knazana Hankavenentake Ra Anumzamo'a tusi'a knaza atre'nigeno egahie.
170d07005a	E'ina hu'negu mika vahe'mo'za zamazana erisga hugara osanageno, tumo'zamimo'a hapatigahie.
170d0800ba	Ana nehina zamagra tusi koro nehu'za, mago a'mo mofavre anteku atagu nehiaza hu'za zamatagura nehu'za, zamagra zamagogogu nehu'za ovufi avufi nehanageno zamavugosamo'a korankifa hegahie.
170d0900e2	Hanki antahiho, tamagerfa huno Ra Anumzamofo kna ne-eankino ana knama efore'ma hanigeno'a, Agra tusi'a rimpa ahenezmanteno ama mopa eri ka'ma kokaneseno, ama mopafima mani'naza kumike vahera ranknaza zamino zamahe vagaregahie.
170d0a00cc	Hagi ana knafina monafima me'nea hanafitamine, atruma huterema hu'za nemanaza hanafi'mo'za remsa osugahaze. Ana nehanigeno zahufama hanatinoma marerisia zagemo'a ete rehani nehina, ikamo'a remsa osugahie.
170d0b0130	E'inahu hu'na Ra Anumzamo'na ama mopafi vahe'mo'zama havi zamavu'zamava'ma nehu'za, kefo zamavu'zamava nehaza zantera zamazeri haviza hugahue. Ana hukna hu'na zamavufaga rama nehaza vahera zamazeri haviza nehu'na, vahe'ma zamazeri haviza nehaza vahera zamahe vagaranena ana zamavu'zamava zana omanegahie.
170d0c0091	Hagi vahera knare goligna hu'za osi'a vahe mani'nageno, Ofiriti'ma knare golima ke'zanku'ma amuhoma hu'za nehakazankna hu'za vahekura hakegahaze.
170d0d009c	E'ina hu'negu Monafi sondia vahe'mofo Ra Anumzamo'na tusi narimpa aheanki'na ana zupa mona azeri kazakaza nehu'na, mopa eri tore hanugeno tore'vare hugahie.
170d0e00eb	Hagi ana knafina vahe'mo'za Gazeriema nehaza dia afu ahenaku nehigeno koro huno nefreaza nehanageno, kva vahe omanigeno sipisipi afutamimo panani huno freaza hu'za, vahe'mo'za panani hu'za vahezmiregane mopa zamiregane fre'za vugahaze.
170d0f0094	Hanki izano ha' vahe'mo'ma azerisnia vahera bainati kazinteti zamarenefri'za, izano ha' vahe'mo'ma azerisimofona bainati kazinteti zamahe frigahaze.
170d1000de	Ana nehu'za ne'onse mofavre nagara, negesnage'za a'nanemokizmi zamazampinti hanare'za ruragati'za mopafi zamavuga atresnage'za frigahaze. Hagi nozamia tapage hu'za fenozamia eneri'za, a'nanezamia zamazeri havi'za hugahaze.
170d1100c3	Hagi ko, Nagra Ra Anumzamo'na Midia vahera zamazeri o'netuanki'za e'za Babiloni vahera hara eme huzmantegahaze. Zamagra silvagu'ene goligu'enenkura hu'za Babiloni vahera hara eme huozmantegahaze.
170d120098	Hagi zamagra kevereti nehazaveramina zamahe nefri'za, amima nenesaza mofavre naga'ene, ne'onse mofavre nagara zamasunkura huozmante zamahe vagaregahaze.
170d130100	Hagi Babiloni rankumamofo konaririmo'a, knare zantfa huno ruga'a kumatamina agatere'neane. Ana hu'nege'za Kaldia vahe'mo'za ana kumakura tusi muse nehazane. Hianagi Ra Anumzamo'a Sodomune Gomora kumatre'ma hu'neaza huno, Babiloni kumara eri haviza hugahie.
170d140164	Hagi ana kumapina meninteti'ma agafama huteno'ma nevanigeno, henkama forehu anante anante'ma hu'za mani'za vanaza vahe'mo'za magore hu'za ana kumapina nona kiza nomanisnage'za, anampina Arapu vahe'mo'za seli nonkuma'zamia eme ante'za omanigahaze. Ana nehanage'za sipisipi afu kva vahe'mo'za sipisipi afu'zamia anampina atre'nage'za e'za tra'zana onegahaze.
170d1500e6	Hianagi anampina afi zagagafamo'zane afi kramo'za nozamifina enemanisnage'za, komutomo'zane Ostretiema nehaza namamo'zanena anampina emanigahaze. Ana nehanage'za anampina afi meme afu tamimo'za takaure takaure hu'za vano hugahaze.
170d160102	Hagi Hainema nehaza afi kramo'za vihufi emani'neza krafagea nehanageno, Zekoriema nehaza afi kramoza kini vahe nompina emanine'za krafagea hugahaze. Tamagerfa huno Babiloni kumamo'ma havizama hania knamo'a hago eme kofta nehiankino, zazatera manino ovugahie.
170e0100c6	Hanki Ra Anumzamo'a Jekopu nagara asunku hunezmanteno, nagri vahe fatgo mani'naze huno ete Israeli vahera zamavaregahie. Ana nehanage'za megi'a vahe'mo'za Jekopu naga'ene eme hagerafi'za manigahaze.
170e020170	Hagi mago'a mopafi vahe'mo'za Israeli vahera zamaza hanage'za mopa zamirera ete egahaze. Anama hanage'za Israeli vahe'mo'za ana vahera fenozama hiaza hu'za erisantihare'za ve kazokzo eri'za vahe nezmante'za, a' kazokzo eri'za vahe nezmante'za, zamazeri haviza nehu'za kinama huzmante'naza vahe'ene knazama zami'naza vahera Ra Anumzamofo mopafina kegava huzmantegahaze.
170e0300ab	Hanki ananknama esanigeno'a, kinafima mani'nazagenoma tutuma huramantageta, tamatagu'ma nehuta amuho hutama eri'zama eri'naza zampintira, Ra Anumzamo'a mani fru tamigahie.
170e04010c	Ana'ma hanigeta Babiloni kini ne'mofona zagamepinti amanage huta ki'za zokago kea huntegahaze, tazeri havizama hu'nea nera hago evuramianki keho. Hagi tagri'ma arimpama aheneranteno ha'ma renerantea zana amare eme vagareankino, mago'enena anara osugahie huta hugahaze.
170e0500e9	Kefo zamavu'zmavama nehaza vahe'mofo azompama zamazampima me'negezama hihamu eri'nazema nehaza azompane, kini vahe'mo'zama zamazampima eri'nage'zama kini mani'nazema hu'za zamagesgama nehaza azotanena, Ra Anumzamo'a refutagitregahie.
170e06008b	Na'ankure ana kini vahe'mo'za vahe'ma tusi zamarimpa ahenezmante'za, ozamatre kazikazi hu'za maka mopafi vahera hara huzmante vava hu'naze.
170e07008a	Hianagi menina maka mopafina ha'zana omege'za, akohe'za mani'naze. Ana hu'negu maka vahe'mo'za ranke hu'za zagamera nehu'za musena nehaze.
170e0800bc	Ana'ma nehazage'za Saipresi zafa'mo'zanena muse nehazageno, Lebanoni Sida zafamo'za hu'za, kagrikura hago evuramiankino, zafama antagi vahe'mo'a eno tagrira antagi otregahie hu'za hu'naze.
