0100000018	उत्पत्ति
1a1a130180	काहाकी परमेश्वर योहोवा ओसु कोवे: जोत्यार हांव तुसे उजाड़ी सोहोर जोसो उजाड़ कोरीस आरु तारे उपोर मोटला दोरियाक चोड़ावीस, आरु तु उंडा पानीम डूब जायीस,
1a1a140255	तोत्यार खाडाम आरु पोड़नेवाळा पुठी हांव तुसे वी डाहडा मानसोम उतार दीस; आरु खाडाम आरु पोड़नेवाळा पुठी तारे नेचली कोवीम मेकीन डाहडान उजेड़ला जागान तोसु कोर दिस; यां लोगुन की तु ओळी नी वोसिस आरु नी जीवायीन कोवीम काहनलु जागु जोड़से।
1a1a15013a	हांव तुसे घाबरायनेन कारण कोरीस, आरु तु ओळी ओसु कोदी नी रोवे, पुन हेरनेम वी तारो पोतु नी लागसे, परमेश्वर योहोवान यो बुल छे।
1a1b010051	योहोवान यो बुल मारे यां पुग्यो:
1a1b0200bf	हे मानसोन ओवलियाद, सोर देसोन वाराम एक विलापोन गीत बोनावीन हेनुसी ओसु कोव,
1a1b0301a9	ऐ दोरीयान झोपला झोपला पोर रोवनेवावा, ऐ बेसका मुलुको जुगु देस देसेन मानसे पुठी वेपार कोरनेवावी, परमेश्वर योहोवा ओसु कोवे: हे सोर तु कोवे की हांव बेस जादा घाटाळु छे।
1a1b0400bd	तारी काकोड़ दोरीयान इचमा छे; तारो बोनावने वाळो तुसेक आखो घाटाळो बोनायो।
1a1b05012c	तारा आखा पाटड़ीया सोनीर बोयड़ान सोनोवरोन लाकड़ान बोनला छे; तारा मोस्तुल जुगु लोबानोनोन वेला वाळा लीन बोनावला छे।
1a1b060170	तारा डांडे बासानोन ओंजीरोन झाड़कान बोन्या; तारा ढोन्डियान पोटाव कित्तियान जागाम सी लावला सुदा सोनोवोरोन हातीन दात लागड़ला लाकड़ान बोनलो।
1a1b0701d6	तारा ढोन्डियान पाटल्या मिसर देस सी लावला बुटेदार सोनोन छिंदरान बोनला की तारे जुगु झोन्डान काम आवे; तारी चांदनी एलीसान जागाम गोथा लावला निळ्ळा आरु रिंगन्या रोंगोन छिंदरान बोनलो।
1a1b080159	तारा ढोन्डियाक चालाड़्या सीदोन आरु अर्वद जागे रोवनेवाळा होता; हे सोर, तारात जागाम ओकोल वाळा मानसे तारा ढोंन्डियाक चालाड़्या होता।
1a1b09019e	तारा कारीगोर जुड़ाय कोरनेवाळा गोबोल सोहोरोन डाहला आरु ओकोलवाळा मानसे होता; तारेम वेपार कोरने जुगु मल्‌लाहों भेव दोरिया पोरुन आखा ढोंन्डिया तारेम आय गोयला।
1a1b0a0144	तारी सेनाम फारसी, लुदी, आरु पुती मानसे भोरती होयला होता; होये तारेम ढाळ, आरु टुपी टांग्या; आरु हेंदरे कोरता तारी इजुत वोद गोय।
1a1b0b0205	तारा भीतड़ा पोर तारी सेना पुठी अर्वद सोहोरोन मानसे च्यारु मेर हुता; आरु तारा गोम्मत सोहोर मा शुरवीर उबला होता; होया आपसी ढाळ तारे च्यारु मेरोन भीतड़ा पोर टांगला; तारो घाटाळो हेंदरे लारे पुरो होयलो।
1a1b0c0146	आपसी आखे भातीन धोन बेसको होयने सी तोरसीसी मानसे तारा वेपारी होता; होये चांदी, लुहड़ा, रांगा, आरु सीसा आपीन तारो माल मुले लेदा।
1a1b0d0105	यावान, तुबल, आरु मेशेकोन मानसे तारा मालोन बोदले पावोर-पावेरनी आरु पीतळोन टाहरा सी वेपार कोरता होता।
1a1b0e00e4	तोगर्मा घोरानान मानसे तारा धोनोक लीन घुल्‌ला, सोवारीन घुल्‌ला आरु चोचोरगोदड़ा आप्या।
1a1b0f0155	दोदानी मानसे तारा वेपारी होता; बेसके जागे तारा हाट बोन्या; होये तारे यां हातीन दातोन सींगड़ा आरु आबनुसोन लाकड़ा वेपार मा लावतेला।
1a1b10017d	तारी बेसकी कारीगारीन कोरता अराम नावोन तारु वेपारी होतु; मोरकोत जामन्या रोंगोन आरु हातो कोरीन गुथला छिंदरा, सोन, मुंगा आरु लालड़ी चे तारा माल होता।
1a1b11016a	योहुदा आरु इसराएल वी तारा वेपारी होता; होये तुमरी चिजोक लेनेन जुगु बोदलाम मिन्नीत गोंहोव, जेतुन, अगाती, अंजीर, शहद, तेल ओळी वी सुळावो आप्या।
1a1b12017c	तारेम बेसका कारीगारी होया आरु आखा भातीन धोन एकठो होयो, एरेसी दोमिस्क देस तारो वेपारी हुयो; तारे जु हेलबोनोन ओंगुरोन रोस आरु उजवी रुवीन पुगाड़्या।
1a1b13011a	वोदान आरु यावान ताता मालोन बोदले सुत आप्या; आरु हेन्दरे कोरता फोलाद, तेजपान आरु ओगोर मा वी तारा वेपारी होया।
1a1b1400ae	दोदान सोहोरोन वेपारी काठीन छिंदरा आरु घुल्‌लान वेपार कोरता होता।
1a1b150134	ओरोब आरु केदारोन आखा डाहला तारा वेपार्या कोवाये; होये मेम्ना आरु गाडरा आरु बुकड़ाक लावीन तारे पुठी लेनो देनो कोर्या।
1a1b16014c	सोबा आरु रामान वेपारी तारा वेपारी कोवाया; होये वारु सी वारु मुलकोन आखो भातीन मोसालो, बेस भातिन मणि, आरु सोनो आपीन तारो माल लेदा।
1a1b1700d8	हारान, कोन्ने, एदेन, सोबान वेपारी, आरु ओस्सुर आरु कोलमोग, ये आखा तारा वेपारी कोवाये।
1a1b1801a5	होये वारु वारु चीज पांगेरनेन निळ्वा आरु किड़्या विंदला छिंदरा आरु हिरो सी बांदला आरु देवदारोन बोनला फुलक्या छिंदरान पेटारा लावीन तारे पुठी लेनो देनो कोरतेला।
1a1b190148	तोरसीसोन ढोंडीयो तारा वेपारोन माल लावने लीजाने होयो। हेंदरे लारे तु दोरीयान इचमा रोवीन बेसकु मातभोर आरु इजुतदार होय गोयली।
1a1b1a0110	तारा ढोंडीयो चालाड़न्या तुसेक उंडा पानीम पुगाड़ देदला छे, आरु पुरवाई तुसेक दोरियान इचमा तुड़ देदला छे।
1a1b1b0200	जेने दाहड़े तु डुबीस, तेनेत दाहडे तारो धोन, वेपारोन माल, मल्‌लाह, ढोंडीयो चालाड़न्या, जुड़ायीन काम कोरन्या, वेपारी मानसे, आरु तारेंचा जोतरा सिपायड़ा छे, आरु तारि आखी गोड़दी दोरियान इचमा पोड़ जासे।
1a1b1c00db	तारा ढोन्डिया चालाड़न्यान आयोड़नेन बुलो सी तारा आड़ी छेड़ीन जागा वाळा काप पोड़से।
1a1b1d0196	आखा ढोन्डिया चालाड़न्या आरु माछान धुंदा वावा ढोन्डिया चालाड़न्या, आरु दोरीयाम जोतरा वी ढोन्डियाक चालाड़न्या रोवे, चे आपना आपना ढोन्डिया पोर सी उतरी जासे।
1a1b1e012c	आरु होये भीमा उबा होयीन तारा वाराम उचा बुल सी आयड़ी आयड़ीन रोड़से। होये आपसा मुनका पोर धुळु उड़ावीन रुखड़ाम लुटसे;
1a1b1f0155	आरु तारा दुखोम आपसा मुनकाक बुड़ाय लेसे, आरु कोड़ीया मा गोंटो बांदीन आपसा मोनोम वातड़ा दुखो पुठी तारा वाराम रोड़से आरु छाती ठुकसे।
1a1b200155	होये विलाप कोरता जायीन तारा वाराम विलापोन यो गीत बोनावीन गावसे: सोर जु हेमी दोरीयान इचमा हुगु पोड़लो छे, हेरे जोसो काहनलो सोहोर छे?
1a1b210190	जोत्यार तारो माल दोरीया पोर सी निकाळतो होतो, तोत्यार बेसकी जातीन मानसो जुगु रेट होय जातलो; तारो धोन आरु वेपारोन माल बेसका धोरतीन राजा मातभोर होयता होता।
1a1b22014f	जेने टेमे तु ओथाह उंडा पानीन लोहरोम सी टुट्यो, तेने टेमे तारो वेपारोन माल, आरु तारा आखा रोहन्या वी तारे धोड़े रोहीन नास होय गोया।
1a1b230140	दोरीयान कातरेन आखा रोहन्या तारे कारण नास होया; आरु हेंदरा आखा राजान रोड़नो चालु होय गोयो, आरु हेंदरा मुखो पोर होसटाय गोया।
1a1b2400e9	देस देसोन वेपारी तारे विरुद् वायकेड़ा उड़ावतेला; तु बिह गोयु ने आरु ओळी उबो नी रोय सोकीस।
1a1c010051	योहोवान यो बुल मारे यां पुग्यो:
1a1c02025f	हे मानसोन ओवलियाद, सोर सोहरोन डाहला काजे कोव, परमेश्वर योहोवा ओसु कोवे: तु घाड़स्यु होयी कोवे, हाव भोगवान छे, हांव दोरीयान इचमा परमेश्वरोन जागा पोर बोसलु छे, पुन, कोदाम तु आपसु आपसाक भोगवान सारकु देखाड़े, तेवी तु भोगवान नी, मानुसुत छे।
1a1c0300bd	तु दानियेल सी जादा ओकोलवाळु ते छे: काहनलो वी भेद तारेसी सातायलो नी होयसे;
1a1c0400ce	तु आपसी ओकल आरु सोमोजोन लारे धोन हात कोर्यु, आरु आपसो गुदाम सोनो चाँदी मेकलु छे;
1a1c0500fd	तु मोटी ओकल सी लेनो देनो कोर्यु जेरेसी तारो धोन वोद्‌यो, आरु धोनोन कारण तु घाड़स्यु होय गोयलु छे।
1a1c0600c1	कोरीन परमेश्वर योहोवा ओसु कोवे; तु जो आपसा मोनोम परमेरश्वर सारकु देखाड़े,
1a1c0701ba	कोरीन देख, हांव तार पोर ओसा पारका देसोक लोड़ाय कोरावीस, जो आखी जाती सी जादा जुर्ये छे, होये आपसी तोलवार तारी ओकलन सुबा पोर चालाड़से आरु तारी चोमोक दोमोक काजे बिगाड़ देसे।
1a1c0800b8	होये तुसेक बिड़ाम उतार देसे, आरु तु दोरीयान इचमा मोरला जोसु मोर जायीस।
1a1c090143	तोत्यर, काय तु आपसाक मारनेवाळा ओगोळ कोवतु रोवीस, हांव परमेश्वर छे? तु आपसा घायेल कोरनेवाळान हातोम भोगवान नी, मानुसुत रोवीस।
1a1c0a013d	तु पारका देसोन हातोम सी विगुर फातोरकाती वाळा मानसोन जासकु मोर जायीस; काहकी हांव ओसु कोवलु छे, परमेश्वर योहोवान यो बुल चे।
1a1c0b005b	ओळी योहोवान यो बुल मारे यां पुग्यो:
1a1c0c0192	हे मानसोन ओवलियाद, सोरोन राजान वाराम विलाप गीत बोनावीन हेरेसी कोव; परमेश्वर योहोवा ओसु कोवे: तु ते वारु सी वी वारु छे; तु ओकल सी भोरायलु आरु बेसक घाटाळु छे।
1a1c0d02d2	तु परमेश्वरन ओदोन नावोन वाड़ीम होतु; तारा जुल गोयनो, माणिक, पद्यराग, हीरा, फीरोजा, सुलेमानी मणि, यशब, नीलमणि, मरकद, आरु रातला आखा भातिन मणि आरु सोनान पेहेरन्यो होतो; तारा डोफ आरु बाँसुलियाँ तारेम बोनावली होती; जेने दाहड़े तु बोनाव गोयलु होतु, तेने दाहड़े होये वी तियार कोरला होता।
1a1c0e01ac	हांव तारी गुवाळी जुगु एक इजावावाळो कोरुब दुत निवाड़ कोरलु। तु परमेश्वरन चुखला बोयड़ा पोर रोया कोरतु होतु। तु आगठा सारकु चोमेकनेवाळा मणिन इचमा हिंडतु फिरतु होतु।
1a1c0f016a	जेने दाहड़े तु बोनायु गोयलु, आरु तेने दाहड़े लोगुन तारेम घाड़ाय कुहराय नी होती, तेने टेमे लोगुन तु आपसी आखी चालचालोन मा विनगुनाकु नी रोयु।
1a1c10022f	पुन लेनो देनो बेसको होयने तु कुहराय घाड़ाय सी भोरायीन पापी होय गोयु; एरेसी हांव तुसे विटोळ जानीन परमेश्वरन बोयड़ा पर सी उतार्यु, आरु हे गुवाळ्या कोरुब हांव तुसे आगठा सारको चोमेकने वाळा मणियोन इचमा सी नास कोरलु छे।
1a1c11021a	तुसेक आपसा रुपो पोर घाड़ाय होती; तु आपसा इजुतोन कारण, आपसी ओकल काजे बिगाड़ लेदु। हांव तुसे तारा उचला जागा सी उतारीन भिमा आसटी देदु। हांव तुसेक राजान ओगोळ मेक्यु कि होये तुसेक देखे, आरु तारा वायकेड़ा उड़ावे।
1a1c120223	तारा पापन काम बेसका होयने सी आरु तारो लेनो देनो घाड़ाय कुहराय सी चुखलु जागु विटोळ होय गोयो; कोरीन हांव तारेम ओसो आगठो उपजाड़ीस की जेरेसी तु रुखड़ु होयु आरु हांव तुसेक आखा देखनेवाळा ओगोळ भिमा रुखड़ु कोर नाखलु छे।
1a1c13013b	देस देसोन मानसो मा गोथा जोतरा तुसेक जाने आखा तारे कारण घाबराय गोया; तु बीकोन कारण होयु आरु ओळी जोलोम जुगु उलुप होय जायीस।
1a1c140054	योहोवान यो बुल मारें यां पुग्यो:
1a1c1500dc	हे मानसोन ओवलियाद, आपसो मुख सीदोन भेनी कोरीन हेंदरे वाराम भोगवानो वोगे गोथी वात कोर,
1a1c160212	आरु कोव, पोरबु योहोवा ओसु कोवे: हे सीदोन, हांव तारे विरुद् छे; हांव तारे इचमा आपसी मोहिमा कोरावीस। जोत्यार हांव हेरे इचमा डोन आपीस आरु हेमरे आपसका चुखलो कोवाड़ीस, तोत्यार मानसे जान लेसे की हांव योहोवा छे।
1a1c1701d7	हांव सीदोम मा रुग आरु मोत मुकलीस, आरु हेंदरी वाटो पोर लुहुय उहवाड़ीस; आरु हेरा च्यारु मेर तोलवार चालाड़ीस; तोत्यार हेरे इचमा घायेल मानसे पोड़से, आरु होये जान लेसे की हांव योहोवा छे।
1a1c1801d3	इसराएलोन घोरानान च्यारु मेरोन जोतरा देस हेंदरे पुठी कुहराय कोरे, हेनु मा गोथो कुदु हेंदरो गुपायन्यो काटो, काटास्यो ओळी नी रोवे; तोत्यार होये जान लेसे की हांव परमेश्वर योहोवा छे।
1a1c19027f	परमेश्वर योहोवा ओसु कोवे: जोत्यार हांव इसराएलोन घोरानो हेनु आखा मानसो मा गोथा एकठा कोरीस, जेंदरे इचमा रिवन्या तिवन्या होयला छे, आरु देस देसोन मानसो ओगोळ हेंदरे लारे चुखो कोवाड़ीस, तोत्यार होये हेना देसोम रोवसे जे हांव आपसा दास याकुब काजे आपलु।
1a1c1a024b	होये हेरेम बेफिकरीया बोसला रोवसे; होये घोर बोनावीन आरु ओंगुरोन वाड़ी लागाड़ीन निरसा रोवसे; तोत्यार हांव हेन्दरे च्यारु मेरोन आखा मानसोक डोन आपीस जो हेनुसी कुहराय कोरे, तोत्यार होये जान लेसे कि हेंदरु परमेश्वर योहोवात् छे।
1a1d0100d0	दोसवे सालोन दोसवे मोहनेन बारवे दाहड़े परमेश्वर योहोवान यो बुल मारे यां पुग्यो:
1a1d02012a	हे मानसोन ओवलियाद, आपसो मुख मिसर देसोन राजा फिरोन भेनी कोरीन हेरा आरु मिसर देसोन विरुद् भोगवानो वोगे गोथी वात कोर;
1a1d0301e0	ओसु कोव, परमेश्वर योहोवा ओसु कोवे: हे मिसर देसोन राजा फिरोन, हांव तारे विरुद् छे, हे मोटला मोगोर, तु आपसी नोंदीन इचमा पोड़ रोवे, जु कोवलु छे, मारी नोंदी मारे जुगु हांव यी नोंदी बोनावलु छे।
1a1d0401fe	हांव तारा जोबड़ाक काट लिस; आरु तारा खालड़ा पोर तारी नोंदीन माछाक गुचड़ान ओसु चिपकाड़ीस। ऐरे वाद हांव तेनुक आरु तारे पुठी तारी नोंदिन आखा माछाक जे तारा खालड़ा पोर चिपेकली रोवसे, खोयड़े हापकी लिस।
1a1d050211	तोत्यार हांव तुसेक तारी नोंदीन आखा माछा भेळ जोंगोल मा निकाव दिस, आरु तु खोयड़ाम पोड़ला रोवसे; काहने वी रीते सी तुसेक फोम नी राखसे। हांव तुसेक जोंगोलोन जोनवारीया आरु वादळान चिल्‌लान खानो बोनाय देदलु छे।
1a1d060133	तोत्‍यार मिसर देसोन आखा रोवन्या जान लेसे की हांव योहोवा छे। होये ते इसराएलोन घोराना जुगु कोमजुर लाकड़ान टेकु कोवाया।
1a1d0701d6	जोत्यार होये तारे पोर हातोन जुर देदु तोत्यार तु टुट गोयु आरु हेंदरा खांदा उखवीत गोया, आरु जोत्यार होये तुसेक टेकु देदा, तोत्यार तु टुट गोयु, आरु हेंदरा कोड़्यान आखी नोस चोहोड़ गोय।
1a1d080109	ओस कोरीन पोरबु योहोवा ओसु कोवे: देख, हांव तार पोर तोलवार चालाड़ीस, तारा मानसे आरु ढुरे, आखान नास कोरीस।
1a1d090180	तोत्यार मिसर देस उजड़लोत उजड़लोत होयसे; आरु होये जान लेसे की हांव योहोवा छे। तु कोवलु छे, मारी नोदी मारी बोनावली छे, आरु हांव नोंदी काजे बोनावलु छे।
1a1d0a0174	ओस कोरीन देख, हांव तारे आरु तारी नोंदीन विरुद् छे आरु मिसर देसोन मिग्दोल सी लिन सोवेने लोगुन पुन कुस देसोन काकोड़ लोगुन उजाड़ुत उजाड़ुत कोर दीस।
1a1d0b00dc	चावीस साल लोगुन हेरेम मानुस आरु ढुरोन पाय लोगुन नी पोड़से; आरु नी हेरेम काहीन वोससे।
1a1d0c01f9	चावीस साल लोगुन हांव मिसर देसोन उजड़ला देसोन इचमा उजाड़ दिस; आरु हेरा सोहोर उजड़ला सोहोरोन इचमा उजड़लात रोवसे। हांव मिसर देसोन मुलुक मुलुकोम खोव्‌ली दिस, आरु देस देसो रिवन्या तिवन्या कोर दिस।
1a1d0d013f	परमेश्वर योहोवा ओसु कोवे: चावीस साल वितनेम हांव मिसर देसोन तेनी जातिन इचमा सी एकठा कोरीस, जेरेम होये रिवन्या तिवन्या होये
1a1d0e016a	आरु हांव मिसर देसोन बांदवाय सी छुड़ावीन पोत्रोस देस मा, जे हेंदरी पोयदावारीन जागु छे, ओळी पुगाड़ीस; आरु होंया हेंदरो नानोस मुलुक होय जासे।
1a1d0f017c	होयो आखा मुलुक मा नानोस होयसे, आरु ओळी आपसो मुनको आरु जातिन उपोर नी उठसे; काहाकी हांव मिसर देसोक ओसु कोम कोरिस की होये राज राजो पोर ओली राज नी कोरे।
1a1d1001ef	होये ओळी इसराएलोन घोराना भुरसान कारण नी होयसे, काहाकि जोत्यार होये ओळी हेंदरे भेनी देखने लागे, तोत्यार होये हेंदरा ओधोरोम काजे फोम कोरसे। तोत्यार होये जान लेसे की हांव परमेश्वर योहोवा छे।
1a1d1100d3	ओळी सोत्तावीसवे सालोन पेहले मोहनेन पेहलो दाहड़े योहोवान यो बुल मारे यां पुग्यो:
1a1d12029d	हे मानसोन ओवलियाद, बेबीलोनोन राजा नोबुकदनेस्सर सोर सोहोर काजे हारेवने कोरीन आपसी सेना काजे काठी मेहनोत कोरायो; होरीकोन मुनको टोरगो होय गोयो, आरु होरीकोन खांदान चामड़ो छुलाय गोयो; तेवी हेनुक सोर गोथो नी ते ऐनी काठी काम न दाहड़की जोड़ी आरु नी काय सेना काजे।
1a1d130201	कोरीन परमेश्वर योहोवा ओसु कोवे: देख, हांव बेबीलोनोन राजा नोबुकदनेस्सर काजे मिसर देस आपीस, आरु होयो गोड़दी काजे ली जासे, आरु हेरो धोन काजे लुटीन आपसो कोर लेसे; एने यी दाहाड़की आपसी सेना काजे जोड़से।
1a1d140137	हांव हेरा मेहनोतोन बोदले हेनाक मिसर देस ओस कोरीन आपलु छे कि हेये मानसे मारे जुगु काम कोरला, परमेश्वर योहोवान यो बुल छे।
1a1d15014e	तेने टेमे हांव इसराएलोन घोरानान एक सिंगड़ो उगाड़ीस, आरु हेंदरे इचमा तारो मुय उगाड़ीस। तोत्यार होये जान लेसे की हांव योहोवा छे।
1a1e010077	ओळी परमेश्वर योहोवान यो बुल मारें यां पुग्यो:
1a1e020107	हे मानसोन ओवलियाद, ओगावयती वात कोरीन कोव, परमेश्वर योहोवा ओसु कोवे: हाय, हाय कोरु, हाय तेना दाहड़ा पोर!
1a1e0300f8	काहाकी तेने दाहड़े मोतलोप योहोवान दाहड़ु सोतेत छे; चो दाहड़ो वादळान, आरु जातीक डोनोन टेम होयसे।
1a1e0401b9	मिसर देस मा तोलवार चालसे, आरु जोत्यार मिसर देसोन मानसे तोलवार सी मोरीन पोड़से, तोत्यार कुस मा वी काठो आय पोड़से, मानसे मिसर काजे लुट ली जासे, आरु हेरी नेव काजे उथलाय देसे।
1a1e05012e	कुस, पुत, लुद, आरु आखा दोगले, आरु कुब मानसे आरु वायदा बांदला देसोम रोवन्या, मिसरी देसो पुठी तोलवार सी मार नाख्या जासे।
1a1e06020c	योहोवा ओसु कोवे: मिसर देस काजे सोमावने वाळा वी हिट पोड़से, आरु आपसी ताकोत पोर मिसर देस सी घाड़ायतेला, चे टुटसे; मिग्दोल सी लीन सोवेने लोगुन हेरा रोवन्याक तोलवार सी मार नाखसे, परमेश्वर योहोवान यो बुल छे।
1a1e0700e1	होये उजड़ला देसोन इचमा उजड़ला रोवसे, आरु हेंदरा सोहोर उजाड़ कोरला सोहोर मा गिनाय जासे।
1a1e080120	जोत्यार हांव मिसर मा आगठो लागाड़ीस आरु हेरा आखा सात देन्या नास होयसे, तोत्यार होये जान लेसे सी हांव योहोवा छे।
1a1e0901d4	तेने टेमे मारे ओगोळ सी दुत ढोन्डिया पोर चोहड़ीन विगुर बिहयेत निकोळसे आरु कुसीयक बीहाड़से; आरु तेन टेम पोर ओसी पीड़ा पोड़से जोसो कि मिसर देसोक डोनोन टेम; काहाकी देख, चो दाहड़ो आवेत!
1a1e0a010f	परमेश्वर योहोवा ओसु कोवे: हांव बेबीलोनोन राजा नोबुकदनेस्सरन हातो सी मिसर देसोन गोड़दीक नास कोराय दीस।
1a1e0b0179	चो आपसा मानसो भेळ, जी आखी जातीन सी विनछेव्यो छे, तेना देसोन नास कोरने पुगाड़से; आरु होये मिसर देसोन विरुद् तोलवार हापकीन देसोक मोरला सी भोर देसे।
1a1e0c0198	हांव नोंदीक सुकाड़ दीस, आरु देसोन भुनला मानसोन हातोम कोर दिस; आरु हांव पारका देसोन लारे देसोक, आरु जो काहिन हेरेम छे, उजाड़ मांगीस; हांव योहोवात ओसु कोवलु छे।
1a1e0d01a0	परमेश्वर योहोवा ओसु कोवे: हांव नोप मा सी मुरतियाक नास कोरीस आरु हेरेम मुरतियाक रोवने नी दोम; ओळी कुदु डाहलो मिसर देसोम नी उठसे; आरु हांव मिसर देसोम बिक बोनावीस।
1a1e0e00cc	हांव पोत्रोस काजे उजाड़ीस, आरु सोओन मा आगठो लागाड़ीस, आरु सोहोर काजे डोन आपीस।
1a1e0f010f	सीन सोहोर जो मिसर देसोन किलान जागु छे, तेना पोर हांव आपसी रीस भोड़कावीस, आरु नो काजे गोड़दी काजे सार दीस।
1a1e100127	हांव मिसर देस मा आगठो लागाड़ीस; सीन सोहोर बेसको थोरथोरो होयसे; आरु नो फाड़ नाखीस आरु नोप सोहरोन विरुद दिसुत उठसे।
1a1e1100c4	ओन आरु पीवेसेतोन जुवान तोलवार सी पोड़से आरु ये सोहोर बांदवाय मा जात रोहसे।
1a1e120216	जोत्यार हांव मिसर देसोन जुड़ाक तोहोपनहेस मा तुड़ीस, तोत्यार हेरेम दिसुत आंधारो होयसे, आरु हेरा दोमो पोर होयो घाड़ाय कोरे, चो नास होय जासे; हेरे पोर आंधारो छावाय जासे आरु हेरा पोरायटा बांदवाय मा जात रोवसे।
1a1e1300c3	ओस कोरीन हांव मिसर देस वाळाक डोन आपीस। आरु होये जान लेसे की हांव योहोवा छे।
1a1e1400d3	ओळतेन इग्यारवे सालोन पेहले मोहनेन सातवे दाहड़े योहोवान यो बुल मारें यां पुग्यो:
1a1e1501cf	हे मानसोन ओवलियाद, हांव मिसर देसोन राजा फिरोन काजे कोमजुर कोर देदु: आरु देख, नी ते होये जुड़ायली छे, नी हेरे पोर निपलान चोव लागाड़ली छे की होये बांदने सी तोलवार धोरनेन सारको बोने।
1a1e160189	कोरीन पोरबु योहोवा ओसु कोवे: देख, हांव मिसर देसोन राजा फिरोनन विरुद छे, आरु हेरा वारला आरु टुटला दुयु खांदाक तुड़ीस; आरु तोलवार हेरा हातोम गोथु पाड़ीस।
1a1e1700c7	हांव मिसर देसोन मुलुक मुलुकोम रिवन्या तिवन्या कोरीस, आरु देस देस मा वेरविस।
1a1e18018f	हांव बेबीलोनोन राजान मजबुत कोरीन आपसी तोलवार हेरा हातोम आपीस; पुन राजा फिरोनोन खांदाक तुड़ीस, आरु चो हेरे ओगोळ ओसो आयेड़से जोसो मोरने वाळो घायेल आयड़े।
1a1e190222	हांव बेबीलोनोन राजान खांदाक सोमावीस, आरु फिरोनोन खांदा ढिली पोड़से, तोत्यार होये जानसे की हांव योहोवा छे। जोत्यार हांव बेबीलोनोन राजान हातोम आपसी तोलवार आपीस, तोत्यार होये तेना मिसर देस पोर तोलवार चालाड़से;
1a1e1a013f	आरु हांव मिसर देसन मुलुक मुलुकोम रिवन्या तिवन्या कोरीस आरु देस देस मा वेरवी दिस। तोत्यार होये जान लेसे की हांव योहोवा छे।
1a1f0100c0	इग्यारवे सालोन तीसरे मोहनेन पेहले दाहड़े योहोवान यो बुल मारे यां पुग्यो:
1a1f0200fe	हे मानसोन ओवलियाद, मिसर देसोन राजा फिरोन आरु हेरा मानसो काजे कोव, आपसी बोड़ाय मा तु कुनी सारकु छे।
1a1f030170	देख, ओस्सुर ते लोबानोनोन एक देवदार होतो जेरा घाटाळा घाटाळा डाळ्या, झाजलो साहवो कोरे आरु मोटली उची होती: आरु हेरी फुनगी वादळाम लोगुन पुगतेली।
1a1f040199	पानी हेनाक वोदाड़्यो, आरु उंडला पानीन कारण होयो उचो होयो, जेरेसी नोंदी हेरा जागान च्यारु मेर उहुवतेली; आरु हेरा गोटार निकळीन खोयड़ान आखा झाड़ोन चा पुगतेली।
1a1f0501a2	ओस कोरीन तेरी उचाय खोयोड़ान आखा झाड़ो सी जादा होयी; तेरा छिगा बेसका होया, आरु डाळ्या नांबा होय गोया, काहकी जोत्यार होयी निकळी, तोत्यार हेनुक बेसको पानी जोड़्यो।
1a1f060165	हेरा छिगाम आखे भातिन चिल्‌ला आवीन बोसतेला, आरु हेरा डाळ्यान नेचा खोयड़ान आखे भातिन जीव उबेजतला; आरु हेरा साहवाम आखा मोटली जाती रोवतेली।
1a1f07010d	होये आपसी बोड़ाय आरु आपसी डाळ्यान नांबायीन कारन घाटाळो होयो; काहाकी हेरा मुवे बेसका पानीन धोड़े होता।
1a1f0801fa	परमेश्वरोन वाड़ीन देवदार वि हेनुक नी साताड़ सोकतेला, सोनोबर हेरा छिगान जोसा वी नी होता, आरु नी ओर्मोन झाड़ हेरा डाळ्यान जोसा होता; परमेश्वरोन वाड़ीन वी काहनो झाड़ घाटाळाम हेरे बोराबोर नी होतो।
1a1f090151	हांव हेरा डाळ्याक बेसका घाटाळा बोनावलो होतो, यां लोगुन कि ओदोनोन आखा झाड़े जे परमेश्वरोन वाड़ीम होता, हेरेसी घाड़ाय कोरता होता।
1a1f0a018f	ओस कोरीन परमेश्वर योहोवा ओसु कोवलु छे: हेरी उचाय जी वोद गोय, आरु हेरी फुनगी जी वादळाम लोगुन पुगली छे, आरु आपसी उचायीन कारण हेरो मोन घाड़ाय सी फुल गोयलो छे।
1a1f0b0196	कोरीन मुलुकोम जो ताकोतवाळो छे, हांव तेरात हातोम हेनाक कोर दिस, आरु होयो छाचिन हेरेसी भुंडोत वेवहार कोरसे। हेरा भुनला कामोन कारण हांव हेनाक निकाळ देदलु छे।
1a1f0c0234	पारका, जे जातिम भयानक मानसे छे, होये हेनुक काटिन छुड़ देसे, हेरा डाळ्या बोयड़ा पोर, आरु आखा तोराय मा पाड़ नाखसे, आरु हेरा डाळ्या देसोन आखा खुदराम टुटला पोड़ला रोसे, आरु देस देसोन आखा मानसे हेरा साहवाक छुड़ीन जात रोवसे।
