2800000005	Mateu
2b09050036	Ntsimbu njicili ha mavu, njinapu ceke ca vaka mavu.”
2b09060081	Omo uamanusuile kuhandeka evi, uajekuililile ha mavu kaha uambatele mavu a kupandakana na malenzi naku ahaka ha mesho a uje yala,
2b090700ab	nakuhandeka kuli ikeye nguendi, “Ya, ukatane ku mesho ove mu cisali ca Siloame” (Siloame ilumbunuka vana mutumu). Kaha uaile nakutana omo uahilukile uaputukile kumona.
2b090800a8	Vandambo vendi na vaje vamumuene laja tele acili muka kulomba vukuasi, vaputukile kuihula nguavo, “Ou keti ikeye uje yala uakele nakutumama na kulomba vukuasi ndi?”
2b090900be	Vamo vaputukile kuhandeka nguavo, “Ikeye vene.” Vamo vahandekele nguavo, “houe, vuno honi muntu lika ueka uakulifua nendi.” Kaha ikeye uahandekele nguendi, “Yange vene uje yala.”
2b090a004c	Vuno honi vatualeleleho kumuihula nguavo, “Kaha mesho ove anemuka vati?”
2b090b00cb	Uavakumbuluile nguendi, “Yala ivatumbula nguavo Yesu uambatele mavu nakunjihaka ha mesho, nakuhandeka kuli yange nguendi, ‘Ya ku Siloame ukatane.’ Kaha njaile nakutana mukemo njaputukile kumona.”
2b090c005e	Vahandekele kuli ikeye nguavo, “Ali kuli honi?” Uahandekele nguendi, “Kunjitantekeya.”
2b090d0033	Vanehele uje yala uapuile kapuputua kuli Vafaliseo.
2b090e003c	Liapuile litangua lia Sapalalo lije Yesu uemuisile uje yala.
2b090f00b9	Kaha Vafaliseo naua vaputukile kumuihula nguavo, cineja vati linga umone. Uahandekele kuli vakevo nguendi, “Uanjihakele mavu ha mesho ange. Kaha njataneneko, mukemo njili nakumona.”
2b091000de	Vamo va Vafaliseo vahandekele nguavo, “Ou yala kahumu kuli Njambi, omuo kekuniunga litangua lia sapalalo.” Vuno honi vakuavo vahandekele nguavo, “Muka vupi asa vati kulinga vitantekeyeso evi?” Kaha vali hangunuine.
2b091100ae	Kaha Vafaliseo vahandekele naua kuli uje kapuputua nguavo, “Uhandekaho vika hali ikeye? Mesho ove akeo anemuisile.” Uahandekele nguendi, “Ikeye Kananguizi ua Njambi.”
2b09120088	Vakuluntu va Vayunda kuvatsilielele nguavo uapuile kapuputua kaha ali nakumona naua, kuvanga noho vasanene visemi va uje yala ivemuisile
2b0913007a	nakuvehula nguavo, “Ou ikeye vene muneni, uje imuahandekele ngueni nasemuka vupuputua ndi? Cija vatihoni linga amone?”
2b09140078	Visemi vendi vakumbuluile nguavo, “Tuatantekeya vene nguetu ou ikeye munetu, naua ikeye vene uje uasemukile vupuputua,
2b0915009f	vuno honi kutuatantekeyele cije canehesa linga amone, kaha kutuatantekeyele naua nauje nemuisa mesho endi. Muhuliseni, mukuluntu alihandekela ikeye vavenia.”
2b091600bb	Visemi vendi vahandekele eci omuo vateuele vantuama va Vayunda, omuo vantuama va Vayunda valitavasanene nguavo uoshe ahandeka nguendi Yesu ikeye Kilistu vakamusheka mu njivo ya malombelo.
2b09170042	Nankuma visemi vendi vahandekele nguavo, “Nakolo, muhuliseni.”
2b091800aa	Nankuma vasanene uje yala uapuile kapuputua lua mucivali, kaha vahandekele kuli ikeye nguavo, “Hana kalemeso kuli Njambi! Tuatantekeya nguetu ou yala napu muka vupi.”
2b0919009a	Uakumbuluile nguendi, “Kunjitantekeya indi muka vupi indi kuahi. Cuma cimo cinjitantekeya lika nguange njapuile njikapuputua, vuno honi hano njimona.”
2b091a004f	Vahandekele kuli ikeye nguavo, “Nalingile vika kuli yove? Nakuimuisa vati?”
2b091b0096	Uavakumbuluile nguendi, “Njamilekesa laja, vuno honi ku muanjivuilile. Vika mutondela naua kucivua? Neni naua mutonda kupua vandongisi vendi ndi?”
2b091c0062	Kaha vaputukile nakuhandeka nguavo, “Yove ndongisi uendi, vuno honi yetu tuvandongisi va Mosesa.
2b091d006d	Tuatantekeya nguetu Njambi uahandekele kuli Mosesa, vuno honi hali ou yala, kutuatantekeyele kuje kuahuma.”
2b091e007e	Uje yala uakumbuluile nguendi, “Eci cinapu cuma cakukomouesa! Kumuatantekeyele kuje ahuminina, vuno honi nemuisa mesho ange.
2b091f0088	Tuatantekeya nguetu Njambi kekuivuilila kuva ka vupi, vuno honi akevuilila kuli uje muka kumulemesa na uje muka kuononoka cizango cendi.
2b09200057	Hume kuva tangelele mavu, naumo uahi uevua muntu uje emuisa muntu uasemukile vupuputua.
2b09210043	Nga ou yala kahumine kuli Njambi, ngue nevi ali nakulinga viahi.”
2b0922007f	Vamukumbuluile nguavo, “Yove uasemukililile mu vupi, nkuma utonda kutulongesa ndi?” Kaha vamushekele mu njivo ya malombelo.
2b09230074	Omo Yesu uevuile nguavo vanamusheke, kaha omo uamuuanene, uahandekele nguendi, “Uatsiliela muli Muna Muntu ndi?”
2b0924004c	Uamukumbuluile nguendi, “Napu iya, Muene? Njileke, linga njimutsiliele.”
2b0925005e	Yesu uahandekele kuli ikeye nguendi, “Uamumono, nou ali nakuhandeka kuli yove ikeye vene.”
2b09260041	Uahandekele nguendi, “Muene, njitsiliela.” Kaha uamulemesele.
2b09270087	Yesu uahandekele nguendi, “Njezile hano ha mavu mu kusompa linga vaje kuvamono linga vamone, naua navaje vamona linga keti vamone.”
2b09280080	Vamo va Vafaliseo vaje vakele hayehi nendi vovuile eci vahandekele kuli ikeye nguavo, “Cili vene netu naua tutupuputua ndi?”
2b0929009d	Yesu uahandekele kuli vakevo nguendi, “Nga muapuile tupuputua, ngue kumuesi na vupi. Vuno honi muhandeka ngueni, ‘Tumona,’ vupi vueni hanga vuakala.”
2b0a0100cb	Yesu uahandekele nguendi, “Mua vusunga vene njimileka nguange, uoshe uje akovelela ku cikolo ca limba lia vampanga napu kaniungi ua vusunga, vuno honi uje alikuasesa ngila yeka napu muizi cipue muhuza,
2b0a02003c	vuno honi uje akovelela ku cikolo napu kaniungi ka vampanga.
2b0a030090	Muka kuniunga ku cikolo akamushokuelela cikolo, kaha vampanga vakevu lizi liendi. Akavasana vampanga vendi ha lizina nakuvatuamenena mukulovoka.
2b0a040069	Omo nga natuhuisa voshe, akai kulutue luavo, kaha vampanga vaka mukavangeya omuo vatantekeya lizi liendi.
2b0a050052	Kuvakakava mungenzi, vuno honi vakamuteua omuo kuvatantekeya lizi lia vangenzi.”
2b0a060061	Yesu ualikuasesele mezi aua kuli vakevo, vuno honi kuvevuisisile viakele nakuhandeka kuli vakevo.
2b0a070069	Kaha naua Yesu uahandekele kuli vakevo nguendi, “Cili vene njimileka nguange, yange cikolo ca vampanga.
2b0a080061	Voshe vezile kulutue luange vapuile vezi na mihuza, vuno honi vampanga kuvevuililile kuli vakevo.
2b0a09006c	Yange cikolo, uoshe akovela kuhitila muli yange, akovoka, kaha akakovela nakulovoka na kuuana muila ua cili.
2b0a0a006f	Muizi akeja lika na kuiva, na kutsiha na kupihisa, yange njezilile lika linga vakale na muono uacili mukushula.
2b0a0b0042	“Yange kaniungi uacili. Kaniungi uacili akatsila vampanga vendi.
2b0a0c009e	Uakukumuna uje keti kaniungi naua kakele na vampanga, omo amona kangunga kaha aseza vampanga na kuteua, kaha uje kangunga akuata vaje vampanga nakuvashandola.
2b0a0d002d	Uje uakukumuna ateua omuo kazangele vampanga.
2b0a0e0047	Nji kaniungi uacili, njitantekeya vange kaha vange naua vanjitantekeya,
2b0a0f0058	ngue omuo Tate anjitantekeya nange naua njitantekeya Tate, kaha njitsila vampanga vange.
2b0a100099	Kaha njili na vampanga veka, vaje keti va mulimba lino, njapande kuvaneha naua, kaha vakovuilila lizi liange. Kaha vakapua vutanga vumo, na kaniungi umo.
2b0a110057	“Mucifua eci vene Tate uanjizanga, omuo njihana muono uange, linga njikauambate naua.
2b0a1200ad	Naumo uahi akauambata kuli yange, vuno honi njihana muono uange mukulihana. Njili nanzili yaku utula, naua njili nanzili yaku uambata, eci kushika njinacambata kuli Tate.”
2b0a13003e	Kaha naua vantuama va Vayunda valihangunuine omuo ya mezi aua.
2b0a140061	Vuingi vuavo vahandekele nguavo, “Ali na lihamba naua nazaluka, vika muli naku muivuililila?”
2b0a15007e	Vakuavo vakele nakuhandeka nguavo, “Aua keti mezi a muntu uje ali na lihamba. Nkuma lihamba liasa kuimuisa kapuputua ndi?”
2b0a160052	Ha ntsimbu ije ciuano ca Kukundika cakele ku cihela ca Yelusalema. Capuile cisika,
2b0a170052	na Yesu uakele nakuenda mu vimbalaka via njivo ya Njambi, mu mbalanda ya Solomoni.
2b0a180096	Kaha vantuama va Vayunda vamuzengelekele nakuhandeka kuli ikeye nguavo, “Vintsimbu vingahi ukatuseza mu citanga? Nga yove Kilistu tuleke vusunga.”
2b0a190097	Yesu uavakumbuluile nguendi, “Njamilekele vuno honi ku muanjitsilielelele. Vipangi vije njikapanga mu lizina lia Tate, vihandeka vukaleho hali yange,
2b0a1a0040	vuno honi kumuvitsiliela, omuo kumuakundamene ku vampanga vange.
2b0a1b004d	Vampanga vange vakevu lizi liange, kaha njivatantekeya naua vakanjikavangeya.
2b0a1c0054	Njikavahana muono uayaye, naua kuvakanongo. Naumo uahi akavahumisa mu livoko liange.
2b0a1d006b	Vije viananjihana Tate vinapu viakama kupulakana vioshe, kaha naumo uahi asa kuvihumisa mu livoko lia Tate.
2b0a1e001d	Tate nange tunapu umolika.”
2b0a1f0033	Vantuama va Vayunda vambatele mavue linga vamuashe.
2b0a200095	Yesu uavakumbuluile nguendi, “Njamipangela vipangi viacili viavingi viakuhuminina kuli Tate, hali vioshe evi njalingi cilihoni munjashela mavue?”
2b0a2100c6	Vantuama va Vayunda vamukumbuluile nguavo, “Keti nguavo ha vipangi viacili tukuashela mavue, vuno honi yove uli nakushaula Njambi, omuo yove u muntu lika vuno honi ulinakulilinga ngue u Njambi.”
2b0a22007a	Yesu uavakumbuluile nguendi, “Nkuma kuvacisonekele mu lishiko lieni nguavo, ‘Njahandekele nguange, mu vanjambi ndi’?
2b0a230084	Nga kuli vaje lizi lia Njambi liezile vavatumbuile nguavo ‘vanjambi’ (naumo uahi asa kuhaka kumukulo vije vivihandeka visoneka),
2b0a240088	nkuma muhandeka ngueni uje Tate yanalelesa nakumutuma ha mavu alinakushaula Njambi omuo njahandekele nguange, ‘Nji Muna Njambi ndi’?
2b0a250040	Nga kunjesi nakupanga vipangi via Tate, kaha keti munjitsiliele,
2b0a2600a6	vuno honi nga njilinakuvipanga, cipue vene kumunjitsiliela, tsilieleni vipangi, linga mukatantekeye na kuvua ngueni Tate ali muli yange kaha nange njili muli Tate.”
2b0a27003c	Kaha vesekele kumukuta vuno honi uapusunukile mu mavoko avo.
2b0a280080	Kaha uahilukilile naua musinia lia ndonga ya Yundau ku cihela cije Iuano uakele nakumbuitikila ha kulivanga, kaha uakakele kuje.
2b0a29009c	Vavengi vezile kuli ikeye nakuhandeka nguavo, “Iuano kalingile vitantekeyeso vuno honi vioshe vije Iuano uahandekele hali ou yala viapuile via vusunga.”
2b0a2a001e	Kaha vavengi vamutsilielelele.
2b0b01006b	Kuakele yala uakele nakuvavala ua lizina lia Lazalu uaku Mbeteniya, kuje kuvakele vamunaina Maliya na Mata.
2b0b02008b	Ou ikeye Maliya uje uetilile Muene mazi akunika aseho nakumuhunda ku viliato na vinkambu viendi ikeye uje munaina Lazalu uakele nakuvavala.
2b0b030061	Nankuma vamuanaye vatumine mezi kuli Yesu nguavo, “Muene, uje kavusamba kove ali nakuvavala.”
2b0b0400ae	Vuno honi omo Yesu uacivuile uahandekele nguendi, “Eci kuvavala keti ca kutsa, vuno honi cinapu ca vumpau vua Njambi, linga Muna Njambi vamujundule kuhitila muli cikeco.”
2b0b050026	Yesu uazangele Mata na munaina Lazalu.
2b0b06005c	Munima yakuivua nguavo Lazalu ali nakuvavala, uatumameneko naua matangua avali kuje kuakele.
2b0b070072	Kaha munima yakuivua ou muzimbu uahandekele kuli vandongisi vendi nguendi, “Tuyeni ku nganda ya Yundeya naua.”
2b0b080082	Vandongisi vendi vahandekele kuli ikeye nguavo, “Lambi, vantuama va Vayunda vatondele kukuasha mavue, nkuma uciyako naua ndi?”
2b0b090099	Yesu uavakumbuluile nguendi, “Nkuma keti mahola likumi na avali ha litangua ndi? Vaje vakakuenda mutania, kuvekutsutsuka omuo vakamono ceke ca ha mavu.
2b0b0a0050	Vuno honi vaje vakakuenda vutsiki vakatsutsuka, omuo ceke kucesi muli vakevo.”
2b0b0b007b	Munima yakuhandeka eci, uavalekele nguendi, “Kavusamba ketu Lazalu nakosa tulo, vuno honi njiya naku muhindula mutulo.”
2b0b0c005e	Vandongisi vendi vahandekele kuli ikeye nguavo, “Muene, nga nakosa tulo, kaha akahinduka.”
2b0b0d006c	Yesu uahandekele kutsa ca Lazalu, vuno honi vakevo vasinganiekele nguavo nahandeka nguendi nakosa tulo lika.
2b0b0e0036	Kaha Yesu uavalekele vusunga nguendi, “Lazalu natsi.
2b0b0f005b	Omuo yeni njavuahelela ngeci kunjakeleko, linga mutsiliele. Vuno honi tuyeni kuli ikeye.”
2b0b100076	Tomasi, ivatumbuile nguavo Mpasa, uahandekele kuli vakuavo vandongisi nguendi, “Netu tuyeni, linga tukatse nendi.”
2b0b110048	Omo Yesu uahetele, uauanene Lazalu tele ali na matangua auana mu cihilo.
2b0b120048	Mbeteniya yapuile kuyehi na nganda ya Yelusalema mu mantambo atatu lika,
2b0b130061	kaha vuingi vua Vayunda vezile kuli Mata na Maliya mukuva simpisa omuo hakutsa ca munaina Lazalu.
2b0b140051	Omo Mata uevuile nguavo Yesu ali nakuija, uamusheshele, tele Maliya ali mu njivo.
2b0b150055	Mata uahandekele kuli Yesu nguendi, “Muene, nga unakele kuno, muanetu ngue katsile.
2b0b16005c	Vuno honi cipue ntsimbu ino njatantekeya nguange vioshe ulomba kuli Njambi, akakuhanavio.”
2b0b170041	Yesu uahandekele kuli ikeye nguendi, “Muanoko ahinduka naua.”
2b0b180084	Mata uahandekele kuli ikeye nguendi, “Njatantekeya vene nguange akahinduka ha ntsimbu ya kusanguka ha litangua lia mamanusuilo.”
2b0b190081	Yesu uahandekele kuli ikeye nguendi, “Yange kusanguka na muono, voshe vaje vatsiliela muli yange, cipue vakatsa, vakayoya naua,
2b0b1a0049	kaha uoshe ayoya nakutsiliela muli yange kakatsiho. Utsiliela eci ndi?”
2b0b1b0077	Uahandekele kuli ikeye nguendi, “Eyo, Muene, Njatsiliela nguange yove Kilistu Muna Njambi, uje akeja hano ha mavu.”
2b0b1c0091	Munima yakuhandeka evi, Mata uaile nakusana munaina Maliya, uamusanenene kuali kaliendi nakumulekesa nguendi, “Mulongisi uno ali nakukusana.”
2b0b1d003d	Kaha omuo uacivuile, uakatukile vuasi vuasi nakuya kuli Yesu.
2b0b1e0058	Honi Yesu tele kanda ahete hembo, vuno honi uakele ku cihela kuje kualiuanenene na Mata.
2b0b1f00ad	Vayunda vaje vakele nendi mu njivo nakumusimpisa, vamuene Maliya akatuka vuasi vuasi nakuya hambanza, vamukavele omuo vasinganiekele nguavo alinakuya ku cihilo nakulililako.
2b0b200097	Omo Maliya uahetele kuje kuakele Yesu nakumumona, uauililile ku viliato viendi nakuhandeka nguendi, “Muene, nga unakele kuno ngue muanetu katsile.”
2b0b210062	Omo Yesu uamumuene alinakulila na vaje Vayunda vezile navo, uakele na vusiua cikuma mu Cimbembesi.
2b0b220069	Kaha uahandekele nguendi, “Mua mutsindi kuli?” Vahandekele kuli ikeye nguavo, “Muene, ija umone.”
2b0b23000e	Yesu ualilile.
2b0b240046	Kaha Vayunda vahandekele nguavo, “Haaa! Taleni mua muzangelelele!”
2b0b250091	Vuno honi vamo vavo vahandekele nguavo, “Keti ikeye uje uemuisile uje yala ua kapuputua ndi, vikahoni kalingililile ou yala linga keti atse?”
2b0b260083	Kaha Yesu naua uakele na vusiua cikuma, kaha uaile ku cihilo. Capuile cihilo cakuhinda mu livue, kuakele livue ku cikolo ca cihilo.
2b0b2700c3	Yesu uahandekele nguendi, “Humiseniko livue eli.” Mata munaina ya uje yala uatsile, uahandekele kuli ikeye nguendi, “Muene, ntsimbu ino alinakunika, omuo ali na matangua auana mu cihilo.”
2b0b280078	Yesu uahandekele kuli ikeye nguendi, “Nkuma kunjakulekele nguange nga uatsilielele nga umona vumpau vua Njambi ndi?”
2b0b290067	Kaha vahumisileko livue. Kaha Yesu uandukile nakuhandeka nguendi, “Tate, njantsantselako ha kunjivua.
2b0b2a0096	Njatantekeya nguange ukanjivu ntsimbu yoshe, vuno honi njahandeka evi ha mesho a vantu ava vanemana hano, linga vatsiliele nguavo yove uanjitumine.”
2b0b2b0044	Munima yakuhandeka evi, uatambakanene nguendi, “Lazalu, humamo!”
2b0b2c00bd	Uje uatsile uahindukile, oku mavoko na mikono yendi yakukuta na vintanga, na cihanga cendi vacizengele na ntanga. Yesu uahandekele kuli vakevo nguendi, “Muzituleni, kaha mueceleni aye.”
2b0b2d005e	Vuingi vua Vayunda vaje vezile na Maliya omo vamuene vialingile Yesu, vatsilielele muli ikeye,
2b0b2e0041	vuno honi vamo vaile kuli Vafaliseo nakuvalekesa vialingile Yesu.
2b0b2f00a9	Nankuma vakuluntu va tusasendote na Vafaliseo valiuanene na vaka mpunga nakuhandeka nguavo, “Vika vituapande kulinga? Omuo ou yala alinakulinga vitantekeyeso viavingi.
2b0b300086	Nga tumuecelela muje vene, kaha muntu uoshe akatsiliela muli ikeye, kaha Valoma vakeja naku pihisa njivo ya Njambi na lifuti lietu.”
2b0b31008a	Vuno honi umo uavo, Kayafase, uje uapuile kasasendote uakama ha muaka uje, uahandekele kuli vakevo nguendi, “Navimo viahi vimutantekeya!
2b0b32005a	Kumuevuile nguavo cacili muntu umolika kutsila vantu, kupulakana lifuti lioshe kunonga.”
2b0b330088	Kahandekele eci mu nzili yendi lika, vuno honi mukupuako kasasendote uakama ha muaka uje, uananguile nguendi Yesu napande kutsila vantu,
2b0b34005f	kaha keti vantu lika vuno honi kukungulula vana va Njambi na vaje valishandokela ku mafuti eka.
2b0b350039	Kuhuma ha litangua lije vatondele ngila ya kumutsihilamo.
2b0b3600c6	Nankuma Yesu kalisholuele ceka naua kuli Vayunda, vuno honi uahumine kuje nakuya ku nganda ije ivatumbuile Efalime ku mutambela uje uakele kuyehi namu mpambo, kaha uakakele kuje na vandongisi vendi.
2b0b370097	Tele Ciuano ca Paseka ya Vayunda cakele kuyehi, vavengi vahumine mu lifuti nakuya ku Yelusalema ntsimbu kanda Paseka ihete nakulilelesa vakevo vavenia.
2b0b3800b5	Vakele nakutonda Yesu kaha vakele nakulihozola umo na mukuavo oku tele vali mu vimbalaka via njivo ya Njambi nguavo, “Musinganieka vika? Nkuma cilivene keja kuno ku ciuano ndi?”
2b0b39007d	Honi vakuluntu va tusasendote na Vafaliseo vashikile nguavo uoshe uje atantekeya kuje kuali Yesu avalemuise, linga vamukuate.
2b0c01007b	Tele matangua atanu na limo kanda ahete a paseka, Yesu uezile ku Mbeteniya kuimbo lia Lazalu, uje ya sanguile Yesu kuvatsi.
2b0c020070	Vamuvuaheselele kulia ca cinguezi, Mata uamuhanene via kulia, na Lazalu uapuile umo uavaje vakele nendi ku mesa.
2b0c0300c8	Maliya uambatele kantsazi kakupuisa hhakati ka mazi a luengo luacili nakuvuavesa ku viliato via Yesu nakuhunda viliato viendi na vinkambu viendi, kaha njivo yoshe yashulile na luengo luacili lua mazi.
2b0c040069	Vuno honi Yundasa Sakaliote, umo ua vandongisi vendi (ikeye uje akamuenda vungungu), uahandekele nguendi,
2b0c05007f	“Vika aua mazi a luengo lua cili ku va alandesela ha vimbongo via muuaya uaya viakupua vihita vitatu na kuviana ku tuhutu?”
2b0c060090	Uahandekele evi keti ngue uakele nakuniunga vuino tuhutu vuno honi omuo uapuile muizi, uakele na cikuama cakuhaka vimbongo muje muakele nakuiva.
2b0c070052	Yesu uahandekele nguendi, “Mueceleni atumbikile ha ntsimbu yange ya kunjitsinda.
2b0c080054	Tuhutu mukala navo ntsimbu yoshe, vuno honi yange kumukakala nange ntsimbu yoshe.”
2b0c090090	Omuo civunga ca Vayunda ca tantekeyele nguavo ali kuje, vezile keti lika omuo ya Yesu vuno honi kuija nakumona Lazalu, uje ivasanguile ku vatsi.
2b0c0a0046	Kaha vakuluntu va tusasendote vasinganiekele muakutsihila Lazalu naua.
2b0c0b005e	Omuo ya vije vialingiuile kuli ikeye vuingi vua Vayunda va vavianene kaha vatsilielelele Yesu.
2b0c0c0074	Omuo kuacele liamukuavo vantu vavengi vezile ku ciuano kaha vovuile nguavo Yesu ali nakuija ku nganda ya Yelusalema.
2b0c0d00a2	Kaha vambatele mintango ya miti ya mambale nakumushesha oku vatambeka nguavo, “Hosana! Hosana! Uakukuisuliua uje eja mu lizina lia Muene, Shukulu ua Isaleli!”
2b0c0e0066	Kaha Yesu uauanene muna cimulu, kaha ualondeleho nakutumama, ngue muje vacisoneka mu visoneka nguavio,
2b0c0f006b	“Keti uteue, muana ua mpuevo ua Zioni, tala, Muene yove ali nakuija natumama ha muongo ua muna cimulu!”
2b0c1000b9	Vandongisi vendi kuvatantekeyele evi hakulivanga, vuno honi omuo Yesu vamujunduile mu vumpau vuendi, kaha vanukile nguavo evi viuma vavisonekele hali ikeye kaha vialingiuile kuli ikeye.
2b0c110071	Civunga cije cakele nendi omo muahinduile Lazalu na kumuhumisa mu cihilo nakumusangula kuvatsi vahanene vukaleho.
2b0c12004d	Omo civunga cevuile nguavo nalingi vitantekeyeso kaha vaile nakuliuana nendi.
2b0c13005e	Kaha Vafaliseo vahandekele kuli umo na mukuavo nguavo, “Taleni, mavu oshe ali nakumukava.”
2b0c140044	Hhakati kavaje vaile na kulemesa ku ciuano, vamo vapuile Vangelengu.
2b0c150092	Kaha vezile kuli Filipu uje uahumine ku Mbetesainda ku nganda ya Ngalileya, vahandekele kuli ikeye nguavo, “Muene, tutonda linga tumone Yesu.”
2b0c16004a	Filipu uaile nakuleka Anduleo, kaha Anduleo uaile na Filipu nakuleka Yesu.
2b0c170052	Kaha Yesu uavakumbuluile nguendi, “Ntsimbu inahete linga Muna Muntu vamujundule.
2b0c180097	Cilivene njimileka nguange, kuvanga nona ya tiliku iuile ha mavu na kutsa, kaha ikakala likaliayo, vuno honi nga itsa, kaha ikahaka vushuka vua vuingi.
2b0c19007e	Voshe vaje vazanga miono yavo vaka izimbalesa, kaha na vaje voshe vazinda miono yavo hano ha mavu vanalitulikila miono yayaye.
2b0c1a008d	Nga uoshe uje anjipangela napande kunjikava, kaha kunjikakala yange, na vangamba vange vakakalako. Uoshe anjipangela, na Tate akamusingimika.
2b0c1b008c	“Mutima uange uli nakulinienga. Kaha njikahandeka vika, ‘Tate, njohiele ha hola ino ndi’? Houe, omuo ha cuma eci njinahete ha hola ei.
2b0c1c006c	Tate, lemesa lizina liove.” Kaha lizi liahumine muilu ngualio, “Njalilemesa, kaha njikalilemesa naua.”
2b0c1d008c	Civunga cije cemanene kuje cevuile evi kaha vahandekele nguavo muhiato unalumu. Veka vahandekele nguavo, “Kangelo nahandeka kuli ikeye.”
2b0c1e0048	Yesu uavakumbuluile nguendi, “Eli lizi linezila omuo yeni, keti yange.
2b0c1f004d	Eci cinapu kusompa ca mavu, honi muka kuyula ua hano ha mavu vaka muhumisaho.
2b0c20004d	Nga yange omo vaka njijundula hano ha mavu, vantu voshe vakeja kuli yange.”
2b0c21002f	Uahandekele eci kumuesa kutsa cije cakatsilamo.
2b0c2200a9	Civunga camukumbuluile nguavo, “Tunevu ku lishiko ngualio Kilistu akayoya miaka yoshe. Cineja vati uhandeke nguove Muna Muntu vakamujundula? Iya honi ou Muna Muntu?”
2b0c2300bd	Yesu uahandekele kuli vakevo nguendi, “Ceke cili neni lika muka ntsimbu kakandende. Endeni oku muli na ceke, linga milima keti imihiane, uje enda mu milima, kekutantekeya kuje ali nakuya.
2b0c240082	Ha ntsimbu ije mucili na ceke, tsilieleni mu ceke, linga mukapue vana va ceke.” Munima yakuhandeka evi, Yesu uaile nakulishueka.
2b0c250069	Cipue vene ualingile vitantekeyeso viavingi hhakati kavo, vuno honi vantuama va Vayunda kuvamutsilielele.
2b0c2600a8	Eci capuile kushulisisa lizi liahandekele kananguizi ua Njambi Isaya ngualio: “Muene, iya natsiliela muzimbu uetu, kaha kuli iya livoko lia Muene kuvanalisholuela?”
2b0c27003b	Kaha kuvatsilielelele, omuo Isaya naua uahandekele nguendi,
2b0c2800ac	“Napuisa mesho avo vupuputua nakukolesa mitima yavo, linga mesho avo keti amone, na mitima yavo keti ivuisise kaha kuvakatengulukila kuli yange linga njika vakanguise.”
2b0c290048	Isaya uahandekele eci omuo uamuene vumpau vuendi na kuhandeka hali Yesu.
2b0c2a00b4	Cipue vene ngoco, vamo vantuama va Vayunda vavengi vatsilielelele muli ikeye. Vuno honi omuo hakuteua Vafaliseo kuvalitavelelele, hakuteua nguavo vakavasheka mu njivo ya malombelo,
2b0c2b003f	omuo vazangele kulemesa ca vantu kupulakana kulemesa ca Njambi.
2b0c2c0084	Kaha Yesu uatambakanene cikuma nguendi, “Uoshe atsiliela muli yange, katsilielele muli yange lika vuno honi muli uje ua njitumine.
2b0c2d003c	Kaha uoshe uje amona yange, namono naua na uje ua njitumine.
2b0c2e0051	Njineja ngue ceke ha mavu, linga uoshe atsiliela muli yange keti akale mu milima.
2b0c2f006f	Kunjikasompo uoshe uje evua mezi ange nakuhona kuaniunga, omuo kujezile mukusompesa mavu, vuno honi muku ovola.
2b0c300091	Uje uoshe anjiviana nakuhona kutambula lizi liange alina muka kusompa, ha litangua liama manusuilo lizi eli njahandeka likapua ngue muka kusompa.
2b0c31007e	Omuo kunjahandekele mu nzili yange lika, vuno honi Tate uje uanjitumine ikeye vavenia nanjihana lishiko muje munjikahandekela.
2b0c320083	Kaha njatantekeya nguange lishiko liendi linapu muono uayaye. Evi njihandeka, nankuma, njihandeka kuya muje Tate muananjilekela.”
2b0d0100ba	Tele kanda ciuano ca Paseka cihete, Yesu uatantekeyele nguendi ntsimbu yendi yakuhuma ha mavu nakuya kuli Ishe inahete. Ha kuzanga vendi vaje vakele ha mavu, uavazangele nakumamanusuilo.
2b0d020079	Kaha ha kulia ca cinguezi, Satana tele nakovela laja mu mutima ua Yundasa Sakaliote, muna Simoni, uje akamuenda vungungu,
2b0d030080	Yesu ha kutantekeya nguendi Ishe namuhana vioshe mu mavoko endi, omuo uahumine kuli Njambi kaha naua ali nakuhiluka kuli Njambi,
2b0d04005d	uakatukile ku mesa, uashuluile cikovelo cendi cahelu, kaha ualikutile ntanga yendi mu mbunda.
2b0d050086	Kaha uetilile mema mu lilonga, nakuputuka kutanesa viliato via vandongisi vendi, kaha uavahundile na ntanga ije ya likutile mu mbunda.
2b0d060066	Uezile kuli Simoni Petulu, kaha Petulu uahandekele nguendi, “Muene, ukatanesa viliato viange ndi?”
2b0d070078	Yesu uamukumbuluile nguendi, “Vinjili nakulinga kumuvitantekeya ha ntsimbu ino, vuno honi kulutue muka vitantekeya.”
2b0d08009f	Petulu uahandekele kuli ikeye nguendi, “Ku ukatanesaho viliato viange.” Yesu uamukumbuluile nguendi, “Nga kunjikutanesa, ku ukapu naua ndongisi uange.”
2b0d09008c	Simoni Petulu uahandekele kuli ikeye nguendi, “Muene, keti utanese lika viliato viange vuno honi utanese na mavoko ange na mutue uange!”
2b0d0a00c3	Yesu uahandekele kuli ikeye nguendi, “Uoshe uje natana katela kutana naua, kuvanga lika ku viliato viendi, vuno honi muvila uendi una lele laja, kaha neni mualele, vuno honi keti muva voshe.”
2b0d0b0072	Omuo uatantekeyele uje akamuenda vungungu, ha cuma eci mukemo uahandekele nguendi, “Keti muva voshe munalele.”
