2800000004	Mata
280c020076	Na Aparisiyawa a̱ hendi a̱nno a hyen Iyesu, “Ruka̱ ato na moma'anga nanwon an ena reme cewo n hibi na a̱subi.”
280c030082	Ayesu wa̱ ra̱'a̱ni ga wa hyen, “E ta rotange cewo ena A dauda won den na wa hoge renmonron gwa, uwa natoginto na tohano tuwa.
280c040082	Na wa̱ gegi n egewa na Onhon, pa̱ka̱ na yan'on na tohano tuwa a re iri korya na a̱ shi'a̱gi Apristoci ena reme cewo awa a re.
280c0500a9	A̱ka̱ ta'a eta roncen cewo ena tubisa̱ga̱ to Mosa to hyen n uhibi na a̱subi gwa, Apristoci nanmen ka̱'uma̱na̱ ata anyan odoka na a̱subi, ba n yan'on mangasa ba?
280c060038	N ne'en bi bisa̱ga̱, awo huri egewa na Onhon won pana.
280c07009b	She ena yan'son ma'ana ma ewanna to hyan, ‘Ga̱mi ane'en na yanman go nen saro pihin nce iwuki go,’ ena rawon to hyanda mangasa ma ato na rawo mangasa.
280c08002a	Nade ba'a wo woto a̱ure Ashawa na A̱subi
280c090039	Na Ayesu wa maheketane pare wa̱ gegin ka̱woro ka aduwa.
280c0a00d3	Ta'a yan'on woto won dewa pa̱re awo ma'inna n ka'ara Aparisiyawa a̱ rushigi Iyesu a hyen, “Man man dan n tubisa̱ga̱ tu Mosa a hogake n uhibi na a̱subi? na an ma̱ ciga̱ ena an to awana kara kau wa go.”
280c0b0096	Ayesu wa hyen ga, “She woto wuba̱ n nanmen ga̱hin wo omange bita̱ma̱'in bya kenan n hyanbe n uhibi na a̱subi wo rawon to gega̱ a sortome bego?
280c0c006a	Maa̱n ba na woto wu huri bita̱main odaraja! Nadea̱nno ma reme ato an de ena reme n uhibi na a̱subi?”
280c0d0082	“Nande Ayesu wa hyen woto wure, n cewane ka'ara kawo.” A̱nde wa cewane ka'ara kau wa ta'a ka mahoge, ka mokoshe she kayan'on.
280c0e0047	Ama A Farisiyawa a̱ huri niji a pare na an to kentana Iyesu a kone wo.
280c0f0064	Na Yesu ma̱pi a̱nno, wa maheketane wa̱ ga̱'i pa̱re, ta'a ato na yemi a rope wo wa hogake ga ca.
280c10002f	wa washe ga ogago a ga̱'i tuhita̱ uwa awa go.
280c110047	Ama̱no na an ma shintuma̱ monran ma Wotoma wo Onhon a Ishaya wo hyen.
280c12009c	Wogema wu mi wanna, awo n rubi, awo n nanmen cende nonwan, mahenda nan to masangya wo benhyan be onhon, won tu bisa̱ ato na yan'cewo Onhon onyan na mahenda
280c13004a	Wo rawon to bonta ko ngwa, woto wo rawo awon to hoga bengoro be wa nonyan.
280c14007c	Be'onto bi ma̱nguci wo rawon to kosaga bego, becella be no'an tu uwa̱ga̱ wo rawon to kona bego, onyan na mahenda mamande.
280c150041	N rira̱'i re wa go ca toroma kanniyan ton ta mansa anmen nonwan.
280c160078	Nade ato na̱ba̱ a owangya wo yan'on wuruwa̱ wuka̱mu awo nperan wa hogake wo wuka̱mu wa hita̱gi, wa̱ hendi pa̱ri.
280c17003e	Ato ca an de omamake a hyen “A̱ka̱ ba'a wo Dauda wonna?”
280c180085	Ama na Aparisiyawa a hoge a̱nno, a hyen, “Na̱ ta̱ra̱n na ba'alzabul, wogoma wo npera, go woto wonna won to sortomanga npera.”
280c190096	Enande Ayesu wo yan'son etama nanwan, naande wa hyen ga ca togoma to ma̱ra̱wanu, ton to hacega, Oceso ta'a n egewa na ma̱ra̱wa̱nu e rawon to esa.
280c1a0067	She kitunbul keta sortoma kitunbul, ke warano unbu na kewa go a̱nde. Nago togoma tu kewa ton to iyaka?
280c1b009d	She na̱ta̱ra̱n na ba'alzabul go nta sortoma npera, na̱ ta̱ra̱n nanwan go ato na̱hin ata sortoma? Nadea̱nno na a̱nno, a̱wa̱re an be dangya shetara.
280c1c006a	Ga̱mi ta'a she na̱ta̱ra̱ na benhyan be Onhon go nta sortoma npera, togoma to Onhon toye ragane wa̱no.
280c1d00cc	“Ko ta'a, nago woto wuba̱ won tu gega̱ negewa na woto wo omange a̱ta̱ra̱n’ a̱ shiga̱ni aronga nonwan, nca she sha wu cigi to kara woto wure wo omange a̱ta̱ra̱n? naande a gegi n egewa nonwan.
280c1e006e	“Owa woto wo rawon pa̱ka̱ n ga̱mi, won rishiwu n ga̱mi, ta'a woto wo roman cewo n ga̱mi wota wasergaka.
280c1f0094	A̱nde ta'a n bi bishi, mahenda a ciringa̱gi ca ato ciri'i tawa n mangasa mawa, ama woto wo ma̱ga̱shi n benhyan be Onhon a rawon to recengagya wo
280c2000cc	Ko'ewa awo de monran ma reme cewo n ba'a wo Woto an tu ciringa̱ge wu, ama awo de monran ma reme cewo n benhyan be ce'en a rawon to ciringa̱ge wo, ko n kanniyan ko nan n'yan manna ko ona ne'enyan nonyan.
280c210096	“She e remake o'o ri'ori re owa ren to rema, a̱nde ta'a she e remake cewo o'o ri'ori re owa ta'a re rawon to rema, ata mapa o'o n ri'ori re owa go.
280c220085	Ga̱hin a korowa, nago ga̱hin re de ato na kenoko en to yan'son tu hita̱ ena reme? enaande ena shemen shihin ri rubi go eta hita̱.
280c23008e	Woto wo reme wota sortome monran ma reme n rekoko re wa, ta'a woto wo kenoko wota sortome ena kenoko n rekoko re kenoko wata sortomange iriri.
280c240048	Ama n bi bishi mahenda n uhibi na shetara ato an to hita̱ ca ena an de.
280c250038	N monran mawo mago man bo sortoma, ko ta'a ma wu ka̱ri.
280c260093	Nande yan'on shima̱la̱n she tubisa̱ga̱ to Mosa na Aparisiyawa sha hyen wo, “Ka̱ma̱la̱n, ton saro to hyanda yan'on osheda na sorya pewo.”
280c2700c1	Ayesu wa̱ ra̱'a̱ni ga wa hyen, ato an nyan manna ana kenoko anan ma̱ye'o go an saro to hyanda yan'on osheda! ama yan'on osheda o rawo na an tu bisa̱ ga ba̱nta̱ n osheda na Wotoma Yunusa.
280c280086	Sha nde Ayunusa won den a̱hibi atato na geta tato nanmen biwo bi uru, a̱nde ba'a wo woto won ton da ahibi atato na geta tato n cenge
280c290091	N hibi na shetara ato na Neneba an to esaga nato na nyan manna a̱ kiri ga na an magetoge n to bansan to Yunusa, ta'a awo huri Iyunusa won panna.
280c2a00d9	N hibi na shetara Sarauniya na be'awo be kinda̱n won tu kurika̱ pa̱ka̱ nato na nyan manna a kiri ga, nande wo rage naswarya tuhuwa̱ to kanniyan a hoge to yan'son to Sulemanu, ta'a woto wu huri Isulemanu won pana.
280c2b0029	“She nperan nan kenoko n sorya pa woto.
280c2c008b	A̱bire n ta hyen nen mokosa negewa na̱mi enan sorya a̱bire na wan mokosha, a wuri egewa ka woto wo rawo nanmen, i washigi e ma kyarange.
280c2d00d9	A̱bire wa huri wa tarya nperan nan mibo nan shigere, ntuda̱re, nnan huri wu kenoko, n rage n gegi pa̱re a me koreka. Wato anene'en nonwan a̱n tu hura̱ ana ka̱hin to hacega, a̱nno man to na'an n kenoko ke nahon.
280c2e0058	Won monran wa̱nu nato ananwan na yan'on sha asage ninji an saro ton dan monran na Yesu.
280c2f0062	Yan'on woto wan hyen wo kamaca kawo na yan'on nanwon esage pare nindi an saro ton dan monran gawo.
280c30005d	Ayesu wa̱ ra̱'a̱ni woto wure wo hyen wo, “A̱ure won den kamaca ka̱mi na yan'on na̱mi?
280c310065	Nande Ayesu wa cewane ka'ara pa ato ma ma'anga nonwan wa hyen wo kamaca ka̱mi na yan'on na̱mi wana.
280c320077	Ai ko awa awon den ena Ashawa na ne'en nanmen tonran an saro a̱ure won den woto suwa̱ wumi a̱ure ta'a kamaca ka̱mi.
280d010055	N hibi wa̱re ta'a Ayesu wa sore n egewa wa̱re, wa̱ huri wa koreke n be'awo be ube.
280d02006a	Ato na yemi cenmon a rage pewa, hare iye ci pa Yesu wu pece ohato wa kwarke, ca ato wa̱re a eshe n suna̱
280d03005e	Nade wa̱ bisa̱gi ga iriri na yemi na akosa, wa hyen ga: “Yan'on wohwanyan go wu re kobera.
280d040053	Na won to tara eyan'son eyan'on eya kenange nonyan, nna̱na̱ meya rage me ta̱ngi.
280d050060	Enyan'on ta'a eya kenange napaga apa rawo cengen abe eye pushe eye cigi ciwu cenge tu iri cenmon
280d060045	Na onhun o naande iye waini enaande i cigi ciwu ini'i cenmon iye ho'i
280d070048	Eyan'on ta'a eya kenange na sa̱pi, na a̱sa̱pi a̱ kurke a sonkan ego.
280d08007a	eyan'on ta'a iya kenange n cenge to reme iye pa̱ni esargo, ina̱ba̱ tariya, ina̱ba̱ opa ta̱nihin, ina̱ba̱ opa tato.
280d09003d	Nade aYesu wa kokane to hyan woto wo omange atobe, a hoge.”
280d0a0069	Nade ato na moma'anga a a rage pi Yesu a̱ rushigi wu a hyen, “Nago wota na'angya ato monran nakosa go?
280d0b007c	A Yesu wa̱ ra̱'a̱ni ga wa hyen, “Ga̱hin aye ga̱'i ke yan'son tuso'a̱n to togoma to tonran, ama awa a ga̱'i ciwu ga.
280d0c006d	Enaande, woto awo omange iri go ata kasana wo hare i yemi, ama woto wo rawo ka ko ryawo re wa omange ata ra'a
280d0d008a	Iwa̱re naande an na'ange ga monran na kosa: “Enaande ko she a̱ ruka̱ni a ca hyanda, ko she a̱ shi'i atobe a ca hoga, a ca ta'a mapa.
280d0e0097	An de a̱nno go na an ma̱ shintuma̱ monran ma Wotoma wo Onhon a Ishaya ama hyan: “En to hoga ama e rawon to mapa, en to hyanda ama e rawon to mapa.
280d0f00dc	Enaande shenmen she ato wanna she otope, a̱ ura̱ni shetobe shawa, a̱ uta̱ni ta'a shishe shawa na a rawon to hyanda na̱she nanwan, a hoge na tobe nanwan ta'a na a rawon to hoga n shenmen shawa a magetoge n hogaka ga.
280d100056	“Ama uno na reme un na̱she na̱hin enaande ata hyanda, n shetobe shihin she tohoga.
280d110096	Mahenda mago ma nan bi bisa̱ga̱, atoma, nato na reme na yemi a̱ rubin to hyanda ena i hendi a̱ hen ciwu, a̱ rubin to hoga ena e hoge a hoge cewo.
280d12002c	Nanba hoga ba ena akosa na wohwanyan a hyen.
280d13009d	Woto hoge monran ma togoma wa̱ ma̱pi ciwu mago, woto wo kenoko wota rage ki ka̱pshigi ena a bere n shenmen she ato, a̱ure won de enyanson na kene nonyan.
280d14006c	Enyanson na kene na paga na rawo cenge cenmon ta'a ato na hoge monran ma Onhon go a̱ ra̱'i na anmen cende.
280d150087	Ama naande a rawo ini'in na gegi n cenge eya ca eyaka, she yan'on ma̱supo ma ragan bo kan na monran ma onhon ma̱re a mokoshe na bo'o.
280d16009e	Enyason na kenen na sa̱pi a̱wa̱re ato na hoge monran ma̱re ama rishe n toma'on to kanniyan n bicigo ota kakarga monran ma̱re, hare ma̱re ma rakau otoma.
280d1700ba	Enyanson na kenen n cenge to reme a̱wa̱re na hoge monran a̱ ma̱pi mago, mahenda a̱wa̱re a ton da esargo, hare an den, na̱ba̱ tariya, na̱ba̱ opa ta̱nihin, na̱ba̱ opa tato.”
280d180078	Ta'a Ayesu wa owangya ga yan'on akosa wa hyen: “An to man'anna togoma to tonran she woto awo ri enyanson nahwa nonwan.
280d190079	Ama she ato an nan dawo, woto wo rishiwu wo wa rage wa̱ ri eyan'son na anbe nanmen nahwa na alkama wa̱ huri iri nonwan.
280d1a0030	Na oalkama wa̱re u kurki a̱ ori, anbe a sorya.
280d1b008f	“Wogema wo woto wo egewa wa rage pewa wa hyen wo, woto wo egewa nca enyanson na reme na alkama go wu shin nahwa nanwon?, Nca pa anbe a sorya?
280d1c00a3	“‘Woto wo egewa wa̱ ra̱'a̱ni ga, yan'on woto wo rishiwu go won den iri wanna, wogema wa̱ rushigi wu a hyen won saro tun huri tun kuba̱gi to romano gwa?’
280d1d004c	“‘wa hyen ga, ga'a ba ma̱re pa tukunba̱ga̱ anbe ki kubi ca na alkama.
280d1e00d0	Ga'a ba anbe a na'an pa̱ka̱ she ohwa'a u ci, a̱bire nan tu bisa̱ ato na ohwa'a a cigi to hwa'a anbe wa̱re a romano a̱ pa̱pa̱rgi arowa arowa a dortoma, oalkama ka a romano a rogane n kapanga ka̱mi.”
280d1f008f	aYesu wa̱ bisa̱ka̱ni yan'on akosa wa hyen, “Togoma to tonran ton she byan'son be omostad go, ena yan'on woto huri wa bere nahwa nonwan.”
280d2000b4	Ko na eyan de a̱bire ben de enyanson na huri to na'an ryawo nyanson, ama she bi yemi bi huri ca ana ceni awowa en de e'o hare nna̱na̱ n dage men den tugurgu n shira̱'i she owa.
280d2100b5	Ayesu ta'a wa̱ bisa̱ka̱ni ga yan'on akosa wa hyen, “Togoma to tonran she uyist go twa ne'en, ona yan'on wu'a̱ wu umi wa̱ biron ta̱hi to oalkama toma'a to tato hare to kurki.
280d220063	A Yesu wa̱ bisa̱gi ato na yemi ca iriri nakosa. waca bisa̱ ga yen'unrin she wo masane cewo akosa
280d2300a5	An de ma̱re na an ma shintuma̱ tu hita̱ to Wotoma wo Onhon a Ishaya go ama hyen, nan ton da monran nakosa nan tu bisa̱ga enan ma̱soin n ma̱riye ma kanniyan.”
280d240095	A Yesu wa̱ ga̱'i ukutu ma̱re wa̱ gegi negewa, ato na moma'anga nonwan a rage pewa a hyen wo, “Tu uciga̱gi akosa wanna na anbe na ahwa mana.”
280d250061	A Yesu wa̱ ra̱'a̱ni ga wa hyen, “Woto wo ta̱ ra̱ enyanson wa̱re reme a̱ure Ba'a wo Woto.
280d260071	Ahwa ta'a kanniyan kago, enyanson wa̱re ka a'o na togoma to Onhon go anbe ka a̱wa̱re a'o na woto wo kenoko go.
280d270096	Woto wu ri enyanson na anbe wa̱re ka a̱ure kitunbul beka̱ni be ohwa'a ka tuhuwa̱ to kanniyan togo, ato na ohwa'a ka atoma na a̱ba̱ye na Onhon go
280d280061	“She nde a̱ kunbin anbe a romano abe a dortoma ago, a̱nde en to na'an n tuhuwa̱ to kanniyan.
280d29009b	Ba'a wo woto won to tomane na atoma na a̱ba̱ye nonwan, an to romano ca ato na ton da a'eyawa a ma̱ga̱shi, ca nato na kenoko a sortoma ga n togoma towa.
280d2a0053	A masane ga nanmen nora na ba̱'i, a̱pa̱re pa an to na'an nan ngwa n marya a̱ne.
280d2b0061	Nade ato na reme an to ha'anka she onhun n togoma to Ashawa, woto omange atobe na to hoga a hoge.
280d2c00d1	“Togoma to tonran she ubicigo gu twa ne'en ona bisa̱ni nahwa, ona woto wuba̱ wu cigi wa̱ bisa̱ka̱ni, wan nanmen cende nonwan, naande wa̱ huri wa̱ ka̱ta̱ngi ba̱nba̱n ena wa omange wa̱ ahwa wa̱re.
280d2d0072	“Hare benanba togoma to tonran she woto wo omange ena ka'ara go twa ne'en, wan saro ulu'uluu ona omange odaraja.
280d2e006f	Na wa̱ cigi ulu'uluu uka̱ na reme cenmon, naande wa̱ huri wa̱n ka̱ci ba̱nba̱n ena wa omange wa shan ogo.
280d2f006a	“Ta'a togoma to tonran she ka̱tuuwa̱ go twa ne'en ona a masane nube, uwa kentaganen kobe iri nan nwa̱
280d300088	Na uwa̱ shini a̱ hundika̱ni ogo n kogo a koreke a̱ ta̱ngi nwa̱ nan remange, a̱ kunin go nagora, nnan reme cewo a ka a̱ turin go.
280d310081	A̱nde man to na'an n tuhuwa̱ to kanniyan, atoma na a̱ba̱ye na Onhon an to sorya a̱ sa̱bi ato na kenoko nanmen nato na reme.
280d32005c	A mashen ga nanmen nora nan tu hunda̱na̱, a̱pa̱re pa an to na'an nan ngwa n marya a̱ne.
280d330052	“A Yesu wa̱ rushigi ga wa hyen, i ma̱pi ba̱nba̱n ewanna?” a hyen “En,”
280d3400c1	A Yesu wa hyen ga, “Ca ka̱ma̱la̱n ka tubisa̱ga̱ to Mosa ka made woto moma'anga n togoma to tonran, she ashawa na egewa go wa ne'en, awo tare ubicigo na̱son nona goshe n kapanga kawa.”
280d350034	Na Yesu hu tu hita̱ akosa wa̱re wa̱ kurki pa̱re.
280d3600a1	Na wa ragen n ceso nanwan, wa̱ bisa̱gi ga n ka̱'uma̱na̱ kawa, hare an de mamake a hyen, “Nca pa woto wonna wu cige toyanson anna, ta'a n muujizai anna?”
280d370098	“Nce ba'a wo wushebi wure go wanna, ananwan nonwan nce rira̱'i rewa a maryamu gwa, ayan'on nonwan ta'a nce a Yakubu na Isuhu na Saminu na Yahuza gwa?
280d380078	Ayan'on nonwan a̱'a̱ nce pa̱ka̱ pa̱gu to na'ange nanwan han, nca pa woto wonna wu cige toyanson anna ba̱nba̱n?”
280d390073	Nade a marocege sa̱bo nonwan, Ama a Yesu wa hyen ga, “Wotoma waca rasa ototo sai n ceso nonwan negewa nonwan.”
280d3a005b	Ta'a a Yesu wan de cewo umuujizai na yemi pa̱re, enaande a̱ pa̱n ciwu shenmen n Nazarat.
280e010056	N beka̱ni be a Hiridus wogoma wo Galili wo hoge monran ma tosora to rira̱'i re Yesu,
280e020093	Wa hyen agema nonwan, “Awonna a Yohana wo baptisima go, wu kurke nu'o iwore naande wa omange a̱ta̱nra̱n na ton danga iriri na na̱son anna.”
280e03007f	Enaande pa̱re a Hiridus wo kentano i Yohana wa̱ ka̱ri wu n kurkuku sa̱bo na a Hirudiya, wotosuwa̱ wo wa wu'a̱ wo Filibus,
280e040049	a Yohana wona hyan wogoma a Hiridus: “E reme cewo wo na'anga nonwan.”
280e050079	Kon eyande a Hiridus wogoma wona ruwa̱ to kona i Yohana, wa hoge ryansan re ato na Israila enaande a rwane wo Wotoma go.
280e060060	Na uhibi na rima̱ci re wogoma a Hiridus magetogya a Hirudiya ba'a wo wa wa̱'a̱ wa hebe cenmon
280e070053	hare wa̱ shi'a̱gi nonwan nan ma̱shiwuro wa hyen won to pana wo ena wa̱ rushigi.
280e08006c	Ama na ananwan a̱ hurpa̱n bo atobe a hyen ashawa, n pa̱ni unbu na Yohana wo baptisima n katogwa kanna.”
280e09007e	Wogoma a Hiridus wan de usuwa̱ shiri, ama enaande wu ma̱shiwuro na wako nonwan, wa̱ kuwa̱ni a̱ pa̱ni wo ena wa̱ rushigi
280e0a003b	Wogoma a Hiridus wa tomane a epya unbu na Yohana n kurkuku.
280e0b0053	A owane unbu na Yohana n katogwa a̱ pa̱ni ba'a wo wa wa̱'a̱, wa uwange ananwan.
280e0c0067	Ato na moma'anga na Yohana a rage a̱ umi to'uwawa to Yohana a̱ ma̱n. Nade a̱ huri a̱ bishi i Yesu.
280e0d008e	Na a Yesu hoge a̱nno, wa pece ohato rihinrihin wa̱ huri pa rawo ko woto. nto hogana a̱nno, ato nasorya nan ceson ceson a rope wo n shewona.
280e0e0056	Na wa soren hato wa̱ hendi ato cenmon, wa hoge yanman nanwan wa hogake shegoma shawa.
280e0f00d1	Na marauna ma ne'enyan keto, ato na moma'anga a rage pewa a hyen wo, “Pa̱ri panna pa rawo ko woto, ewana ta'a onhun o no'an tu ira̱. Cepana ato a̱ huri, na an ma gega̱n shihira̱ a sange iri na korya.”
280e100069	Ama a Yesu wa̱ ra̱'a̱ni ga wa hyen, “Nca shesha a̱ huri. Ga̱hin pana ga ba yen'unrin a re mana.”
280e110062	Ato na moma'anga nonwan a̱ ra̱'a̱ni a hyen, ‘Kapoka ka tan nan nwa̱ n dewu gya go to omange.
280e120024	Wa hyen ga, “N owangya ba pana,”
280e1300da	Nade wa̱ kuwa̱ni ato a korekaka na anbe. Wa̱ umi kapoka ka̱re ka tan nan nwa̱ dewu wa̱ umena̱n tonran wa̱ rogane Onhon. Wa kergano kapoka wa̱ pa̱ga̱ni ato na moma'anga nonwan awa ta'a a̱ ta̱ra̱ta̱gu ato.
280e140080	Ca nanwan a re ko'eyawa a̱ ciga̱gi, ato na moma'anga a̱ shiga̱ni ucencemu hare shakope she opa n sheshi rewu ena a̱ ga̱'i.
280e15003a	Ato na re ka a̱ ci tariya opa anta na̱ a̱ na̱ ri na o.
280e16006f	A̱birebire a Yesu wa̱ kuwa̱ni ato na moma'anga a̱ gegin ohato a̱ ciga̱n bu to kaca ube, na wa cepane ato.
280e170064	Na wa cepane ga, wa̱ na̱da̱ni ka̱'undu obawa an de aduwa. Na marauna man de, wa̱n pa̱re obawa,
280e18005e	she ohato uta̱ ci ciwu, arasana na ma̱ni an turipa̱nga̱ ogo opera ta'a owan tu wuka̱ ogo.
280e19004f	N tu'uma̱ to tato to ogeta a Yesu wan topodanga tu hura̱ pyawa n ma̱ni rowa.
280e1a0084	Na ato na moma'anga a̱ hyande won tohano n ma̱ni rowa, a hoge ryansan. A hyen “Bewa bego,” a̱ ta̱ to'ogwa maryansan ryansan.
280e1b0066	A̱birebire a Yesu wa hyen ga: “Ga'a ba etama para ba shenmen ga̱mi go. Ga'a ba to hoga ryansan.”
280e1c006c	A Bitrus wa̱ ra̱'a̱ni wa hyen, “Ashawa, she gawo go n mahenda,” “Hyen n dage pewo n ma̱ni rowa.”
280e1d0073	A Yesu wa̱ ra̱'a̱n bo wa hyen wo, “Rage,” A Bitrus wa sore n ohato, wa̱ regi n ma̱ni wa rage keto na Yesu.
280e1e006a	Ama na wa̱ hendi opera wa hoge ryansan wa̱ ri tu ira̱, wa̱ ta̱ be'ogwa wa ange, “Ashawa, n ringe”
280e1f0082	A̱birebire a Yesu wa cewane ka'ara wa kentan bo wa hyen wo. “Gawo woto wo tomasana anmen tu yemi ciwu, yegu e won de oshakka”
280e200031	Na a̱ gegin ohato, opera uwa̱ ga̱'i tu wuka̱.
280e210059	Ato anan nanmen ohato a dange i Yesu sojada, a ange, “Mahenda gawo Ba'a wo Onhon go.”
280e220047	Na a Yesu nato na moma'anga nonwan a̱ ka̱ci a̱ ka̱ra̱ni Janisarat.
280e230073	Na ato na pa̱ pa̱re a ma̱pi i Yesu, a tomangan ca cenge ton be'awo bire. Ato a uwangane ato na ruma̱ga̱gi pewa
280e240062	a̱ rushigi i Yesu a̱ a̱ta̱ni ko she ewa nonwan go, ca woto awo a̱ta̱ni ewa nonwan wa mohoge.
280f01007b	Naande yan'on a Farisiyawa n shima̱la̱n she tubisa̱ga̱ to Mosa a rage pi Yesu nasoryan Urshalima a̱ rushigi wu a hyen,
280f020079	“Yegu den ato na moma'anga nanwon a ta'a kosa oal'ada na ato ototo? a ca ma̱hita̱gu sha'ara naande a re iri korya!”
280f030065	a Yesu wa̱ ra̱'a̱ni ga, wa hyen ga̱hin ta'a nago eta kosa monran ma Onhon sa̱bo na iwuki na̱hin
280f040085	Enaande Onhon wa hyen ku pa̱ni ashawa nanwon na ananwan nanwon ototo’ ta'a ‘Ko'eyawa awo to'age ashawa ko ananwan an to kona wo.
280f0500aa	Ama aye ta bisa̱ga̱ nhyen she woto Omange iri na wan tu bena̱ ashawa nonwan ko ananwan nonwan nenwan ama wa hyan, ‘Ca, ena ina̱n tu biciga̱ pimi n shi'a̱gi Onhon.
280f060075	Wato sa̱bo na al'ada na̱hin aye gotage monran ma Onhon nce yen'unrin go aye rubi ciwu to pana ashawa na̱hin ototo.
280f070066	Ga̱hin ato na tuka̱ryo! Dede go na Wotoma wo Onhon a Ishaya won de uanabci n unbu na̱hin na wa hyen
280f080059	“‘Ato wanna nuno bawa go an man paga ototo. ama rekoko ryawa re magesangano n ga̱mi.
280f090058	Wusu go an na'ange n sojada, tubisa̱ga̱ tawa to ato go ama a ange to Onhon togo.”’
280f0a004f	Nade a Yesu wa hecegane ukutu na ato wa hyen ga, “Shi'a̱ ba atobe ki ma̱pi.
280f0b0083	N ce iri na ta̱ gega̱ n nuno na woto go ton da a ‘shigere’ Ama ena ta sorya nuno na woto go e ton da woto a ‘shigere.”’
280f0c0085	Nande ato na moma'anga a rage pi Yesu a hyen, “Wo yan'son nhyen anmen na aParisiyawa a̱ ha̱ciga̱ni anmen n monran ma wu hici?”
280f0d007a	A Yesu wa̱ ra̱'a̱ni ga wa hyen, “Ca kobera ko den cewo ko Ashawa na̱mi anan tonran bere cewo an tu kunba̱ga̱ kogo.
280f0e0093	Garega ga ba awa a̱ruwa̱ go ana ta owangana a̱ruwa̱ onyan. She ka wuruwa̱ wo owangane wuruwa̱ onyan, ca nanwan an makoceka n ka̱nga̱rmu.”
280f0f003f	Ama a Bitrus wa hyen i Yesu“Tu uciga̱gi akosa wanna mana.”
280f100046	aYesu wa̱ rushigi ga wa hyen, “Hare benanba eta ma̱pi ciwu gwa?”
280f11007e	“Nan monran ma tohyan ena woto re n ma̱riye e ta gega̱ nuno nonwan go naande i huri n suwa̱ naande e sore n to'oawa towa?
280f120065	Ama iri na ta sorya nuno n rekoko, go eya ta sorya iwore ka ta dan woto a shigere nekogo na Onhon.’
280f130091	Naande n rekoko go etama na kenoko, eta sorya kamashe tokona woto n ma̱'a̱ pa̱ka̱n ma̱ye'o, n rihin n shaida na tobya n tohacegana rira̱'i.
280f140073	Iriri na ton da woto a ‘shigere’ wono ama korya n ka'ara ka mahita̱gu ciwu kaca ca da woto a ‘shigere.”’
280f150051	A Yesu wa̱ ga̱'i pa̱re gu a̱nde wa̱ hanrane be'awo be cenge to Taya n Sidon.
280f1600ae	Yan'on wu'a̱ wo Kan'ana wa rage pi Yesu wa̱ kurtuma̱ bengoro wa hyen wo, “Ashawa, Ba'a wo Dauda hoga yanman na̱mi! Yan'on nperan nan shiri n dipi ba'a wumi wa̱'a̱.”
280f1700b5	Ama a Yesu wa̱ guringi ciwu. Nade ato na moma'anga nonwan a rage a̱ sa̱ri i Yesu a hyen wo, “Ita̱ wu mana, enaande wo ne'en mato ropana wa̱ tu shintuma̱ atobe in to'ogwa.”
280f18005e	Ama a Yesu wa̱ ra̱'a̱ni ga, wa hyen, “Ga̱mi pa ato na na̱gi na Israila go an tomane.”
280f19005c	Ama wu'a̱ wure wa rage wa̱ cibi a̱rungurungu nekogo na Yesu wa hyen, “Ashawa n beni.”
280f1a005d	A Yesu wa̱ ra'an bu wa hyen, “Ma rawon to rema a̱ umi iri korya na a'o a̱ pa̱ni sha.”
280f1b0076	“Nade wu'a̱ wure ta'a wa hyen, “En, Ashawa ama ko sha she ta rya iri korya na kenange n tabur na ato na egewa.”
280f1c0094	Nade a Yesu wa ra̱'a̱n bu wa hyen, “Wu'a̱, wo omange to masana anmen to otope! Ena wu rubi e man de”A̱birebire ba'a wowa wa̱'a̱ wa mohoge.
280f1d006f	A Yesu wa̱ ga̱'i pa̱re ta'a wa rope be'awo be ube na Galili. Naande wa̱ na̱da̱ni ki'undu wa koreke pa̱re
280f1e0099	Ukutu ato na yemi uwa rage pewa, a owangane ato na raga shewona na na̱ ruwa̱ na ka̱mu na ato ta'a cenmon a̱ shi'a̱gi ga nekogo na Yesu wa hogake ga.
280f1f00de	Hare ato an de omamake na a̱ hendi a̱ka̱mu an monran, ato na omange a̱dungu ta'a a n'on nan mewa mya ne'en toma, ato na ragawo shewona ta'a an tohano, a̱ruwa̱ ta'a a̱ hendi pa̱ri, a̱bire a hewake Onhon na Israila.
280f20010d	A Yesu wa hecagane ato na moma'anga nonwan wa hyen ga, “Nan nen yanman na ato wanna naande yara ageta nanwan a tato she a̱n pa̱ka̱ n ga̱mi, a rawo ta'a ena an korya. A̱n rubi ciwu n capana ga n remonron, Ma̱re a'eyawa a na'an jinga̱na̱ nonyan na huri giye.”
280f21008a	Naande ato na moma'anga na Yesu a hyen wo, “Nca pa ton tu bicige kapoka ka ton koryaka ato wanna n pa̱ri panna pa rawo ko yen'unrin?”
280f22008d	A Yesu wa̱ rushigi ga wa hyen, “Kapoka ka hanba kago ka e omange, a hyen wo“Kapoka ka tunda̱re kago ka to omange gya nan wa̱ ryawo.”
280f230035	Naande a Yesu wa hyen ukutu na ato o koreka n kida̱.
280f24009d	Naande wa a Yesu wa̱ umi kapoka ka̱re ka̱ tunda̱re nan wa̱ kuwa̱ni Onhon, wa kosagano wa̱ pa̱ga̱ni ato na moma'anga awa ta'a a̱ ta̱ra̱ta̱gu ato.
