2800000009	ማቶሳ
2c0d300097	አይሁደ ባዝታይ የያ ስኢ ኡፋይቲ ጾስ ቃላ ቦንቼዛ። ማ መꬍና ደኦስ ማራጽንቴዝ ኡባይ አማኔዛ።
2c0d31002f	ጎዳ ቃላይ የ ጋደ ኡባ ሄሌዛ።
2c0d320120	ዝን አይሁድታይ፥ አይሁደ ባዛር ጾሰ ጎይንዛ ቦንችንቴዝ ማችታኔ ካታማ የዝ ግታ አስታ ጳዉሎሳል አፋኔ ባርናባሳል አፋ ደንꬅꬄዛ። የ አስታይ ኡንታን ባይእꬅ አይኪ ፋ ቢታፕ ከሴዛ።
2c0d3300a3	ዝን ጳዉሎሳራኔ ባርናባሳራ እጽዝታይስ ማላ ማቆዳይ ጋርክ ፋ ቶኬ ቡልአ ትቅሲ ኢቆኖኔ ካታማ Ꮊንጌዛ።
2c0d34005e	ማ አንጾካ የዝ አማንዝታይ ጌሻ አያናራኔ ኡፋይሳር ኩሜዛ።
2c0e0100d6	ካሴሳይ ጋርክ፥ ጳዉሎሳኔ ባርናባሳ ኢቆኖነ አይሁድታይ ዎሳ ኬꬅ ገሊ ጋመ አይሁድታይኔ አይሁደ ባዝታይ አማኖድ ሄሎዳይስ ቃላ ኦዴዛ።
2c0e02007e	ዝን አማነካ አይሁድታይ፥ አይሁደ ባዝታይ ዎዛና ላሚ እሽታይል አፋ ደንꬅꬄዛ።
2c0e03011e	ሀዋርታይ ኤዛይድ ጋመ ዎደ ጋምኤዛ። ኡንቲ ያሽተካ ጎዳይ ባጋ ኦዴዛ። ጎዳይ ማላትታኔ ኦርꬃባዝ ኡንቲ ኦꬆዳይ ጋርክ ኡንትስ ማዉተ እንጊ ፋ ኣꬎ ኬሄትꬅ ቃላይ ቱማ ማቄዛና ቤዜዛ።
2c0e04007c	ዝን የ ካታማ አሳይ ሻክንቲ፥ ባጋይ አይሁድታይር ባጋይ ማ ሀዋርታይር ማቄዛ።
2c0e05009b	አይሁደ ባዝታይኔ አይሁድታይ ፋ ሀላቅታይር ዎላ ማቂ ሀዋርታ ቆሆዳይስኔ ሹቻር ሾጮዳይስ ኮዬዛ።
2c0e06008a	ሀዋርታይ የያ ኤሪ፥ ልስጽራኔ ደርበ ግዝ ልቃኦነ ካታምታኔ ኡ ሄራ የዝ ቢታ ቆስንቴዛ።
2c0e070026	ኤዛይድ ዎንግለ ኦዴዛ።
2c0e080079	የልንቴዛይፕ አይኪ ናምእ ቶክታይ ስሌዝ የꬊ ኤሮዋ ፐቲ አꬃይ ልስጽራ የዛ።
2c0e09009b	የ አꬃይ ጳዉሎሳ ኦዶዳር በቲ ስእዛዝን። ጳዉሎሳ ኤዛ ዳኪ በአዳር ፓጾዳይስ ኤስ አማኖ የዛ ብኢ፥
2c0e0a0095	ፋ ቃላ ꬎቅ ኡዲ፥ «ስት ግ ነ ቶካይር ኤቆባ» ዬጌዛ። የዝን፥ ፑꬁክ ግ ደንዲ ኤቂ የꬅ አይኬዛ።
2c0e0b009b	ጳዉሎሳ ኦꬄዛ አሳይ ብኢ ኡ ፋ ቃላ ꬎቅ ኡዲ ልቃኦነ ዶናር፥ «ጾስታይ አስ ኣዚ ኑኮ ዎꬌዛ» ዬጌዛ።
2c0e0c009e	ባርናባሳና፥ «ድያ» ግ፥ ጳዉሎሳ Ꮊይዳ ኦዳር ኤርንቴዛያ ማቄዝ ግሾስ ኤዛ፥ «ሄርሜሳ» ግ ሱንꬄዛ።
2c0e0d00af	ካታማይፕ ጋጻ የዝ ድያ ግዝ ኤቃ ካራ ካህናይ ኮርምታኔ ፉ ዶስታ ሀዋርታይስ ያርሾዳይስ ከዚ ካታማ ጋጻ ከኤዛ።
2c0e0e0071	ዝን ባርናባሳኔ ጳዉሎሳ የያ ስኢ ፋ ማአ ፔꬌዛ። አሳይ ጋንጨ ዎጺ ገሊ፥
2c0e0f0127	ፋ ቃላ ꬎቅ ኡዲ፥ «አሳዮ፥ Ꮊያ አብስ ኦꬄ? ኑንካ ይ ጋርክ አሰ። Ꮊ ፓꬆዋባዛይፕ ሳሎኔ ሳአ፥ አባኔ ኡ ጋንጨ የዝ ኡባ ባዝ መꬌዝ ደኦ ጾሳይኮ ይ ማቆዳይ ጋርክ ይንትስ ኑኒ ዎንግለ ኦዶዳ።
2c0e100055	ኤ ብኒ አሳይ ፋ ኦገ ፋ ኦገ Ꮊማዳይ ጋርክ ዳኪ አሼዛ።
2c0e1100e3	ዝን እራ ሳሎፕ ቡክሴዛ፥ ካꬃካ ዎደር ዎደር እንጌዝ፥ ካꬅ እንጊ ይንታን ጋመ ኡፋይሴዛ፥ ዬዚ ይንትስ ሎኦ ባዝ ኡዲ ፓስ ማርካ ꬋብሰካ» ዬጌዛ።
2c0e12005f	ሀዋርታይ የያ ግ ፓስ አሳይ ያርሻማይ ጋርክ ዋየር ካይሴዛ።
2c0e1300df	አንጾካፐኔ ኢቆኖነፐ የኤዝ አይሁድታይ፥ አሳ ፋ ባጋ ማሂ ሹቻር ጳዉሎሳ ጫዴዛ። ኡንትስ ኤ Ꮊይቄዝባዝ ኣዝን ካታማፕ ጋጻ ጎቺ ካንጊ ኦሌዛ።
2c0e1400bb	ዝን አማንዝታ ይኢ፥ ኤ ዩሻይድ ጋልቺ ኤቄዛዝን ኤ ደንዲ ካታማ ገሌዛ። ዎንትꬃ ጋላስ ባርናባሳር ፐትፕ ደርበ ቅቴዛ።
2c0e15009c	ኡንቲ ደርበ ካታማ ዎንግለ ኦዲ ጋምታ አማንꬄዛይፕ ጉየ ልስጽራ፥ ኢቆኖነኔ ጵስዳ አንጾካ ማቄዛ።
2c0e1600ec	የ ካታምታይድ የዝ አማንዝታ ምህꬅታራ ኡንቲ አማኖር ምንጎድ ጋርክ ዞርታር፥ «ጾሳ ካተትꬃ ገሎዳይስ ኑኒ ጋመ ዋየ ኤኮዳይስ ቤዝዛ» ዬጊ ታማርሴዛ።
2c0e1700b1	ማ ዎሳ ኬꬅታይስ ኦማስ ኦማስ ጭምታ ዶሬዛ። ጾሜዛይፐኔ ዎሴዛይፕ ጉየ ኡንቲ አማኔዝ ጎዳይስ ኡ ሀዳራ እንጌዛ።
2c0e18003e	ጵስዳ ቢታ ካንꬂ ኣꬊ ጵንፍለ Ꮊንጌዛ።
2c0e190041	ጰርገ ቃላ ኦዴዛይፕ ጉየ አጻላ Ꮊንጌዛ።
2c0e1a009d	የይፕ ኡንቲ ፋ ፖሌዝ ኦሳይስ ጾስ ኣꬎ ኬሃትꬃይስ ኡንታን ሀዳራ እንጌዝ አንጾካ ማርካበር ማቄዛ።
2c0e1b00d7	አንጾካ ሄሊ ዎሳ ኬꬅ አሳ ሺሺ ጾሳይ ኡንታራ ኦꬄዝ ኦሳ ኡባይኔ አይሁደ ማቀካ አሳይ አማኖዳይ ጋርክ ኡንትስ ዋይዚ ኦገ ዶዬዛኮ ኦዴዛ።
2c0e1c0040	ኤዛይድ አማንዝታይር ጋመ ዎደ ጋምኤዛ።
2c0f0100cf	ፐቲ ፐቲ አሳይ ይሁዳፕ አንጾካ Ꮊንጊ፥ «ሙሰ ዎጋይ ጋርክ ይ ዶካልንታም እጽኮ አቶዳይስ ዳንዳኦያ» ግ አማንዝታ ታማርሶ አይኬዛ።
2c0f020165	የይ ጳዉሎሳኔ ባርናባሳ ኡንታር ጋመ ፓላሞዳይ ጋርከኔ ዋጮዳይ ጋርክ ኦꬄዛ። የይ ግሾስ፥ አንጾካ የዝ ፐቲ ፐቲ አሳይ ጳዉሎሳራኔ ባርናባሳራ የሩሳላመ Ꮊንጊ ሀዋርታይራኔ ጭምታይር ዎል ሄሊ የ ኦዳ ብሎዳይ ጋርክ ቆፋ አጬዛ።
2c0f0300e5	ዎሳ ኬꬃይ ኡንታን ኪትን Ꮊንጌዛ። ኡንቲ ፍንቀ ሳማረራ ኣꬊታር አይሁደ ባዝታይ ጾስኮ ዋይዚ ማቄዛኮ ኦዴዛ። የይ አማንዝታ ኡባ ጋመ ኡፋይሴዛ።
2c0f0400b4	ኡንቲ የሩሳላመ ሄልን ዎሳ ኬꬃይ፥ ሀዋርታይኔ ጭምታይ ኡንታን ሞኬዛ። ጾሳይ ኡንታር ኦꬄዝ ባዝታ ኡባ ኡ ኦዴዛ።
2c0f0500df	ዝን ፈርሳውታይ ባጋፕ አማኔዝ ፐቲ ፐቲ አሳይ ደንዲ ኤቂ፥ «አይሁደ ባዛር አማኔዝ አሳይ ዶካልንቶዳይስኔ ሙሰ ህጋ ናጎዳይስ ቤዝዛ» ዬጌዛ።
2c0f060043	ሀዋርታይኔ ጭምታይ የያ ቶቦዳይስ ሺቄዛ።
2c0f070104	ጋመ ኦድንቴዛይፕ ጉየ፥ ጵጽሮሳ ደንዲ ኤቂ፥ «ታ እሹንꬆ፥ አይሁደ ባዝታይ ዎንግለ ቃላ ታ ዶናይፕ ስኢ አማኖዳይ ጋርክ ቲናቲ ታና ጾሲ ይ ጋንጨፕ ዶሬዛና ይ ኤርዛ።
2c0f080089	አስ ዎዝና ኤርዛ ጾሳይ ጌሻ አያና ኑስ እንጌዛይ ጋርክ ኡንትስካ እንጌዛና ማርካቴዛ።
2c0f09006a	አማኖር ኡ ዎዝና ጌሼዝ ግሾስ ኑ ጋንጨኔ ኡ ጋንጨ ዱማትꬅ ጋደካያ።
2c0f0a00ab	የይ ግሾስ፥ ኑ አድታይኔ ኑኒ ቶኮዳይስ ዳንዳእንቶዋ ቃምባራ አማንዝታይ ሞርጋይል ጋዲ Ꮊት አብስ ጾሳ ፓጨ?
2c0f0b007b	ጎዳ የሱሳ ኣꬎ ኬሃትꬃይድ ኡንቲ አቴዛይ ጋርክ ኑካ አቴዛና አማኖዳ» ዬጌዛ።
2c0f0c00c2	አሳይ ስእ ግ፥ ባርናባሳኔ ጳዉሎሳ አይሁደ ማቀካ አሳይ ጋንጨ ፋ ባጋር ጾሲ ኦꬄዝ ማላትታኔ ኦሮꬅባዝ ኡባ ኦዶዳር ስኤዛ።
2c0f0d0064	ኡንቲ ናሻ ሃሴዛይፕ ጉየ ያይቆባ፥ «ኢሹንꬆ፥ ታ ግዛ ስኦይታ።
2c0f0e0091	ጾሲ አይሁደ ባዝታይ ጋንጨፕ ፋ አስ ዶሮዳይስ ከዚ ኡንታን ቲን ዋይዚ ቆፔዛኮ ስሞና ኦዴዛ።
2c0f0f0047	ናብታይ ቃላይ Ꮊይር ቃርዛ። ጌሻ ማጻፋይድ፥
2c0f100089	«‹Ꮊይፕ ጉየ፥ ታኒ ማቆዳ፥ ዎꬌዝ ዳዉተ ኬꬃ ደንꬆዳ። ላልንቴዝ ኬꬃካ ታ ማሂ ኤሶዳ።
2c0f11007b	አቴዝ አስ ኡባይ ታኮ የኦዳ፥ ታኒ ጼጌዝ አይሁደ ማቀካ አስ ኡባይ ታና ኮዮዳ።
2c0f120065	ብንፕ አይኪ የይ ኤርንቶዳይ ጋርክ ኡዴዝ ጎዳይ፥ ታና› ዬግዛ።
2c0f130072	«የይ ግሾስ፥ ታ ቆፋይ ጾስኮ ማቄዝ አይሁደ ባዝታ ኑኒ ዋይꬃማይ ጋርከ።
2c0f1400f5	ዝን ኡንቲ ኤቃስ ያርሽንቲ ቱኔዝባዝ ማማይ ጋርክ፥ ላግታማይ ጋርክ፥ ባዉታ ማማይ ጋርከኔ ሱꬂ ኡዣምኔ ማማይ ጋርክ ኡንትስ ኑኒ ዳብዳበ ጻፎዳይስ ኮሽዛ።
2c0f15009b	ሙሰ ህጋይ ብንፕ አይኪ ማላጋላስ አይሁደ ዎሳ ኬꬅ ናባብንትዛ ካታማ ኡባይድ ሳባክንትዛ» ዬጌዛ።
2c0f16016f	የይፕ ጉየ፥ ሀዋርታይኔ ጭምታይ ዎሳ ኬꬅ አስ ኡባይር ዎላ ፋ ጋንጨፕ ጽቃ አስታ ዶሪ ጳዉሎሳራኔ ባርናባሳራ አንጾካ ዳኮዳይስ ቆፋ አጬዛ። ኡንቲ ኡንደና ኤርንቴዝ ካልꬅዛ ናምኢ አስታ ባርሳባሳ ግንትንትዛ ኤ ይሁዳኔ ስላሰ ዶሬዛ።
2c0f17010b	Ꮊይ ጋርክ ግንትንቲ ጻፍንቴዝ ዳብዳባ ኡንታል አፋ ዳኬዛ፦ «ኑኒ ሀዋርታይኔ ጭምታይ ይ እሽታይ፥ አንጾካ፥ ሶራራኔ ክልቀ የዝ አይሁደ ማቀካ እሽታይስ ኑ ሳሮꬃ ኪቶዳ።
2c0f1800c3	«ኑኒ ኪተካ አስታይ ኑ ጋንጨፕ Ꮊንጊ፥ ‹ይ ዶካልንቶዳይስኔ ህገ ናጎዳይስ ቤዝዛ ግ› ይንታን ዋይꬄዛኔ ይሎꬄዛ ኑ ስኤዛ።
2c0f190099	ኑኒ ዶስዛ ባርናባሳኔ ጳዉሎሳ ዶርንቴዝ አሳይር ዎላ ይንትኮ ኪቶዳይስ ፐቲ ዎዝናር ኑ ሙርቴዛ።
2c0f1a005d	ኡንቲ ኑ ጎዳ የሱስ ክርስቶሳ ግሾስ ፋ ሸምፖ ኣꬂ እንጌዛ።
2c0f1b0095	የይ ግሾስ፥ ኑኒ ጻፌዛና ኡንቲ ፋ ዶናራካ ጉጂ ይንትስ ኦዶዳይ ጋርክ ኤ ይሁዳኔ ስላሰ ኪቴዛ።
2c0f1c0094	«Ꮊ ኮሽዝታይፕ አትን ሀራ ቶፎ ይንታን ቶሳማይ ጋርክ ኑኔ ጌሻ አያናይ ሎኦ ቆፋ ማቄዛና በኤዛ
2c0f1d00ee	ኤቃስ ያርሽንት ቱኔዝባዝ ሚፓተ፥ ሱꬅ ኡዥፓተ፥ ባዉታ ሚፓተ፥ ላግተ አይክፓተ። Ꮊ ኡባይፕ ይ፥ ይንታን ናግኮ ሎኦ ባዝ ኡድዛ። ሳሮ የዞይታ» ዬጌዛ።
2c0f1e008e	የይ ግሾስ፥ ኪትንቴዝታይ ሞይዝንቲ አንጾካ Ꮊንጊ አማንዛ አስታ ሺሺ፥ ዳብዳበ እንጌዛ።
2c0f1f004d	ኡንቲ የ ምንꬃꬆ ዳብዳባ ናባቤዛይፕ ኡፋይቴዛ።
2c0f200082	ማ ኤ ይሁዳኔ ስላሰ ኡ ፋ ኦማስ ናብታ ማቄዝ ግሾስ አማንዝታ ሎእꬂ ዞሪ ምንꬃꬄዛ።
2c0f210089	ኡንቲ አንጾካ ጽቃ ጋላስ በቴዛይፕ ጉየ እሽታይ ሎኦር ሞይዝን ፋና ኪቴዝታይኮ ማቄዛ።
2c0f22003c	[ዝን ስላሰ ኤዛይድ አቶዳይስ ኮዬዛ።]
2c0f2300ac	ማ ጳዉሎሳራኔ ባርናባሳር ሀራ ጋመ አስታይር ዎላ ጎዳይ ቃላ ታማርስታራኔ ዎንግለ ኦድታር አንጾካ ጋምኤዛ።
2c0f2400e0	ጽቃ ጋላሳፕ ጉየ ጳዉሎሳ ባርናባሳኮ፥ «ኑኒ ጎዳይ ቃላ ኦዴዝ ካታማ ኡቢታይድ አማንዝታይ ዋፋ የዛኮ ጉየ ማቅታር ዎላ በአዳኔ ኤሮዳ» ዬጌዛ።
2c0f250067	ባርናባሳ ማርቆሳ ግንትንትዛ ዋንሳ ፓር Ꮊንጎዳይ ጋርክ ኮዬዛ።
2c0f2600b3	ዝን ጳዉሎሳ ማርቆሳ ፓር Ꮊንጎዳይ ጋርክ ኮየካያ። የይካ፥ ኤ ጵንፍላ ሻክንቲ ኡንታር ኦꬆዳይስ Ꮊንገካ ግሾስ።
2c0f27009d	ኡ ጋንጨ ኢታ ካቺ ኬዝን ፐታይ ፐታይፕ ሻክንቴዛ። ባርናባሳ ማርቆሳ ኤኪ ማርካበር ቆጲሮሳ ከዜዝ።
2c0f2800a3	ዝን ጳዉሎሳ ስላሰና ዶሬዛ፤ አማንዝታይ ጳዉሎሳ ጾስ ኣꬎ ኬሃትꬃይስ ሀዳራ እንጌዛይፕ ጉየ ኤ ቅቴዛ።
2c0f290054	ዬዚ፥ ዎሳ ኬꬅታ ምንꬃꬅታር ሶራራኔ ክልቃራ ኣꬌዛ።
2c100100cc	ጳዉሎሳ ደርበኔ ልስጽራ ሄሌዛ። ኤዛይድ ጽማቶሳ ግዝ አማንዛ አስ የዛ። ኤ እንዳታካ አማንዛ አይሁደ ማች፥ ኤ አዳይ ግርኬ አሲ።
2c10020067	ልስጽራራኔ ኢቆኖነ የዝ አምዝታይ ጽማቶሳ ባጋ ሎእꬂ ማርካቴዛ።
2c100300bd	ጳዉሎሳ ጽማቶሳ ፓር ካንጎዳይስ ኮዬዛ፥ ኤ አዳይ ግርኬ አስ ማቄዛ የ አቆ የዝ አይሁደ ኡባይ ኤርዛ ግሾስ ኤዛ ዶካሌዛ።
2c100400c5	ኡንቲ ካታምታይራ Ꮊንግታር የሩሳላመ የዝ ሀዋርታይኔ ጭምታይ አጬዝ ቆፋ አማንዝታይ ናጎዳይ ጋርክ ኡንትስ ኦድታር ኣꬌዛ።
2c1005008f	የይ ግሾስ፥ ዎሳ ኬꬅታይ አማኖር ምንግታር፥ ፓይዶራካ ጋላስ ጋላስ ጋንጊ ጋንጊ Ꮊንጌዛ።
2c10060090	ኢስያ ቃላ ኦዳማይ ጋርክ ጌሻ አያናይ ኡንታን ካዬዝ ግሾስ ጵርገራኔ ጋላትያ ቢታር ኣꬌዛ።
2c1007008d	ኡንቲ ሚሳ ዛዋ ሄሌዝ ዎደ ብታና Ꮊማዳይስ ቡትንቴዛ። ዝን የሱሳ አያናይ ኡንታን ካዬዛ።
2c10080058	የይ ግሾስ፥ ኡንቲ ሚሳ ካንታር ኣꬊታር ጽሮአዳ ዎꬌዛ።
2c100900a2	ጳዉሎሳ ቃማ ቆንጭꬃር ፐቲ ማቃዶና አስ ፋኮ፥ «ማቃዶና ፒንጊ ኑና ማዶየ» ዬግታር ኤቂ ዎሶዳር በኤዛ።
2c100a00d2	አጁታ ኤ በኤዛይፕ ጉየ ኤልሲ ኑኒ ማቃዶና Ꮊማዳይስ ኮዬዛ። የይካ፥ ዎንግለ ኤዛይድ የዝ አሳይስ ኦዶዳይስ ጾሳይ ኑና ጼጌዝ አዜዛ።
2c100b007e	ጽሮአዳፕ ደንዲ ማርካበ ገሊ ሳሞትራቀ Ꮊንጌዛ፥ ዎንትꬃ ጋላስ ናጱለ Ꮊንጌዛ።
2c100c00fb	የይፕ ደንዲ ማቃዶና ቢታ የዝ ፍልጲሶሳ ግዝ ኤርንቴዝ ዎራዳ ካታማ Ꮊንጌዛ። ማ ፍልጲሶሳ ኦሮመ ካታይ ኦላር ሞዴዝ ካታማ። ኑኒ የ ካታማይድ ጽቃ ጋላስ በቴዛ።
2c100d00ca	ማላ ጋላስ ካታማይፕ ጋጻ ቦርካ ካለ አይሁድታይ ጾስ ዎስዛ አቆ የዛና ቆፒ ገድ Ꮊንጌዛ። የ አቃይድ ሺቄዝ ማችታይስ ቃላ ኦዴዛ።
2c100e010b	ኑና ስእዝ አሳይፕ ፐቲ ሊዳ ግንትንትዛና ትያትሮና ካታማፕ የኤዛ፥ ጾስ አማኔዛ ዞቆ አፍላ ዛልእዛ፥ አስታ የዛ። ጳዉሎሳ ኦድዛ እዛ ስኦዳ ጋርክ ጎዳይ እ ዎዝና ዶዬዛ።
2c100f00bd	ሊዳ ፋ ካራ አሳይር ፐትፕ ጻማቅንቴዛይፕ ጉየ ኑኮ፥ «ይ ታና ጎዳ ቱማ አማኔዛ ጊኮ ታ ካራ ይኢ የዞይታ» ግ ሚንꬂ ዎሴዛ።
2c101000af	ኑኒ ጾሳ ዎስዛ አቃ Ꮊማዳር ኢታ አያና ኢል አፋ የዛና ካዮር ፋ ጎድታይ ጋመ ሚሸ ክእዝ ፐቲ አይላታ ኑና ሄሌዛ።
2c1011009a	ጳዉሎሳኔ ኑና ካሊ፥ «Ꮊይትታይ ኡባይፕ አፋ ጾስ አይልታ! ኡንቲ ይ አቶዳ ኦጋ ኦድዝታ» ግ ኡኬዛ።
2c101200f6	ኡባ ጋላስ የይ ጋርክ ግዛ። ዝን ጳዉሎሳ ይሎቲ ጉየ ማቂ፥ የ አያና፥ «የሱስ ክርስቶሳ ሱንꬃይር እዝፐ ከዞባ» ግ ኪቴዛ። እዝራካ ኢታ አያናይ እዝፐ ከዜዝ።
2c101300af	ዝን እ ጎድታይ ኡ ሚሸ ደንግዝ ኦጋይ ꬋቤዛ ብኢ፥ ጳዉሎሳኔ ስላሰ አይኪ፥ አዉዳረ ዳይንታይ ቲና ጎቺ ካንጌዛ።
2c10140086	ዳይንታይ ቲና ኡ ካንጊ፥ «Ꮊይትታይ አይሁደ አስ ማቅታር ኑ ካታማ አሳ ኢታ ዋይꬅዛ።
2c1015007e	ኑኒ ኦሮመ ጋደ አስ ማቆዳር ኤኮዳይስኔ ኦꬆዳይስ ዎጋ ባባዝ ታማርስዛ» ዬጌዛ።
2c101600bf	አሳይ ፐቲ ባጋ ማቂ፥ ጳዉሎሳል አፋኔ ስላሰል አፋ ደንዴዛ። ዳይንታይ ኡ አፍላ ቃሪ ጉፈር ኡንታን ሾጮዳይ ጋርክ ኪቴዛ።
2c1017009b	ኡንታን ጋመ Ꮊꬌዛይፕ ጉየ አች ካራ ገልሴዛ። አች ኬꬃ ናግዛይ ኡንታን ሚንꬂ ናጎድ ጋርክ ኪቴዛ።
2c10180099	አች ካራ ናግዛይ የ ኪታ ኤኪ፥ ጳዉሎሳኔ ስላሰ አች ካራይስ ቆልአ ገልሴዛ። ኡ ቶካ ዱꬃር ዱጼዛ።
2c101900d5	ዝን ግዲ ብላሄ ማቆዳር ጳዉሎሳራኔ ስላሰራ ዎስታራኔ ማዝሙረ የጽታር ጾሳ ጋላትዛ። አች ካራ የዝ ሀራ አስታይካ ኡንቲ ግዝባዝ ስእዛ።
2c101a00df	ቆፐካ አች ካራ ባሳይ ኤንኦድ ሄሎዳይስ ቢታ ኤንኦ ማቄዛ። የ ሳታተካ ፐንገ ኡባይ ዶይንቴዛ፤ አጭንቴዝ አስ ኡባ ሳንꬃላታይ ብልንቲ ዎꬌዛ።
2c101b00c7	አች ካራ ናግዛይ ገንታፕ ባርኮዳር አች ካራ ፐንገ ኡባይ ዶይንቴዛ ብኢ አች አሳይ ከዚ ቅቴዛ ኣዝን ፋና ዎꬎዳይስ ማሻ ኤኬዛ።
2c101c0069	ዝን ጳዉሎሳ ቃላ ꬎቅ ኡዲ «ኑ ኡባይ Ꮊይዳ የዛ ነና ቆህፐ» ዬጌዛ።
2c101d0095	አች ካራ ናግዛይ ጾምፐ ዎሲ ኤኪ ኤልሲ ጋንጨ ላሲ ኩኮርታር ጳዉሎሳ ቲናኔ ስላሰ ቲና ጹጉኔዛ።
2c101e0078	ኡንታን ባለ ከሲ፥ «ታ ጎድታዮ፥ ታኒ አቶዳይስ አብ ኡዶዳይስ ቤዜ?» ዬጌዛ።
2c101f009a	ጳዉሎሳራኔ ስላሰር ኤዝኮ፥ «ጎዳ የሱስ ክርስቶሳ አማኖባ፤ ኔራኔ ነ ካራ አሳይራ አቶዳ» ዬጌዛ።
2c10200050	ኡንቲ ኤስኔ ኤ ካራ የዝ ኡባይስ ጎዳይ ቃላ ኦዴዛ።
2c102100a6	ቃማ የ ሳታተካ አች ካራ ናግዛይ ኡንታን ካንጊ ኡ ሳምባራ ሜጬዛ። ኤልሲ ፋ ካራ አስ ኡባይር ጻማቅንቴዛ።
2c102200a3	ጳዉሎሳኔ ስላሰ ፋ ካራ ካንጊ ኡንትስ ካꬃ ኣꬄዛ። ኤ ፋ ካራ አስ ኡባይር ጾስ አማኔዝ ግሾስ ኡፋይቴዛ።
2c1023007d	ሳአይ ዎንትን ዳይንታይ፥ «የ አስታ ብልኦባ» ዬጊ ፖልሰ ሀላቅታ ኤዝኮ ኪቴዛ።
2c102400b9	አች ካራ ናግዛይ፥ «ይ ብልንቶዳይ ጋርክ ዳይንታይ አዛዜዛ። ይኬ፥ ከዚ ሳሮ Ꮊንጎይታ» ዬጊ የ ኪታ ጳዉሎሳስ ኦዴዛ።
2c1025012d	ዝን ጳዉሎሳ የ ፖልሰ ሀላቅታይኮ፥ «ኑኒ ኦሮመ አስ ማቃዳር ኡንቲ ኑና ፕርዳ ባጋ አሳይ ቲና Ꮊꬊ፥ አች ካራ ኦሌዛ። Ꮊት ኑና ጌማር ከዚ ቅቶ ግኔ? ሀነና፥ ኡንቲ ፋ ኦማስ ይኢ ኑና ከሶ» ዬጌዛ።
2c102600a0	ፖልሰ ሀላቅታይ ዳይናይስ የያ ኦድን፥ ጳዉሎሳራኔ ስላሰራ ኦሮመ ጋደ አስ ማቄዛ ስኤዝ ዎደ ያሽቴዛ።
2c102700d0	የይ ግሾስ፥ ዳይንታይ ይኢ ኡንትኮ፥ «ኑኒ ይንታን ቆሄዛ» ጌዛ። አች ካራፕ ባለ ኡንታን ከሲ፥ ካታማይፕ ከዚ ቅቶዳይ ጋርክ ዎሴዛ።
2c102800a7	ጳዉሎሳራኔ ስላሰራ አች ካራፕ ከዚ ሊዳ ካራ Ꮊንጌዛ። ኤዛይድ አማንዝታ ሄሊ ኡንታን ምንꬃꬂ ከዚ ቅቴዛ።
2c110100a1	ጳዉሎሳራኔ ስላሰራ አምፍጶሊናራኔ አጶሎናር ኣꬊ ተሰሎንቀ Ꮊንጌዛ። ኤዛይድ አይሁደ ዎሳ ኬꬅ የዛ።
2c1102008c	ጳዉሎሳ ካሴሳይ ጋርክ ኤዛይድ ገሌዛ። ኤዛይድ ሀይꬒ ሳምንታ ጾስ ቃላፕ አሳይስ ኦዴዛ።
2c110300d0	ክርስቶሳ ዋየ ኤኮዳይስኔ Ꮊይቆፕ ደንዶዳይስ ቤዝዛና ኡንትስ ቆንጨር ኦድታር፥ «የሱሳ Ꮊ ታኒ ይንትስ ኦድዛይ ክርስቶሳ» ዬጌዛ።
2c110400ff	ኡንታፕ ፐታይ ፐታይ ኦዳይ ቱማ ማቄዛና ማኢ ጳዉሎሳራኔ ስላሰራ ቶቤዛ። የይ ጋርከካ፥ ጾሳ ጎይንዛ ጋመ ግርኬ አሳይኔ ጋመ ቦንችንቴዝ ማችታይካ ኡንታር ቶቤዛ።
2c110500f4	ዝን አይሁድታይ ቅናቲ አዛልዛ ኢታ አስታ ጋበ ኦገፕ ሺሼዛ። ካታማ ጋንጨ ጫቦ መꬌዛ፤ ጳዉሎሳኔ ስላሰ አሳይስ ኣꬂ እማዳይስ ከዚ ያሶነ ካራ ኤልሲ ቅቴዛ።
2c110600fb	ጳዉሎሳኔ ስላሰ ኡንትስ በንታም እጽን፥ ያሶነኔ እሽታይፕ ፐቲ ፐቲ አማንዝታ ካታማ ሀላቅታይኮ ጎቺ ካንጊ፥ «የይትታይ ቢታ ኡባ ቡቂዝታይ Ꮊት ማ ኑኮ የኤዛ።
2c110700a8	ያሶነ ኡንታን ፋ ካራ ጋዴዛ። Ꮊይትታይ፥ ‹የሱሳ ግዝ ሀራ ካታይ የዛ› ግ ቄሳረ ኪታ እጽዝታ» ዬጊ ኡኬዛ።
2c11080069	ሺቄዝ አሳይኔ ካታማ ሀላቅታይ የያ ስእን ኤዝስ ሀኖድ ባዝ ꬋቤዛ።
2c11090040	ሀላቅታይ ያሶናኔ ሀርታ ዋሰር ብልኤዛ።
2c110a0083	አማንዝታይ ጳዉሎሳኔ ስላሰ ቃማር ቤራ ዳኬዛ። ቤራ ሄሊ፥ አይሁደ ዎሳ ኬꬅ ገሌዛ።
