2800000005	Matei
2c010f0074	Magono ago, Petili ayimili pagati ya valongo vamsadika vala vevakonganiki, voha vavi vandu miya yimonga na ishilini,
2c011000ab	akajova, “Valongo vangu, yaganikiwi Mayandiku Gamsopi gatimilayi, pandu pala Mpungu Msopi, alotili mu malovi ga Daudi kumvala Yuda mweavalongwisi vala vevamkamwili Yesu.
2c0111005f	Yuda avi mmonga wa chikundi chitu muni ahaguliwi kuhenga lihengu la chitumi pamonga na tete.”
2c01120082	Mwene agulili mgunda kwa mashonga geagapatili ndava ya kumng'anamukila Yesu, akagwa pahi na kupapuka, maleme gaki gakahuma kuvala.
2c01130094	Lijambu lenilo likayuwanikana kwa kila mundu wa Yelusalemu, hati kwa luga yavi vakaukemela mgunda wula Hakeli Dama, mana yaki “Mgunda wa Ngasi.”
2c011400a8	Hinu yiyandikiwi muchitabu cha Zabuli, nyumba yaki yisigalila mang'ova, mundu yoyoha akotoka kutama mwenumo. Kangi yiyandikiwi. Mundu yungi atola pandu pa lihengu laki.
2c01150087	Ndi mundu mmonga pagati yinu, mwealandini na tete lukumbi lwoha Bambu Yesu peavi mulugendu pamonga na tete ahaguliwa kuwungana na tete,
2c011600e9	mwenuyo yiganikiwa kuvya mmonga wa vala vevalandini na tete, kutumbula Yohani peavili mukubatiza mbaka ligono lila Yesu peatoliwi kuhuma kwitu kuhamba kunani kwa Chapanga. Mwenuyo ndi iwungana na tete kujova ndava ya kuyuka kwa Yesu.
2c0117005e	Hinu, vakaluwula mahina gavili, wa mmonga Yosefu mweikemiwa Basaba mewa Yusto, na yungi Matia.
2c01180081	Kangi vakamuyupa Chapanga, “Bambu, veve ukiyimanya mitima ya vandu voha. Hinu utilangisa yani mwemhagwili pagati ya vavili ava,
2c01190061	muni atola pandu pa lihengu la chitumi lealekili Yuda, mwene awukili kuhamba pandu paki mwene.”
2c011a005e	Vakamhagula na Matia ndi akahaguliwa mwene ayonjokeswa pagati ya vamitumi kumi na mmonga vala.
2c02010049	Ligono la Pentekoste palahikili vamsadika voha vakonganiki pandu pamonga.
2c0202006b	Chighafula, lwami lukayuwanika kuhuma kunani ngati chimbungululu chivaha, chikamema nyumba yoha yevatamili.
2c02030071	Kangi, vikahumila vindu vyevyawonikini ngati lulimi lwa motu, lukalekengana na kutula panani ya kila mmonga wavi.
2c0204005d	Voha vakamemeswa Mpungu Msopi na kutumbula kujova luga ndalindali ngati Mpungu cheavahotwisi.
2c02050063	Na ku Yelusalemu kwavi na Vayawudi, vandu vevakumtopesa Chapanga vevahumila kila likabila pamulima.
2c02060099	Pevayuwini lwami lula, msambi uvaha wa vandu ukakonganeka. Voha vakakenyemuka neju muni kila mmonga wavi avayuwini vandu vala vijova kwa luga yaki mwene.
2c02070069	Vakavya na chinamtiti na kukangasa vakajova, “Wu, ava vetikuvayuwana, lepi vakolonjinji va ku Galilaya!
2c02080047	Hinu, yivi wuli, tete kuvayuwana kila mmonga ijova kwa luga yaki mwene?
2c02090094	Pagati yitu vavi vandu kuhuma ku Paliti vangi ku Medi na vangi ku Elami na vangi vakolonjinji va Mesopotamia na Yudea na Kapodokia na Ponto na Asia,
2c020a006d	Flugia na Pamfulia na Misili na vangi kuhuma Libiya papipi na Kulene na vangi vitu ndi vayehe kuhuma ku Loma,
2c020b00c8	Vayawudi na vangalikuvya Vayawudi, nambu vilanda njila ya kumuyupa Chapanga ya Vayawudi, vangi vahumili ku Kilete na Alabia. Tavete tikuvayuwana vijova kwa luga zitu ndi matendu gakulu ga Chapanga.”
2c020c0048	Voha vakakangasa na kuvagaya kuni vikotana, “Yeniyi mana yaki kiki?”
2c020d0043	Nambu vangi vakavavevesa vakajova, “Vandu ava vagalili ugimbi!”
2c020e00b0	Kangi Petili akayima pamonga na vamitumi kumi na mmonga vala akatumbula kuvakokosela vandu. Valongo Vayawudi na mwavoha nyenye mwemwitama ku Yelusalemu, myuwanila malovi gangu.
2c020f0045	Lepi chemwihololela vandu ava vagalili muni ndi saa yidatu ya lukela.
2c02100053	Nambu lijambu lenili ndi chakaka lelalongaliki na Yoeli mweavili mlota wa Chapanga.
2c021100ca	Bambu ijova, mumagono gala gamwishu, nikuvamemesa Mpungu wangu vandu voha, vana vinu vagosi na vadala yati vilota ulota wa Chapanga, vasongolo vinu yati vilola maono, na vagogo vinu yati vilota munjozi.
2c02120063	Ena, hati vatumisi vangu, voha vagosi na vadala, yati nikuvapela Mpungu wangu navene yati vilotela.
2c02130070	Yati nikita gachinamtiti kunani, na kukita milangisu pahi pamulima. Yati kwiva na ngasi, motu na lyohi litopanu.
2c0214007a	Lilanga yati ligubikwa na chitita, na mwehi walavya mdung'u ngati ngasi, kwakona kuhumila ligono likulu la ukulu wa Bambu.
2c02150040	Mewawa mundu yoyoha mweiyupa kwa liina la Bambu yati isanguliwa.
2c021600de	“Vandu va Isilaeli myuwanila! Yesu wa ku Nazaleti avi mundu, uhotola waki wa uchapanga walangisi kwinu kwa gachinamtiti na makangaso na milangisu. Chapanga yeahengili kwa nyenye kwa njila yaki, ngati mwavene chemwimanya.
2c021700a5	Ndava ya mpangu waki mwene Chapanga, amali kuhamula kuvya Yesu agotolewa kwa nyenye, na mwavene mwamkomili kwa kuvaleka vandu vahakau vamkoma na kumvamba mu msalaba.
2c0218007f	Nambu Chapanga amyukisi kuhuma kwa vevafwili, amsangwili kuhuma mu mvinisu wa lifwa, ndava muni yihotoleka lepi lifwa limkunga.
2c02190096	Muni Daudi ajovili aga kumvala mwene, ‘Namuwene Bambu palongolo yangu lukumbi lwoha, avi pamonga na nene upandi wa kulyelela, hati ninyugusika lepi.
2c021a0065	Ndi muni mtima wangu waganisiwi, na kululuta kwa luheku. Hati higa yangu, yati yitama kwa kuhuvalila,
2c021b004a	Ndava nakuuleka mpungu wangu kulitinda, wala kumlekekesa Msopi waku awola.
2c021c0046	Unilangisi njila za wumi, ndava ya kuvya kwaku unimemisi luheku.’”
2c021d0098	“Valongo vangu, nigana kuvajovela hotohoto kumvala mambu gegampatili gogo witu Daudi. Mwene afwili na kuzikiwa na litinda laki livii kwitu mbaka lelu.
2c021e009b	Nambu Daudi ndava avili mlota wa Chapanga amanyili kuvya Chapanga amlapakisi kwa lilaganu yati akumhagula mmonga wa chiveleku waki kuvya nkosi pahali paki.
2c021f00b3	Daudi agaweni kwakona mambu aga gegihengeka na Chapanga, hinu akajova ndava ya kuyuka kwa Kilisitu, lukumbi peajovili, ‘Nakulekewa mu litinda la mbugu, higa yaki yawoli lepi.’
2c0220004b	Chapanga amyukisi Yesu na tavoha tete ndi vetijova ndava ya lijambu lenilo.
2c022100c5	Yesu peamali kukweswa na kuvikwa upandi wa kulyelela wa Chapanga ndi akapokela kuhuma kwa Dadi, Mpungu Msopi yula mweatiahidi, atimemimisi Mpungu wene. Chenicho ndi chetikuchiwona hinu na kuyuwana.
2c02220083	Muni Daudi nakukwela mbaka kunani kwa Chapanga, muni ngamwene ajovili, ‘Bambu amjovili Bambu wangu, tama upandi wangu wa kulyela,
2c0223004f	mbaka penikuvavika makoko gaku kuvya chigoda cha kuvikila magendelu gaku.’”
2c022400a1	“Vandu voha va Isilaeli viganikiwa kumanya kwa uchakaka kuvya Yesu mwenuyo mwevamkomili na kumvamba mu msalaba, ndi Chapanga amviki kuvya Bambu na Kilisitu.”
2c02250084	Hinu, vandu pavagayuwini genago, mitima yawavinili, vakavakota Petili na pamonga na vamitumi vayaki. “Valongo vitu tikita wuli?”
2c022600b5	Petili akavayangula, “Mumuwuyila Chapanga na kila mmonga winu abatiziwa kwa liina la Yesu Kilisitu, muni mulekekesewayi kubumdila Chapanga na kupokela njombi yila ya Mpungu Msopi.
2c02270093	Muni lilaganu lila lavi ndava yinu na ndava ya vana vinu na ndava ya voha vevitama kutali ndava ya kila mundu mweikemiwa na Bambu Chapanga witu.”
2c02280068	Kwa malovi gangi gamahele, Petili avajovili hotohoto vandu “Vajisangula na chiveleku ichi chihakau.”
2c0229007f	Vamahele pagati yavi vagasadiki malovi ga Petili na kubatiziwa, na vandu vevayonjokisiki vavi ngati elufu zidatu ligono lenilo.
2c022a007a	Venavo voha vayendalili kujiwula kuhuma kwa vamitumi na kutama pamonga cha lukolo, kulya pamonga na kumuyupa kwa Chapanga.
2c022b005e	Gachinamtiti na makangaso gamahele gahengiki munjila ya vamitumi hati kila mmonga akakangaswa.
2c022c005c	Vamsadika voha vayendalili kuvya chindu chimonga na vindu vyavi vatangatilanayi kwa pamonga.
2c022d0071	Vavi mukugulisa kila chindu pamonga na kangi kugavana mashonga kuwanangana ngati avi na la liganu la mmonga wavi.
2c022e00a1	Kila ligono vayendalili kukonganeka pamonga Munyumba ya Chapanga. Mewa lukumbi lwa kulya vakonganiki pamonga munyumba zavi na vilya kwa luheku na mtima wa msopi.
2c022f0074	Vakamulumbalila Chapanga, vakaganwa na vandu voha. Kila ligono Bambu akavayonjokesela mu msambi vandu vevasanguliwi.
2c03010081	Ligono limonga, lukumbi lwa saa tisa ya muhi, Petili na Yohani vavi mukuhamba Kunyumba ya Chapanga lukumbi lwa kumuyupa Chapanga.
2c030200df	Hinu mundu mmonga mweavi ngagenda tangia peavelekiwi. Kila ligono vandu vamgegayi na kumvika pamlyangu wa Nyumba ya Chapanga weukemelewa “Mlyangu Wabwina.” Muni avayupayi vindu kwa vala veviyingila Munyumba ya Chapanga.
2c03030056	Peavawene Petili na Yohani viyingila Munyumba ya Chapanga, avayupili vampela mashonga.
2c03040042	Vene vakamlolokesa takataka, ndi Petili akamjovela, “Utilola!”
2c0305003d	Ngagenda yula akavalola, ahololela ipewa chindu kuhuma kwavi.
2c030600a4	Nambu Petili akamjovela, “Nivii lepi na mashonga amala zahabu, nambu chenivi nachu yati nikukupela. Kwa uhotola wa Yesu Kilisitu wa ku Nazaleti, yima ugendayi!”
2c0307006b	Hinu akamkamula chiwoko cha kulyelela, akamyinula. Bahapo magendelu na mafugamilu gaki gakavya na makakala.
2c0308008e	Akahumba, akayima na kutumbula kugenda. Ndi akayingila nawu pamonga Munyumba ya Chapanga, igenda na kuhumba humba kuni akumlumbalila Chapanga.
2c03090042	Vandu voha vevavi penapo vamuwene igenda na kumlumbalila Chapanga,
2c030a0094	pavammanyili kuvya mwene ndi yula mweatama papipi na Mlyangu Wabwina Wa Nyumba ya Chapanga, na kuyupa vakakangasa neju hati nakugamanya gegamkolili.
2c030b0099	Lukumbi pavamuwene mundu yula alongosini na Petili na Yohani, vandu voha vakavya mumkangaso ndi vajumbalili pandu pepakemeliwi “Libanji la Solomoni.”
2c030c00e4	Hinu, Petili peavawene vandu, akavajovela, vandu va Isilaeli, ndava kyani mwikangaswa na lijambu ili? Kyani mukutilolokesa takataka ngati kwa makakala gitu amala ndava ya umsopi witu tavete timuhengili mundu uyu ahotola kugenda?
2c030d00f2	Chapanga wa Ibulahimu na Izaki na Yakobo, ndi Chapanga wa vagogo vitu ampeli amulumbalili mtumisi waki Yesu. Nambu nyenye mwamkamwili na kumgotola kwa vachilongosi na kumng'anamukila na kumbela palongolo ya Pilatu, hati peamwili kumdindulila.
2c030e007b	Mwene avili mweikita geigana Chapanga na msopi, nambu nyenye mwambelili ndi mwayupili mundu yungi mweavimkomaji adinduliwa.
2c030f006e	Nyenye mwamkomili chanzu cha wumi, nambu Chapanga amyukisi kuhuma kwa vafwili, tavete taliwene lijambu lenilo.
2c031000a6	Makakala na kumsadika Yesu ndi vyevi mpeli makakala mundu uyu mwemukumlola na kummanya. Sadika kwa Yesu ndi yeyimlamisi hotohoto mundu uyu ngati mwavoha chemukumlola.
2c03110069	“Hinu, valongo vangu, nimanyili kuvya nyenye na vachilongosi vinu mwahengili ago ndava mwamanyili lepi.
2c03120073	Nambu Chapanga agahengili ago goha geajovili munjila ya vamlota va Chapanga voha kuvya yamganili Kilisitu ang'aika.
2c03130047	Muleka kubuda na mumuwuyila Chapanga, ndi mwene avalekekesa kumubudila.
2c0314006e	Mukita genago, muni Bambu avapela lusenje lwa kupoleswa mitima na kuvaletela Kilisitu mweavahagulili ndi Yesu.
2c031500b2	Yikumgana mwene kusigalila kunani kwa Chapanga mbaka palubwela lukumbi vindu vyoha kukitwa vya mupya, ngati Chapanga cheajovili munjila ya vamlota vaki vamsopi vevatamili kadeni.
2c031600a6	Muni, Musa ajovili, ‘Bambu Chapanga winu akuvayinulila mlota wa Chapanga ngati nene kuhuma kwa nyenye mwavene. Mumyuwanila mwene mu mambu goha geakuvajovela nyenye.
2c03170072	Mundu yoyoha mwangamyuwanila mlota wa Chapanga mwenuyo, yati ibaguliwa kutali na vandu va Chapanga na kukomewa.’
2c03180069	Vamlota voha va Chapanga kuhuma Samueli na vangi vevagelekili, vakokwisi mambu aga gegihumila magono aga.
2c031900c2	Na Chapanga alagazili vamlota vaki ndava yinu, na muyingila mu lilaganu leahengili na vagogo vitu, ngati chamjovili Ibulahimu, ‘Mu chiveleku chaku na vandu voha va pamulima yati vimotisiwa.’
2c031a007e	Ndi Chapanga amyukisi mtumisi waki, amtumili hoti kwa nyenye, avamotisa na kumkita kila mmonga winu alekana na uhakau waki.”
2c040100c4	Petili na Yohani pevayendalili kuvakokosela vandu, vamteta va Chapanga na valonda va Nyumba ya Chapanga na chikundi cha Vasadukayu ndi vandu vevisadika kuvya vandu nakuhotola kuyuka vakavabwelela.
2c04020083	Vakamema ligoga, muni vamitumi vala vakuvakokosela vandu kuvya Yesu ayukili lijambu lelilangisa hotohoto kuvya vafwili yati viyuka.
2c04030062	Hinu Petili na Yohani ndi vakamuliwi na kuyingiswa muchifungu mbaka chilau yaki ndava yavi kimihi.
2c04040086	Nambu vamahele pagati ya vevayuwini ujumbi wavi vakasadika, na vamsadika vakayonjokeseka jumula yavi vakavya ngati vagosi elufu mhanu.
2c04050081	Chilau yaki, vachilongosi va Vayawudi vagogo na vawula va malagizu ga Chapanga geampeli Musa vakakonganeka pamonga ku Yelusalemu.
2c0406007a	Vakonganiki pamonga na Mteta Mkulu Anasi na Kayafa na Yohani na Alekizanda na vangi voha vevavi va lukolo lwa Mteta Mkulu.
2c0407008e	Pavavayimiki Petili na Yohani palongolo yavi, vakavakota, “Nyenye mwihenga lijambu lenili kwa makakala ga yani amala kwa uhotola wa yani?”
2c04080053	Petili kuni amemiswi Mpungu Msopi akavayangula, “Vachilongosi na vagogo va vandu!
2c0409005c	Ngati lelu mukutikota kuchivala chitendu chila chabwina cheahengiwi ngagenda yula na kulama,
2c040a00f7	hinu, nyenye na vandu voha va pa Isilaeli yikuvagana kumanya kuvya mundu mwenuyo iyima palongolo yinu lelu, alamili hotohoto, kwa makakala ga Yesu Kilisitu wa ku Nazaleti, nyenye mwevamvambili pamsalaba, nambu Chapanga amyukisi kuhuma kwa vafwili.
2c040b0088	Yesu mwenuyo ndi Mayandiku Gamsopi chegijova. ‘Liganga lemwabelili nyenye vakujenga, hinu ndi liganga likulu la mkingisa pakujenga.’
2c040c007c	Usangula wipatikana munjila ya mwene ndu, pamulima poha kawaka hati mmonga mweapewili na Chapanga uhotola wa kutisangula.”
2c040d00b1	Vachilongosi va libanji vakavakangasa Petili na Yohani chavidandaula cha ukekesi, vavamanyili kuvya vavi vandu vangasoma wala ilimu yoyoha. Vakamanya kuvya vavi pamonga na Yesu.
2c040e0058	Nambu pavamuwene mundu yula mwealamisiwi ayimili pamonga nawu, nakuhotola kujova chindu.
2c040f0069	Hinu vakavajovela vahuma kuvala ya libanji lila na kuni vene vakasigalila mugati kulongela vene kwa vene.
2c041000ad	Vakakotana, “Tikita kyani na vandu venava? Mundu yoyoha mweitama pa Yelusalemu imanyalila kuvya ulangisu uwu wa chinamtiti uhengiki, tete nakuhotola kubela lijambu lenilo.
2c04110093	Nambu lenili tihotola kugunisa lijambu lenili likoto kudandasika kwa vandu, ndi tivabesa vakotoka kulongela na mundu yoyoha kwa uhotola wa Yesu.”
2c04120066	Hinu vakavakemela kavili mugati, vakavabesa vakotoka kulongela amala kuwula vandu kwa uhotola wa Yesu.
2c0413008e	Nambu Petili na Yohani vakavayangula, “Mwavene muamula ngati chabwina palongolo ya Chapanga kuvayidakila nyenye kuliku kumyidakila Chapanga.
2c04140055	Ndava muni nakuhotola kuleka kulongela kugavala mambu gala getagawene na kuyuwana.”
2c041500a7	Ndi vachilongosi va libanji vakavaywangila cha ligoga, kangi vakavalekekesa. Nakuhotola kuvalipisa ndava muni vandu voha vamlumbalila Chapanga ndava ya lijambu lenilo.
2c04160058	Mundu yula mweahengiwi ulangisu wa kulama avi na umuli wa miyaka yeyiyonjokesa alobaini.
2c04170086	Bahapo pavalekeswi Petili na Yohani vakawuya kwa vayavi, vakavajovela gala gevajoviwi na vakulu va kuteta va Chapanga na vachilongosi.
2c041800aa	Navene pavagayuwini malovi ago, vakawungana pamonga kumuyupa Chapanga vakajova, “Bambu, veve ndi mweuwumbili kunani na pamulima na nyanja pamonga vindu vyoha vyeviyili!
2c041900a5	Ndi mweumhotwisi mtumisi waku, dadi witu Daudi ajova kwa makakala ga Mpungu Msopi, ‘Ndava kyani makabila gamemili ligoga? Ndava kyani vandu vakiti mipangu ya waka?
2c041a007b	Vankosi va pamulima vayimili ndava ya ngondo, na vachilongosi vakokanganiki pamonga, ndava ya kumbela Bambu na Kilisitu.’
2c041b00ac	Muni, chakaka ndi Helodi na Ponsio Pilatu na vandu va Isilaeli na vandu va vangali Vayawudi vakonganiki pabomani apa, kumbela mtumisi waki wa Msopi ndi Yesu mwewamuhagwili.
2c041c0057	Muni vahenga mambu geugapangili kutumbula kadeni kwa makakala gaku na kwa uhamula waku.
2c041d0066	Nambu hinu, Bambu, lola chaviyogofya. Utikangamalisa tavatumisi vaku kukokosa lilovi laku cha ukekesi.
2c041e0075	Talambula chiwoko chaku uvalamisa vandu, na kita ulangisu na chinamtiti kwa uhotola wa Yesu mtumisi waku wa Msopi.”
2c041f0099	Pevamalili kuyupa kwa Chapanga pandu pala pakanyugusika, navene voha vakamemeswa Mpungu Msopi. Vakayendelela kukokosa lilovi la Chapanga changali wogohi.
2c042000aa	Vamsadika voha vavi mtima umonga na mpungu umonga. Avi lepi hati mmonga wavi mweavi na chindu chochoha, mweachivikili kuvya chaki mwene, ndi vagavini vyoha vyevavi navyu.
2c04210066	Kwa makakala gavaha, vamitumi vakajova ndava ya kuyuka kwaki Bambu Yesu, na Chapanga akavamotisa neju.
2c04220063	Kawaka mundu mwangali chindu, muni vevavi na migunda amala nyumba vagulisi na kugega mashonga gala,
2c04230062	na kugagotola kwa vamitumi vala, mashonga ago vagavanayi kwa kila mundu ndava ya vindu vyeaganili.
2c0424008f	Kwavili na mundu mmonga Mlawi, mkolonjinji wa Kuplo, liina laki Yosefu vamitumi vamkemelayi Banaba mana yaki “Mundu mweikangamalisa mtima.”
2c04250053	Mewawa mwene agulisi mgunda waki, akatola mashonga genago na kuvagotolela vamitumi.
2c05010061	Nambu mundu mmonga liina laki Anania na mdala waki Safila vagulisi mewa chipandi cha mgunda wavi.
2c0502007a	Na mdala waki amanyili hotohoto kuvya mgwana waki afiyili mashonga gangi geapewili, na zingi zila azigotwili kwa vamitumi.
2c0503008d	Petili akamkota, “Anania ndava kyani Setani auyingili mtima waku na kumkonga Mpungu Msopi ujifiyili mashonga gangi geupewili mumgunda wula?
2c050400d5	Kwakona kugulisa mgunda wenuwo wavi waku, na pawaligulisi mashonga gala gavi gaku, uhengela chewigana. Ndava kyani, wahamwili mumtima waku kuhenga lijambu lenili? Umkongili lepi mundu, nambu umkongili Chapanga!”
2c05050067	Anania peagayuwini malovi ago, akagwa pahi akafwa na vandu voha vevagayuwini mambu ago vakayogopa neju.
2c0506005d	Vasongolo vakabwela, vakamugubika higa yaki kwa nyula ya msopi, vakamuwusa kuvala vakamuzika.
2c05070066	Pagamaliki masaa ngati gadatu, mdala waki changali kumanya mambu gegahumalili, akayingila mugati mula.
2c05080087	Petili akamkota, “Unijovela! Wu mashonga gemwapewili kwa kugulisa mgunda ndi gagaga?” Ndi mwene akamyangula, “Ena, ndi genaga.”
2c050900c1	Hinu, Petili akamjovela mdala yula, “Wuli muyidakilini kumlinga Mpungu wa Bambu? Yuwanila! Vandu vala vevahambili kumzika mgwana waku, hinu vavi pamlyangu ndi yati vakukutola mewa na veve.”
2c050a00aa	Bahapo safila akagwa palongolo ya magendelu ga Petili, akafwa. Vasongolo vala pavayingili vamkolili amali kufwa, ndi vakamuwusa kuvala, vakamuzika papipi na mngwana waki.
2c050b0079	Wogohi uvaha ukavayingila msambi wa vandu vevakumsadika Kilisitu voha na vandu voha, vevayuwini malovi ga lijambu lenilo.
2c050c0098	Chapanga ahengili kwa njila ya vanalihengu gachinamtiti na makangaso gamahele pagati ya vandu. Na vamsadika vakonganikayi pamonga mulibanji la Solomoni.
2c050d0073	Mundu yungi yoyoha angalikuvya msadika, valingili lepi kuwungana nawu. Nambu vandu vangi vangasadika vavalumbalili.
2c050e004e	Nambu vandu vamahele vevamsadiki Bambu, vagosi na vadala vakayonjokeseka neju.
2c050f009f	Hati vandu vavagegili vatamu vavi munjila na kuvagonesa mu lusongwani na mumipasa, muni Petili akapitayi, mbanga chimuwili chaki chivahikila vangi pagati yavi.
2c05100088	Vandu vamahele vabwelili kuhuma mumiji yeyitindila Yelusalemu, vavaletili vatamu wavi na vevavi na mizuka yihakau, ndi voha vakalamiswa.
2c05110099	Kangi, Mteta Mkulu na vayaki va chikundi cha Vasadukayu ndi vandu vevisadika kuvya vandu nakuhotola kuyuka va pandu penapo, vakayva na wihu kwa vamitumi.
2c0512003b	Hinu vakavakamula vamitumi na kuvakunga muchifungu chikulu.
2c05130072	Nambu kilu mtumu wa kunani kwa Chapanga, akadindula mlyangu wa muchifungu yikulu, akavahumisa kuvala, akavajovela,
2c05140061	“Muhambayi mukayima Munyumba ya Chapanga, mkavajovela vandu malovi ga kuuvala wumi wa mupya.”
2c051500f1	Vamitumi vakayidakila, vakayingila Munyumba ya Chapanga lukela pehe, vakatumbula kuwula. Mteta Mkulu na vayaki pavahikili, vakemili mngonganu wa libanji likulu na vagogo voha va Isilaeli, kangi vavatumili vandu kujela vavaleta vamitumi vala.
2c05160066	Nambu valonda va muchifungu pavahikili, vavakolili lepi. Ndi vakawuya na kujova kwa vakulu va libanji,
2c05170085	“Tikolili jela yidindanu na valonda vavi mumilyangu kulindalila. Nambu patadindwili milyangu tamkolili lepi mundu yoyoha mugati.”
2c05180081	Mkulu wa valonda wa Nyumba ya Chapanga na Vamteta Vakulu pevayuwini genago, vakavya na wogohi, ndava nakuchimanya chechavakolili.
2c05190092	Kangi, akabwela mundu mmonga na kuvajovela, “Yuwanila! Vandu vala vemkavakungili muchifungu, hinu vavi Munyumba ya Chapanga vakuvawula vandu.”
2c051a00ad	Bahapo mkulu wa valonda na vahenga lihengu vaki, vakahamba Munyumba ya Chapanga vakavaleta. Nambu nakuvakamula kwa makakala, muni vayogwipi vandu yati vakuvatova na maganga.
2c051b005f	Hinu, vavapeliki vamitumi vala, vakavayimika palongolo ya libanji, ndi Mteta Mkulu akavajovela,
2c051c008f	“Tavabesili hotohoto kuwula paliina la mundu uyu, hinu mugadandisi mawuliwu ginu pa Yelusalemu poha mwigana kutigegesa ngasi ya mundu uyu.”
2c051d0060	Petili pamonga na vamitumi vayaki vakayangula, “Yikutigana kumyidakila Chapanga, kuliku mundu.
2c051e0051	Chapanga wa vagogo vitu amyukisi Yesu mwemwamkomili nyenye na kumvamba pamsalaba.
2c051f00b9	Mwenuyu ndi yula mwealumbiwi na Chapanga mbaka upandi wa kulyelela, kuvya Chilongosi na Msangula, muni avakita vandu va Isilaeli vamuwuyila Chapanga, muni vapata kulekekesewa kumbudila.
2c05200064	Tete ndi taliwene lijambu lenilo, na Mpungu Msopi, Chapanga avapelili vala vevakumyidakila mwene.”
2c05210054	Vajumbi voha va libanji lila pevayuwini genago, vakamema ligoga vakahamula kuvakoma.
2c052200dc	Nambu mundu mmonga Mfalisayu liina laki Gamalieli, muwula wa malagizu ga Bambu geampeli Musa na mweitopeswa na vandu voha. Akayima mu libanji palongolo ya vandu akalagiza vamitumi vala vawusiwayi kuvala mulukumbi luhupi.
2c05230082	Kangi akavajovela vajumbi va libanji vala, “Vandu va Isilaeli, mjiyangalila kwakona mwangakita, chemwigana kuvakitila vandu ava!
2c052400d9	Magono ga mumbele, ahumalili mundu mmonga liina laki Teudosi, akajijovela kuvya mundu wa kutopela, vandu ngati miya mcheche vakajiwunga nayu. Nambu akomiwi, kangi vamulanda vaki vakapechengana chikundi chaki chafwili.
2c052500bc	Mwanakandahi kavili, lukumbi lwa kuvalangiwa vandu, ahumalili Yuda wa ku Galilaya. Mewawa mwenuyo avakulukisi vandu vakamulanda, nambu mwenuyo mewawa akomiwi vamulanda vaki vakapechengana.
2c05260099	Hinu nene nikuvajovela ndava ya mhalu uwu, mujiyepa na vandu ava! Mvalekayi vahamba. Ndava muni ngati mpangu wenuwo utumbuliwi na vandu yati wiyaga wene.
2c052700af	Nambu ngati mpangu wenuwu uhumili kwa Chapanga, nakuhotola kuvabesa vandu ava, muni mwavene yati mukujikolela mukumbela Chapanga!” Ndi vakayidakilana na malovi ga Gamalieli.
2c0528008b	Hinu, vakavakemele vamitumi vala, vakahamula vatovewa michapilu na kuvabesa vakotoka kuwula kavili paliina la Yesu, ndi vakavaleka vahamba.
2c0529008a	Hinu, vamitumi vakahuma mu libanji kuni vamemi luheku, muni Chapanga avahololili kuvya vene yavaganili kukola soni ndava ya liina la Yesu.
2c052a0077	Kila ligono vayendalili kuwula na kukokosa Munyumba ya Chapanga na munyumba za vandu, Lilovi la Bwina la Yesu Kilisitu.
2c0601011d	Mwanakandahi vawuliwa pevayendalili kuyonjokeseka, gakahumila mang'ung'uta pagati ya vamsadika va Yesu, Vayawudi vevilongela Chigiliki vala na vala vevilongela Chiebulania, vevilongela Chigiliki vala vang'ung'utayi ndava vakuvakosiwa valipwela vavi mukugawiwa vyakulya vya kila ligono.
2c06020099	Ndi muni, vamitumi kumi na vavili vala vakavakemela vamsadika, vakajova, “Chabwina lepi tete kuleka kukokosa Lilovi la Chapanga na kuvagavila chakulya.
2c06030090	Hinu, valongo vitu, mvahagula vandu saba pagati yinu, vevitopeswa na vevamemili Mpungu Msopi na luhala, tete yati tikuvagotolela lihengu lenili.
2c0604005d	Tavete yati tivya mukuhenga mukumuyupa Chapanga na lihengu la kukokosa Lilovi la Chapanga.”
2c060500f7	Lijambu lenilo likavaganisa vamsadika voha, ndi vakavahagula Stefani, mundu mweamemiswi sadika yivaha na Mpungu Msopi na Filipi na Plokolo na Timoni na Pamena na Nikolausi mundu wa ku Antiokia mweajiwungi na njila ya kumuyupa Chapanga ya Vayawudi.
2c06060059	Vakavavika palongolo ya vamitumi, kangi vakavayupila kwa Chapanga kuni vavapamisi mawoko.
2c0607008c	Lilovi la Chapanga likadandasika ku Yelusalemu na vamsadika vakayonjokeseka neju, chikundi chivaha cha vamteta va Chapanga vakalanda sadika.
2c0608006f	Hinu, Stefani amotisiwi na apewili makakala na Chapanga, hati akahenga chinamtiti na makangaso pagati ya vandu.
2c060900c8	Nambu vandu vangi vakahumila muni vahutana na Stefani. Vandu venavo vavi va “Nyumba ya kukonganekela Vayawudi la vandu Hulu,” Vene vahumili Kulene na Alekisanda, na vangi vahumili Kilikia na Asia.
2c060a005d	Nambu vahotwili lepi kumhotola ndava ya luhala lwaki, na Mpungu Msopi mweamlongwisi mukujova.
2c060b0073	Ndi vakavakulukisa cha mfiyu vandu nunuyu vajova kuvya, “Timyuwini Stefani akumliga Musa na akumliga Chapanga.”
2c060c00aa	Ndava ya yeniyo, vakavakokesa vandu, vachilongosi na vawula va malagizu ga Chapanga geampeli Musa. Ndi vakambwelela Stefani vakamkamula na kumpeleka palongolo ya libanji.
