2800000005	Matei
2d09180072	Ndaba twepani ndi bandu bajwaakemiki haba, nga kuhuma kati ja Ayaudi pena ila kabee kuhuma kwa bandu bandema yaka.
2d091900b5	Ndaba ndi hejupwaga mukitabu saka Hosea jojwabi mlota waki, “Bandu bababi, nga bandu bango, henu naakema, ‘Bandu bangu,’ na bandu bababia ngase naapai, ‘Niitenda kwaapala’
2d091a006a	Na pabaapwagila ‘Mwanganya nga mwabandu bango’ hapa baakema, ‘Bana baka Sapanga jojubii mwomi.’”
2d091b00bd	Isaya jojwabii mlota waka Sapanga jwaalakalia Aizilaeli kwa sauti ngolongu kupwaga, “Hata ana bandu buku Aizilaeli abii bingi ngati nsangi uku mbwani, Aizilaeli asokopi pee babii okuliwa,
2d091c0047	ndaba Bambu, jwiihenga kutemu kwaki kwoti pu nndema pani nyatanyata.”
2d091d00d4	Ngati Isaya Mlota waka Sapanga hejwalonguli kupwaga, “Bambu jwana makili ana ngajwaka tulekake twabana bangi buku Isilaeli, twakabia tubii ngati twa bandu buku Sodoma, twakabia tubii ngati bandu buku Gomola.”
2d091e009a	Henu tupwaga kike? Bandu banga Ayaudi babube ngase batapwiti kuba baamboni palongi jaka Sapanga baatei kuba baamboni palongi jaka Sapanga kupete kuhobale,
2d091f00a2	lakini bandu buku Izilaeli babataputa malagalaki jaka Musa gakaahenga bombi kuba baamboni palongi jaka Sapanga, ngase bapatiki kuba baamboni palongi jaka Sapanga.
2d0920009e	Ndaba jaki ngase babonikini baamboni palongi jaka Sapanga? Ndaba bahobalia mahengu gabu badala jukunhobale Sapanga. “Bilikobandua pililibu lukujikobando,”
2d092100c0	ngati hegapwaga mahandiku gaka Sapanga, “Linga, niibeka ku Sayuni lilibu lukukobando, Lilibu lelaahenga bandu ahabuka lakini jojuhobale nga bampoi lihamo. Lakini jojwii hobalia ngajuhobe.”
2d0a010072	Mwaalongu bangu, sindu se ndokule mmwoju wangu woti na se nundoba Sapanga ndaba ja bandu buku Isilaeli aokuliwaje.
2d0a02007e	Ndaba nhwesa kulonge hotuhotu kupwaga bombi antaputa Sapanga ngamaa lakini kuntaputa kwehoku ngase kuhumi mu umanyi wa sakaka.
2d0a0300d7	Ndaba ngase bamanyiki namuna Sapanga he jwaahenga bandu kuba baamboni palangi jaki na alengiki kutumbuli indela jabu beni na ngase bijijetaki indela jaka Sapanga heji ja kwaahenga abia Baamboni palongi jaka Sapanga.
2d0a040083	Ndaba kupete kuhika Kilisitu Malagalaki gahiki pamwisu jaki, ili bandu boka ba ahobale ahengika kuba baamboni palongi jaka Sapanga.
2d0a0500af	Ndaba ja kuba waamboni palongi jaka Sapanga kupete kugajetake Malagalaki, Musa jwaandiki ana, “Mundu jokapi jojutenda gagapala Malagalaki jwiitama kupete Malagalaki haga.”
2d0a06009c	Lakini kupete kuba waamboni kupete kuhobale, apwaga ana, “Walilaluki mmoju waku, ‘Nya jojwiikwela kunani kwaka Sapanga?’” Ili kunndeta Kilisitu pai,
2d0a07007d	wala wiipwaga, “Nya jojwiiuluka mbaka ku libomba koatama bandu baawi?” Ili kunndeta Kilisitu kuhuma koatama bandu baawii.
2d0a0800c9	Uamboni palongi jaka Sapanga kwi indela jukuhobale gupwaga ana, “Malobi gaka Sapanga gabi pambipi na weapa, gabii pundomu jaku nu kumwoju jaku.” Malobi haga ndi malobi gukuhobale gatwaalandi bandu.
2d0a090094	Ana ujetaki kupete nndomu waku kupwaga Yesu ndi Bambu nuku hobale mu moju jaku kupwaga Sapanga anhyoa Yesu kuhuma kwa bandu baawi, wiitenda kuokoka.
2d0a0a00a7	Ndaba mundu juhobale kwa mwoju nuku jetakewa kuba jwaamboni palongi jaka Sapanga, kabee kupete nndomu mundu jutenda kujetake kuhobale sukulonge, ndi jwiitenda kuokoka.
2d0a0b0046	Maandiku gaka Sapanga gapwaga, “Kila joanhobale nga ampoi lihamo.”
2d0a0c00ad	Lijambu heli la bandu boha, ndaba ngasekubi na tofauti kati ja Ayaudi na bandu banga Ayaudi, kwa ndaba Bambu hoju ndi Bambu wa bandu boha na jwaajopa bandu boti ba bunndoba.
2d0a0d006f	Ndaba Maandiku gaka Sapanga gapwaga, “Kila mundu jojwiiloba kupetee lihina laka Bambu jwiitenda kuokolewa.”
2d0a0e00a5	Henu, banndoba boo, mundu jojuwe ngase bunhobalela? Kabee banhobalia boo ana ngaseajowani malobi gake? Na biijowa boo malobi gaki ana ngasejubii mundu jojwaalandile?
2d0a0f00af	Na bandu biilandila boo malobi gaki ana ngase baatumike? Ngati hegapwaga maandiku gaka Sapanga, “Linga hekunyamba he aika bandu ba alandii Lijambu la Amboni laka Sapanga!”
2d0a100094	Lakini nga boti babilijopiki Lijambu la Amboni laka Sapanga ndaba hata Isaya mlota waka Sapanga jwapwagiki, “Bambu nya jojwahobali malobi gito?”
2d0a11007b	Henu kuhobale kuhika kuhuma he gujowane malobi gaka Sapanga, na malobi gehaga gahika kupete kulandiwa malobi gaka Kilisitu.
2d0a1200d8	Lakini naluki, boo, bombi lee ngase bajogwine malobi gaka Sapanga haga? Helo, bajogwine, ngati malobi gaka Sapanga he gapwaga, “Sauti jabu jieni pu nndema poti, na malobi gabu gahikiki mbaka pamwisu gu punndema.”
2d0a1300dc	Nanepani naluki kabee, boo, bandu buku Izilaeli ngase bamanyiki lena? Sapanga jwapwagiki kupete Musa we jupwaga “Nanhenga mmbia na wipu kupete bandu banga Ayaudi, nanhenga mmbia ni inyela kwa kupete bandu ang'ang'a.”
2d0a1400af	Kabee Isaya mlota waka Sapanga jwapwaga hotuhotu malobi haga, “Sapanga jupwagiki, ‘Bandu banga kundaputa ambatiki, nililangii kwa bandu banga kulaluki majambu gangu.’”
2d0a150081	“Lakini kwaka bandu buku Izilaeli mbwaga ana, ‘Muhi pipi naanyoshi maboku gangu bandu baang'alambuka na banga kujetaka.’”
2d0b010083	Henu naluki, boo, Sapanga lee jwaakaniki bana bake? Ngahela! Nenamwe Nunhisilaeli, kibeleku saka Ibulahimu, lukolu lwaka Benyamini.
2d0b02009c	Sapanga ngase jwaakaniki bandu baki bajwaagwi toka mwandi. Nkomboka hegapwaga Maandiku gaka Sapanga kunndongale Elia paanndalamakia Sapanga kuhusu Izilaeli,
2d0b030082	“Bambu, baakomiki alota baku nu kubombo mesa jukupiiki litambiku jaku. Nhigali pe nepani kajika jangu, nabombi apala kungoma!”
2d0b040073	Boo, Sapanga jwajibwa kii? Ampwagila, “Nilibeki bandu elupu saba banga kunngungamali kisapanga jwiisoli Baali.”
2d0b050072	Henu ndi hekubii kipindi seenzeno, abii bandu bangi kidogu baaigali babube Sapanga jwaagwi ndaba ja waamboni waki.
2d0b0600bc	Kuhagu kwaki kuhika kulengana na waamboni waki, na nga ndaba ja mahengu gabu. Ndaba, ana kuhagu kwaki kwakahika kulengana na mahengu ga bandu, waamboni waki nga wakabii waamboni wa sakaka.
2d0b07008e	Henu boo? Bandu buku Izilaeli ngase bikipatiki sebabia bikitaputa, lakini boka bababia baahagwi bikipatiki. Bangi mioju jabu jabia ni ing'omu,
2d0b0800a8	ngati hegapwaga Maandiku gaka Sapanga, “Sapanga jwaatei mioju jabu kuba ni ing'omu, na mbaka lelenu ngase awesa kubona kwa miu gabu wala kujogwana kwa makutu gabu.”
2d0b090059	Najombi Daudi jupwaga, “Tipati jabu jabia ntegu gwa kwaakamuli, ahabuka nukupata azabu.
2d0b0a0063	Mihu gabu gabia bagajegi lwii ili biiwesa kulinga. Migongu jabu jiipendika kwa tabu masoba goti!”
2d0b0b00b8	Henu naluki kabee, boo, Ayaudi lee alikobandwi ili ahabuka nukuhoba ngane? Ngahela! Lakini kulengana nukukose kwabu Ayaudi, ukombosi waajendi bandu bandema yoti, ili Ayaudi abona wipu.
2d0b0c00f9	Likosa la Ayaudi liletiki mbengee ingipi pu nndema, ni ing'omu yabu mu loho iletiki mbengee ingi kwa bandu bandema yoti. Lakini henu kulangi, kwibia na mbengelelu ngolongu ngamaa kwa Ayaudi haba boti he biijingiswa na bombi mu waamboni waka Sapanga.
2d0b0d0070	Henu, numpwagi mwa bandu banga Ayaudi. Ndaba nepani nuntumi kwa bandu bandema yoka, henu nikipuni lihengu lango,
2d0b0e005a	ili kwaa pangi, niiwesa kwaahenga Ayaudi bummbonila wipu, ili nhwesa kwaagombo bangi babu.
2d0b0f00a4	Ndaba ana kukanaliwa kwabu Ayaudi kwaahenga bandu bapandema pani ajetakiwa na Sapanga, kwibia boo he biijetakiwa na Sapanga? Bandu baakuiki mu loho biitenda kuyoka.
2d0b1000ac	Ana kipandi sakwanza silibumunda bikipia kwaka Sapanga, nilibumundu loka ilkuba bilipiiki kwaka sapanga, nimikega junkongu ana jibi jaasapi na mambandi gaki gakuba gaasapi.
2d0b110112	Mambandi gangi gi Mizeituni kukijongu batei kuseku, na paasekwii jepala balombika limbandi li mizeituni lukukinyoi. Henu mwabandu banga Ayaudi nndengana ni limbandi heli lu kukinyoi, na henu nzongana kula posu pamu na mambandi gangi kuhuma kunkongu u mizeituni gu kukijongu.
2d0b1200bd	Henu mwaalongama Aizilaeli baasekuliwi ngati mambandi! Nhwesa boo, mwa bandu ba ndema yengi kukipuna, nkombuka nga mwanganya mwe muipeke mikega posu ila mikega ndi jejumpeke mwanganya posu.
2d0b130049	Lakini wiipwaga, “Mambandi basekula ili nepani anombika panani jaki.”
2d0b140076	Sakaka! Bagasekula ndaba jukusindwa kuhobale, ila weapa gujemiki ndaba gutei kuhobale. Lakini wakipuna ila utama mihu.
2d0b15007f	Ndaba ana Sapanga ngase jwaabonila ikia Ayaudi baabii ngati mambandi ga mwandi, gukita lee jwaguleka weapa jo bugulombiki pena?
2d0b1600d1	Linga henu Sapanga hejubii jwaamboni na hejubi nkali. Jombi jubii nkali kwa bandu baakotwiki kunzetake, na kabee jubii jwaamboni kwabandu baaendale kuba mu waamboni waki ana ngahela naweapa bakutenda kuguseku.
2d0b170091	Nabombi Ayaudi ana akotwiki kusindwa kuhobale kwabu, baalombika kabee pandu pa pababii mwandi. Ndaba Sapanga jubii nu uwesu wa kwaalombika kabee.
2d0b180118	Mwabandu banga Ayaudi, nndengana na mambandi gi mizeituni gukukinyoi lakini bunsekula hoku, nuku nndombeka mu mizeituni jukupanda pandu papabii nga pino. Lakini Ayaudi alengana ni mizeituni jukupanda, kwikuba nga lihengu likolongu kwabu kwaalombeka kabee mu nkongu gogwabia gwabu.
2d0b1900cb	Mwaalongu bangu mbala mmanya usakaka gongo goguhihiki ili mwaalibona mmbi na malangu ngamaa. Ing'omu ya Ayaudi yabii ya muda nzepi pena, mbaka bandu bingi ba ndema yengi pabiikuba bunng'anambuki Sapanga.
2d0b1a00ae	Hapandi likabila loka luku Izilaeli palitenda kugombolewa, ngati hegapwaga Maandiku gaka Sapanga, “Nkombosi jwiihika kuhuma ku Sayuni, jwauboa ubaja wa bana baka Yakobu.”
2d0b1b0045	“Lende ndi lilaganu le niihenga nabu pa naalekakia mahakau gabu.”
2d0b1c00cb	Ndaba bilikana Lijambu la Amboni, Ayaudi enu abii abaja baka Sapanga, lakini ndaba jukunzangati mwanga mwabandu banga Ayaudi. Lakini ndaba ahaguliwi, henu bakona akosi baka Sapanga ndaba jaka ahuko babu.
2d0b1d0053	Ndaba Sapanga ngase jung'anambu sejupangiki kupete bandu bajwaakemiki nakwaapengee.
2d0b1e0077	Pamwandi mwanganya mwabii mwaabaja baka Sapanga, lakini henu mpatiki waamboni waki kupete kusindwa kujetake kwa Ayaudi.
2d0b1f0075	Ndi haelahela kupete hikia ye jumpeki mwanganya, Ayaudi bunkose Sapanga ili nabombi henu ajopa waamboni waka Sapanga.
2d0b200053	Ndaba Sapanga jwaahengiki bandu boti banzetake ili juwesa kwaabone ikia bandu boti.
2d0b21008c	Mali gingi gaka Sapanga na malangu gaki nu umanyi waki nkolongu ngamaa! Nya jojuwesa kulandi kutemu kwaki? Nya jojuwesa kumanya indela yaki?
2d0b22006b	Ngati maandiku gaka Sapanga hegapwaga, “Nya jojumanya mawasu gaka Bambu? Nya jojuwesa kumpwagi sukuhenga?
2d0b230034	Nya joampeki Sapanga sindu sokapi ili jwiilepaje?”
2d0b24007b	Ndaba kila sindu kihuma kwaki, yoka ibii kupete uwesu waki na kwa ndaba jaki. Ulumbi ubia kwaki jombi yaka petapeta! Amina.
2d0c0100f9	Henu mwaalongu bangu, ndaba jiikia yingi yaka Sapanga kwiitu, nunndoba kwa mwoju wa woti, mumpikya Sapanga nhyega jinu ngati matambiku gaga bii gomi, ga sapi na ga gunndengane Sapanga. Heji ndii ndela jinu ja sapi ja sakaka juku nngungamali Sapanga.
2d0c0200f7	Mwiipwata mitindu jupunndema pani, ila Sapanga juhenga mang'anambuku nkati jinu sukung'anambu mawasu ginu ili nhwesa kuumanya sejupala Sapanga, hapa ndi pamwiiwesa kugumanya upali waka Sapanga; hegubi wasapi na hejupala mwanganya mbia na litosane.
2d0c0300eb	Kupete waamboni gojumbeki Sapanga, numpwagi mwanganya mwaboka, mwalibona mwanganya ndi sindu kikolongu ngani kupeta hempalika kuholale. Mawasu ginu gabia ngati hekupalika kulengana ni kipemu suku hobale se ampeki Sapanga kila jumu wii.
2d0c040048	Ndaba nhyega jibii ni hiungu yiingipi kila kihungu kibi na lihengu laki.
2d0c050086	Ahelahela na twepani twetubi twabingi, tubi nhyega jimu kupete Kilisitu, na twepani tujonganiswi pamu ngati iungu ndalindali ya hyega.
2d0c0600b0	Henu tubii na nhupi ndalindali kila mundu kulengana na waamboni waka Sapanga gojutupeki. Jojubii na nhupi ju ulota ukupwaga lilobi laka Sapanga jutumia kulengana na hejuhobale.
2d0c070049	Jojubii na nhupi ju utumisi jutumika. Jojubi na nhupi jukubola na jubola.
2d0c0800e4	Jojubii na nhupi ja kwaapolesa bandu mioju juhenga helahela. Jojubii na nhupi ya kwaabaguli bangi hindu yaki jwaabagulia sukutogule. Kilongosi julongusa sapi, na jojuhenga majambu gi ikia na juhenga ahelahela kwa mwoju gu upali.
2d0c090060	Upali winu gubia nga gukukopakela. Nsukila lijambu lokapi lilia, mpwata lijambu lelibi laamboni.
2d0c0a0055	Mpalana ngani mwabeni na mwabeni, kila mundu anhwasalia hoti nzaki sukuntende hisima.
2d0c0b0050	Nkasana kuhenga lihengu mwikuba nikitondu ila muntumakia Bambu kwa moju wi woti.
2d0c0c0067	Kuhobale kwinu kubia kukutogule muda woti, henkuba na shida nhinakalia, nukunndoba Sapanga masoba woka.
2d0c0d004e	Mwabagila bandu baka Sapanga mahitaji gabu, mwaajopa hageni kunyumba su upali.
2d0c0e0042	Mwaapengila boka babunng'alisa, mpengila wala mwaatende yaambamba.
2d0c0f0039	Ntogulia pamu na baatogule, nndela pamu na bandu baalela.
2d0c10007b	Ntama sulukwali. Mwiipala majambu makolongu ila mmbia tayali kuhenga majambu hata masoku. Mwalibona mmbi na malangu ngamaa.
2d0c11004b	Mwilepa ubaja su ubaja. Ntenda majambu gabagabona bandu boka kuba gaamboni.
2d0c12003b	Ana kuwesakini, upandi winu ntama su lukwali na bandu boka.
2d0c1300b5	Alongu bangu, mwiilepa ubaja, ila mundekila Sapanga lijambu heli, ndaba Maandiku gaka Sapanga gapwaga, “Kulepa ubaja ndi lihengu lango, nepani niitenda kulepesa, jupwaga Bambu.”
2d0c1400cd	Badala jukuhenga hela, “Mmbaja waku ana jubii ni inzala, mpekia posu, ana jubi na nywita mpekia sakunywa. Ndaba sukuhenga hela wantenda jubia ni iyoni ikolongu ngati mundu jobumbeki makalakala gamotu.”
2d0c150050	Wiijetake uliyaa ukuwesa weapa ila uguwesa ulia kupete kuhenga majambu gaamboni.
2d0d0100c4	Kila mundu jupalika kujowane nukuhenga seapwaga akakilongosi ba ndema, ndaba nga mundu jojuwesa kulongosa ana ngase juhuma kwaka Sapanga, Sapanga kajika jaki ndi jojwaapeke bandu uwesu ukulongosa.
2d0d02006f	Jojupenga sealagalaki aka kilongosi jupenga malagalaki gaka Sapanga, na baahenga hela bililete beni kutemuliwa.
2d0d0300ce	Ndaba aka kilongosi ngase aleta kiholo kwa bandu baahenga gaamboni, ila aleta kiholu kwa bandu baahenga giliya. Boo, upala lee kukotoka kunzogopa kilongose? Nala henga gaasapi najombi jwiitenda kukulumbali,
2d0d0400ea	ndaba jombi ntumisi waka Sapanga jojuhenga lihengu ndaba ja waamboni winu. Lakini ana nhenga gilia, munnzogupaje ndaba sakaka jubii nu uwesu gukumpeke azabu. Kilongosi hoju julangi inyela yaka Sapanga kwa bandu baahenga majambu gilia.
2d0d050090	Henu kila mundu lasima kuhenga seapwaga aka kilongosi bandema, nga ndaba jukujogopa pee azabu jaka Sapanga, ila mojuwi gumanyaa sempala kuhenga.
2d0d0600a7	Ndaba ja hela mwanganya nndepa kodi, ndaba akakilongosi haba atumisi baka Sapanga ahenga lihengu heli sukuntumaki Sapanga na masoba goti bilipia ndaba ji lihengu heli.
2d0d070079	Mumpekia kila mundu sebunndaja ana ushulu ndepa ushulu, ana kodi nndepa kodi, jojupalika kuntende isima muntendila isima.
2d0d080073	Mwiikuba na madeni kwaka mundu jokapi, ila pe lideni lukupalana. Ndaba joampala wapambipi waki jutimisi Malagalaki.
2d0d0900ac	Ndaba miilu jipwaga, “Wiitenda ugoni na wiikoma na wiijiba na wiitokule,” na yengi yoka, ibii mu muhilu gumu gongo, “Umpala wapambipi waku ngati heulipala wamwete.”
2d0d0a005c	Joampala wapambipi waki ngase anhenge lihaa. Nala kuhenga upali ndi kuhenga Malagalaki goti.
2d0d0b00a6	Nanamu nhenga hela, koni muumanya muda gotubi nagu. Lisaa lukujumuka mulugonu lihikiki, ndaba henu kuokolewa kwitu kuhegali ngamaa kupeta patwabia tutumbuli kuhobale.
2d0d0c008d	Ikilu jitenda kujomoka na lioba mutu kuhegale kuhika. Henu tulekala kutali majambu goka ga lwii, tuwata hindu yukukomane ngondu yu unang'anu.
2d0d0d007d	Na tutama kwi isima ngati hekupalika kipindi sa liobamutu, tukotuka ulapi nu ulepi, usapu nu kupala ugoni, kukomana na wiipu.
2d0d0e006e	Lakini nzongana na Bambu Yesu Kilisitu, kabee mwiihenge lihengu lukutokulee kwa nhyega yii yeihumi mu mahakau.
2d0e010066	Munzopa kunyumba jii mundu jojubii nukuhobale kusoku, lakini mwiibisana naku kupete mawasu gaki mweni.
2d0e02008d	Bandu ngase alengana. Jongi kuhobale kwaki kunndeke jukula kila sindu, lakini jongi jojubii kuhobale kwaki kusoku, jukulape likolu la manyai.
2d0e0300bb	Mundu jojukula kila sindu jukotuka kunndongama mundu jwanga kula kila sindu, najombi jojukula pe likolu la manyoi jukotuka kunndongama jojukula kila sindu, ndaba Sapanga jutei kunnzetake.
2d0e0400bf	Weapa wanya mbaka ulenga kuntemu ntumisi wa mundu jongi? Ana jujemiki sapi mu mahengu gaki au ana juabwiki jwiimanya bambu waki, hena jwiijema nganganganga, ndaba Bambu Yesu juwesa kunzemeka.
2d0e05009f	Mundu juwesa kuwasali lisoba limu kuba likolongu ngani kupeta lengi, mundu jongi juwesa kuwasali masoba goti gatenda kulengana. Kila jumu jupwata malangu gaki.
2d0e060142	Jojulibalangi lisoba limu kuba lisoba likolongu kupeta lengi, juhenga hela ndaba juku nndumbali Sapanga. Mundu jojukana kula posu yengi juhengahela ndaba jukunndumbali Bambu ndaba ansengu Sapanga ndaba ja posu jeampeki. Ahelahela jojukotoka kula posu jengi juhenga hela ndaba juku nndumbali Bambu, najombi ansengu Sapanga.
2d0e070071	Ndaba nga mundu jokapi kati jitu jojutama punndema pani ndaba jaki mweni, wala nga jojukuwa ndaba jaki mweni pee.
2d0e08008b	Ndaba ana tutama ndaba jaka Bambu, na ana tuwi tukuwa ndaba jaka Bambu. Henu ana tuendale kutama au anna tuwi, twepani twabandu baka Bambu.
2d0e090059	Ndaba Kilisitu jwawii, nukuyoka ili juwesakuba Bambu wa bandu baabi bomi na bandu baawii.
2d0e0a009b	Ndaba jakii henu weapa huntemu nndongu waku? Nawe, ndaba jaki henu hundongama nzako? Ndaba twepani twaboa twiijema palongi jikiteu sukutemuli saka Sapanga.
2d0e0b009e	Ndaba maandiku gaka Sapanga gapwaga, “Nepani Sapanga napa kye kololo, kila mundu jwiimbegila magoti, na kila mundu jwiijetakia kupwaga nepani na Sapanga.”
2d0e0c004b	Henu, kila jumu witu jwiipia majambu gaki gajuhengiki palongi jaka Sapanga.
2d0e0d0075	Henu tukotuka kutemuana, badala jaki mundu jwikuba kikobandoo sukunhabu mundu jongi au kuntenda juhabukya mu mahakau.
2d0e0e00bb	Kupete kujongana na Bambu Yesu, minu uwakika kupwaga ngakuba posu jokapi mbija palongi jaka Sapanga toka kojuumi. Lakini mundu na juwasali posu jimu mbija, nala kwaki jombi jiikuba mbija.
2d0e0f00af	Ana unhumisa nzaku ndaba ja posu jeukula, nala ngase guhenga ngati upali hegupala. Wiileka posu jegukula jibia indela jukunhoa nndongu waku jojuwe Kilisitu jwakuwa ndaba jaki.
2d0e100037	Mwiijetake sindu semukibona saamboni bandu bikilongama.
2d0e110094	Ndaba Ukolongu waka Sapanga ngase guhusiana na kula na kunywa, ila kuhenga gajupala Sapanga na kuba nu lukwali nu kutogule kupete Loho jaka Sapanga.
2d0e12004e	Joantumaki Kilisitu ngati hela anndengane Sapanga nu kujetakewa na bandu boti.
2d0e130071	Henu ana hela tuhenga muda woti majambu gagaleta lukwali na ga gutujangati kugangamalisana mioju katika kuhobale.
2d0e140086	Nala walialabana lihengu laka Sapanga ndaba ja posu. Posu yoka sapi kula, lakini ngasapi kula posu jejahenga bangi kujingi mu mahakau.
2d0e150065	Nambanga kukotoka kula inyama, kunywa divai au kuhenga sokapi se sanhenga mundu jujingala mu mahakau.
2d0e160083	Henu kamulakia seguhobale kati jaku na Sapanga waku. Jupengaliwi mundu jola, jojuwe hejuamu sukuhenga ngase jupengana na moju waki.
2d0e1700a2	Lakini ana mundu jubi ni kiholu kupete posu jejukula, jwiikula sindu hesi, ndaba ngase jwalii sukuhobale. Ndaba sokapi se guhengeka bila kuhobale guhenga mahakau.
2d0f010099	Twepani twetubii nukuhobale kokubi nganganganga tupalika twaajangatiya baabi nukuhobale kusokopi ili kuinakali tabu yabu. Wala twalipendale twabeti pena.
2d0f020087	Kila jumu witu jupalika kunndengane wa pambipi waki kwi indela jukuhenga majambu gaamboni ili juwesa kulibeka nganganganga mu kuhobale.
2d0f030097	Ndaba Kilisitu ngase julipendalya mwene, ila jwabii ngati hegapwaga maandiku gaka Sapanga, “Matondu ga bandu babugutondola weapa andondola nepani.”
2d0f0400a8	Ndaba, kila sindu sebikiandiki toka mwandi aandiki ili sutubolisa twepani ndaba tuinakalia nukugangamaliswa mioju kotupata kuhuma mu Maandiku haga, kutuwesisa kuhobale.
2d0f0500ab	Sapanga jojumpeke mwanganya makili gukuhinakali nukugangamalisa mioju, nundoba ampekiya mwanganya uwesu wa kuba na moju gumu kwa kila jumu winu kati jinu pa mumpwata Yesu,
2d0f06005e	ili kwa moju gumu na sauti jimu nhwesa kundumbali Sapanga Atati baka Bambu witu Yesu Kilisitu.
2d0f070068	Ndienu, nnzetakannya mwabe kwa mwabeti ngati Kilisitu hejunzopiki mwanganya ili kunndete Sapanga ulumbi.
2d0f0800aa	Ndaba numpwagi Kilisitu jubi nntumisi wa Ayaudi ili juwesa kulangi usakaka waka Sapanga, nukulangi malagii gaki gajwaapekia aka hoku bitu ba mwandi gawesa kuba ga sakaka,
2d0f0900cc	ili hata bandu ba nndema yoti awesa kundumbali Sapanga ndaba ji ikia yaki. Ngati hegapwaga maandiku gaka Sapanga, “Henu nakulumbalia pikilanda sa bandu banndema yoti, Nagulumbaliya weapa sukugujembe.”
2d0f0a006f	Kabee Maandiku gaka Sapanga gapwaga, “Ntogulia mwabandu bandema yoti, ntogulia pamu na bandu baka Sapanga!”
2d0f0b0055	Kabee, “Mwabandu ba ndema yoti munndumbalia Bambu, mwabandu mwaboa munndumbalia.”
2d0f0c0093	Kabee Isaya jupwaga, “Jwiipitila mwana mulukolu lwaka Yese, najombi jwikuba kilongosi wa bandu bandema yoti, nabombi biitenda kunhobale jombi.”
2d0f0d00b2	Henu Sapanga jojubii utumbuli ukuhobale, nunndoba juntwelakia kutogule kwoti nu lukwali kulengana nukuhobale kwinu, kuhobale kwinu kujonzukika kupete makili ga Loho jaka Sapanga.
2d0f0e006f	Mwaalongu bangu nenamwe mi nu uwakika mwanganya kabee ntweli waamboni, umanyi woti, kabee nhwesa kubolana sapi.
2d0f0f0099	Mu balua jenze nunhandaki majambu gingi bila kujogopa ili nhwesa kunkombosa kuhusu majambu gangi. Nhengiki hela ndaba ja waamboni waka Sapanga gojumbeki,
2d0f1000ee	kuba ntumisi waka Yesu Kilisitu kwa bandu bandema yoti. Lende lihengu langu lu ugolu lukulandi Lijambu la Amboni laka Sapanga ili bandu bandema yoti awesa kuba litambiku lelijetake na Sapanga, litambiku le lisapisiki na Loho jaka Sapanga.
2d0f11005f	Henu koni nyongini na Yesu Kilisitu mii na sukukipuni kupete lihengu langu lukuntumaki Sapanga.
2d0f1200bc	Ngase nhwesa kupwaga sindu sengi kabee sokapi, ila pe sejutei Kilisitu sukundumi nepani kwa alongo bandu banndema yoti awesa kunzetake Sapanga. Jatenda hela kwa gala ga mbwagiki nukuhenga,
2d0f1300bd	kupete makili ga ndonduke na nginyuli, nukupete makili ga Loho jaka Sapanga. Henu suku jenda kila pandu, toka ku Yelusalemu mbaka ku Iluliko, nililandi sapi Lijambu la Amboni laka Kilisitu.
2d0f1400a1	Masoba goha mojuwa gupala nalandi Lijambu la Amboni pandu pokapi pala panga kuwai kujogwaneka lijambu laka Kilisitu, ili niisenga panani junsingi wa mundu jongi.
2d0f15009d	Ngati he gapwaga Maandiku gaka Sapanga, “Bandu boka banga kwaalandi majambu gaki biitenda kulinga, na bandu banga kujogwa majambu gaki biitenda kumanya.”
2d0f16003b	Jenze ndi ndaba bambengiki mala jingi niiwesa kuhika kwinu.
2d0f170069	Lakini henu, ndaba nyomwi lihengu langu upandi gongoni, na ndaba yaka yingi natokuli ngamaa kuhika kwinu,
2d0f1800bc	nhobale henu kuhenga sajenu. Paniibia nyenda ku Sipania nhobale kupete kwiinu nukuketangana na mwanganya nukutogule kidogu pamu na mwanganya kabee nhobale kupata ujangati wii kuhuma kwinu.
2d0f190047	Lakini sajenu nyenda hoti kwa atumaki bandu baka Sapanga ku Yelusalemu.
2d0f1a0094	Ndaba bandu babunhobale Sapanga buku Makedonia nuku Akaya ahamwi kubaga misangu jabu kwa ajangati bandu baka Sapanga baabi aka kapuku ku Yelusalemu.
2d0f1b00ed	Bombi beni aamwi kutenda hela, lakini sakaka bapalika kuhenga hela kwa bandu haba. Ndaba, ana bandu banga Ayaudi apatiki mbengale yiki loho yaka Ayaudi, apalika na bombi kwaajangati Ayaudi mahitaji gabu gupundema pani gahapongukiwi nagu.
2d0f1c006a	Paniijomula lihengu heli na kwaapeke nsangu hogu nampetila mwanganya panibia mwiindela kujenda ku Sipania.
2d0f1d0045	Nepani manya panihika kwinu nandetila mbengale yaka Kilisitu yingipi.
2d0f1e0085	Henu mwaalongu bangu, nundoba kupete Bambu witu Yesu Kilisitu na kupete upali gojuleta Loho, tujangatana ngamaa kunobe kwaka Sapanga.
2d0f1f009e	Nnobila niwesa kupita sapi kuhuma kwa bandu banga kuhobale baabii ku Yudea, na lihengu langu ku Yelusalemu liwesa kujetakeka na bandu baka Sapanga baabi hoku.
2d0f200066	Henu Sapanga ana jupai niiwesa kuhika kwinu kwa moju ukutogule ili niiwesa kupomule pamu na mwanganya.
2d0f210049	Sapanga jojubii utumbuli ulukwali jubia pamu na mwanganya mwaboha! Amina.
