0100000009	1 Mosebok
1807070061	Så vill jag evinnerliga bo när eder i desso rumme, i landena som jag edra fäder gifvit hafver.
1807080039	Men nu förlåten I eder på lögn, den intet nyttig är.
180709008b	Dertill ären I tjufvar, mördare, horkarlar, och menedare, och röken inför Baal, och följen främmande gudar efter; de I intet kännen.
18070a00a7	Sedan kommen I då, och gån fram för mig i desso huse, det efter mitt Namn nämndt är, och sägen: Det hafver ingen nöd med oss, medan vi sådana styggelse görom.
18070b0075	Hållen I då detta hus, som efter mitt Namn nämndt är, för ena mördarekulo? Si, jag ser det väl, säger Herren.
18070c0096	Går bort till mitt rum i Silo, der mitt Namn tillförene bott hafver, och ser till, hvad jag der gjort hafver, för mins folks Israels ondskos skull.
18070d00a2	Efter I nu alle sådana stycke bedrifven, säger Herren, och jag eder tidt och ofta predika låter, och I viljen icke hörat; jag ropar, och I viljen intet svara;
18070e00be	Så vill jag sammalunda göra med de hus, som efter mitt Namn nämndt är, der I eder uppå förlåten, och med det rum, som jag edra fäder gifvit hafver, likasom jag med Silo gjort hafver;
18070f0073	Och skall kasta eder bort ifrå mitt ansigte, likasom jag bortkastat hafver alla edra bröder, alla Ephrahims säd.
180710009e	Och skall du intet bedja för detta folk, ej heller någon klagan eller bön förebära, eller lägga dig ut för dem inför mig; ty jag vill intet höra dig.
1807110049	Ty ser du icke hvad de göra i Juda städer, och på gatomen i Jerusalem?
18071200c1	Barnen hemta veden, och fäderna göra upp elden, och qvinnorna göra degen, att de skola baka himmelens Drottning kakor, och gifva främmande gudar drickoffer, på det de skola förtörna mig;
1807130066	Men de skola icke göra mig der ondt med, säger Herren, utan sig sjelfvom, och skola till skam varda.
18071400e7	Derföre säger Herren Herren: Si, min vrede och min grymhet är utgjuten öfver detta rum, både öfver folk och fä, öfver trän på markene, och öfver fruktena på jordene; och skall brinna, så att ingen skall kunna släckat.
180715006d	Detta säger Herren Zebaoth, Israels Gud: Görer edor bränneoffer och annor offer tillhopa, och äter kött.
1807160085	Ty på den dagen, då jag förde edra fäder utur Egypti land, hafver jag intet sagt eller budit dem om bränneoffer och annat offer;
18071700bc	Utan detta böd jag dem, och sade: Lyder min ord, så vill jag vara edar Gud, och I skolen vara mitt folk; och vandrer på alla de vägar, som jag bjuder eder, på det eder skall väl gå.
18071800a5	Men de ville intet höra, eller böja sin öron härtill, utan vandrade efter sitt eget råd, och efter sin onda hjertas tycko, och gingo tillbaka, och icke framåt.
1807190098	Ja, ifrå den dagen att jag edra fäder utu Egypti land förde, och intill denna dag, hafver jag dagliga sändt till eder alla mina tjenare Propheterna.
18071a006e	Men de ville intet höra, eller böja sin öron, utan äro halsstyfve, och görat än värre än deras fäder.
18071b0060	Och om du än allt detta säger dem, så höra de dock intet; ropar du, så svara de dock intet.
18071c00aa	Derföre säg till dem: Detta är det folk, som Herran sin Gud icke hörer, eller sig bättra vill; den rätta läran är platt borto, och de predika der nu intet mer af.
18071d00af	Skär ditt hår af, och kasta det ifrå dig, och jämra dig klageliga på högomen; ty Herren hafver förkastat och bortdrifvit detta slägtet, der han öfver förtörnad är.
18071e00a6	Förty Juda barn göra det ondt är för min ögon, säger Herren; de sätta sina styggelser uti det hus, som efter mitt Namn nämndt är, på det de skola orena det;
18071f00ad	Och bygga de altare Thopheth uti Hinnoms sons dal, att de skola uppbränna deras söner och döttrar i eld, hvilket jag aldrig budit, eller någor tid i sinnet fått hafver.
18072000e5	Derföre, si, den tiden kommer, säger Herren, att man intet mer skall kalla det Thopheth, och Hinnoms sons dal, utan dråpodal; och Thopheth skall varda fullt med dödas grifter, derföre, att der intet annat rum på färde är.
180721007f	Och detta folks kroppar skola himmelens foglom, och djuromen på jordene, till spis varda, och ingen skall drifva dem derifrå.
180722009a	Och jag skall uti Juda städer, och på gatorna i Jerusalem, borttaga glädjes och fröjds rop, och brudgummes och bruds röst; ty landet skall öde vara.
18080100a9	På den samma tiden, säger Herren, skall man kasta Juda Konungars ben, Förstarnas ben, Presternas ben, Propheternas ben, borgarenas ben i Jerusalem, utu deras grifter;
18080200f3	Och man skall förskingra dem under solene, månan, och alla himmelens här, hvilka de älskat, och dem tjent, och dem efterföljt, och sökt, och tillbedit hafva; de skola intet mer upphemtade och begrafne varda, utan vara träck på jordene.
18080300a4	Och alle de qvarlefde af desso onde folke, på ehvad rum de äro, dit jag dem bortdrifvit hafver, skola heldre vilja vara döde än lefvande, säger Herren Zebaoth.
18080400bc	Derföre säg till dem: Detta säger Herren: Hvar är någor, om han faller, den icke gerna står upp igen? Hvar är någor, som villo går, den icke gerna kommer uppå rätta vägen igen?
18080500a7	Likväl vill ju detta folket i Jerusalem gå villo, utan återvändo; de stå så hårdt på den falska Gudstjenstene, att de intet vilja låta sig derifrån afvända.
18080600b0	Jag ser och hörer, att de lära icke rätt; ingen är den som ångrar sina ondsko, och säger: Hvad gör jag dock? De löpa alle sitt lopp, lika, som en grym häst i stridene.
180807009a	En stork under himmelen vet sin tid; en turturdufva, trana och svala, märka sin tid, när de igenkomma skola; men mitt folk vill icke veta Herrans rätt.
1808080096	Huru kunnen I dock säga: Vi vete hvad rätt är, och hafvom Herrans lag för oss? Är det dock icke utan lögn, hvad de Skriftlärde gifva oss före.
180809008b	Derföre måste sådane lärare komma på skam, förskräckte och fångne varda; ty hvad godt kunna de lära, då de Herrans ord förkasta?
18080a00e0	Derföre skall jag gifva deras hustrur främmandom, och deras åker dem som dem förjaga skola; ty de fara efter girighet, den ene med den andra, både små och store; och både Prester och Propheter lära falska Gudstjenst;
18080b009d	Och trösta mitt folk uti deras olycko, att de skola det ringa akta, och säga: Det står väl till, det står väl till; och det står dock intet väl till.
18080c00f2	Derföre skola de komma på skam, att de sådana styggelse bedrifva; ändock de vilja oskämde vara, och vilja intet skämma sig; derföre måste de falla hvar öfver annan; och när jag varder dem hemsökandes, skola de falla, säger Herren.
18080d00d9	Jag vill så afhemta dem, säger Herren, att inga drufvor skola blifva qvara på vinträt, och ingen fikon på fikonaträt; ja, löfven skola ock affalla, och det jag dem gifvit hafver, det skall dem ifråtaget varda.
18080e00d3	Hvar skole vi då bo? Ja, församler eder då, och låt oss draga in uti de fasta städer, och vänta der efter hjelp; ty Herren, vår Gud, varder oss hjelpandes med en bitter dryck att vi så synde emot Herran.
18080f00b3	Ja, förlåter eder deruppå, att det skall ingen nöd hafva, ändock intet godt för handene är; och att I skolen helade varda, ändock icke annat än ond sår för handene är.
18081000dd	Man hörer allaredo ifrå Dan gnyn af deras hästar, och deras hingstar skria, så att hela landet bäfvar derföre; och de komma, och skola uppfräta landet med allt det deruti är, staden samt med alla de som deruti bo.
1808110076	Ty si, jag skall sända ormar och basilisker ibland eder, de intet besvorne äro; de skola stinga eder, säger Herren.
180812003d	Så skall jag hugsvala mig af mine ångest och hjertans sorg.
18081300e2	Si, mins folks dotter skall ropa ifrå fjerran land: Vill nu Herren icke mer vara (Gud) i Zion? Eller skall det ingen Konung mer hafva? Ja, hvi hafva de så förtörnat mig med sin beläte, och främmande fåfänga Gudstjenst?
1808140052	Skördetiden är framliden, sommaren är sin väg; och oss är ingen hjelp kommen.
1808150062	Mig ömkar svårliga, att mitt folk så förderfvadt är; jag grämer mig, och hafver ganska ondt.
180816006e	Är då nu ingen salva, i Gilead? Eller är der ingen läkare? Hvarföre är då mins folks dotter icke helad?
180901008a	Ack! det jag vatten nog hade i mitt hufvud, och min ögon voro en tårekälla, att jag natt och dag begråta måtte de slagna i mitt folk.
1809020095	Ack! det jag ett herberge hade i öknene, så ville jag öfvergifva mitt folk, och draga ifrå dem; ty de äro allesammans horkarlar, och en arg hop.
18090300b4	De skjuta med sina tungor allesammans lögn, och ingen sanning, och fara allt med våld i landena, och gå ifrå den ena ondskone till den andra, och akta mig intet, säger Herren.
1809040095	Hvar och en tage sig vara för sinom nästa, och tro icke heller sinom broder; ty en broder undertrycker den andra, och en vän förråder den andra.
18090500b6	En vän gäckar den andra, och tala icke ett sant ord; de vinnlägga sig derom, huru den ene skall bedraga den andra, och dem tycker illa vara, att de ännu icke kunna görat värre.
180906006d	Der är allestäds bedrägeri ibland dem, och för bedrägeris skull vilja de icke känna mig, säger Herren.
180907008f	Derföre säger Herren Zebaoth alltså: Si, jag vill smälta och probera dem; ty hvad skall jag annars göra, medan mitt folk så ställer sig?
1809080076	Deras falska tungor äro mordskott; med sin mun tala de vänliga med sinom nästa; men i hjertat vakta de efter honom.
1809090083	Skulle jag nu icke sådant hemsöka uppå dem, säger Herren, och skulle min själ icke hämnas öfver sådant folk, som detta är.
18090a00ec	Jag måste gråta och jämra mig på bergen, och beklaga mig vid de fäbodar i öknene; ty de äro så platt förhärjade, att der bor ingen mer, och man hörer der nu intet färop mer; både himmelens foglar och djuren äro alle borto.
18090b0087	Och jag skall göra Jerusalem till en stenhop, och till en drakaboning; och skall ödelägga Juda städer, att der ingen inne bo skall.
18090c00cf	Ack! att nu någor vis vore, och lade det uppå hjertat, och förkunnade hvad Herrans mun till honom säger: Hvarföre dock landet så förderfvadt och härjadt varder, likasom en ödemark, der ingen vistas?
18090d008d	Och Herren sade: Derföre, att de öfvergifva min lag, som jag dem föregifvit hafver, och lyda intet min ord, och lefva der ej heller efter;
18090e0050	Utan följa sins hjertas tycko, och Baalim, såsom deras fäder dem lärt hafva.
18090f0076	Derföre säger Herren Zebaoth, Israels Gud: Si, jag skall spisa detta folket med malört, och gifva dem galla dricka.
180910009f	Jag skall förskingra dem ibland Hedningarna, hvilka hvarken de eller deras fäder känna, och skall sända svärd efter dem, tilldess det blifver ute med dem.
1809110075	Så säger Herren Zebaoth: Skaffer och beställer gråterskor, att de komma; och sänder efter de som det väl kunna;
1809120066	Och begråta oss med hast, att vår ögon måga rinna med tårar, och var ögnahvarf flyta med vatten;
18091300b3	Att man må höra en klagogråt i Zion, nämliga alltså: Ack! huru äre vi så platt förstörde och till skam vordne? Vi måste rymma landet; ty våra boningar äro nederslagna.
18091400a1	Så hörer nu, I qvinnor, Herrans ord, och edor öron fatte hans muns tal; lärer edra döttrar gråta, och den ena läre den andra klagogråt, nämliga alltså:
1809150085	Döden är igenom vår fenster infallen, och uti vår palats kommen, till att dräpa barnen på gatone, och ynglingarna i gränderna.
180916008e	Säg: Så säger Herren: Menniskors kroppar skola ligga såsom träck på markene, och såsom kärfvar efter skördomannen, de ingen upptager.
1809170095	Detta säger Herren: En vis berömme sig intet af sine vishet; an stark berömme sig intet af sin starkhet; en rik berömme sig intet af sin rikedom;
18091800ce	Utan den som sig berömma vill, han berömme sig deraf, att han vet och känner mig, att jag är Herren, som gör barmhertighet, rätt och rättfärdighet på jordene; ty sådant behagar mig, säger Herren.
180919005c	Si, den tid kommer, säger Herren, att jag hemsöka skall alla de omskorna med de oomskorna;
18091a00b2	Nämliga Egypten, Juda, Edom, Ammons barn, Moab, och alla de som bo uti de rum i öknene; ty alle Hedningar hafva oomskoren förhud; men hela Israels hus hafver oomskoret hjerta.
180a010036	Hörer hvad Herren säger till eder, I af Israels hus.
180a02008b	Detta säger Herren: I skolen icke lära Hedningarnas sätt, och skolen intet frukta eder för himmelens tecken, såsom Hedningarna frukta.
180a03007b	Ty Hedningarnas gudar äro icke utan fåfängelighet; de hugga ett trä i skogenom, och mästaren gör det till med en yxa;
180a04006d	Och pryder det med silf och guld, och fäster det vid, med naglar och hamrar, att det icke omkullfalla skall.
180a0500da	Sådant är nu intet annat, än öfverdragna stodar; de kunna intet tala; så måste man ock bära dem; ty de kunna intet gå. Derföre skolen I intet frukta eder för dem; förty de kunna hvarken hjelpa eller stjelpa.
180a06006c	Men dig, Herre, är ingen lik; du äst stor, och ditt Namn är stort, och du kan det bevisa med gerningarna.
180a070096	Ho skulle icke frukta dig, du Hedningarnas Konung? Dig skall man ju lyda; ty ibland alla Hedningarnas visa, och i all Konungarike, är ingen din like.
180a08005d	De äro allesamman dårar och galne; ty ett trä måste ju vara en platt fåfäng Gudstjenst.
180a0900b3	Silfskifvor förer man till på hafvet; guld ifrån Uphas, af mästare och guldsmeder beredt; gult silke och purpur kläder man uppå dem, och äro alltsammans slöga, mäns verk.
180a0a008e	Men Herren är en rätt Gud, en lefvandes Gud, en evig Konung; för hans vrede bäfvar jorden, och Hedningarna kunna icke fördraga hans trug.
180a0b0079	Så säger nu alltså till dem: De gudar, som himmel och jord icke gjort hafva, förgånge af jorden, och under himmelen.
180a0c008b	Men han hafver gjort jordena genom sina kraft, och verldenes krets beredt genom sina vishet; och utsträckt himmelen genom sitt förstånd.
180a0d00ac	Då han dundrar, så är mycket vatten under himmelen, och drager upp dimbona ifrå jordenes anda; han gör ljungelden i regnet, och låter vädret kommer ifrå hemlig rum.
180a0e0094	Alla menniskor äro dårar med sine konst, och alle guldsmeder stå med skam med sin beläte; ty deras beläte äro bedrägeri, och hafva intet lif.
180a0f0065	Det är alltsammans ett fåfängt och bedrägeligit verk; de måste förgås, då de hemsökte varda.
180a100092	Men sådan är icke han, som Jacobs lott är; utan han är den som all ting skapat hafver, och Israel är hans arfvedel; han heter Herren Zebaoth.
180a110041	Tag din handel bort utu landena, du som bor i den fasta (staden).
180a12007e	Ty så säger Herren: Si, jag skall i denna resone bortslunga landsens inbyggare, och så plåga dem, att de det känna skola.
180a130063	Ack! min jämmer och hjertans sorg; men jag tänker, att det är min plåga; jag måste lida henne.
180a1400b2	Mitt tjäll är förstördt, och all min tåg äro sönder; min barn äro borto, och icke mer för handene; ingen upprättar min hyddo igen, och mitt tjäll slår ingen upp igen.
180a150086	Ty herdarna äro till dårar vordne, och fråga intet efter Herran; derföre kunna de ock intet rätt lära, utan förskingra hjorden.
180a160085	Si, ett rykte kommer, och ett stort bäfvande af det landet norrut, att Juda städer skola ödeläggas, och till drakaboningar varda.
180a17008a	Jag vet, Herre, att menniskones väg står icke till henne; och det står i ingens mans magt, huru han vandra eller sin gång styra skall.
180a180075	Näps mig, Herre, dock med måttelighet, och icke uti dine grymhet; på det du icke skall platt göra mig till intet.
180a1900dc	Men gjut dina vrede ut öfver Hedningarna som intet känna dig, och öfver de slägte som intet åkalla ditt Namn: ty de hafva uppfrätit och uppsvulgit Jacob; de hafva gjort en ända med honom, och hans boning förödt.
180b010040	Detta är det ord som till Jeremia skedde af Herranom, som sade:
180b020056	Hörer detta förbunds ord, att I mågen säga dem till Juda och Jerusalems inbyggare;
180b030069	Och säg till dem: Så säger Herren Israels Gud: Förbannad vare den som icke lyder detta förbunds ord,
180b0400d1	Som jag edra fäder böd på den dag jag dem utur Egypti land förde, utur jernugnen, och sade: Hörer mina röst, och görer som jag eder budit hafver; så skolen I vara mitt folk, och jag vill vara edar Gud;
180b0500d9	På det jag må hålla den ed, som jag edra fäder svorit hafver till att gifva dem ett land, der mjölk och hannog uti flyter, såsom det i denna dag för ögon är. Jag svarade, och sade: Ja, Herre, det ske alltså.
180b06009e	Och Herren sade till mig: Predika alla dessa orden uti Juda städer, och uppå gatorna i Jerusalem, och säg: Hörer detta förbunds ord, och görer derefter.
180b070098	Ty jag hafver betygat edra fäder, ifrå den dagen jag dem utur Egypti land förde, intill denna dag, och betygade städse, och sade: Hörer mina röst.
180b080104	Men de hörde intet, och böjde ej heller sin öron härtill, utan hvar och en gick efter sins onda hjertas tycko; derföre vill jag ock öfver dem gå låta, all detta förbunds ord, det jag dem böd att de göra skulle, och de dock derefter icke gjort hafva.
180b090054	Herren sade till mig: Jag vet väl, huru de i Juda och Jerusalem gadda sig tillhopa.
180b0a00fc	De vända sig till sina förfäders synder, hvilke min ord ej heller höra ville, utan följde också andra gudar efter, och tjente dem; alltså hafver Israel hus och Juda hus nu (allstädes) brutit mitt förbund, det jag med deras fäder gjort hafver.
180b0b009a	Derföre, si, säger Herren: Jag vill låta en olycko gå öfver dem, den de icke undkomma skola; och när de ropa till mig, så vill jag intet höra dem.
180b0c0098	Så låt då Juda städer och Jerusalems inbyggare gå bort, och ropa till de gudar, hvilkom de rökt hafva; men de skola intet hjelpa dem i deras nöd.
180b0d00a6	Ty så många städer, så många gudar hafver du, Juda, och så många gator som i Jerusalem äro, så mång blygdealtare hafven I uppsatt, till att röka för Baal.
180b0e0090	Så bed nu du intet för detta folk, och haf ingen åkallan eller bön för dem; ty jag vill intet höra dem, när de ropa till mig i sine nöd.
180b0f00bb	Hvad hafva mine vänner till att skaffa i mitt hus? De bedrifva alla falskhet, och mena det heliga köttet skall taga det bort af dem; och när de illa göra, så äro de glade deröfver.
180b1000b1	Herren kallade dig ett grönt, skönt, fruktsamt oljoträ; men nu hafver han med ett stort mordskri, upptändt en eld deromkring, så att dess qvistar måste förderfvade varda.
180b1100b8	Ty Herren Zebaoth, som dig planterat hafver, hafver lofvat dig ondt, för Israels hus, och Juda hus ondskos skull, den de bedrifva, så att de förtörna mig, i det de röka för Baal.
180b120060	Herren hafver mig det uppenbarat, så att jag det vet; och viste mig hvad de hafva för händer;
180b1300fa	Nämliga att de vilja slagta mig, likasom ett armt får; ty jag visste icke, att de emot mig rådslagit hade, och sagt: Låt oss förderfva trät med sine frukt, och utrota honom utu de lefvandes land, att på hans namn skall aldrig mer tänkt varda.
180b140098	Men du, Herre Zebaoth, du rättvise domare, du som bepröfvar njurar och hjerta, låt mig se dina hämnd öfver dem; ty jag hafver befallt dig mina sak.
180b1500a6	Derföre säger Herren alltså emot dem i Anathoth, hvilke efter ditt lif stå, och säga: Spå oss intet i Herrans Namn, om du annars icke dö vill af våra händer.
180b16009f	Derföre säger Herren Zebaoth alltså: Si, jag vill hemsöka dem; deras unge män skola med svärd dräpne varda, och deras söner och döttrar af hunger dö;
180b17008c	Så att intet af dem skall qvart blifva; ty jag skall låta en olycko gå öfver dem i Anathoth, på det året då de skola hemsökte varda.
180c0100c5	Herre, om jag än med dig ville till rätta gå, så behåller du dock rätten; likväl måste jag tala med dig om rätten: Hvi går dem ogudaktigom så väl, och de föraktare hafva allahanda nog?
180c02007a	Du planterar dem, att de rota sig, och växa, och bära frukt; du låter dem mycket tala om dig, och du näpser dem intet.
180c0300c1	Men mig, Herre, känner du, och ser mig, och pröfvar mitt hjerta för dig; men dem låter du gå fri, likasom får, att de skola slagtade varda; och skonar dem, på det de skola dräpne varda.
180c0400e4	Huru länge skall dock landet stå så jämmerliga, och gräset på markene allestäds borttorkas för inbyggarenas ondskos skull, att både djur och foglar der intet mer äro? Ty de säga: Ja, han vet mycket huru oss gå skall.
180c0500d3	Om de göra dig plats, som till fot gå, huru vill dig gå, då du med resenärer löpa skall? Och om du söker efter säkerhet uti de lande der frid är, hvad vill då med dig varda vid den högmodiga Jordanen?
180c06008d	Ty dine bröder, och dins faders hus förakta dig ock, och ropa Jadut öfver dig; derföre tro du dem intet, om de än tala vänliga med dig.
180c070071	Derföre hafver jag måst öfvergifva mitt hus, och fly mitt arf, och gifva mina älskeliga själ uti fiendahand.
180c08006c	Mitt arf är mig vordet såsom ett lejon i skogenom, och ryter emot mig; derföre är jag thy harmse vorden.
180c09008c	Mitt arf är såsom en spräklot fogel, om hvilken foglarna församla sig; upp, och församler eder, all djur på markene; kommer och äter.
180c0a0092	Månge herdar hafva förderfvat min vingård, och förtrampat min åker; de hafva gjort min sköna åker till en öken; de hafva gjort honom öde.
180c0b0074	Jag ser allaredo, huru jämmerliga han förödd är; ja, hela landet är öde; men ingen vill läggat uppå hjertat.
180c0c00a4	Ty de förderfvare komma öfver alla högar i öknene, och Herrans frätande svärd ifrå den ena landsens ända intill den andra; och intet kött skall frid hafva.
180c0d00ac	De så hvete, men tistel skola de uppskära; de göra sig omak nog, men de skola intet nyttjat; de skola icke glädjas af sinom årsväxt, för Herrans grymma vredes skull.
180c0e00c0	Detta säger Herren emot alla mina onda grannar, som antasta den arfvedel som jag mino folke Israel utskift hafver; si, jag skall rycka dem utu deras land, och taga Juda hus midt ut ifrå dem.
180c0f0098	Och när jag hafver uttagit dem, skall jag åter förbarma mig öfver dem, och skall låta hvar och en komma till sin arfvedel, och till sitt land igen.
180c1000d0	Och det skall ske, om de lära af mitt folk, att de svärja vid mitt Namn: Så visst som Herren lefver; lika som de tillförene hafva lärt mitt folk svärja vid Baal, så skola de uppbyggas ibland mitt folk.
180c11005f	Men om de icke höra vilja, så skall jag det folket utrycka, och förgöra det, säger Herren.
180d010086	Detta, säger Herren till mig: Gack bort, och köp dig en linnen gjording, och gjorda dina länder dermed, och gör honom icke våtan.
180d02005a	Och jag köpte en gjording, efter Herrans befallning, och band honom kringom mina länder.
180d030038	Så skedde Herrans ord annan gången till mig, och sade:
180d040095	Tag den gjordingen, som du köpt, och om dina länder bundit hafver, och statt upp, och gack bort till Phrath, och göm honom der uti ena stenklyfto.
180d05004a	Jag gick åstad, och gömde honom invid Phrath, som Herren mig budit hade.
180d060092	Men en lång tid derefter sade Herren till mig: Statt upp, och gack bort till Phrath, och tag den gjordingen igen, som jag bad dig der bortgömma.
180d0700a7	Jag gick bort till Phrath, och grof honom upp, och tog gjordingen af det rum, der jag honom lagt hade; och si, gjordingen var förderfvad, så att han intet mer dogde.
180d08002a	Då skedde Herrans ord till mig, och sade:
180d09005e	Detta säger Herren: Lika så skall jag förderfva den stora högfärden i Juda och Jerusalem.
180d0a00c3	Det onda folket, som min ord icke höra vilja, utan gå efter sin hjertas tycko, och följa andra gudar, till att tjena och tillbedja dem, de skola varda lika som gjordingen, den intet mer doger.
180d0b00df	Ty lika som en man binder gjordingen om sina länder, alltså hafver jag, säger Herren, omgjordat mig hela Israels hus, och hela Juda hus, att de skulle vara mitt folk, till ett namn, lof och äro; men de ville icke höra.
180d0c00bb	Så säg dem nu detta ordet: Detta säger Herren Israels Gud: Alle läglar skola med vin fyllde varda; så skola de säga till dig: Ho vet det icke, att man skall fylla läglarna med vin?
180d0d00d3	Så säg till dem: Detta säger Herren: Si, jag skall fylla alla de som i detta land bo; Konungarna, som på Davids stol sitta, Presterna och Propheterna, och alla Jerusalems inbyggare, så att de druckne varda;
180d0e00ad	Och skall förströ dem, den ena med den andra, fäderna samt med barnen, säger Herren; och skall hvarken skona eller öfverse, eller barmhertig vara öfver deras förderf.
180d0f004d	Så hörer nu, och märker till, och trotser icke; ty Herren hafver det sagt.
180d1000d1	Gifver Herranom edrom Gudi ärona, förr än det mörkt varder, och förr än edre fötter stöta sig på de mörka berg; så att I vänten efter ljuset, och han skall dock görat allt till mörker och skugga;
180d1100a6	Men viljen I detta icke höra, så måste dock min själ hemliga gråta öfver sådana stolthet; mina ögon måste med tårar flyta, att Herrans hjord fången varder.
180d12006a	Säg Konungenom och Drottningene: Sätter eder neder; ty härlighetenes krona är eder af hufvudet fallen.
180d130068	De städer söderut äro tillslutne, och ingen är som dem upplåter; hela Juda är allsamman bortförd.
180d140077	Upplyfter edor ögon, och ser huru de nordanefter komma; hvar är nu hjorden, som dig befallen var, din härliga hjord?
180d1500d6	Hvad vill du säga, då han dig så hemsökandes varder? du hafver så vant dem emot dig, att de Förstar och höfdingar vara vilja; hvad gäller, dig varder ångest uppåkommandes, lika som ene qvinno i barnsnöd.
180d16009e	Och om du i dino hjerta säga ville: Hvarföre vederfars mig dock sådant? för dina många missgerningars skull är din blygd upptäckt, och din ben blottad.
180d170083	Kan ock en Ethioper förvandla sina hud, eller en parde sina fläckar? Så kunnen I ock något godt göra, efter I ondt vane ären.
180d18005f	Derföre vill jag; förskingra dem likasom strå, det för vädrena uti öknene drifvet varder.
180d190097	Det skall vara din lön och din del, som jag dig tillmätit hafver, säger Herren; derföre, att du mig förgätit hafver, och förtröste uppå lögn.
180d1a004d	Så vill jag ock högt upptäcka dina blygd, att man dina skam väl se skall.
180d1b00bb	Förty jag hafver sett ditt horeri, dina kättjo, ditt oförskämda boleri: ja, din styggelse både på högom och på åkrom; ve dig, Jerusalem; när vill du dock någon tid renad varda?
180e010043	Detta är det ord, som Herren till Jeremia sade, om den dyra tiden:
180e020086	Juda ligger jämmerliga, hans portar stå i en ömkelig måtto; det står klageliga till i landena, och i Jerusalem är ett stort rop.
180e0300ba	De store sända de små efter vatten; men då de komma till brunnen, så finna de intet vatten, och bära sina käril tom hem igen; de gå sorgse och bedröfvade, och omsvepa sin hufvud;
180e040070	Derföre, att jorden refnar, efter intet regnar på jordena; åkermännerna, gå sorgse, och omsvepa sin hufvud.
180e05005c	Ty ock hinderna, som på markena kalfva, öfvergifva sina kalfvar, efter intet gräs växer.
180e060071	Vildåsnarna stå på bergen, och lukta efter vädret, lika som drakar, och försmäkta, efter ingen ört växer.
180e07009c	Ack! Herre, våra missgerningar hafva det ju förtjent; men hjelp dock för ditt Namns skull; ty vår ohörighet är stor, der vi emot dig med syndat hafve.
180e0800a8	Du äst Israels tröst, och hans nödhjelpare; hvi skickar du dig, lika som du vore främmande i landena, och såsom en gäst, den icke mer än ena natt derinne ligger?
180e0900b8	Hvi hafver du dig såsom en hjelte, som förtviflad är; och som en kämpe, den intet hjelpa kan? Du äst ju dock ibland oss, Herre, och vi nämnes efter ditt Namn; öfvergif oss icke.
180e0a00d7	Så säger Herren om detta folket: De löpa gerna hit och dit, och blifva icke gerna hemma; derföre hafver Herren ingen vilja till dem; utan han tänker nu uppå deras missgerningar, och vill hemsöka deras synder.
180e0b0048	Och Herren sade till mig: Du skall intet bedja för detta folk om nåde.
180e0c00dc	Ty om de än fastade, så vill jag dock intet höra deras bön; och om de än hade bränneoffer och spisoffer fram, så behaga de mig dock intet; utan jag vill göra en ända uppå dem med svärd, hunger och pestilentie.
180e0d00a9	Då sade jag: Ack Herre Herre! Si, Propheterna säga dem: I skolen intet svärd se, och ingen dyr tid få när eder; men jag skall gifva eder en god frid i detta rummet.
180e0e00da	Och Herren sade till mig: Propheterna, spå lögn i mitt Namn; jag hafver intet sändt dem, och intet befallt dem, och intet talat med dem; de predika eder falska syner, spådom, afguderi, och sins hjertans bedrägeri.
180e0f00ee	Derföre säger Herren om de Propheter, som i mitt Namn prophetera, ändock jag dem intet sändt hafver, och de likväl predika, att intet svärd eller dyr tid skall komma i detta land: Sådana Propheter skola dö genom svärd och hunger.
180e1000e5	Och folket, hvilko de prophetera, skola af svärd och hunger ligga här och der på gatomen i Jerusalem, att ingen skall begrafva dem; sammalunda ock deras hustrur, söner och döttrar; och jag skall gjuta deras ondsko uppå dem.
180e1100b9	Och du skall säga till dem detta ordet: Min ögon flyta med tårar dag och natt, och vända intet åter; ty jungfrun, mins folks dotter, är grufveliga plågad, och jämmerliga slagen.
180e1200d9	Går jag ut på markena, si, så ligga der de slagne med svärd; kommer jag in uti staden, så ligga der de försmäktade af hunger; ty ock Propheterna och Presterna måste bortdraga uti ett land, det de intet känna.
180e130115	Hafver du då förkastat Juda? Eller hafver din själ en vämjelse till Zion? Hvi hafver du så slagit oss, att oss ingen hela kan? Vi hoppades, att det skulle frid varda, men här kommer intet godt; vi hoppades, att vi skulle helade varda, och si, här är nu mera vedermöda.
180e14006a	Herre, vi kännom vårt ogudaktiga väsende, och våra fäders missgerningar; ty vi hafve syndat emot dig.
180e1500ab	Men, för ditt Namns skull, låt oss icke skämde varda; låt dine härlighets säte icke begabbadt varda; kom dock ihåg, och låt icke ditt förbund med oss återvända.
180e1600b8	Det är dock ingen ibland Hedningarnas afgudar, som regn gifva kan; himmelen kan ock icke regna. Du äst ju Herren vår Gud, uppå hvilken vi hoppas; ty du kan alltsammans detta göra.
180f0100a2	Och Herren sade till mig: Det än Mose och Samuel före mig stode, så hafver jag dock intet hjerta till detta folket, drif dem bort ifrå mig, och låt dem fara.
180f02010f	Och om de säga, till dig: Hvart skole vi? så säg nu till dem: Detta säger Herren: Hvem döden drabbar, uppå honom drabbe han; hvem svärdet drabbar, uppå honom drabbe det; hvem hungren drabbar, uppå honom drabbe han; hvem fängelse drabbar, uppå honom drabbe det.
