2a00000004	Luke
2a18080028	Tuomet jos prisiminė Jėzaus žodžius,
2a18090060	sugrįžo atgal į Jeruzalę, kad pasakytų vienuolikai mokinių ir visiems kitiems, kas įvyko.
2a180a006d	(Moterys, įėjusios į kapo rūsį, buvo Marija Magdalietė, Joana, Jokūbo motina Marija ir keletas kitų.)
2a180b0048	Bet tiems vyrams jų žodžiai atrodė kaip pasaka. Jie netikėjo jomis.
2a180c00b4	Tačiau Petras nubėgo prie kapo pažiūrėti. Pasilenkęs jis pažvelgė į vidų ir pamatė tuščias linines drobules. Jis vėl grįžo namo stebėdamasis tuo, kas buvo įvykę.
2a180d0078	Tą pačią dieną, Sekmadienį, du Jėzaus sekėjai ėjo į Emauso kaimą, esantį už septynių mylių nuo Jeruzalės.
2a180e002a	Eidami jie kalbėjosi apie Jėzaus mirtį,
2a180f0044	ir staiga prie keliauninkų prisiartino Jėzus. Jis ėjo šalia jų,
2a1810003a	bet šie Jo nepažino, kadangi nuo to juos saugojo Dievas.
2a18110092	„Jūs, atrodo, apie kažką smarkiai diskutuojate? – Jis paklausė. – Kuo jūs taip susirūpinote?“ Jie nutilo, ir jų veidai apsiniaukė.
2a181200a5	Vienas iš jų, vardu Kleopas, pasakė: „Jūs greičiausiai vienintelis žmogus Jeruzalėje, negirdėjęs apie baisius dalykus, kurie vyko praėjusią savaitę.“
2a181300ef	„Kokius dalykus?“ – paklausė Jėzus. „Visa tai atsitiko Jėzui, žmogui iš Nazareto, – pasakė jie. – Jis buvo pranašas, kuris darė neįtikėtinus stebuklus ir buvo galingas Mokytojas, aukštai vertinamas Dievo ir žmonių.
2a18140090	Bet aukštieji kunigai ir mūsų religijos vadovai suėmė Jį, perdavė romėnų vyriausybei, kad Jį pasmerktų mirčiai. Jie nukryžiavo Jį.
2a18150074	Mes manėme, kad Jis šlovingasis Mesijas ir atėjo išgelbėti Izraelį. O greta to, kas įvyko prieš tris dienas,
2a181600c8	šiandien rytą kelios mūsų grupės moterys buvo nuėjusios prie Jo kapo. Jos grįžo su neįtikėtina naujiena, kad Jo kūno kape nebėra ir kad jos susitiko angelus, pasakiusius, jog Jėzus gyvas.
2a18180059	Vyrai taip pat bėgo pažiūrėti, ir tikrai – kūno nebėra, kaip moterys ir sakė.“
2a1819007e	Tada Jėzus tarė jiems: „Ak jūs paiki, paiki žmonės! Kaip sunkiai jūs patikite tuo, apie ką rašo pranašai Raštuose!
2a181a0077	Argi neaiškiai buvo pasakyta pranašų, kad Mesijas turės visa tai iškentėti, prieš išeidamas į Savo šlovę?“
2a181b00c0	Tada Jėzus citavo jiems vieną pastraipą po kitos iš pranašų Raštų, pradėdamas Pradžios knyga, ir, peržvelgęs visus Raštus, aiškino jų prasmę ir tai, kas juose rašoma apie Jį.
2a181c0042	Dabar jau jie artėjo prie Emauso. Jėzus būtų keliavęs toliau,
2a181d0035	bet jie maldavo Jį pasilikti nakčiai, nes jau temo.
2a181e00a8	Tada Jis nuėjo su jais į namus. Jiems atsisėdus valgyti, Jis paprašė Viešpatį palaiminti maistą, paėmė mažą kepalėlį duonos, laužė jį ir davė kitiems.
2a181f005f	Tik staiga jų akys atsivėrė ir jie pažino Jėzų! Bet tuo metu Jis pranyko jiems iš akių!
2a1820006d	Jie pradėjo vienas kitam pasakoti, kaip jų širdys sušilo, kai Jis su jais kalbėjo, aiškindamas Raštą.
2a18210053	Po valandos jie sugrįžo atgal į Jeruzalę, kur juos pasitiko vienuolika mokinių
2a18220050	šiais žodžiais: „Viešpats iš tiesų prisikėlė! Jis pasirodė Petrui!“
2a18230077	Tiedu iš Emauso tuojau papasakojo, kaip jiems pasirodė Jėzus kelyje ir kaip, belaužantį duoną, jie atpažino Jį.
2a1824004e	Apie tai besikalbant, tarp jų staiga atsirado pats Jėzus ir pasveikino juos.
2a18250041	Bet visas būrelis labai išsigando, manydamas, kad mato dvasią.
2a1826006a	„Kodėl jūs taip išsigandote?“ – paklausė Jis. – Kodėl jūs abejojate, kad tai iš tiesų Aš?
2a182700c3	Pasižiūrėkite į Mano rankas ir kojas. Žiūrėkite ir įsitikinkite, kad tai esu Aš. Palieskite Mane. Būkite tikri, kad Aš nesu dvasia. Nes dvasia neturi kūno, kaip matote Mane turint.“
2a18280061	Kalbėdamas Jis iškėlė rankas, kad jie matytų vinių žymes ir parodė jiems žaizdas kojose.
2a1829007b	Tačiau jie tebestovėjo neryžtingi, pilni džiaugsmo ir abejonių. Tada Jis paklausė: „Ar neturite čia ko valgyti?“
2a182a0028	Jie davė Jam gabalėlį keptos žuvies,
2a182b0023	ir visiems žiūrint Jėzus valgė!
2a182c00b1	Tada Jis tarė: „Kai Aš anksčiau buvau su jumis, argi neprisimenate, kai sakiau: viskas, kas turi išsipildyti apie Mane, parašyta Mozės, Pranašų ir Psalmių knygose.“
2a182d004b	Tai pasakęs, Jis atvėrė jų protus bent jau šitiems Raštams išmanyti!
2a182e0085	Po to pridūrė: „Tikrai, jau seniai parašyta, kad Mesijas turės kentėti ir mirti, ir prisikelti trečią dieną iš numirusių;
2a182f0095	šita žinia apie prisikėlimą turi pasklisti iš Jeruzalės į visas tautas. Visiems, kurie tik į Mane atsigręžia, bus atleidžiamos nuodėmės.
2a18300037	Jūs – šių pranašysčių išsipildymo liudininkai.
2a183100dd	O dabar Aš jums atsiųsiu Šventąją Dvasią, kaip pažadėjo Mano Tėvas. Dar nepasakokite kitiems apie tai, kol iš dangaus ateis Šventoji Dvasia, – pasilikite mieste, kol Ji iš aukštybių suteiks jums jėgą.“
2a1832006a	Tada Jėzus nusivedė juos keliu į Betaniją ir, iškėlęs rankas į dangų, palaimino juos. Laimindamas
2a1833002e	pradėjo kilti į dangų, ir jie Jo nebematė.
2a18340042	Visi šlovino Jį, grįžo į Jeruzalę, pilni didelio džiaugsmo,
2a18350031	ir nuolat lankė šventyklą, šlovindami Dievą.
2c00000004	Acts
2c01010067	Pirmoje savo knygoje, Teofiliau, aš papasakojau apie Jėzaus gyvenimą, mokymą ir apie tai, kaip Jis,
2c01020069	palikęs Savo išrinktiesiems apaštalams tolesnius nurodymus per Šventąją Dvasią, grįžo į dangų.
2c010300c2	Po nukryžiavimo dar keturiasdešimt dienų Jėzus kartais pasirodydavo apaštalams, daugeliu dalykų įrodydamas, kad tai būtent Jis. Tomis progomis Jis kalbėjo su jais apie Dievo karalystę.
2c010400b4	Viename šių susirinkimų Jis liepė jiems neišvykti iš Jeruzalės, bet laukti, kol juos aplankys Šventoji Dvasia, kad įvyktų tai, ką anksčiau Tėvas buvo jiems žadėjęs.
2c01050078	„Jonas krikštijo vandeniu, – kalbėjo Jis, – bet jūs po kelių dienų būsite pakrikštyti Šventąja Dvasia.“
2c010600a7	Jėzui pasirodžius kitą kartą, jie ėmė klausinėti: „Viešpatie, ar Tu dabar rengiesi gelbėti Izraelį nuo Romos jungo, kad mūsų tauta vėl taptų laisva?“
2c01070052	„Laiką nustato Tėvas, – atsakė Jis. – Ne jums žinoti laiką ir valandą.
2c010800af	Bet kai jus aplankys Šventoji Dvasia, įgausite galybės patvirtinti apie Mano mirtį ir prisikėlimą Jeruzalės žmonėms, visai Judėjai, Samarijai bei visam pasauliui.“
2c01090044	Netrukus Jis visus stebindamas pakilo į dangų ir pranyko debesyje.
2c010a0085	Kai jie, akių nenuleisdami, žiūrėjo į žengiantį dangun Jėzų, staiga prie jų atsirado du baltai apsirengę vyrai ir pasakė:
2c010b0096	„Galilėjos žmonės, ko stovite, žiūrėdami į dangų? Jėzus nužengė į dangų ir vieną dieną Jis sugrįš taip pat, kaip buvo išėjęs.“
2c010c0051	Tai įvyko ant Alyvų kalno, taigi į Jeruzalę jie turėjo grįžti pusę mylios
2c010d0053	ir susirinko bendrai maldai viršutiniame namo, kuriame buvo apsistoję, kambaryje.
2c010e00f7	Susirinkime dalyvavo: Petras, Jonas, Jokūbas, Andriejus, Pilypas ir Tomas, Baltramiejus, Matas, Alfiejaus sūnus Jokūbas, Simonas Uolusis, Jokūbo sūnus Judas ir Jėzaus broliai. Čia taip pat buvo keletas moterų, o su jomis ir Jėzaus motina.
2c010f0094	Šis maldos susirinkimas tęsėsi keletą dienų. Vieną dieną, dalyvaujant šimtui dvidešimčiai žmonių, atsistojo Petras ir kreipėsi į juos:
2c011000bc	„Broliai, turėjo išsipildyti Rašto žodžiai, bylojantys apie Jėzų išdavusi Judą, kuris atvedė minią Jį suimti, nes taip buvo nurodžiusi Šventoji Dvasia per karalių Dovydą.
2c0111002d	Judas buvo vienas iš pasirinktų apaštalų.
2c01120093	Pinigų, gautų už išdavystę, jam užteko sklypui nupirkti, o paskui jis stačia galva krito žemyn, plyšo pusiau, ir išėjo visi jo viduriai.
2c01130071	Žinia apie jo mirtį greitai pasklido tarp visų Jeruzalės gyventojų, ir jie pavadino tą vietą Kraujo lauku.
2c011400c1	Karaliaus Dovydo pranašystė yra Psalmių knygoje, kur jis sako: „Tegul jo namai lieka apleisti, ir tegul niekas juose negyvena.“ Ir vėl: „Te jo darbas būna pavedamas kitam atlikti.“
2c0115010a	Taigi dabar mes privalome vietoje Judo pasirinkti kitą žmogų, kad šis prisijungtų prie mūsų, Jėzaus prisikėlimo liudytojų. Išsirinkime tą, kuris buvo nuolat su mumis nuo mūsų pirmos pažinties su Viešpačiu iki to laiko, kai buvo paimtas į dangų.“
2c01170060	Susirinkimas iškėlė du kandidatus: Juozapą, vadinamą Barsabu, pravarde Justas, ir Motiejų.
2c011800f9	Tada jie visi meldėsi, kad būtų pasirinktas tinkamas žmogus. „Viešpatie, – jie sakė. – Tu žinai kiekvieną širdį. Parodyk mums, katrą šių vyrų Tu pasirinkai apaštalu vietoje išdaviko Judo, jau nukeliavusio į tinkamą vietą.“
2c011a0042	Tada jie metė burtus ir dvyliktuoju apaštalu pasirinko Motiejų.
2c02010081	Praėjo septynios savaitės nuo Jėzaus mirties ir prisikėlimo, ir dabar atėjo Sekminių diena. Staiga maldos namuose esančius
2c0202003d	tikinčiuosius lyg galingos audros dundesys apkurtino garsas.
2c02030057	Tada ant jų galvų pradėjo kristi kažkas panašaus į liepsną ar ugnies liežuvius.
2c0204008a	Ir dalyvavusieji prisipildė Šventosios Dvasios, ir pradėjo kalbėti svetimomis kalbomis, nes Šventoji Dvasia suteikė šią galimybę.
2c0205004e	Daug pamaldžių žydų buvo atvykę iš kitų šalių į religines iškilmes.
2c020600b5	Pasigirdus ūžesiui iš dangaus virš namo, minios žmonių bėgo pažiūrėti, kas čia vyksta, ir žmonės buvo apstulbinti, nes girdėjo jų kalba kalbančius Kristaus mokinius.
2c02070054	„Kaip gali būti?! – stebėjosi jie. – Nors visi šie žmonės iš Galilėjos,
2c02080035	mes girdime juos kalbant mūsų gimtosiomis kalbomis.
2c02090058	Mes – partai, medai, elamiečiai, Mesopotamijos, Judėjos, Kapadokijos, Ponto, Azijos,
2c020a008b	Frygijos, Pamfilijos, Egipto ir Libijos pakraščio ties Kirėne gyventojai, ateiviai iš Romos, tiek žydai, tiek ir žydų prozelitai –
2c020b0076	kretiečiai bei arabai. Ir visi mes girdime šiuos vyrus kalbančius mūsų kalbomis apie galingus Dievo stebuklus!“
2c020c0067	Jie stovėjo nustebinti ir suglumę. „Ką tai galėtų reikšti?“ – klausinėjo jie vienas kitą.
2c020d005c	Bet minioje buvo ir tokių, kurie šaipėsi, sakydami: „Jie paprasčiausiai visi girti!“
2c020e008b	Tada Petras, su vienuolika apaštalų išėjęs į priekį, prabilo į minią: „Visi paklausykite: ir svečiai, ir Jeruzalės gyventojai!
2c020f007e	Kai kurie sakote, kad šitie vyrai girti! Tai netiesa! Dabar ankstyvas metas. Žmonės nepasigeria iki devintos valandos ryto!
2c0210004a	Tai, ką jūs matote šį rytą, prieš šimtmečius išpranašavo Joelis:
2c021100ce	„Paskutinėmis dienomis Viešpats pasakė: „Aš įkvėpsiu Šventosios Dvasios visiems žmonėms. Jūsų sūnūs ir dukros pranašaus, jūsų jaunuoliai matys regėjimus, jūsų seneliai sapnuos sapnus.
2c0212006a	Taip, Šventoji Dvasia aplankys visus mano tarnus, tiek vyrus, tiek ir moteris, ir jie galės pranašauti.
2c02130057	Danguje ir žemėje pasirodys nepaprasti ženklai: kraujas ir ugnis bei dūmų debesys.
2c0214006b	Saulė pajuoduos, o mėnulis bus raudonas lyg kraujas prieš tą bauginančią Viešpaties atėjimo dieną.
2c02150055	Bet visi, kas prašys Viešpaties pasigailėjimo, jo susilauks ir bus išgelbėti.“
2c02160088	Klausykite, Izraelio žmonės! Viešpats viešai palaikė Jėzų iš Nazareto, per Jį darydamas stebuklus, kaip jūs tai gerai žinote.
2c021700a2	Bet Viešpats, vykdydamas Savo iš anksto parengtą planą, leido, kad pagal romėnų vyriausybės nurodymus Jėzus būtų prikaltas prie kryžiaus ir nužudytas.
2c02180088	Tada Viešpats išlaisvino Jį iš mirties siaubo ir vėl grąžino į gyvenimą, nes mirtis nepajėgė išlaikyti Jo savo gniaužtuose.
2c02190089	Karalius Dovydas sako apie Jėzų: „Aš žinau, kad Viešpats visada su manimi. Jis man padeda. Galinga Viešpaties jėga palaiko mane.
2c021a0071	Nenuostabu, kad mano širdis pilna džiaugsmo ir aš Jį šlovinu, nes žinau, kad po mirties nebūsiu apleistas.
2c021b0050	Tu neleisi mano sielai likti pragare ir neleisi šventam Sūnaus kūnui supūti.
2c021c0054	Tu sugrąžinsi man gyvenimą ir suteiksi nuostabų džiaugsmą Savo akivaizdoje.“
2c021d009f	Brangūs broliai, pagalvokite! Dovydas kalbėjo ne apie save, kai sakė mano cituotus žodžius, nes jis mirė, buvo palaidotas, ir iki šiol tebėra jo kapas.
2c021e0099	Bet jis buvo pranašas ir žinojo, jog Dievas davė nesulaužomą pažadą, kad vienas iš paties Dovydo palikuonių bus Mesijas ir sėdės Dovydo soste.
2c021f008d	Dovydas žiūrėjo tolyn į ateitį ir pranašavo Mesijo prisikėlimą, sakydamas, kad Mesijo siela nebus palikta pragare ir Jo kūnas neges.
2c0220005f	Jis kalbėjo apie Jėzų, ir visi mes esame liudininkai, kad Jėzus prisikėlė iš numirusių.
2c022100bc	Dabar Jis sėdi danguje, aukščiausios garbės soste, šalia Dievo. Ir kaip žadėjo, Tėvas davė Jam galią atsiųsti Šventąją Dvasią, o rezultatus jūs šiandien matote ir girdite.
2c022200d5	Dovydas ne apie save kalbėjo, nes niekada nebuvo užžengęs į dangų. Be to, jis vėliau tvirtino: „Dievas kalbėjo Mesijui, mano Viešpačiui, ir Jam pasakė: „Sėsk čia, garbingoje vietoje šalia Manęs,
2c0223002e	kol Tavo priešai visiškai priklausys Man.“
2c02240089	Todėl aš neabejodamas tvirtinu visiems Izraelio žmonėms: „Dievas padarė Viešpačiu ir Mesiju Jėzų, kurį jūs nukryžiavote!“
2c0225007b	Tie Petro žodžiai juos giliai sujaudino, ir žmonės jam bei kitiems apaštalams pasakė: „Broliai, ką mums daryti?“
2c022600e7	Petras jiems atsakė: „Visi turite nusigręžti nuo nuodėmės, sugrįžti prie Dievo, pasikrikštyti Jėzaus Kristaus vardu, kad būtų atleistos jūsų nuodėmės, o tada jūs taip pat gausite šią Šventosios Dvasios dovaną.
2c02270099	Nes Kristus ją pažadėjo jums visiems, taip pat jūsų vaikams ir netgi tolimose šalyse esantiems, kuriuos tik pasišauks Viešpats, mūsų Dievas!“
2c02280077	Tada Petras pasakė ilgą pamokslą, pasakodamas apie Jėzų ir karštai ragindamas visus klausytojus atsikratyti ydų.
2c02290058	Ir tie trys tūkstančiai žmonių, kurie patikėjo Petro žodžiais, buvo pakrikštyti.
2c022a006b	Jie pritapdavo prie kitų tikinčiųjų, klausydamiesi apaštalų mokymo, laužydami duoną ir melsdamiesi.
2c022b004a	Juos buvo apėmusi pagarba ir baimė, o apaštalai padarė daug stebuklų.
2c022c003a	Visi tikintieji nuolat susieidavo ir viskuo pasidalindavo,
2c022d0037	parduodami savo turtą ir atiduodami jį vargstantiems.
2c022e0093	Jie sutartinai melsdavosi šventykloje, susitikdavo mažomis grupelėmis Komunijai, valgydavo drauge, patirdami didelį džiaugsmą ir dėkingumą,
2c022f0075	šlovindami Dievą. Visas miestas buvo jiems palankus, ir kiekvieną dieną jų būrį gausindavo Dievo išganytieji.
2c03010052	Vieną popietę, trečią valandą, Petras ir Jonas nuėjo į šventyklą melstis.
2c030200b1	Prisiartinę prie šventyklos, jie pamatė nešamą gatve iš prigimties luošą vyrą. Kaip ir kiekvieną dieną, jį pasodino prie šventyklos vartų, vadinamų Gražiaisiais.
2c03030039	Petrui ir Jonui einant pro šalį, jis paprašė pinigų.
2c0304004a	Jie įdėmiai pasižiūrėjo į jį, ir tada Petras tarė: „Pažvelk!“
2c03050045	Luošasis pažvelgė į juos nekantriai, tikėdamasis ką nors gauti.
2c03060092	Bet Petras pasakė: „Aš neturiu pinigų tau duoti. Bet ką turiu, tau duodu. Jėzaus Kristaus iš Nazareto vardu, sakau tau: „Vaikščiok!“
2c030700a1	Tada Petras paėmė luošą žmogų už rankos ir pastatė jį ant kojų. Ir kai jis tai padarė, žmogaus kojos ir kulkšnies kaulas pagijo ir taip sustiprėjo,
2c0308008d	kad jis pastovėjo minutėlę ir pradėjo pasišokinėdamas vaikščioti. Jis šokinėdamas nuėjo su jais į šventyklą ir šlovino Dievą.
2c03090044	Kai žmonės viduje pamatė jį vaikštantį ir šlovinantį Dievą,
2c030a008d	suprato, kad tai buvo tas pats luošas elgeta, kurį jie taip dažnai matydavo prie Gražiųjų vartų. Žmonės buvo neapsakomai nustebinti!
2c030b0094	Visi subėgo į Saliamono salę, kur jis neatsitraukdamas stovėjo prie Petro ir Jono! Visi pagarbiai nuščiuvo, nes buvo nustebinti tokio įvykio.
2c030c00d7	Petras, suradęs tinkamiausią progą, kreipėsi į minią: „Izraelio vyrai! – pasakė jis. – Kas jus taip stebina? Kam šitaip žiūrėti į mus, lyg mes savo galia ar šventumu būtume išgydę šį žmogų.
2c030d00fc	Tai Abraomo, Izaoko, Jokūbo ir kitų mūsų protėvių Dievas įvykdė šį stebuklą, nes norėjo pašlovinti Savo tarną Jėzų. Aš kalbu apie Jėzų, kurį jūs išdavėte, atidavėte ir išsigynėte Pilotui, nors tasai buvo nutaręs Jį paleisti.
2c030e0067	Jūs nenorėjote Jį išlaisvinti, Šventąjį ir Teisųjį. Jūs reikalavote geriau paleisti žudiką!
2c030f00ba	Jūs nužudėte gyvybės Kūrėją, bet Dievas Jį vėl prikėlė iš numirusių. Jonas ir aš esame to įvykio liudininkai, nes po to, kai jūs nužudėte Jėzų, mes matėme Jį gyvą!
2c031000a7	Jėzaus vardas išgydė šį žmogų. Jūs žinote, koks jis anksčiau buvo luošas. Tikėjimas Jėzaus vardu (tikėjimas duotas mums Dievo) taip tobulai išgydė jį.
2c03110085	Brangūs broliai, suprantu, kad jūs nežinodami šitaip pasielgėte su Jėzumi, tas pats gali būti pasakyta ir apie jūsų vadovus.
2c03120040	Dievas vykdė pažadą, ir Mesijas turėjo visa tai iškentėti.
2c031300b4	Dabar pakeiskite savo nuomonę ir požiūrį į Dievą ir atsisukite į Jį, kad Jis galėtų jūsų nuodėmes nuplauti ir siųsti jums tuos nuostabius Viešpaties atgaivos laikus,
2c0314002c	sugrąžindamas jums Jėzų, jūsų Mesiją.
2c03150072	Kaip pranašauta nuo senovės laikų, danguje Jam reikia pasilikti tol, kol visiškai bus atsižadėta nuodėmės.
2c03160081	Antai, Mozė yra pasakęs: „Viešpats Dievas jūsų tarpe pažadins Pranašą, kaip mane! Atidžiai paklausykite, ką Jis sako.
2c0317003b	Kiekvienas, kas neklausys Jo, bus visiškai sunaikintas.“
2c0318004b	Samuelis ir visi pranašai vėliau kalbėjo apie tai, kas vyksta šiandien.
2c031900a9	Jūs, tų pranašų vaikai, esate susiję su Dievo pažadu, duotu jūsų protėviams – palaiminti visą pasaulį per žydų tautą. Tai Dievo duotas pažadas Abraomui.
2c031a009f	Kai tik Dievas prikėlė Savo Tarną gyvenimui, Jis pirmiausia pasiuntė Jį jums, Izraelio žmonėms, kad palaimintų jus, apsaugodamas jus nuo nuodėmių.“
2c0401007c	Jiems bekalbant su žmonėmis, priėjo prie jų aukštieji kunigai, šventyklos apsaugos viršininkas ir keletas sadukiejų.
2c04020052	Jie labai pyko, kad Petras su Jonu skelbė, jog Jėzus prisikėlė iš numirusių.
2c04030053	Jie suėmė juos, ir kadangi buvo jau vakaras, įmetė juos nakčiai į kalėjimą.
2c04040082	Bet daugelis žmonių, kurie girdėjo jų žodį, tuo patikėjo. Taip tikinčiųjų skaičius padidėjo iki penkių tūkstančių!
2c04050056	Atsitiko taip, kad kitą dieną žydų tautos vadovų taryba posėdžiavo Jeruzalėje.
2c0406006c	Taip pat čia buvo vyriausias kunigas Anas, Kajafas, Jonas, Aleksandras ir kiti vyriausiojo kunigo giminės.
2c04070085	Abu mokiniai buvo pastatyti prieš juos. „Kieno įkvėpti ir kieno vardu jūs tai padarėte?“ – reikalavo pasiaiškinti taryba.
2c04080062	Tada Petras, kupinas Šventosios Dvasios, jiems atsakė: „Gerbiami tautos vadovai ir vyresnieji,
2c0409005c	jei mus šiandien klausinėjate apie geradarystę luošam žmogui, kaip jis buvo išgydytas,
2c040a00cd	leiskite man jums pranešti, kad tai buvo padaryta Mesijo, Jėzaus iš Nazareto, kurį jūs nukryžiavote, vardu ir galia, nes Dievas Jį prikėlė iš numirusių. Jo dėka šis žmogus čia stovi sveikas!
2c040b008a	Nes Jėzus – Mesijas, kuris minimas Raštuose, bylojančiuose apie akmenį, išmestą kaip nebereikalingą, kuris tapo kertiniu akmeniu.
2c040c0089	Nėra jokio kito išsigelbėjimo. Visame pasaulyje nėra nė vieno kito tokio vardo, kurio galėtų šauktis žmogus ir išsigelbėti.“
2c040d009f	Taryba, matydama Petro ir Jono drąsą, patyrusi, kad tai paprasti beraščiai žmonės, labai nustebo ir aiškiai suprato, ką jiems davė buvimas su Jėzumi!
2c040e005d	O taryba negalėjo abejoti dėl išgydymo, nes išgydytasis stovėjo kaip tik priešais juos.
2c040f003d	Todėl jie liepė visiems pasišalinti, o patys ėmė tartis.
2c041000ad	„Ką mes darysime su šiais žmonėmis? – klausė jie vienas kitą. – Mes negalime paneigti jų padaryto didžiulio stebuklo. Apie jį žino visi, kas yra Jeruzalėje.
2c04110087	Bet galbūt mes galime uždrausti jiems skelbti šią žinią. Mes prisakysime, kad šiukštu neskelbtų ir nemokytų Jėzaus vardu.“
2c0412005e	Tad jie sukvietė vėl visus į vidų ir įsakė jiems daugiau niekada nekalbėti apie Jėzų.
2c0413006c	Tačiau Petras ir Jonas atsakydami tarė: „Spręskite, ar Dievas nori, kad mes klausytume jūsų, o ne Jo!
2c0414008c	Mes negalime nekalbėti apie tuos nuostabius dalykus, kuriuos darė Jėzus, nes patys matėme ir apie juos girdėjome iš Jėzaus lūpų!“
2c041500a4	Tada taryba ir toliau jiems grasino. Pagaliau juos paleido, nes nežinojo, kaip nubausti nesukeliant maišto. Mat visi garbino Dievą už nuostabųjį stebuklą –
2c04160047	keturiasdešimt metų buvęs luošas žmogus taip stebuklingai išgijo!
2c04170075	Kai tik Petras ir Jonas buvo išlaisvinti, jie susirado kitus mokinius ir išpasakojo jiems viską, ką sakė taryba.
2c04180076	Tada visi tikintieji susitelkė šioje maldoje: „Viešpatie, dangaus, žemės, jūros ir viso, kas juose, Kūrėjau!
2c041900c5	Tavo Šventoji Dvasia per mūsų protėvį, tavo tarną karalių Dovydą, kalbėjo: „Kodėl niršta ant Viešpaties pagonys? Kam neišmintingos tautos planuoja sąmokslus prieš Visagalį Dievą?
2c041a0052	Žemės karaliai sukilo į kovą prieš Jį ir prieš pateptąjį Dievo Sūnų!“
2c041b00d6	Štai kas vyksta šiandien šiame mieste. Nes karalius Erodas, valdytojas Pilotas su visais romėnais, taip pat ir Izraelio žmonės yra susivieniję prieš Jėzų, Tavo pateptąjį Sūnų, Tavo Šventąjį Tarną.
2c041c0041	Jie įvykdys tai, ką Tavo išmintinga jėga leis jiems padaryti.
2c041d0068	O dabar, Viešpatie, išgirsk jų grasinimus, suteik saviesiems tarnams didelę drąsą atvirai skelbti,
2c041e0071	siųsk Savo gydančią galią ir teįvyksta nepaprastų dalykų ir stebuklų Tavo Švento Tarno Jėzaus vardu.“
2c041f0094	Jiems pasimeldus, sudrebėjo pastatas, kuriame jie buvo susirinkę, ir visi, prisipildę Šventosios Dvasios, galėjo drąsiai skelbti Dievo Žodį.
2c04200081	Visi tikintieji buvo vienminčiai ir turėjo tarsi vieną širdį, jokios nuosavybės nelaikė sava, viskuo dalinosi tarpusavyje.
2c04210082	Apaštalai sakė įtikinančius pamokslus apie Viešpaties Jėzaus prisikėlimą, ir visi tikintieji buvo nuoširdūs, draugiški.
2c0422009c	Jie nepažino skurdo, nes kurie turėjo žemės sklypus ir namus, juos parduodavo ir gautus pinigus atiduodavo apaštalams, kad jie atiduotų vargstantiems.
2c04240086	Pavyzdžiui, toks buvo Juozapas, apaštalų pramintas Barnabu, „Paguodos sūnum.“ Jis buvo kilęs iš Kipro salos, Levio giminės.
2c04250094	Tai jis buvo vienas iš tų, kuris pardavė savo žemės sklypą, o pardavęs gautus pinigus atnešė apaštalams, kad jie padalintų vargstantiems.
2c05010059	Tačiau vienas žmogus, vardu Ananijas, su savo žmona Sapfyra pardavęs žemės sklypą,
2c05020066	atnešė tik dalį pinigų, tvirtindamas, kad tai buvo visa suma (jo žmona sutiko su šia apgavyste).
2c05030089	Bet Petras pasakė: „Ananijau, šėtonas užvaldė tavo širdį. Kai tu tvirtinai, kad tai visi pinigai, tu melavai Šventajai Dvasiai.
2c050400da	Turtas buvo tavo nuosavybė, ir tu galėjai tvarkyti jį kaip norėjai. Galėjai parduoti ar neparduoti. Ir pardavęs tu galėjai nuspręsti, kiek duoti. Kaip tu galėjai taip padaryti? Tu ne mums melavai, o Dievui.“
2c05050051	Ananijas, išgirdęs tuos žodžius, krito ant grindų ir mirė! Visi išsigando,
2c0506003b	o jaunuoliai pridengė jį paklode, išnešė ir palaidojo.
2c05070058	Maždaug po kokių trijų valandų atėjo jo žmona, kuri nežinojo, kas buvo atsitikę.
2c0508007d	Petras ją paklausė: „Ar jūs pardavėte savo žemę už tokią ir tokią kainą?“ „Taip, už tiek“, – atsakė ji.
2c0509010c	Bet Petras prabilo: „Kaip tu su savo vyru galėjai šitaip sugalvoti? Jūs susimokėte ir norėjote patikrinti, ar Dievas gali žinoti tai, kas iš tikrųjų vyksta? Lauke už durų dar tebėra jaunuoliai, kurie palaidojo tavo vyrą. Jie taip pat ir tave išneš.“
2c050a007d	Bematant ji susmuko ant grindų ir mirė. Atėjo jaunuoliai ir pamatė, kad ji mirus. Išnešė ją ir palaidojo šalia vyro.
2c050b0054	Baimė apėmė visą bažnyčią ir visus kitus, kurie girdėjo, kas buvo atsitikę.
2c050c0070	Tuo tarpu apaštalai nuolat rinkdavosi šventykloje, Saliamono salėje, ir darė dar daug nepaprastų stebuklų.
2c050d004a	Kiti tikintieji nedrįso prie jų prisidėti, nors visi juos labai gerbė.
2c050e0037	Augo būrys vyrų ir moterų, įtikėjusių Viešpatį.
2c050f008a	Sergantieji buvo gabenami į gatves lovose ir ant kilimėlių, kad Petrui einant, bent jo šešėlis kristų ant kai kurių gulinčiųjų.
2c0510007d	Keliavo minios iš Jeruzalės priemiesčių ir nešė ligonius ir piktųjų dvasių apsėstuosius. Visi jie būdavo pagydomi.
2c0511005b	Stiprų pavydą jautė aukščiausias kunigas, jo giminės ir draugai iš sadukiejų tarpo.
2c0512003d	Jie suėmė apaštalus ir įmetė juos į viešą kalėjimą.
2c0513005d	Bet naktį atėjo Viešpaties angelas, atidarė kalėjimo vartus, išvedė pro juos ir tarė:
