2800000005	Matye
2c072c00ad	«Ku syehe, bataara ba bihi báli a ebvulu kii bumpughulu baa ogwihini, bwunu a bu ótumu munde wu áabili kundaa Moyidze, ti agyighili ebvulu mu efaana ki ásuo kundaa nde.
2c072d00b0	Bataara ba bihi bu bakihi kye, básohobo kye mu litumu li Dzodzuwe mu nsie yi ógwi bo Nzaami, ŋa mbihi a ŋa ábyi nde bikaana bibye ŋa mihi mi bo, tee mu matala ma Dabvide.
2c072e005a	Nde ábagha bwehe ŋa busu bu Nzaami ya áluomo muswa wu obagha nzo yi a nzaami a Dzakobe.
2c072f0022	Lo me Salomõ áatwu nzo a nzaami.
2c07300063	Lo Wu Ensoõ-yulu ka aakakala mu manzo ma ótwu myaã mi baara o.» Obo me bu ólyele mubighili ti:
2c07310086	«Yulu lili likubu li me, ya nsie yili nkara a myili mi me. Nki nzo be liitwu me, bu olyele Mfumu, ya ŋa nki ebini me akala aangwumu?
2c07320040	Bunu, ka oli myaã mi me míigyighili bilogho byehene bibye o?»
2c0733009a	«Be lili baara banga a mutswi-mpini, banga a mikolo ngyi ya matswi-nkyihi. Mu matala mwohono, be liikabihi Mufulu a Ngili, be lili ti anga bataara ba be!
2c0734009f	Nki mubighili bataara ba be bágwene omwehẽ kimini? Bo bádzwi ba bátswama oyatwoho nsia a ogya o Wu-a-Nsumu, munde wu liityeghe ya liidzwi be mu matala ma.
2c0735004d	Be ba lígyagha Mikyene mu nzili a bangye-yulu, lo be ka liikasalala mye o.»
2c0736007f	Baara ba mfwunu a ekwuru ki ba-Dzwife bu bagyughu mandagha mamo, bo bábagha nkehe yi alagha ya bákadza myini mu nkooro a nde.
2c07370086	Lo Etiene bu áli wu aalwulu mu Mufulu a Ngili, átala ku yulu ya ámono bunkiri bu Nzaami ya Yiisu mu mukiri ŋa ngo-kwogho e Nzaami.
2c07380071	Nde ályele ti: «Ligyughu! Me ndi mu okamono mayulu bwaha, ya Mwana a mbwuru átemene ŋa ngo-kwogho e Nzaami.»
2c0739006a	Bo bákehe bingubu bi binene, bákyi matswi ma bo, ya mu emvughu bo bwohono bágyighiri mu nyuru a Etiene.
2c073a0087	Bo bápaha nde mu bvulu ya bádzwi nde mu mameẽ. Ya bampughulu básuhu binkuru bi bo ŋa myili mi mumpala mumõ, nkwumu a nde Sawule.
2c073b005d	Mu matala ma bákakaha nde mameẽ, Etiene ákabuono bu: «Mfumu Yiisu, gyagha mufulu a me!»
2c073c008b	Ya bu akunu mabuo ŋa nsie, nde ákehe engubu ti: «Mfumu, Mfumu, sa bo kolokolo mu lisumu li!» Bu alyele obo, ewumu ésughu ya nde ákpi.
2c0801011d	Sawule áli mumõ mu babo ba bámono ti lipfu li Etiene ndagha yi mbwe. Mu etsughu kyini ekye, bámwehẽ Libwunu li Nzaami lili Yerusaleme kimini li lilagha. Ya bo bwohono ba báli mu Libwunu li Nzaami bátsaŋama, bágyene ku Yude ya ku Samari. Yini a bantumu baasyili mu Yerusaleme.
2c08020051	Lo baara banga-a-enzaami kii engaŋma bádzyighi Etiene ya bálili nde ku olagha.
2c08030082	Ya Sawule ákabulutsala Libwunu li nzaami, nde ákabulusomo mu manzo, ákabulusyimi babaghala ya bakaha, ya ákayilo bo mu boloko.
2c08040065	Babo ba bátsaŋama bákabulutsala Nsia yi Mbwe yi a ndagha a Nzaami omo mwohono mu bákabulubara bo.
2c0805005c	Obo me buulu, Filipe ákumunu mu bvulu limõ lili mu Samari, nde ábwi otsala nsia a Kriste.
2c0806008d	Emõ, mampwumu ma baara mákatyeghe matswi mu mandagha ma ókaluo Filipe, ŋa bákagyughu ya bákamono bo bilyimi bii okiŋimi bi ákasa nde.
2c0807009a	Mu engaŋma, mifulu mi mibi milagha mi míli mu baara, míkapala mu okabulukehe mingili. Balagha ba ókpi binama ya banga-a-bipfwumu mu myili bákadzughu.
2c0808003d	Mu obo, baara baba mu bvulu lilo, báli kunsa esee ki elagha.
2c080900f2	Ankoho, áli oli a baghala mumõ mu bvulu lili Samari, nkwumu a nde Simõ. Nde átswama okakala munsa bvulu lilo. Nde áli ngaa-a-mpaana, ya baara baba mu Samari bákakiŋimi mu mi ákagyighili nde. Ya ndeme ákatsimi ti nde mbwuru wu munene.
2c080a00a5	Ya baara bwohono, obaana bakwuru tee bike-bike, bákasa kana mu nde, ya bákalyele ti: «Baghala wu me lileene li Nzaami, li baakalyele ti “Lileene li Linene”.»
2c080b006d	Ya bo bákasa kana mu nde, mu kuulu mana edzighi, nde ákabulugyighili mandagha maa okiŋimi mu mpaana a nde.
2c080c0086	Lo bu basi kana mu Filipe wu ákaluo Nsia yi Mbwe yi a empu e Nzaami ya nkwumu a Yiisu-Kriste, babaghala ya bakaha bákakihi oboghoro.
2c080d0092	Simõ ndeme si ási kana ya báboghoro nde. Nde ákanama Filipe ya ákiŋimi, bu ákabulumono bilyimi ya bimaã bii okiŋimi bi ókabulusa Filipe.
2c080e0078	Bantumu ba básyili ku Yerusaleme bu bagyughu ti basi Samari baakihi ndagha a Nzaami, bágweghe Piere ya Dzã kundaa bo.
2c080f0045	Bu bato oko, básamana mu basi Samari mpaala bagyagha Mufulu a Ngili.
2c08100084	Mu engaŋma, Mufulu a Ngili nkini ali ka ámaabwa mu mbwuru si mumõ mu bo o, yini a oboghoro báboghoro bo mu nkwumu a Mfumu Yiisu.
2c08110057	Oŋo, Piere ya Dzã bánaã bo myaã ŋa yulu a mitswi, ya bo bágyagha Mufulu a Ngili.
2c0812005d	Simõ bu amono ti bantumu bákagwa Mufulu mu onaã myaã ŋa yulu a mutswi, nde ágwi bo nzi,
2c08130082	ya ályele ti: «Ligwa mehe si lileene lilo, mpaala nswe munde wu aanãa me myaã ŋa yulu a mutswi, nde agyagha Mufulu a Ngili.»
2c08140094	Lo Piere ályele kundaa nde ti: «Nyaã we ya nzi a we lipfighili! Mu kuulu we aatsimi ti we kughu oswumu mu nzi ekaba ki ookagwa Nzaami ku o bwunu.
2c08150089	Mu ogyighili otala, we ka li wu a kaba li bihi o, ya we ka li a pfa mu esala ki o. Mu kuulu mukolo a we ka li nsumu ŋa nkulu a Nzaami o.
2c0816007d	Mu obo, gyiŋi mayele mu bubi bu we, ya samana Mfumu, nkini-a-nki bakughu osa we kolokolo mu bitsimi bi biigyi we ŋa mukolo.
2c0817005d	Mu engaŋma, me ndi mu omono ti we li a bubi bubu nkala mu mukolo, ya we li nkana a masumu.»
2c08180071	Simõ ábvuhulu ti: «Be beme lisamana Mfumu mu nkooro a me, mpaala mandagha ma liilyele be manyaã obwa mu me.»
2c081900af	Piere ya Dzã, bu bamana osuo bumpughulu bu Mfumu ya otsala nsia a ndagha a Nde, bábvughuru ku Yerusaleme. Mu nzili, bo bákabulutsala Nsia yi Mbwe mu mala malagha mu Samari.
2c081a00b9	Ngye-yulu a Mfumu ályele kundaa Filipe ti: «Temene, ya gye ku nkolo yi a ku Sude, mu nzili yi aakamara ku Yerusaleme ya yiikakumunu ku Ngadza. Baara ka baafirikaluru mu nzili oyo o.»
2c081b00c8	Bu atemene, nde ágyene. Ankoho, baghala mumõ wu bágwogholo, wu a ku Etyopi, musala wu munene wu a Kandase, mfumu a busini bwohono bu ngasa a basi Etyopi, áli agyi ku Yerusaleme mu oyabuono Nzaami.
2c081c006b	Nde áli ayi mu okabvughuru. Nde ábwi-nsini munsa syare li nde, mu okabulutaã mukaana a mubighili Edzayi.
2c081d0044	Mufulu a Ngili ályele kundaa Filipe ti: «Gye yibagha syare lilo.»
2c081e009e	Bu abara ntyini tee oŋo, Filipe ágyughu nde mu okataã mukaana a mubighili Edzayi, ya nde áfwulu nde ti: «Bunu, we li mu okabaghala mi li mu okataã we?»
2c081f008e	Nde ábvuhulu ti: «Bunu-abo me aambaghala kala ti mbwuru ka gwi me mbaala a mo o?» Ya nde ályele Filipe akumu ya abwa-nsini ŋa bele a nde.
2c082000e8	Etsulu e ndagha a Nzaami ki ákabulutaã nde me ki: «Nde áli ti endoomo ki bali mu okabiri ku ebini ki baakadzwa bibuolo, ya ti anga mwana a endoomo wu gwene a likyi, ŋa nkulu a wu li mu okakye nde mfu, nde ka aadzubulu muŋma o!
2c0821008c	Kunsa okughulu o nde, baasi nde muyala, nde ka aabagha bwuu o, nande akala aabili mu eseene e nde? Mu kuulu baamaha laama li nde ŋa nsie.»
2c0822009b	Musala wu munene wu a Etyopi munde, áfwulu Filipe ti: «Kolokolo a we, lyele me, mubighili mu na ali mu okabili obo? Mu ndeme bwunu we mu mbwuru mukimi?»
2c0823005e	Mu obo, Filipe ábaana mu mi básono mu Mukaana wu a Ngili, áluo nde Nsia yi Mbwe yi a Yiisu.
2c082400a4	Bu bákagye mu nzili, báto ŋa mbughu yi áali a madza, ya Musala wu munene wu a Etyopi ályele ti: «Mono madza moŋo! Emakye eekahaba me mu obagha liboghoro?» [
2c082500bc	Filipe ályele kundaa nde ti: «Kala ti we si kana mu mukolo a we ndehene, we kughu obagha liboghoro». Musala wu munene ábvuhulu ti: «Me ndi a kana ti Yiisu-Kriste li mwana a Nzaami.»]
2c08260050	Nde átehebe syare, bo bansa buolo básughuru mu madza, ya Filipe áboghoro nde.
2c08270094	Bu bapala mu madza, Mufulu a Mfumu ábulubiri Filipe ya musala wu munene wu a Etyopi ka áfirimono nde o. Lo nde ánama bula bu nzili a nde mu esee.
2c08280076	Filipe áyipala ku Adzote mu okabulutsala Nsia yi Mbwe mu mabvulu mwohono ma áluru nde, tee bu áyito nde ku Sedzare.
2c09010069	Mu matala mamo, Sawule wu áakaŋaana odzwa binduono bi Mfumu, áyiluomo kundaa mfumu a bangaa ba nzaami,
2c090200ce	mikaana mimi manzo mama lisamana ma ba-Dzwife mama mu bvulu lili Damase. Oko, kala ti nde mono baara ba baakanama nzili a Mfumu, babaghala bwunu we bakaha, nde akuru bo minkana, ya ayabiri bo ku Yerusaleme.
2c09030074	Bu ákagye mu nzili, nde ábehene ya bvulu lili Damase. Ensihibi, otsyeme ku ófi ku yulu óbwi mu nde ya odzyi nde.
2c09040075	Nde ábwi ŋa nsie, ágyughu likyi li líkalyele nde ti: «Sawule, Sawule, mu emakye we li mu okamwehẽ me kimini?»
2c0905006c	Nde áfwulu ti: «Mfumu, we nande?» Likyi líbvuhulu ti: «Me ndi Yiisu, ngu me we li mu okamwehẽ kimini.
2c0906004e	Lo temene, somo munsa bvulu, ya sa balyele we mandagha mafaana we ogyighili.»
2c09070085	Baara ba bákadzye ya nde, bátemene ya bákwono otsughu ndagha mu nzalamweẽ. Bo bákagyughu likyi, lo ka bákamono wu áakabili o.
2c090800a3	Sawule átemene ya ádzubulu mihi, lo nde ka áfirikamono elogho si emõ o. Baara ba bákagye ya nde, bákwara nde mu kwogho ya básohobo nde mu bvulu lili Damase.
2c09090045	Oko nde ási bitsughu bitere biili nde omono we, odza we ya oŋma we.
2c090a008f	Ku Damase óli a enduono etsyini, nkwumu a nde Ananyase. Mu limono Nzaami áti nde mbili: «Ananyase!» Nde ábvuhulu ti: «Mfumu, me ndindi!»
2c090b00a4	Mfumu ályele kundaa nde ti: «Gye mu munsagha wu baakata ti Wu a Nsumu, ya fwulu munsa nzo a Yuda, baghala wu a nkwumu Sawule musi Tarese. Nde li omo mu okasamana,
2c090c0094	ya mu bantaala, nde aamono baghala mutsyini, nkwumu a nde Ananyase wu áasomo mu nzo ya wu áanaã nde myaã ŋa yulu mutswi mpaala nde afirimono.»
2c090d00a1	Ananyase ábvuhulu ti: «Mfumu, me áakangyughu baara balagha mu okabili mu baghala munde ya mu bubi bwohono bu aakasa nde kundaa baba ngili ba we mu Yerusaleme.
2c090e005f	Ya bamfumu ba bangaa ba nzaami bágwi nde litumu lili osyimi baara bwohono ba baakasamana we.»
2c090f00be	Lo Mfumu ályele ti: «Gye kundaa mbwuru munde, mu kuulu nde li elwee ki aansuolo mu oyitsala Nsia a Nkwumu a me kundaa bikaana bibi gwene osoolo me, kundaa mikogho ya kundaa basi Isarayele.
2c09100049	Me, meme sa nsuo nde mpara yi afaana omono nde mu nkooro a nkwumu a me.»
2c09110103	Ananyase ágyene, ásomo munsa nzo. Ya bu anaã nde myaã ŋa yulu a mutswi, ályele kundaa nde ti: «Sawule, mwana a taara a me, Mfumu gweghe me, Yiisu munde wu aamoŋono kundaa we mu nzili yi aakagya we, mu kuulu we firimono ya we lwulu mu Mufulu a Ngili.»
2c0912008a	Ŋaana oŋo, bilogho bi bifaana ti anga makala ma nswi bíkogholo mu mihi mi nde ya nde ábaana ofirimono. Nde átemene ya báboghoro nde.
2c0913006c	Ya bu amana odza, Sawule ábagha mpini mu nyuru. Sawule áluhu mana bitsughu ya binduono bi Mfumu ku Damase.
2c09140062	Ŋaana oŋo, nde ábwi okabululuo mu manzo mama lisamana ma ba-Dzwife ti: Yiisu li Mwana a Nzaami.
2c091500f6	Baara bwohono ba bákagyughu nde bákakiŋimi ya bákalyele ti: «Ka oli nde wu áakamwehẽ ba baakasamana mu nkwumu a Yiisu kimini ku Yerusaleme o? Ya nde ka aagyi kunu mu osyimi bo ya obiri bo mu binkana kundaa bamfumu ba bangaa ba nzaami o?»
2c09160085	Lo Sawule ákagwama ku oluru, ba-Dzwife baba ku Damase ka bákabagha yi baabili ŋa nkulu a nde o, ya nde ákasuo ti Yiisu me Kriste.
2c09170042	Bitsughu bilagha bu biluru, ba-Dzwife bákuru mfwunu yi odzwa nde.
2c0918006e	Mpyibi ya mwiĩ, bo bákakebe mu miŋma mi ekagha kii bvulu kuulu badzwa nde. Lo Sawule ágyahaba mfwunu a bo.
2c09190067	Mu obo, mu mpyibi, binduono bi Sawule, bílo nde mu nkuru ya bísurulu nde ku ngulu a ekagha kii bvulu.
2c091a0098	Bu ato ku Yerusaleme, Sawule ásagha osomo mu kaba lili binduono, lo bo bwohono báli a nzalamweẽ a nde, ya ka bákasa kana o ti nde áli ayi enduono.
2c091b00cf	Baranabase ábiri nde kundaa bantumu ya ályele bo bu óbwana a Sawule Mfumu mu nzili a Damase, ya bu ábili nde kundaa Sawule. Ya bunu-a-bo, obaana ku Damase, nde ákabili ya kana lwohono mu nkwumu a Yiisu.
2c091c0078	Obaana matala mamo, Sawule ákabulugye mu bibini byehene ya bo mu Yerusaleme, ya ákabulubili mu nkwumu a Mfumu ya kana.
2c091d0059	Nde ákabili ya ákatsoho ya ba-Dzwife ba baakabili Engereke. Lo bo bákasagha odzwa nde.
2c091e0062	Bandughu mu kana bu basoolo ndagha oyo, bábiri nde ku Sedzare, ya oko bo bágweghe nde ku Tarese.
2c091f00cc	Libwunu líli kunsa edzuunu mu bitsulu bi nsie byehene bibi Yude, Ngalile ya Samari. Mu libaha li Mufulu a Ngili, lo líkakulu mu mufulu, líkadzyara kunsa budziri bu Mfumu ya líkakulu mu mutala a baara.
2c09200072	Obo me buulu Piere, wu áakabuludzie mu bitsulu byehene, ákumunu si kundaa baba ngili ba báli mu bula bubu Lida.
2c0921007d	Nde ámono baghala mutsyini wu óneŋene binama. Baghala munde ágyoŋomo ŋa yulu a ekala mu mibvu mpuomo. Nkwumu a nde Ene.
2c09220088	Piere ályele kundaa nde ti: «Ene, Yiisu-Kriste aadzuhu we. Temene, ya fughuru ekala e we weme!» Mu likpa lyini lilo, nde ásaatemene.
2c0923005e	Baara bwohono baba mu Lida ya baba ku elehe kii Syarone bu bamono obo, bo bási kana mu Mfumu.
2c0924009f	Mu bvulu lili Yope, óli a enduono kii mukaha. Nkwumu a nde Tabita, mu Engereke «Dorokase», mbaala ti, «nsa». Nde ákagyighili mi mibwe ya ákabaha bawele.
2c0925006f	Mu bitsughu bibye, nde ábyele ya ákpi. Bu baswagha ebyimi e nde, báyitwulu kye mu ngwumu a nzo yi a ku yulu.
2c092600a6	Buulu Lida áli libehene ya Yope, binduono bigyughu ti Piere áli oŋo, bígweghe babaghala buolo mu oyibiŋini nde ya bíbuono nde ti: «Sa maswa, gya kundaa bihi!»
2c0927010a	Mu maswa Piere ágyene ya bo. Bu ato oko, bo bákuhubu nde ku ngwumu a nzo yi a ku yulu. Bapfiili bwohono ba bakaha bátemene ŋa nkulu a nde ya bábuulu elili, bákasuo nde binkuru bi bila ya binkuru bi baakalaha ŋa yulu bi ókatwu bo Dorokase ŋa aali nde mweẽ.
2c092800e2	Piere ápaha baara bwohono ku mbala, ya bu akunu mabuo mu nsie, nde ábwi osamana. Ŋa mbihi, nde ákaghala ku óli ebyimi ya ályele ti: «Tabita, temene!» Tabita ádzubulu mihi, ya bu amono Piere, nde ásighili ábwi-nsini.
2c09290084	Piere ákwara nde mu kwogho ya átehebe nde. Ŋa nseele, nde áti baba ngili ya bapfiili mbili ya nde ásuo bo Dorokase wu a mweẽ.
2c092a0047	Yope lwohono lígyughu ndagha oyo ya baara balagha bási kana mu Mfumu.
2c092b006a	Piere áluhu bitsughu bilagha ku Yope, mu nzo a Simõ, wu áakasa esala ki okagyighili bibaana bi banyama.
2c0a01008d	Ku bvulu lili Sedzare óli a baghala mutsyini, nkwumu a nde Koroneye, mfumu a mpwumu a bambumbulu nkama, yi baakata ti «mpwumu yi a Itali».
2c0a0200b9	Nde áli mbwuru wu bunsumu ŋa nkulu a Nzaami ya ákagwa nde budziri, emõ ya baara ba nzo a nde bwohono. Nde ákabaha bawele ba ba-Dzwife ku olagha ya ákasamana Nzaami matala mwohono.
2c0a0300ac	Etsughu nga-emõ, mu tala lili matere ŋa mbihi a embehe, nde ágyighili omono mu limono ngye-yulu a Nzaami wu áyasomo mu nzo a nde ya wu áati nde mbili ti: «Koroneye!»
2c0a0400ed	Koroneye bu atala nde ku edzili, ábagha nzalamweẽ ya ábvuhulu nde ndiri: «Mfumu! Nki ndagha?» Ngye-yulu ályele kundaa nde ti: «Nsamana a we ya bikaba bi aakagwa we kundaa bawele, biito kundaa Nzaami, ya nde aalibili mweẽ mu we.
2c0a05005d	Mu matala ma, gweghe bambiŋini ku Yope, buulu bayabiri we Simõ wuulu nkwumu yi obili Piere.
2c0a060077	Nde li mu nzo a Simõ mukimi, munde wu áakasa esala ki okagyighili bibaana bi banyama ya aakakala ku mukogho a mubu.»
2c0a0700be	Mu matala ma ógyene ngye-yulu wu ákabili ya nde, Koroneye áti basala ba nzo a nde buolo mbili ya mbumbulu mumõ wu áali a enzaami kii ngaŋma, wuulu edzighi ákasala kunsa litumu li nde.
2c0a08004b	Ya bu alyele bo mandagha mwohono ma ábwana a nde, nde ágweghe bo ku Yope.
2c0a0900bf	Ŋa mbihi a etsughu ekye, ŋaala bo nkini ali mu okanama bula bu nzili a bo, bo bábehene ya bvulu, ya ku bele a matala mama embehe, Piere ákumu ku yulu a see li nzo lili eyala mu oyisamana.
2c0a0a0064	Lo nzala bu yifuru nde, nde ásagha bi-odza. Mu matala ma bákanaã nde bi-odza, nde ábagha limono.
2c0a0b008e	Nde ámono yulu bwaha: Elogho etsyini ékayakumunu. Kye éli ti anga mupa a eko wu munene wu bákwara mu manto mansa mana wu áyabwa ŋa nsie.
2c0a0c0068	Ŋa yulu a nde óli a banyama baba mawa-mawa: Banyama baba myili mina, ba baakagye mu etulu ya baŋmini.
2c0a0d0040	Ya likyi lílyele kundaa nde ti: «Piere, temene, dzwa ya dza!»
2c0a0e007b	Piere ábvuhulu ti: «Mfumu! Si kala ka bunu! Mu bumweẽ bu me, me nkini ámaandza elogho kii nyara ya ki bási ngili o.»
2c0a0f0077	Likyi líbili kundaa nde mu sa lili ywolo ti: «Bi ootsehebe Nzaami, we, we ka kughu olyele ti bye bili bibi nyara o!»
2c0a100060	Ndagha oyo yímoŋono kundaa nde mansa matere, ya ŋa nseele, elogho ekye ésaabvughuru ku yulu.
2c0a1100c7	Piere ndeme ákasagha obaghala ndagha oyo yi ámono nde, lo nde ka ákakughu o. Mu matala maana mamo, baara ba ógweghe Koroneye, ba bákabulufwulu ku oli nzo a Simõ, báyato ŋa muŋma a nzo a nde.
2c0a120054	Bo báti nde mbili ya báfwulu kala ti Simõ wu baakata ti Piere áli munsa nzo oyo.
2c0a13008f	Piere áli nkini mu okatsimi ndagha yi aamono nde, ya Mufulu a Ngili ályele kundaa nde ti: «Oli a babaghala batere ku ba bali mu okasagha we.
2c0a140058	Mu obo, kumunu lili, bvughu nzili ya bo ku ogwene a okeŋe, mu kuulu, me aangweghe bo.»
2c0a150097	Piere ákumunu, ábvuŋunu ya baara babo. Nde ályele kundaa bo ti: «Me ndindi. Mbwuru wu lili mu okasagha be ngu me. Mu nki ndagha be liiyatala me?»
2c0a160136	Bo bábvuhulu ti: «Koroneye, mfumu a mpwumu a bambumbulu nkama, mbwuru wu a bunsumu, wu aakagwa Nzaami budziri ya wuulu ba-Dzwife bwohono bali a bumpughulu bu bubwe mu nde, aagweghe bihi. Ngye-yulu wu a ngili aasuo kundaa nde ti nde ali faana ota we mbili ku nzo a nde mpaala agyughu mandagha ma aalyele we.»
2c0a170097	Oŋo Piere ágwi bo ebini kii ogyoŋomo. Ŋa mbihi a etsughu ekye, nde ágyene ya bo nzili mo. Ndaama a baara ba bákanama nde mu Yope bágyene ya nde.
2c0a180089	Etsughu etsyini kii byele, bo báyito ku Sedzare. Koroneye wu áakakebe bo, áli ayi áti baara ba dzumu li nde ya bandughu ba nde mbili.
2c0a19007b	Mu matala ma óyito Piere, Koroneye áyibwana a nde ya ákunu mabuo ŋa nsie a myili mi nde mu ogwa nde mboro yi a budziri.
2c0a1a0050	Lo Piere átehebe nde ya ályele ti: «Temene! Buta mehe si yini a mbwuru ndi.»
2c0a1b0059	Nde ásomo munsa nzo mu okabulubili ya nde. Omo, nde ámono baara balagha ba bábvuŋunu,
2c0a1c010f	ya nde ályele kundaa bo ti: «Be ligyighili osoolo ti mu mikyene mi ba-Dzwife, mu-Dzwife ka li a muswa wu osa endughu ya munzyi bwunu we ogyagha nde mu nzo a nde o. Lo kundaa me, Nzaami aayasuo me ti ka lifaana omono ti mbwuru wu li a nyara bwunu we nde aatsumunu ngili.
2c0a1d007e	Me mu obo, we bu aatumu me ngya, me aangyi kwono ku makeŋe osa. Lo mu bu, me ndzyi osoolo mu nki ndagha be liitumu me ngya.»
2c0a1e00e7	Koroneye ágwi nde mvuru yi: «Bitsughu yini a bitere bimaaluru, mu tala lili matere ŋa mbihi a embehe, me aakansamana Nzaami munsa nzo a me. Ensihibi, mbwuru mutsyini wu áalaha binkuru bi bíkasehene, áyamoŋono ŋa nkulu a me,
2c0a1f0082	ya ályele kundaa me ti: “Koroneye! Nzaami aagyughu osamana o we ya nde ka aadzimini bikaba bi aakagwa we kundaa bawele nsimi o.
2c0a2000d1	Me mu obo, gweghe bambiŋini ku Yope mpaala bayabiri we Simõ wuulu nkwumu yi obili Piere. Nde li mu okakala mu nzo a Simõ wu aakasala esala ki okagyighili bibaana bi banyama ya aakakala ku mukogho a mubu.”
2c0a2100cb	Mu maswa, me aangweghe bambiŋini bayagwolo we, ya we aasi bubwe mu ogya kundaa bihi. Mu matala ma, bihi bwohono lili ŋa nkulu a Nzaami mu ogyughu mandagha ma oolyele we Mfumu mu oyatwoho kundaa bihi.»
2c0a220068	Mu obo, Piere átsughu ndagha ya ályele ti: «Mu engaŋma, me aambaghala ti Nzaami ka li a munkabala o,
2c0a230066	ya ti mu bikaana byehene, nde aakakihi nswe munde wu aakagwa nde budziri ya aakasalala bunsumu bu nde.
2c0a240078	Nde ágweghe Ndagha a nde kundaa basi Isarayele, Nsia yi Mbwe yi a edzuunu mu Yiisu-Kriste, wu li Mfumu a baara bwohono.
2c0a250070	Be lisoolo ndagha yi aabwi, nsomo ku Ngalile, ŋa nseele mu Yude lwohono, ŋa mbihi a liboghoro li ókaluo Dzã.
2c0a2600dd	Be lisoolo bunu-a-bo Nzaami ásughu lileene li Mufulu a Ngili mu Yiisu wu a ku Nadzarete. Nde aakabulusa bubwe omo mwohono mu ákaluru nde, nde ákadzuhu bwohono ba ósi dyabulu kunsa bunkana, mu kuulu Nzaami áli ya nde.
2c0a270094	Ya bihi ba lili bampughulu mu esala e nde kyehene mu etsulu e nsie ki ba-Dzwife ya ku Yerusaleme. Munde wu baadzwi bo mu obaŋana ŋa yulu a kuruwa.
2c0a280061	Lo Nzaami aasiili nde ŋa kara li ba bákpi mu etsughu kii bitere, ya aagwi nde muswa mu omoŋono
2c0a2900a9	kundaa bampughulu ba ótswama osuolo Nzaami, kundaa bihi ba liikadza ya liikaŋma ya nde, ŋa mbihi a osighili o nde ŋa kara li ba bápki. Lo ka kundaa baara bwohono o.
2c0a2a00a7	Nde aagwi bihi litumu mu otsala nsia kundaa baara ya mu okala bampughulu ba ndagha yi: Me nde Nzaami aasuolo mu okala nsughu-a-lamana a baara baba mweẽ ya ba bákpi.
2c0a2b0080	Me mu nde mibighili myehene míkabili ti: Nswe munde wu aasa kana mu nde, mu nkwumu a nde, sa abagha kolokolo a masumu ma nde.»
2c0a2c0067	Piere áli nkini mu okabili, Mufulu a Ngili ábwi ŋa yulu a bo bwohono ba bákagyughu ndagha a Nzaami.
2c0a2d0096	Ba-Dzwife ba bákasa kana ba bánama Piere, bákiŋimi mu omono ti ekaba ki Mufulu a Ngili ki oogwi Nzaami, eetsaŋama tee kundaa bikaana bibi banzyi.
2c0a2e0082	Mu kuulu, bo bákagyughu baara ba mu okabili mu mandiŋi ma bagwene osoolo bo ya okasyighi bunene bu Nzaami. Piere áfirilyele ti:
2c0a2f006c	«Baara ba baagyagha Mufulu a Ngili ti anga bihi-a-be, mbwuru kughu okahaba ti ka baboghoro bo mu madza o?»
2c0a300073	Nde ágwi litumu ti baboghoro bo mu nkwumu a Yiisu-Kriste. Ya bo báluomo kundaa nde afiriluhu mana bitsughu ya bo.
2c0b010076	Bantumu ya bandughu mu kana ba báli ku Yude bágyughu ti baara baala ka bali ba-Dzwife o, baakihi si Ndagha a Nzaami.
2c0b02004e	Piere bu akumu ku Yerusaleme, ba-Dzwife ba bási kana mu Yiisu báyakumunu nde
2c0b030061	ya bályele kundaa nde ti: «We aasomo mu nzo a ba bágwene osomo nzo a mbaa, ya we aali ya bo!»
2c0b040041	Obo me buulu Piere ásuo bo mandagha mwohono, bwunu a bu máluru:
2c0b0500d8	«Ŋa aandi me mu bvulu lili Yope, mu matala ma aakansamana me, me ámbagha limono, me áamono elogho éfi ku yulu ya ékayakumunu tee kundaa me. Kye éli ti anga mupa a eko wu munene wu bákwara mu manto mansa mana.
2c0b06008c	Me bu aangyili okehene kye, me aamono banyama ba nsie baba myili mina, banyama baba musuru, ba baakagye mu etulu ya ba baakapuŋumu mu yulu.
2c0b070051	Ya me áangyughu likyi li lílyele kundaa me ti: “Piere temene, dzwa ya dza!”
2c0b080099	Me áambvuhulu ti: “Pele Mfumu! Si kala ka bunu. Mu kuulu mu bumweẽ bu me, elogho kii nyara ya ki bási ngili nkini ka émaasomo mu muŋma a me o.”
2c0b090080	Mu mukubu wu a buolo, likyi lífiribili ku yulu ti: “Elogho ki oosi Nzaami kii tse-tse, we ka lyele o ti kye eli kii nyara!”
2c0b0a0060	Ndagha oyo yímoŋono kundaa me mu mansa matere. Ŋa mbihi oŋo, elogho ekye ébvughuru ku yulu.
2c0b0b0069	Mu matala maana mamo, babaghala batere ba báfi ku Sedzare mu oyagwolo me, báyato ŋa nzo yi líli bihi.
2c0b0c00a8	Mufulu a Ngili ályele me bu: “Gye ya bo, ka keŋe o.” Bandughu mu kana basemene ba baagyi ya me ŋa áli bagyene ya me. Ya bihi bwohono líisomo mu nzo a Koroneye.
2c0b0d00a0	Nde ályele me bu ámono nde ngye-yulu wu áyamoŋono munsa nzo a nde ya ályele nde ti: “Gweghe bambiŋini ku Yope mpaala bayabiri Simõ wu baakata ti Piere.
2c0b0e0040	Nde sa alyele we mandagha ma maabvwuhu we ya nzo a we yohono.”
