0100000006	1 Mose
181d0f003a	Wenn ihr saget: Jehova hat uns in Babel Propheten erweckt,
181d1000e9	ja, so spricht Jehova von dem König, der auf dem Throne Davids sitzt, und von dem ganzen Volke, das in dieser Stadt wohnt, euren Brüdern, welche nicht mit euch in die Gefangenschaft [in die Wegführung, Verbannung] weggezogen sind,
181d1100de	so spricht Jehova der Heerscharen: Siehe, ich sende unter sie das Schwert, den Hunger und die Pest, und will sie machen wie die abscheulichen Feigen, die vor Schlechtigkeit nicht gegessen werden können [Vergl. Kap. 24,8.]
181d120106	Und ich will ihnen nachjagen mit dem Schwerte, mit dem Hunger und mit der Pest; und ich will sie zur Mißhandlung hingeben allen Königreichen der Erde, zum Fluch und zum Entsetzen und zum Gezisch und zum Hohn unter allen Nationen, wohin ich sie vertrieben habe:
181d1300d1	darum, daß sie auf meine Worte nicht gehört haben, spricht Jehova, womit ich meine Knechte, die Propheten, zu ihnen sandte, früh mich aufmachend und sendend. Und auch ihr habt nicht gehört, spricht Jehova.
181d14006d	Ihr nun, höret das Wort Jehovas, ihr Weggeführten alle, die ich von Jerusalem nach Babel weggeschickt habe!
181d15010f	So spricht Jehova der Heerscharen, der Gott Israels, von Ahab, dem Sohne Kolajas, und von Zedekia, dem Sohne Maasejas, die euch Lügen weissagen in meinem Namen: Siehe, ich gebe sie in die Hand Nebukadrezars, des Königs von Babel, damit er sie vor euren Augen erschlage.
181d1600da	Und von ihnen wird ein Fluch entnommen werden seitens aller Weggeführten Judas, die in Babel sind, so daß man sagen wird: Jehova mache dich wie Zedekia und wie Ahab, welche der König von Babel im Feuer braten ließ!
181d170114	Weil sie eine Ruchlosigkeit [Anderswo: Torheit, Gmeinheit] begangen in Israel und Ehebruch getrieben haben mit den Weibern ihrer Nächsten, und in meinem Namen Lügenworte geredet haben, was ich ihnen nicht geboten hatte; und ich, ich weiß es und bin Zeuge, spricht Jehova. -
181d180040	Und zu Schemaja, dem Nechelamiter, sollst du sprechen und sagen:
181d1900e6	So spricht Jehova der Heerscharen, der Gott Israels, und sagt: Weil du in deinem Namen Briefe gesandt hast an alles Volk, das in Jerusalem ist, und an den Priester Zephanja, den Sohn Maasejas, und an alle die Priester, und gesagt:
181d1a00ca	"Jehova hat dich zum Priester gesetzt anstatt des Priesters Jojada, damit Aufseher seien im Hause Jehovas betreffs jedes Rasenden und Weissagenden, damit du ihn in den Stock und in das Halseisen legest.
181d1b0056	Und nun, warum hast du Jeremia, den Anathothiter, nicht gescholten, der euch weissagt?
181d1c00bb	da er ja zu uns nach Babel gesandt und gesagt hat [And. üb.: denn darum hat er gesagt]: Es wird lange dauern; bauet Häuser und bewohnet sie, und pflanzet Gärten und esset ihre Frucht."
181d1d005b	[Und der Priester Zephanja hatte diesen Brief vor den Ohren des Propheten Jeremia gelesen.]
181d1e002d	Und das Wort Jehovas geschah zu Jeremia also:
181d1f00d1	Sende hin zu allen Weggeführten und sprich: Also spricht Jehova von Schemaja, dem Nechelamiter: Weil Schemaja euch geweissagt, und ich ihn doch nicht gesandt habe, und er euch auf Lügen hat vertrauen lassen,
181d20011d	darum spricht Jehova also: Siehe, ich will Schemaja, den Nechelamiter, und seinen Samen heimsuchen: Er soll niemanden haben, der inmitten dieses Volkes wohne, und er soll das Gute nicht sehen, welches ich meinem Volke tun werde, spricht Jehova; denn er hat Abfall geredet wider Jehova.
181e01003e	Das Wort, welches von seiten Jehovas zu Jeremia geschah, also:
181e020071	So spricht Jehova, der Gott Israels, und sagt: Schreibe dir alle Worte, die ich zu dir geredet habe, in ein Buch.
181e0300eb	Denn siehe, Tage kommen, spricht Jehova, da ich die Gefangenschaft meines Volkes Israel und Juda wenden werde, spricht Jehova; und ich werde sie in das Land zurückbringen, welches ich ihren Vätern gegeben habe, damit sie es besitzen.
181e04004f	Und dies sind die Worte, welche Jehova über Israel und über Juda geredet hat.
181e050064	Denn so spricht Jehova: Eine Stimme des Schreckens haben wir gehört; da ist Furcht und kein Friede.
181e0600c3	Fraget doch und sehet, ob ein Mann [Eig. ein Männliches] gebiert? Warum sehe ich eines jeden Mannes Hände auf seinen Lenden, einer Gebärenden gleich, und jedes Angesicht in Blässe verwandelt?
181e070081	Wehe! denn groß ist jener Tag, ohnegleichen, und es ist eine Zeit der Drangsal für Jakob; doch wird er aus ihr gerettet werden.
181e0800d9	Denn es wird geschehen an jenem Tage, spricht Jehova der Heerscharen, daß ich sein Joch von deinem Halse zerbrechen und deine Fesseln zerreißen werde, und Fremde sollen ihn [d. i. Jakob] nicht mehr dienstbar machen;
181e090063	sondern sie werden Jehova, ihrem Gott, dienen und ihrem König David, den ich ihnen erwecken werde.
181e0a0133	Und du, fürchte dich nicht, mein Knecht Jakob, spricht Jehova, und erschrick nicht, Israel! denn siehe, ich will dich retten aus der Ferne und deine Nachkommen [Eig. deinen Samen] aus dem Lande ihrer Gefangenschaft; und Jakob wird zurückkehren und ruhig und sicher sein, und niemand wird ihn aufschrecken.
181e0b0112	Denn ich bin mit dir, spricht Jehova, um dich zu retten. Denn ich werde den Garaus machen allen [Eig. unter allen] Nationen, wohin ich dich zerstreut habe; nur dir werde ich nicht den Garaus machen, sondern dich nach Gebühr züchtigen und dich keineswegs ungestraft lassen.
181e0c006a	Denn so spricht Jehova: Deine Wunde ist unheilbar, schmerzlich [O. gefährlich, tödlich] ist dein Schlag;
181e0d006d	niemand führt deine Streitsache, für das Geschwür gibt es kein Heilmittel, da ist kein Pflaster für dich!
181e0e0101	Alle deine Buhlen haben dich vergessen, sie fragen nicht nach dir. Denn ich habe dich geschlagen mit dem Schlage eines Feindes, mit grausamer Züchtigung, um der Größe deiner Ungerechtigkeit [O. Missetat, Schuld] willen, weil deine Sünden zahlreich sind.
181e0f00b0	Was schreist du über deine Wunde, daß dein Schmerz unheilbar ist? Um der Größe deiner Ungerechtigkeit willen, weil deine Sünden zahlreich sind, habe ich dir solches getan.
181e1000e8	Darum sollen alle, die dich fressen, gefressen werden, und alle deine Bedränger sollen insgesamt in die Gefangenschaft gehen; und deine Berauber sollen zum Raube werden, und alle deine Plünderer werde ich zur Plünderung hingeben.
181e1100ab	Denn ich will dir einen Verband anlegen und dich von deinen Schlägen heilen, spricht Jehova, weil man dich eine Verstoßene nennt: "Das ist Zion, nach der niemand fragt!"
181e1200df	So spricht Jehova: Siehe, ich will die Gefangenschaft der Zelte Jakobs wenden, und seiner Wohnungen will ich mich erbarmen. Und die Stadt wird auf ihrem Hügel wieder erbaut, und der Palast nach seiner Weise bewohnt werden;
181e1300d5	und Lobgesang und die Stimme der Spielenden [O. Tanzenden] wird von ihnen ausgehen. Und ich will sie mehren, und sie werden sich nicht mindern; und ich will sie herrlich machen, und sie werden nicht gering werden.
181e140084	Und seine Söhne werden sein wie ehedem, und seine Gemeinde wird vor mir feststehen; und alle seine Bedrücker werde ich heimsuchen.
181e1500e4	Und sein Herrlicher wird aus ihm sein, und sein Herrscher aus seiner Mitte hervorgehen; und ich will ihn herzutreten lassen, daß er mir nahe; denn wer ist es wohl, der sein Herz verpfändete, um zu mir zu nahen? spricht Jehova.
181e160037	Und ihr werdet mein Volk, und ich werde euer Gott sein.
181e17008d	Siehe, ein Sturmwind Jehovas, ein Grimm ist ausgegangen, ein sausender Sturmwind; er wird sich herniederwälzen auf den Kopf der Gesetzlosen.
181e1800a7	Nicht wenden wird sich die Glut des Zornes Jehovas, bis er getan und bis er ausgeführt hat die Gedanken seines Herzens. Am Ende der Tage werdet ihr dessen innewerden.
181f010071	In jener Zeit, spricht Jehova, werde ich der Gott aller Geschlechter Israels sein, und sie werden mein Volk sein.
181f0200a0	So spricht Jehova: Das Volk der dem Schwerte Entronnenen hat Gnade gefunden in der Wüste. Ich will gehen, um Israel [Eig. um es, Israel] zur Ruhe zu bringen. -
181f030082	Jehova ist mir von ferne erschienen: Ja, mit ewiger Liebe habe ich dich geliebt; darum habe ich dir fortdauern lassen meine Güte.
181f0400a5	Ich will dich wieder bauen, und du wirst gebaut werden, Jungfrau Israel! Du wirst dich wieder mit deinen Tamburinen schmücken und ausziehen im Reigen der Tanzenden.
181f05008d	Du wirst wieder Weinberge pflanzen auf den Bergen Samarias; die Pflanzer werden pflanzen und genießen [Eig. entweihen; vergl. 5. Mose 20,6.]
181f06009c	Denn ein Tag wird sein, da die Wächter auf dem Gebirge Ephraim rufen werden: Machet euch auf und lasset uns nach Zion hinaufziehen zu Jehova, unserem Gott!
181f0700d2	Denn so spricht Jehova: Jubelt über Jakob mit Freuden und jauchzet an der Spitze [O. über das Haupt; vergl. Amos 6,1] der Nationen! Lobsinget laut und sprechet: Rette dein Volk, Jehova, den Überrest Israels!
181f0800d6	Siehe, ich bringe sie aus dem Lande des Nordens und sammle sie von dem äußersten Ende der Erde, unter ihnen Blinde und Lahme, Schwangere und Gebärende allzumal; in großer Versammlung kehren sie hierher zurück.
181f0900e0	Mit Weinen kommen sie, und unter Flehen leite ich sie; ich führe sie zu Wasserbächen auf einem ebenen Wege, auf dem sie nicht straucheln werden. Denn ich bin Israel zum Vater geworden, und Ephraim ist mein Erstgeborener. -
181f0a00b1	Höret das Wort Jehovas, ihr Nationen, und meldet es auf den fernen Inseln und sprechet: Der Israel zerstreut hat, wird es wieder sammeln und es hüten wie ein Hirt seine Herde.
181f0b0062	Denn Jehova hat Jakob losgekauft und hat ihn erlöst aus der Hand dessen, der stärker war als er.
181f0c0110	Und sie werden kommen und jubeln auf der Höhe Zions, und herbeiströmen zu den Gütern Jehovas: zum Korn und zum Most und zum Öl und zu den jungen Schafen und Rindern; und ihre Seele wird sein wie ein bewässerter Garten, und sie werden hinfort nicht mehr verschmachten.
181f0d0101	Dann wird die Jungfrau sich freuen im Reigen, und Jünglinge und Greise allzumal; und ich will ihre Trauer in Freude verwandeln und sie trösten, und will sie erfreuen, indem ich sie von ihrem Kummer befreie [Eig. will sie erfreuen aus ihrem Kummer heraus.]
181f0e0078	Und ich will die Seele der Priester laben mit Fett, und mein Volk wird sich an meinen Gütern sättigen, spricht Jehova.
181f0f00ec	So spricht Jehova: Eine Stimme wird in Rama gehört, Wehklage, bitteres Weinen. Rahel beweint ihre Kinder; sie will sich nicht trösten lassen [Eig. sie weigert sich, sich trösten zu lassen] über ihre Kinder, weil sie nicht mehr sind.
181f1000c2	So spricht Jehova: Halte deine Stimme zurück vom Weinen und deine Augen von Tränen; denn es gibt Lohn für deine Arbeit, spricht Jehova, und sie werden aus dem Lande des Feindes zurückkehren;
181f11007b	und Hoffnung ist da für dein Ende [O. deine Zukunft,] spricht Jehova, und deine Kinder werden in ihr Gebiet zurückkehren.
181f1200ca	Wohl habe ich Ephraim klagen hören: Du hast mich gezüchtigt, und ich bin gezüchtigt worden wie ein nicht ans Joch gewöhntes Kalb; bekehre mich, daß ich mich bekehre, denn du bist Jehova, mein Gott.
181f130116	Denn nach meiner Umkehr [O. meiner Bekehrung] empfinde ich Reue, und nachdem ich zur Erkenntnis gebracht worden bin [Eig. nachdem ich gewitzigt bin,] schlage ich mich auf die Lenden. Ich schäme mich und bin auch zu Schanden geworden, denn ich trage die Schmach meiner Jugend. -
181f1400ec	Ist mir Ephraim ein teurer Sohn oder ein Kind der Wonne? Denn sooft ich auch wider ihn geredet habe, gedenke ich seiner doch immer wieder. Darum ist mein Innerstes um ihn erregt; ich will mich gewißlich seiner erbarmen, spricht Jehova.
181f1500b0	Richte dir Wegweiser auf, setze dir Stangen, richte dein Herz auf die Straße, auf den Weg, den du gegangen bist! Kehre um, Jungfrau Israel, kehre um zu diesen deinen Städten!
181f160097	Wie lange willst du dich hin und her wenden, du abtrünnige Tochter? Denn Jehova hat ein Neues geschaffen auf der Erde: Das Weib wird den Mann umgeben.
181f1700eb	So spricht Jehova der Heerscharen, der Gott Israels: Dieses Wort wird man noch sprechen im Lande Juda und in seinen Städten, wenn ich ihre Gefangenschaft wenden werde: Jehova segne dich, du Wohnung der Gerechtigkeit, du heiliger Berg!
181f18006b	Und Juda und alle seine Städte werden allzumal darin wohnen, Ackerleute und die mit der Herde umherziehen.
181f19006d	Denn ich habe die lechzende Seele reichlich getränkt und jede schmachtende Seele gesättigt [Eig. gefüllt.]
181f1a003d	Darüber erwachte ich und sah, und mein Schlaf war mir süß.
181f1b0085	Siehe, Tage kommen, spricht Jehova, da ich das Haus Israel und das Haus Juda besäen werde mit Samen von Menschen und Samen von Vieh.
181f1c00dc	Und es wird geschehen, wie ich über sie gewacht habe, um auszureißen und abzubrechen und niederzureißen und zu zerstören und zu verderben, also werde ich über sie wachen, um zu bauen und zu pflanzen, spricht Jehova.
181f1d007d	In jenen Tagen wird man nicht mehr sagen: Die Väter haben Herlinge gegessen, und die Zähne der Söhne sind stumpf geworden;
181f1e0078	sondern ein jeder wird für seine Missetat sterben: Jeder Mensch, der Herlinge ißt, dessen Zähne sollen stumpf werden.
181f1f0075	Siehe, Tage kommen, spricht Jehova, da ich mit dem Hause Israel und mit dem Hause Juda einen neuen Bund machen werde:
181f2000fc	nicht wie der Bund, den ich mit ihren Vätern gemacht habe an dem Tage, da ich sie bei der Hand faßte, um sie aus dem Lande Ägypten herauszuführen, welchen meinen Bund sie gebrochen haben; und doch hatte ich mich mit ihnen vermählt, spricht Jehova.
181f2100ed	Sondern dies ist der Bund, den ich mit dem Hause Israel machen werde nach jenen Tagen, spricht Jehova: Ich werde mein Gesetz in ihr Inneres legen und werde es auf ihr Herz schreiben; und ich werde ihr Gott, und sie werden mein Volk sein.
181f220123	Und sie werden nicht mehr ein jeder seinen Nächsten und ein jeder seinen Bruder lehren und sprechen: Erkennet Jehova! denn sie alle werden mich erkennen von ihrem Kleinsten bis zu ihrem Größten, spricht Jehova. Denn ich werde ihre Missetat vergeben und ihrer Sünde nicht mehr gedenken. -
181f2300d3	So spricht Jehova, der die Sonne gesetzt hat zum Lichte bei Tage, die Ordnungen des Mondes und der Sterne zum Lichte bei Nacht, der das Meer erregt, und seine Wogen brausen, Jehova der Heerscharen ist sein Name:
181f2400b5	Wenn diese Ordnungen vor [Eig. von vor] meinem Angesicht weichen werden, spricht Jehova, so soll auch der Same Israels aufhören, eine Nation zu sein vor meinem Angesicht alle Tage.
181f2500db	So spricht Jehova: Wenn die Himmel oben gemessen, und die Grundfesten der Erde unten erforscht werden können, so will ich auch den ganzen Samen Israels verwerfen wegen alles dessen, was sie getan haben, spricht Jehova.
181f260073	Siehe, Tage kommen, spricht Jehova, da diese Stadt dem Jehova gebaut werden wird vom Turme Hananel bis zum Ecktore.
181f270066	Und die Meßschnur wird weiter fortlaufen geradeaus über den Hügel Gareb, und sich nach Goah wenden.
181f2800dc	Und das ganze Tal der Leichen und der Asche, und alles Gefilde bis zum Bache [O. Tale] Kidron, bis zur Ecke des Roßtores gegen Osten, wird Jehova heilig sein; es soll nicht ausgerottet noch zerstört werden in Ewigkeit.
182001009b	Das Wort, welches von seiten Jehovas zu Jeremia geschah im zehnten Jahre Zedekias, des Königs von Juda; dieses Jahr war das achtzehnte Jahr Nebukadnezars.
18200200a0	Und das Heer des Königs von Babel belagerte damals Jerusalem. Und der Prophet Jeremia war im Gefängnishofe eingesperrt, der im Hause des Königs von Juda ist;
18200300ce	denn Zedekia, der König von Juda, hatte ihn eingesperrt und gesagt: "Warum weissagst du und sprichst: So spricht Jehova: Siehe, ich gebe diese Stadt in die Hand des Königs von Babel, daß er sie einnehme;
18200400e9	und Zedekia, der König von Juda, wird der Hand der Chaldäer nicht entrinnen, sondern gewißlich in die Hand des Königs von Babel gegeben werden; und sein Mund wird mit dessen Munde reden, und seine Augen werden dessen Augen sehen;
18200500cb	und er wird Zedekia nach Babel führen, und daselbst wird er sein, bis ich mich seiner annehme [Vergl. Kap. 34,3-5,] spricht Jehova. Wenn ihr mit den Chaldäern streitet, so wird es euch nicht gelingen?"
182006003f	Und Jeremia sprach: Das Wort Jehovas ist zu mir geschehen also:
18200700ab	Siehe, Hanamel, der Sohn Schallums, deines Oheims, wird zu dir kommen und sagen: Kaufe dir mein Feld, das zu Anathoth ist; denn du hast das Lösungsrecht, um es zu kaufen.
1820080139	Und Hanamel, der Sohn meines Oheims, kam zu mir, nach dem Worte Jehovas, in den Gefängnishof und sprach zu mir: Kaufe doch mein Feld, das zu Anathoth im Lande Benjamin ist, denn du hast das Erbrecht [Eig. das Eigentumsrecht,] und du hast die Lösung; kaufe es dir. Und ich erkannte, daß es das Wort Jehovas war.
1820090084	Und ich kaufte von Hanamel, dem Sohne meines Oheims, das Feld, das zu Anathoth ist, und wog ihm das Geld dar: siebzehn Sekel Silber.
18200a0086	Und ich schrieb einen Kaufbrief [W. schrieb in den Brief] und versiegelte ihn und nahm Zeugen, und ich wog das Geld auf der Waage dar.
18200b0069	Und ich nahm den Kaufbrief, den versiegelten: die Festsetzung und die Bestimmungen, und auch den offenen;
18200c00f4	und ich gab den Kaufbrief Baruk, dem Sohne Nerijas, des Sohnes Machsejas, vor den Augen Hanamels, meines Vetters, und vor den Augen der Zeugen, welche den Kaufbrief unterschrieben hatten, vor den Augen aller Juden, die im Gefängnishofe saßen.
18200d0030	Und ich befahl Baruk vor ihren Augen und sprach:
18200e00df	So spricht Jehova der Heerscharen, der Gott Israels: Nimm diese Briefe, diesen Kaufbrief, sowohl den versiegelten als auch diesen offenen Brief, und lege sie in ein irdenes Gefäß, auf daß sie viele Tage erhalten bleiben.
18200f008d	Denn so spricht Jehova der Heerscharen, der Gott Israels: Es werden wiederum Häuser und Felder und Weinberge in diesem Lande gekauft werden.
1820100067	Und nachdem ich Baruk, dem Sohne Nerijas, den Kaufbrief gegeben hatte, betete ich zu Jehova und sprach:
18201100b1	Ach, Herr, Jehova! Siehe, du hast die Himmel und die Erde gemacht durch deine große Kraft und durch deinen ausgestreckten Arm: kein Ding ist dir unmöglich [Eig. zu wunderbar;]
18201200d3	der du Güte übst an Tausenden, und die Ungerechtigkeit [O. Missetat, Schuld] der Väter vergiltst in den Busen ihrer Kinder nach ihnen; du großer, mächtiger Gott [El,] dessen Name Jehova der Heerscharen ist,
18201300b2	groß an Rat und mächtig an Tat; du, dessen Augen über alle Wege der Menschenkinder offen sind, um einem jeden zu geben nach seinen Wegen und nach der Frucht seiner Handlungen;
18201400b5	der du Zeichen und Wunder getan im Lande Ägypten und bis auf diesen Tag, sowohl an Israel als auch an anderen Menschen, und dir einen Namen gemacht hast, wie es an diesem Tage ist.
18201500a9	Und du hast dein Volk Israel aus dem Lande Ägypten herausgeführt mit Zeichen und mit Wundern und mit starker Hand und mit ausgestrecktem Arm und mit großem Schrecken;
182016008a	und hast ihnen dieses Land gegeben, welches du ihren Vätern geschworen hattest ihnen zu geben, ein Land, das von Milch und Honig fließt.
182017010a	Und sie sind hineingekommen und haben es in Besitz genommen; aber sie hörten nicht auf deine Stimme und wandelten nicht in deinem Gesetz: sie haben nichts getan von allem, was du ihnen zu tun geboten hattest. Da hast du ihnen all dieses Unglück widerfahren lassen.
1820180104	Siehe, die Wälle reichen bis an die Stadt, um sie einzunehmen; und durch das Schwert und den Hunger und durch die Pest ist die Stadt in die Hand der Chaldäer gegeben, welche wider sie streiten. Und was du geredet hast, ist geschehen; und siehe, du siehst es.
1820190098	Und doch hast du zu mir gesprochen, Herr, Jehova: Kaufe dir das Feld für Geld und nimm Zeugen; -und die Stadt ist ja in die Hand der Chaldäer gegeben!
18201a002d	Und das Wort Jehovas geschah zu Jeremia also:
18201b0070	Siehe, ich bin Jehova, der Gott alles Fleisches; sollte mir irgend ein Ding unmöglich [Eig. zu wunderbar] sein?
18201c009b	Darum, so spricht Jehova: Siehe, ich gebe diese Stadt in die Hand der Chaldäer und in die Hand Nebukadrezars, des Königs von Babel, daß er sie einnehme.
18201d0108	Und die Chaldäer, die wider diese Stadt streiten, werden hineinkommen und werden diese Stadt mit Feuer anzünden und sie verbrennen, samt den Häusern, auf deren Dächern sie dem Baal geräuchert und anderen Göttern Trankopfer gespendet haben, um mich zu reizen.
18201e00c3	Denn die Kinder Israel und die Kinder Juda taten von ihrer Jugend an nur, was böse ist in meinen Augen; denn die Kinder Israel haben mich nur gereizt durch das Werk ihrer Hände, spricht Jehova.
18201f00b4	Denn zu meinem Zorne und zu meinem Grimme ist mir diese Stadt gewesen von dem Tage an, da man sie gebaut hat, bis auf diesen Tag, auf daß ich sie von meinem Angesicht hinwegtäte:
18202000e3	Wegen all der Bosheit der Kinder Israel und der Kinder Juda, die sie verübt haben, um mich zu reizen, sie, ihre Könige, ihre Fürsten, ihre Priester und ihre Propheten, und die Männer von Juda und die Bewohner von Jerusalem.
18202100af	Und sie haben mir den Rücken zugekehrt und nicht das Angesicht. Und ob ich sie auch lehrte, früh mich aufmachend und lehrend, so hörten sie doch nicht, um Zucht anzunehmen.
1820220070	Und sie haben ihre Scheusale in das Haus gesetzt, welches nach meinem Namen genannt ist, um es zu verunreinigen.
182023012f	Und sie haben die Höhen des Baal gebaut, welche im Tale des Sohnes Hinnoms sind, um ihre Söhne und ihre Töchter dem Moloch [Eig. Molech] durch das Feuer gehen zu lassen, -was ich nicht geboten habe und mir nicht in den Sinn gekommen ist-um diesen Greuel zu verüben, damit sie Juda sündigen machten.
18202400cf	Und darum spricht Jehova, der Gott Israels, nun also betreffs dieser Stadt, von welcher ihr saget: sie ist in die Hand des Königs von Babel gegeben durch das Schwert und durch den Hunger und durch die Pest:
18202500f6	Siehe, ich werde sie aus all den Ländern sammeln, wohin ich sie vertrieben haben werde in meinem Zorn und in meinem Grimm, und in großer Entrüstung [Eig. Wut;] und ich werde sie an diesen Ort zurückbringen und sie in Sicherheit wohnen lassen.
1820260036	Und sie werden mein Volk, und ich werde ihr Gott sein.
1820270083	Und ich werde ihnen ein Herz und einen Weg geben, damit sie mich fürchten alle Tage, ihnen und ihren Kindern nach ihnen zum Guten.
18202800e5	Und ich werde einen ewigen Bund mit ihnen machen, daß ich nicht von ihnen lassen [W. mich nicht hinter ihnen zurückziehen] werde, ihnen wohlzutun; und ich werde meine Furcht in ihr Herz legen, damit sie nicht von mir abweichen.
18202900a9	Und ich werde mich über sie freuen, ihnen wohlzutun, und werde sie in diesem Lande pflanzen in Wahrheit [O. Treue] mit meinem ganzen Herzen und mit meiner ganzen Seele.
18202a00a7	Denn so spricht Jehova: Gleichwie ich über dieses Volk all dieses große Unglück gebracht habe, also will ich über sie all das Gute bringen, das ich über sie rede.
18202b009f	Und es sollen Felder gekauft werden in diesem Lande, von welchem ihr saget: Es ist öde, ohne Menschen und ohne Vieh, es ist in die Hand der Chaldäer gegeben.
18202c0174	Man wird Felder um Geld kaufen und Kaufbriefe schreiben [W. und in den Brief schreiben] und sie versiegeln und Zeugen nehmen im Lande Benjamin und in den Umgebungen von Jerusalem und in den Städten Judas, sowohl in den Städten des Gebirges als auch in den Städten der Niederung und in den Städten des Südens. Denn ich werde ihre Gefangenschaft wenden, spricht Jehova.
182101006c	Und das Wort Jehovas geschah zum zweiten Male zu Jeremia, als er noch im Gefängnishofe verhaftet war, also:
1821020063	So spricht Jehova, der es tut, Jehova, der es bildet, um es zu verwirklichen, Jehova ist sein Name:
1821030071	Rufe zu mir, und ich will dir antworten und will dir große und unerreichbare Dinge kundtun, die du nicht weißt.
18210400b8	Denn so spricht Jehova, der Gott Israels, über die Häuser dieser Stadt und über die Häuser der Könige von Juda, welche abgebrochen werden wegen der Wälle und wegen des Schwertes;
1821050128	indem man kommt [O. und über die, welche kommen,] um gegen die Chaldäer zu streiten und die Häuser [W. sie] mit den Leichnamen der Menschen zu füllen, welche ich in meinem Zorn und in meinem Grimm geschlagen, und um all deren Bosheit willen ich mein Angesicht vor dieser Stadt verborgen habe:
18210600ab	Siehe, ich will ihr einen Verband anlegen und Heilung bringen und sie heilen, und ich will ihnen eine Fülle von Frieden [O. Wohlfahrt] und Wahrheit [O. Treue] offenbaren.
1821070070	Und ich werde die Gefangenschaft Judas und die Gefangenschaft Israels wenden, und werde sie bauen wie im Anfang.
18210800da	Und ich werde sie reinigen von all ihrer Ungerechtigkeit, womit sie gegen mich gesündigt haben; und ich werde alle ihre Missetaten vergeben, womit sie gegen mich gesündigt haben und womit sie von mir abgefallen sind.
182109015a	Und sie [d. i. Jerusalem] soll mir zum Freudennamen, zum Ruhm und zum Schmuck sein bei allen Nationen der Erde, welche all das Gute hören werden, das ich ihnen tue. Und sie werden zittern und beben [Vergl. Jes. 60,5; Hos. 3,5] über all das Gute und über all den Frieden, den [O. die Wohlfahrt die] ich ihr [d. i. Jerusalem] angedeihen lasse. -
18210a00fd	So spricht Jehova: An diesem Orte, von dem ihr saget: "Er ist verödet, ohne Menschen und ohne Vieh", in den Städten Judas und auf den Straßen Jerusalems, die verwüstet sind, ohne Menschen und ohne Bewohner und ohne Vieh, wird wiederum gehört werden
18210b017f	die Stimme der Wonne und die Stimme der Freude, die Stimme des Bräutigams und die Stimme der Braut, die Stimme derer, welche sagen: Lobet [O. Danket] Jehova der Heerscharen, denn Jehova ist gütig, denn seine Güte währt ewiglich! die Stimme derer, welche Lob [O. Dank] in das Haus Jehovas bringen. Denn ich werde die Gefangenschaft des Landes wenden wie im Anfang, spricht Jehova.
18210c00dd	So spricht Jehova der Heerscharen: An diesem Orte, der verödet ist, ohne Menschen und ohne Vieh, und in allen seinen Städten wird wiederum eine Wohnung sein für die Hirten, welche Herden [Eig. Kleinvieh] lagern lassen.
18210d010a	In den Städten des Gebirges, in den Städten der Niederung und in den Städten des Südens, und im Lande Benjamin und in den Umgebungen von Jerusalem und in den Städten Judas werden wiederum die Herden unter den Händen des Zählers vorüberziehen, spricht Jehova.
18210e0091	Siehe, Tage kommen, spricht Jehova, da ich das gute Wort erfüllen werde, welches ich über das Haus Israel und über das Haus Juda geredet habe.
18210f009e	In jenen Tagen und zu jener Zeit werde ich dem David einen Sproß der Gerechtigkeit hervorsprossen lassen, und er wird Recht und Gerechtigkeit üben im Lande.
18211000cf	In jenen Tagen wird Juda gerettet werden und Jerusalem in Sicherheit wohnen; und dies wird der Name sein, mit welchem man es [d. i. Jerusalem] benennen wird: Jehova, unsere Gerechtigkeit. [H. Jahwe-Tsidkenu]
1821110070	Denn so spricht Jehova: Nie soll es dem David an einem Manne fehlen, der auf dem Throne des Hauses Israel sitze.
18211200a0	Und den Priestern, den Leviten, soll es nie an einem Manne vor mir fehlen, der Brandopfer opfere und Speisopfer anzünde und Schlachtopfer zurichte alle Tage. -
182113002d	Und das Wort Jehovas geschah zu Jeremia also:
18211400a3	So spricht Jehova: Wenn ihr meinen Bund betreffs des Tages und meinen Bund betreffs der Nacht brechen könnt, so daß Tag und Nacht nicht mehr seien zu ihrer Zeit,
18211500b6	so wird auch mein Bund mit meinem Knechte David gebrochen werden, daß er keinen Sohn habe, der auf seinem Throne König sei, und auch mit den Leviten, den Priestern, meinen Dienern.
18211600b7	Wie das Heer des Himmels nicht gezählt und der Sand des Meeres nicht gemessen werden kann, also werde ich den Samen Davids, meines Knechtes, und die Leviten mehren, die mir dienen. -
182117002d	Und das Wort Jehovas geschah zu Jeremia also:
18211800ea	Hast du nicht gesehen, was dieses Volk redet, indem es spricht: "Die zwei Geschlechter [Israel und Juda,] welche Jehova erwählt hatte, die hat er verworfen"? Und so verachten sie mein Volk, so daß es vor ihnen keine Nation mehr ist.
1821190099	So spricht Jehova: Wenn nicht mein Bund betreffs des Tages und der Nacht besteht, wenn ich nicht die Ordnungen des Himmels und der Erde festgesetzt habe,
18211a00ef	so werde ich auch den Samen Jakobs und Davids, meines Knechtes, verwerfen, daß ich nicht mehr von seinem Samen Herrscher nehme über den Samen Abrahams, Isaaks und Jakobs. Denn ich werde ihre Gefangenschaft wenden und mich ihrer erbarmen.
