2a00000004	Luke
2c0a2a00d5	Yesusue kasikina sinie asinaku kuna uteinuku xuiapu ipaki kanikinukua, ‘Yesusu apu paiya xumoteneai apu nikau kuna iyesete, ekinikioma puroteneai apu nikau kuna iyesete, wopina apu Xoiteue tumoretai xepinuku.’
2c0a2b00a8	Nue kakepina sainaure, xokupa kunatureturei ipaki kunauneri, mua apu wenumurei kireni, Xoiteue xokupa apue nure xonikisuwoteneaipo xunu weterinikepina xeneai,” xetai.
2c0a2c0063	Pitae kuna uteiwatia, Xoiteupo Supo Youyae xokupa xuiapue purineri kuna iyeseteneai xosaniki kotai.
2c0a2d0126	Yutapu Yesusupo tataiwopie Pita xeika koteneaie xuiapue xetaxetau kuna irae lirauneri Xoiteupo wenumu xouroreri, ureuwei ipaki kunauneri, “Xekoa. Xoiteue nupo Supo Youya xetau xuiapu teu rania aini tinikerina xiyeri xapa tepu xuweurouna sapi tinikina xeteneai.” Kakeri, Pitae ipaki kunauna,
2c0a2f008c	“Mua xuimi apimie siko sie Xoiteupo Supo Youya tieineri. Pa xati sini Yesusupo wenumurei ene iserinikepua yue taiyerisikepinana?” xetai.
2c0a3000a9	Kakeri Pitae pa xuiapu ipaki kanikina, “Tini Yesusu Kristusu wenumurei ene isakuai,” niketai. Nini ene isieineria, Pitae kireu asau pani purianikepinaure kawoteneai.
2c0b0100aa	Yesusupo tianutianuwopi teu xeika xuimiapimi xonikisuwoteneai xeikae Yutia Tistriki purixanauwoteneaie, xetau xuimiapimie rania Xoiteupo kuna teteneaire kuna iyeseteneai.
2c0b020070	Pitae Yerusalemu xowotai yause xosa, Yesusupo tataiwopi nini mari takepi kapia sokisoki taiwoteneaie auwoteneai.
2c0b03007b	Ipaki kunauneri, “Ne amu kapia tine mari takepu xuweurouneri apimi nikau atoro xoune nini xeika xoye ninena?” woteneai.
2c0b040047	Kakeri Pitae xokupa kapia nu xosa yaraxetaire perawotai. Ipaki kunauna,
2c0b0500ce	“Ye Yopa erewese purine, kunikuni purine, kire sapi xiniwepi sie xekeutiai. Ye kire sapi kokaipa marini kutu sie, mena xourei koati xekeutiai. Kire sapie mari xaku xaku tipurina ye xosa iyososowati kotai.
2c0b060097	Ye atinei pa sapi sipawopure pa mari minika oioixitia, apue yakunikirouneri noto xekenikine, noto pas xekenikine, xaima xekenikine, ni xekenikineutiai.
2c0b07004a	Kakitia kire supue ipaki kaina, ‘Pita, ne sanau noto ounau ne,’ yetai.
2c0b0800a6	Kakatia yei kunaune, ‘Kokaipa ye kakepi xana xuweni kutu! Sini nepi xuweuwopinuku sapi ye xakusu kire yause kire sapi xeseu xeki ne ekiniro niaixana xuwe,’ utiai.
2c0b090088	Kakatia mena xourei pa supo kotaie xiyeri aimore yause ipaki kunauna, ‘Xoiteue kunauna na xetai sapia, kaki xanau xeseu xeu,’ yetai.
2c0b0a0042	Pa kapia xeimore yauserina, xokupa sapi mena xouro xiyeri manetai.
2c0b0b0080	“Pa yause xosauni kutu, xeimore apue sini purikiriai ata xosa koteneai. Kire apu Sisaria purotaie xesanikati ye xosa koteneai.
2c0b0c00bd	Xoiteupo Supo Youyae ipaki kaina, ‘Ne nini xeika xouwo. Ne kaki xanau xokupa nanunanu teu,’ yetai. Kakati xataimana 6-teu apu rania ye tuku xirini xounuku, pa apupo ata minika makiriai.
2c0b0d00c3	Makiria xenikorokoroe nupo atoro mana tumurati xekotaire kasiketai, xenikorokoroe kunauna, ‘Ne apimi xesanikau Yopa xouneri Saimoni xirekepineri, nupo kire wenumu Pita. Nu kopinaure kawopineri.
2c0b0e007d	Nue kireu kuna tinatia, pa kunae Xoiteue naki xeika xokupa xuimiapimi xeika neu atoro purikiriai xiyeri titikepina,’ xetai.
2c0b0f0072	Pa apu yaiyetaie kunauwatia, yei kuna kereriti, Xoiteupo Supo Youyae ximuximu siko xosa kotai sie nini xosa kotai.
2c0b1000a9	Kakati ekime Kokaipae kunawoyai kuna xiyeri nanutiai. Ipaki kunauna, ‘Yonie xuiapu enero ene iseriniketaina pana tini paiya Xoiteupo Supo Youyae ene isakuai,’ xeyai.
2c0b1100c9	Ekime sini Yesusu Kristusure xosikisukiri, Xoiteue Supo Youya sikeyai. Panumu sie ximine Xoiteue nini rania tinikina. Pa xati ye yu xati Xoiteu nukoini nini xosa kaketai saina parawopinena?” niketai.
2c0b1200e0	Apimie Pitapu kuna iyeserineri, pani makopineri nanunanu xuwexetai. Xoiteupo wenumu xourori ipaki kunauneri, “Ximine sini sipaunuku, Xoiteue xetau apimi kini rania wetinikati xoniki pirixineri ekinioma tineri,” xeteneai.
2c0b130149	Stiweni ouweri xumatia, kireu xuiapue Yesusure xonikisuwoteneai rania xoxixoxiniketeneai. Pa xati nini xokupae ximi xouxanauwoteneai. Kireue Ponisia tistriki xeika Saiprusi sou xeika erewese Antioku xeika xosa xouneri Yesusupo kuna uteiwoteneai. Nini xetau xuimiapimi xosa kuna uteiwopu xuwena Yuta xosa kireni kuna uteiwoteneai.
2c0b140088	Nini xopuropu kireu apimia, nini Saiprusipo xeika erewese Sairinipo xeikae Antioku xouneri Kriki apimi rania Yesusupo kuna tiniketeneai.
2c0b15007b	Kakeri Kokaipapu sokisokie nini xosa purati, xokupa xuiapue xonikisuneri xoniki pirixineri Kokaipapu tataiwopi saiyeteneai.
2c0b160068	Yesusurei xonikisuwoteneai xuiapu Yerusalemupoe pa kuna iyeserineri, Parnapasi xesawori Antioku xowotai.
2c0b170099	Nue xou putarina xekenikatia, Xoiteue tianikina xiri atinikati, xoukemu asinaku xetai. Kakeri, xokupa xuiapue sipesi Kokaipa taiwopinerire taitainiketai.
2c0b180092	Parnapasi nu asinaku apu xati, Xoiteupo Supo Youyae nu xosa koxati, nu sokisoki xousu tuku xetai. Kakati kokaipa xuiapu kinie Kokaipa taiwoteneai.
2c0b190029	Parnapasie Solu xekopure Tarsusu xowotai.
2c0b1a00f3	Utu xekerina, Antioku sou kotai. Kireni xitosani xosa nini Yesusure xosikisuwoteneai xuimiapimi xeika Antioku misineri, kokaipa xuimiapimi kini Xoiteupo kuna uworiniketeneai. Kakeri, xuimiapimie Yesusu taineri Kristeni weniniki kopou teteneai.
2c0b1b0047	Pa yause xosa kireu kunatureturei Yerusalemu wetineri Antioku koteneai.
2c0b1c00d7	Kire kunatureture wenumu Akapusu xeteneai, nue Xoiteupo Supo Youyapu sokisokirei sana xokupa sanawa kokaipa mause mopinaure kuna uteiwotai. Xurise, kokemu Klotiusue Sisari saina ti puratia, pa mause yause putawotai.
2c0b1d00b5	Kristusupo xuiapu teue Akapusupo kuna iyeserineri, Yesusupo tataiwopi Yutia puroteneai xosa xe tianikineri xesarinikepure kuna ouwoteneai. Kakerineri nini xokupae xe kununuwoteneai.
2c0b1e0065	Parnapasino Soluno xesanieri ninie pa xe tixouneri Yesusure xonikisuwoteneai nikau tumu tiniketeneai.
2c0c010052	Pa yause xosa kokemu Erotie kireu Yesusure xonikisuwoteneai apimi xoxixoxiniketai.
2c0c02003a	Nue kunawati, Yonipo xatau Yemusu, sawaruwarue ouweteneai.
2c0c030099	Yuta apimie pa kapia xoxi kaketaire xonikiewori xekerina, Pita rania kakauya xosa iyaretai. Pereti Pususu Xuweupo Kokaipa Yause xosa nu pa kapia kaketai.
2c0c04016e	Pita soki tina kakauya xosa iyaretai. Xomatua surup teu xosa iyarati, tianitianiwata xineri Pita yakuwoteneai. Pa surup teu xomatua xosa paiya surup teu surup teu xomatua tuku, xokupania 16-teu xomatua. Erotie Xoiteue Israil Weinikitati Ati Puroniai Kokaipa Yause Nanuwoniai yause yakuwati xuwexati paiyeye, xuiapu ekinikiro Pita sou kouna kuna xosa iyarepure xetai.
2c0c05009c	Kakati Pitae kakauya atoro purati xomatuae yakuwoteneai. Pana Xoiteue Pita tianuwopinaure Yesusure xonikisuwoteneai xuiapue sipesi sokisoki kunikunirouneri.
2c0c0600cd	Erotie Pita kuna xosa iyarepinaure kire asau iyaretai. Ukumani, asau mopu xuweuni, Pitae xomatua aimore xopuro xinipurotai. Sokisoki xume aimorei tarineri, kireu xomatuae kakauya ata isima yaku puroteneai.
2c0c0700e4	Kakeria, Kokaipapu xenikorokoroe sapauni moati, kakauya ata kama xosa memeremu motai. Xenikorokoroe Pita kisa koruwati saroati, kauna, “Ne sapau saro,” wotai. Kakati sokisoki xume aimore Pita xuporo xurexina oro uraki kotai.
2c0c0800a9	Xenikorokoroe kauna, “Kikai ati takerinau erieri erere,” wati Pitae kaketai. Kakati xenikorokoroe kauna, “Neu mupuniropu erieri xuwau ati ererinau taiye,” wotai.
2c0c09008c	Kakati Pitae pa ata kama wetina xenikorokoro taixowotai. Xenikorokoroe pa sainani kutu tetaiya, Pitae paire nanuna ye ai xiniwepixine xetai.
2c0c0a0104	Xonanexeri aimore xomatuae isima yaku puroteneai emeserinikineri, kakauya weti erewese xowopineri sokisoki isimaroni kutu xosa putawoteneai. Kakeri pa isima nukoni taiyati, kisau munaneri kire imero xounexeria, xenikorokoroe sapauni lemeni Pita wetina xowotai.
2c0c0b00d6	Pitapu nanunanu teteiati, ipaki kunauna, “Ximine ye ati sipaune, Kokaipae nupo xenikorokoro xesawati kouna Eroti xuporopu xeika Yuta apimie xokupa kapia kakepure nanunanu woteneai xeikaure xiyeri soina,” xetai.
2c0c0c007a	Kakerina Yonipo ana, Mariapu atoro xowotai. Yonipo kire wenumu Maki. Xokupa xuiapue pa ata kunununeri kunikuni puroteneai.
2c0c0d005d	Pitae ata kisauira isima korukoru xati, kire saina xui wenumu Rota, nue isima tayepure motai.
2c0c0e00a9	Pa xuie Pitapu kuna iyeserina, xoukemu xiri nimaririeina, isima taiyepu xuwe. Xuwe. Atareira keikei mana xuiapu ipaki kanikina, “Pitae mana isimaro purina,” niketai.
2c0c0f00e0	Kakati ninie ipaki kauneri, “Ne nanana xinere?” woteneai. Pana nue ipaki sokisoki kanikina, “Xuwe. Nukoe suauni kutu purina,” niketai. Kakati ninie kunauneri, “Ne nupo xenikorokoro kireni xekeutiairau,” woteneai.
2c0c10005b	Pitae isima pani korukoru xetai. Xonaneri isima taiyeineri xekeri, kokaipa ure urewoteneai.
2c0c110109	Kakeri, Pitae supuniki parauna xupusoxupuso niketai. Kakerina, kakauya ata wetina kisau kopinaure, Kokaipae kapia kaketaire perariniketai. Kakeri ipaki kunauna, “Tini Yemusu xeika xataimana xeika mua kapiaure kanika,” xetai. Kakerina weniki kire sanawa xowotai.
2c0c120082	Xoripesau xomatuae xekoria Pitae puropu xuweu wati ureuweineri nikoniko kotokotowata xineri, “Pita anoro xowotaina?” xeteneai.
2c0c1300ee	Erotie Pita puropu xuweu wati siparina, xirekepinerire apu kaniketai sorena, ninie xekopu xuwe. Paire Pita yakuwoteneai xomatua kuna xosa iyainikerina nini xumopineri xetai. Xurise, Erotie Yutia wetina toupa Sisaria erewese xouna purotai.
2c0c140179	Kokemu Erotie Tairi erewese xeika Saitoni erewese xeikapu xuiapu tuku ere makawotai. Pa xati ninie kirenini kununuworineri kou xekoteneai, pa amure, nini Erotie yakuwotai sanawa xosa xoye tirouneri. Kokemu xinirouna ata kama yakurouna saina apu Plastusu xeika akeri kunakunaworia, iyo niketai. Kakerineria, xouneri Eroti xekeuneri kotowoteneai, xou kuruwati kuna xumuwepinaure.
2c0c150075	Erotie kire yause iyarina, pa yause xosa kokemupo nekei ererina, nukou kokemu sai xosa misina kokaipa kuna kaniketai.
2c0c16005a	Kakati, xuiapue ipaki yaxineri, “Nu kire xoiteupo supo. Nu apupo supo xuwe,” xeteneai.
2c0c1700aa	Erotie ninipo kuna iyeserina, nu Xoiteupo wenumu xourorepu xuweuwati, sapauni Kokaipapu xenikorokoroe ouwotai. Kakati supa xoxie nu xosa moati, temerie kereuneri xumotai.
2c0c18003f	Pana Kokaipapu kuna paie sokisoki xina xokupa wesewese xowotai.
2c0c19006c	Kakati Parnapasino Solunoe Yerusalemu saina xuweiyeinexeri, Antioku xiyeri xouneri Yoni Maki sou xowoteneai.
2c0d010123	Antiokupo Yesusure xonikisuwoteneai kireu apimie kunatureture kuna kunaurounerina kireuepa Xoiteue xouweurouna kapia xuiapu taitainikirouneri. Ninipo weniniki paiya, Parnapasi, Simioni, nupo kire wenumu Nikeri, Sairini erewesepu Lusiusi, Solu, Manaini, nu paiya akereki kapmani Erotipo emeu.
2c0d0200c6	Kire yause xosa muris tineri xoye xuriketeneai. Kakeri, Xoiteupo Supo Youyae ipaki kanikina, “Tini Parnapasino Soluno tumunikerari, ninie saina tepinerire yainikitiaina saina tepineri,” niketai.
2c0d030058	Kanikati xoye xurikeri kunikunineri xupuniki xosaniki sorineri, xesanikeri xowoxeteneai.
2c0d040087	Xoiteupo Supo Youyae xesaniati, Selusia erewese xowoxeteneai. Selusiae kokouna xouro epiteri kokounae Saiprusi sou xosa soniki xowotai.
2c0d050085	Salamisi erewese utu putarineri, Yuta nikau kununu ata yau xouneri Xoiteupo kuna uteiwoteneai. Yoni Makie nini xeika xouna tianietai.
2c0d0600e5	Ninie Saiprusi sou xosa xokupa sanawa masa teipa xouneri erewese Paposi putawoteneai. Kire apu nupo wenumu Paryesusue purati xekoteneai. Nu xoreixorei kapia tina osa wowourouna apu. Nu kire Yuta nikau xoreixorei tua kunatureture.
2c0d0700c0	Nu akereki kapmani xeika purirouna, wenumu Sekiusu Paulusu. Sekiusu Paulusu apua nu asinaku nanunanu xeika sipa xeika tuku. Nue Xoiteupo kuna iyesepure Parnapasino Soluno yainikati koxeteneai.
2c0d0800ee	Pa apu xoreixorei kapia tina osa wowourouna paiya, Kriki kunae wenumu tineri Elimasi xirouneri. Nue Parnapasino Soluno niau saina touwerinikepure xetai, pa amure, nu akereki kapmani Sekiusie Paulusue Yesusure xousuwopina xirarina kaketai.
2c0d090069	Pana Solu, kire wenumu Polu, Xoiteupo Supo Youyae nu xosa koxati Elimasi sokisoki kukou puri ipaki kauna,
2c0d0a00c8	“Ne Satanipo nono. Ne xokupa kapia kutupo xiwai. Xokupa xoreixorei kapia xeika xoxi kapia xeika ne xosani kutu xokopexina. Ne kokaipapu xokupa ime kutu xoxixoxiroune. Ne pa xoxi kapia wetewaiya ama?
2c0d0b0123	Paina iyese. Ximine Kokaipapu xupoe ouninana, ekini sauworepina. Ximine ne asau xekopu xuweu xayakaxayaka xuwau yause purowai,” wotai. Polue kaki kunawati sapaunini iyou siei xiri ukumurouna Elimasipo eke pararetai. Kakati, xupo tina ime ataruwopinaure, eketutu titoutatouna apu xireketai.
2c0d0c006a	Kakati akereki kapmanie pa kapia xekerina xousuwotai. Kakina Kokaipapu kunaure nupo nanunanu xiri sarotai.
2c0d0d00ad	Polue nu xeika texeteneai apimi xeika erewese Paposi wetineri, kokouna tineri Pampilia propinsipo erewese Perka putawoteneai. Yoni Makia nu weniki Yerusalemu xiyeri xowotai.
2c0d0e0097	Perka wetineri, teipa xouneri erewese Antioku tistriki Pisitia xosa putawoteneai. Yuta nikau Arikepi Yause xosa, ninipo kununu atoro maneri miseteneai.
2c0d0f0105	Kununu atapu tumue tuxotapapu kuna xeika kunatureture nikau kuna xeika ninaiyeineri, kire apu kawori xona Polu xeika saina emeumana xeika ipaki kanikineri, “Yewapu xura, tini xuiapunikau xonikikemu sokisoki wakuai kuna tuku xatia, paina uteiwa,” niketeneai.
2c0d10009c	Polue sarouna punisi xuwexepinerire, xupo korekoreri ipaki kunauna, “Tini Israili apimi xeika, tini xetau apimi xeikae Xoiteu irue purikiriai, tini iyesa.
2c0d1100d1	Israili kini nikau Xoiteue sinipo asisikimana, nukou xuiapu sie tumunikereyai. Ninie nikou ou wetineri Isipu xouneri puroria, Xoiteue kakati xuiapu inainauweneai. Xurise nukou sokisokieni Isipupo soniki koyai.
2c0d120053	Nini aipu usie ukauro puroniai yause xosa, nue ninipo xu 40-teu xitosani xemeroyai.
2c0d13006c	Kenani ouro Xoiteue 7-teu xetaxetau xuiapu tutu xuweinikieina, Israili nikau ou puropinaure pa ou tinikeyai.
2c0d140161	Ximuximu Israil apimie Isipu xouneri porokireukireu xitosani puroneiaiye, Mosesie sonikati xiyeri apu xuweu wese xiri xosa teipa xouneri xouneri kireu xitosani xuwexeteneai. Pa xokupa kapia kakipa xouneri 450 xitosani sie xeteneai. Xurise Israil apimie ou teri, Xoiteu Israil tumu teu tumunikereyai. Kakipa kouna kunatureture Samuelipo yause xosa xeyai.
2c0d1500a2	“Pa yause xosa kire kokemu tepure yaxeri yakunikepinaure Xoiteue Solu tumuworati, nue 40-teu xitosani tumu puroyai. Solu nu Kisipo nono nu Pensaminipo apu kini.
2c0d1600cd	Xoiteue Solu xesauwei Tepitie ninipo kokemu puropinaure tumuworeyai. Tepitire apu kanikina, ‘Ye Yesipo nono Tepiti xekeuweitiai, yeu xoikemue pa apu xoieune, nue yeu xoiropu xokupa nanunanu taiwopina.’
2c0d170098	Ekime Xoiteu nukoe sokisoki kuna kunawoyai sie, pa apu Tepitipo apu kiniropu siko xiyeri tisikepinaure Xoiteue xesawati Israili kotai. Pa apu nu Yesusu.
2c0d180092	“Yesusue nupo saina sarepu xuweu yauseni, Israili apimi xoniki pirixineri Yesusupo wenumurei ene isepinerire Yonie Israili apimi kuna tiniketai.
2c0d1900d4	Yonie nupo saina xuweiyepure xinapa, ipaki kunauna, ‘Tini ye yue paxi nanunukuna? Yepa tini yakukiriai apu, xuwe. Pana tini iyesa. Xurise kire apu kopinana, ye asinaku apu xati nupo erieripo muri xurexepixe.’
2c0d1a00b7	“Yewapu xura, tini Apraxamupo apu kini xeika tini xetau apimi xeika Xoiteu irue purirounuku, iyesa. Xoiteue nuko xuiapu xiyeri sonikepure, xesawoyai kuna, siko xosa rania xesawotai.
2c0d1b0127	Apimie ninipo tumu teu xeika, Yerusalemu puroteneaia, nini pa apu atineri sipawopu xuwe. Nini kunatureture nikau kuna xokupa Yuta nikau arikepi yause xosa ninaxirouneria nanurouworixe. Pa xati kunauneri mua apu xumopinani kutu xeniai, pa kapiarei ekime kunatureturei kunawoniai kuna taiwoteneai.
2c0d1c008a	Nu kuna xosa tumuworineri kire xoxi kapia xekeri xumopina sie xeniai xana xuwe, ai akereki kapmani Pailatie ouwepinaure sokisoki xeteneai.
2c0d1d008b	Kakerineria, ekime kunatureturei kunauneri apue kakepineri xeniai sie kakerineri na nikitoto xouropu tikouneri kire kopaupuro upuareteneai.
2c0d1e0027	Pana Xoiteue kopaupuropu xiyeri sarati,
2c0d1f008c	xokupa asau xosa apue Kalili wetineri Yerusalemu nu xeika xourounerie nu xekoteneai. Pa apimie ximine nupo kuna Yuta apimi xosa uteirouneri.
2c0d20008a	“Sinie tini xosa asinaku kuna ipaki uteinuku. Xoiteue asisikimana sokisoki kuna kanikina, apu xesautia siko xiyeri kou tisikepina xeyai,
2c0d2100ed	pa xati sini ninipo nono teu xosa sokisoki kuna kunawoyai sie kakepinaure Yesusu kopaupuropu saretai. Mua kapiapu kuna paiya Siri Nakau xosa xoka 2 siri xosa purina. Kuna paiya muanumu, ‘Ne yeu nono. Ximine ye neu emini xine,’ xeyai.
2c0d220106	“Xoiteue kopaupuropu saretaina, nu kopaupuro pani xiyeri xouna xusaxepuwatixe. Paiya Xoiteue kunauna, ‘Ekime Kokemu Tepitie sokisoki kuna kauyai sie, ye atiatikineia asinaku asinaku sapi tikepine xeyai. Ye kunautia sieni kutu mua sapi akipa xepina,’ xeyai.
2c0d230095	Kire kuna rania Xoiteupo nakau xosa purina. Paiya muanumu, ‘Ne apu xokumoe neu saina tepinaure nakie tumuworiai wetau kopaupuro xusaxete,’ xeyai.
2c0d240086	Siko sipa, Tepitie ouro puroyai yause xosa, nu Xoiteupo kuna taiwoyai. Xurise xumati nukou asamana nikau kopaupuro upuareri xusaxeyai.
2c0d250047	Pana mua apua Xoiteue kopaupuro sareyaina, nupo mupokemu xusaxepu xuwe.
2c0d260080	Pa xati, yewapu xura, sinie tini xosa ipaki mua kuna uteinuku. Tini ati sipawa, mua apu nue tinipo xunu xesauweritikepure kotai.
2c0d2700c3	Mosesipo tue tinipo xunu xesauweritikina tini apimi asinakuni kutu xepuwatixe. Pana mua apua nu xokupa apue nure xonikisuwoteneai nikau xokupa xunu xesauwerinikina nini asinaku apimini kutu xina.
2c0d28006b	Pa xati tini sosopa epixa. Mua sapi ekime kunatureturei kunawoneai tini xosa moxete. Ninie ipaki kunauneri,
2c0d2900ec	‘Tini pirexirounuku apimi, tini xekexekewa, tini ure titikatia xoxi xakuai. Tini xopu ye xetau xumu xonuxonu kapia kakitia yaraxepina. Ye kakepure xitiai kapiaure, kire apue katikatia tini xotikisuwakuaixe xeyai,’” xina kaniketai.
2c0d2a00d4	Polue kuna tinikiatia, nio Parnapasinoe kununu ata wetineri kisau xowopurexeria, xuiapue ipaki niranira kuna kanikineri, “Emeu Yuta Nikau Arikepi Yause xosa xiyeri kounaxari pa sapire kasikakuai,” niketeneai.
2c0d2b014c	Kakeri Yuta nikau kununu ata weti kisau xouneria, xokupa Yuta xeika xetau apimi xeteneai xuiapu kini xeikae Yuta nikau muris tepi kapia taineri, Poluno Parnapasino tainiketeneai. Kakeri ninie kuna tiniketeneai. Nini Xoiteupo asinaku puropi taineri, nupo sokisoki xoukuru xosa puropinerire kuna tinikineri ninipo nanunanu sareteneai.
2c0d2c007a	Emeu Yuta nikau arikepi yause xosa, pa erewesepu xokupa xuiapue Kokaipapu kuna iyesepure Poluno Parnapasino xosa koteneai.
2c0d2d0097	Pana Yuta apimie pa kokaipa xuiapu tutu xekoria, xonikikemu xiri xoxixoxi xetai. Kakati Polu xeika kuna tuwata xineri nupo kuna ororineri pirewoteneai.
2c0d2e0136	Kakeri, Poluno Parnapasinoe sokisoki kuna nini ipaki kanikineri, “Suwau, tini Yuta apimi xite Xoiteupo kuna sini akeri katikepinuku. Pana mua kuna nikitiki tunuku takieni ipaki kunaunuku, ‘Sini ekisikioma puropi sipesi tepukirixe xikiriai.’ Pa xati tini iyesa. Sini xetau apimi teu xosa kuna uteiwopinua,
2c0d2f00b0	pa amure, Kokaipae ipaki kasikina, ‘Yei ne xokupa xetau xuiapu nikau memeremu sie iyainerine, nei xokupa ou yaupo xuiapu tianikau, yei xiyeri tinikepine xeyai,’” niketai.
2c0d3000b0	Xetau xuimiapimie pa kuna iyeserineri, Kokaipapu kunaure xiri nimaririwoteneai. Kakeri, pa xokupa xuiapu sipesi ekinikioma puropinerire Xoiteue tumunikeretaie xonikisuwoteneai.
2c0d31003e	Kakineri ninie Kokaipapu kuna pa tistiriki tixouxanauwoteneai.
2c0d3200da	Kakeri xuimi weniniki tuku xeika, erewesepu tumu teu xeika nini Xoiteure muris tepi kapia tairounerina pana, Yuta apimie xoniki xuseri Poluno Parnapasino xoxixoxiniketeneai. Kakineri pa tistiriki xosaupo xesanieteneai.
2c0d3300c1	Kakeri, xuiapue sipauneri sini xoxi kapia tikiriaina xu tuku xepinuku xepinerire, Poluno Parnapasinoe sianikiropu mai pokuwoxeteneai. Kakerineri Antioku wetineri erewese Aikoniamu xowoxeteneai.
2c0d340075	Kakexeri Xoiteupo Supo Youyae Antiokupo xuimiapimie Yesusure xoniki suwoteneai xosa xokopexati xiri nimaririwoteneai.
2c0e0100df	Poluno Parnapasinoe Antioku kakexeteneai kapia sieni Aikoniamu kakexeteneai. Yuta nikau kununu ata manexeri kuna uteiwoxeteneai. Kuna ati piteuneri uteiwoxeri, Yuta xeika Kriki xeikapu kokaipa xuiapu kinie xonikisuwoteneai.
2c0e02008b	Kakeria kireu Yutapu xonikisuwopu xuweue, xetau xeteneai xuiapu xoniki xuseri, ninie xonikisuwoteneai xuiapure xonikikemu xoxixoxixeteneai.
2c0e030111	Ninie Aikoniamu xuwau yause purineri, Xoiteue xoukemu tiniketaipo kuna ximikepu xuweu uteiwoxeteneai. Kakexeri Xoiteue sokisoki tiniati, xumu xonuxonu xonuxonu kapia erexeteneai. Pa kapiarei Xoiteue xuiapu ipaki atarinikina, mua kuna ninie uteiwoxeteneai suwani kutu xetai.
2c0e040094	Pana pa erewesepu xuiapue purixineri aimore tutu xeteneai. Kireue Yuta nikau kuna taiwoteneaina, kireue Yesusupo aimore tianutianuwopi, taiwoteneai.
2c0e0500ae	Xurise Yuta teu xeika xetau xeteneai apimi xeikae ninipo tumu teu xeika saneri, Poluno Parnapasino xiwaxiwainiketeneai. Kakineri, ounikiepure xe tapuniki kuruwopure xeteneai.
2c0e0600f0	Apimie pa kapia kakepure xeri Parnapasino Polunoe kuna iyeserinexeri Likonia tistirikipo erewese aimore, Listra erewese xeika Terpe erewese xeika xosa ximi xowoto, pa erewese aimore tomuro puroteneai wese yau xeika xosa ximi xowotowoteneai.
2c0e07003d	Pa wesewese xounexeri asinaku kuna uteiwopi saina texeteneai.
2c0e080079	Listra erewese paiya kire apu, nupo siau sokisoki xuweu purotai. Anae iyaratia, siau xoxixati xayakaxayaka texirouwatixe.
2c0e090081	Polue kuna uteiwati pa apue kuna iyesetai. Kakati Polue sokisoki kukouna xekoatia, pa apu xousuwotai nu asinaku xepina sie xetai.
2c0e0a006d	Paxati Polue sokisoki kuna, kunauna, “Ne sarounau tumuwo,” wotai. Kakati pa apue potirouna sarou texetai.
2c0e0b0091	Xokupa xuiapue pa kapia Polue kakati xekerineri, Likonia nikau kunae ipaki yaxineri, “xoiteue apu sie putauneri sini xosa kouneri,” xeteneai.
2c0e0c0063	Kakerineri Parnapasi xoiteu Susu woteneai. Polua nu kuna tua xati, wenuneri xoiteu Ermesi woteneai.
2c0e0d0111	Pa xoiteu Susupo muris ata paiya erewese koikato wotaipo sepuri isimaro purina. Pa muris atapu xuriatitie kireu pulmakau sona xeika kireu kakai kinuworoki xeika tina, erewesepu sepuri isimaro kotai. Nuko xeika xuimiapimi xeikae Parnapasino Poluno xoniki iwopure kaketeneai.
2c0e0e00c7	Kakeri Yesusupo tianutianuwopi aimorei nini Parnapasino Polunoe paire kuna iyeserineri kokaipa ure urerineri, ninipo nekei kiraikaraiwoxeteneai. Kakerineri xuiapu xopu keikei xonaneri ipaki yaxineri,
2c0e0f011c	“Yewapu xura, ama tini mua kapia kakinukuna? Sini apu, taki sieni. Sini tini xosa asinaku kuna ipaki uteinua, tini mua aipu sapi xosa muris tirounuku wetinari, Xoiteu ekeoma tuku xosa pirixinari xouwa. Xoiteu nue xokupa sapi purotai tuku mena iyarina, xasi iyarina ou iyarina woyai.
2c0e10005b	Suwau, asitikimana nikau yause xosa paiya xokupa xuiapu wetinikati nikou kapiarei texeneai.
2c0e1100fc	Pana apue sipawopu xuweuwopinerire xiri ximiakeyaixe. Xuwe. Xokupa yause tini xosa asinaku kapia kakirouna. Nue ene tumuwati mena weti tini xosa kouna, kakati xokupa asinaku xoye mana. Tini xokupa xoye tikati tinipo xotikikemu nimaririnuku,” niketai.
2c0e12007e	Ninie pa kakineri kunawoteneai sorena, xuimiapimie nio xiri xoniki iwopureni kutu xeri taiyerinikineri xiri sokisoki xeteneai.
2c0e13010b	Pana xurise kireu Yuta nini Antioku erewesepu xeika Aikoniamu erewesepu xeikae Listra erewese kouneri, xuiapu nikau nanunanu puruporo nikeri Polu xiwaixiwaiwoteneai. Kakerineri Polu xe kuruwoteneai. Kakerineri xumurounarineri, puru ti erewese kisauira weteri purotai.
2c0e1400ae	Kakeri Yesusure xoniki suwoteneai xuimiapimie ma tumuneri Polu koitauwori, xiyeri sarouna erewese minika manetai. Xurise kire asau xosa Parnapasi xeika Terpe erewese xowotai.
2c0e1500b4	Poluno Parnapasinoe Terpe asinaku kuna uteiwoxeri xokupa xuiapue Yesusupo tataiwopi sayeteneai. Kakerinexeri xurise xiyerineri Listra xowoto, Aikoniamu xowoto, Antioku xowotouneri,
