0100000006	1 Mose
17030700cb	so wird jener an demselben Tage bestimmt erklären: »Nein, ich will nicht Wundarzt sein! Auch ist in meinem Hause weder Brot noch ein Obergewand: ihr könnt mich nicht zum Oberhaupt des Volkes machen!«
170308009e	Denn Jerusalem stürzt zu Boden, und Juda kommt zu Fall, weil ihre Zunge und ihr ganzes Tun gegen den HERRN gerichtet sind, um seinen hehren Augen zu trotzen.
17030900b9	Der freche Ausdruck ihres Angesichts legt Zeugnis gegen sie ab, und von ihren Sünden reden sie ohne Hehl wie einst die Leute in Sodom. Wehe ihnen! Denn sich selbst schaffen sie Unheil.
17030a0056	Sagt vom Gerechten, daß er wohl daran sei; denn er wird den Lohn seiner Taten ernten.
17030b0067	Wehe dem Gottlosen: er ist übel daran! Denn was seine Hände verübt haben, wird ihm vergolten werden.
17030c00b5	O über mein Volk! Seine Zwingherren sind Buben, und Weiber haben es beherrscht. O mein Volk! Deine Leiter sind Irreführer und haben den Weg ungangbar gemacht, den du gehen sollst.
17030d004f	Der HERR tritt auf, um Anklage zu erheben, und steht da, um Völker zu richten.
17030e00aa	Der HERR geht ins Gericht mit den Ältesten seines Volkes und dessen Oberen: »Ihr da, ihr habt den Weinberg abgeweidet! Das den Armen geraubte Gut ist in euren Häusern!
17030f00aa	Wie kommt ihr dazu, mein Volk zu zertreten und das Antlitz der Unterdrückten erbarmungslos zu zermalmen?« – so lautet der Ausspruch Gottes, des HERRN der Heerscharen.
17031000f1	Weiter hat der HERR gesprochen: »Weil die Töchter Zions hoffärtig geworden sind und mit hochgerecktem Halse einhergehen und freche Blicke um sich werfen, immer tänzelnd einherschreiten und an ihren Füßen die Fußspangen klirren lassen,
1703110064	so wird der Allherr den Scheitel der Töchter Zions kahl machen und der HERR ihre Scham entblößen.
1703120068	An jenem Tage wird der Herr ihnen den ganzen Prunk abreißen: die Fußspangen, Stirnreife und Halbmonde,
1703130028	die Ohrgehänge, Armketten und Schleier,
1703140055	die Kopftücher, Schrittkettchen und Prachtgürtel, die Duftfläschchen und Amulette,
170315001f	die Fingerringe und Nasenreife,
1703160042	die Prunkkleider und Mäntel, die Umschlagetücher und Täschchen,
170317003f	die Handspiegel und feinen Hemdchen, die Hüte und Überwürfe.
17031800eb	Alsdann wird statt des Balsamdufts Modergeruch eintreten und statt des Gürtels ein Strick, statt des Lockengekräusels eine Glatze und statt des weiten Prachtgewandes ein enger Kittel von Sackleinen, ein Brandmal statt der Schönheit!
1703190045	Deine Mannen werden durchs Schwert fallen und deine Helden im Kriege,
17031a005b	und ihre Tore werden ächzen und trauern, und entvölkert wird sie auf dem Erdboden sitzen.
17040100e4	An jenem Tage werden sieben Frauen sich an einen Mann klammern und ausrufen: »Unser eigenes Brot wollen wir essen und uns in unsere eigenen Gewänder kleiden; nur laß uns deinen Namen führen: mache unserer Schande ein Ende!«
17040200aa	An jenem Tage wird das Gesproß des HERRN für die, welche in Israel (dem Untergang) entronnen sind, eine Zierde und Ehre und die Frucht der Erde ein Stolz und Ruhm sein.
17040300ad	Wer dann in Zion noch übriggeblieben und in Jerusalem mit dem Leben davongekommen ist, wird heilig genannt werden: ein jeder, der in Jerusalem zum Leben eingeschrieben ist.
17040400c8	Wenn der Allherr den Schmutz der Töchter Zions abgewaschen und die vielfache Blutschuld Jerusalems aus dessen Mitte hinweggespült hat durch den Geist des Gerichts und durch den Geist der Läuterung,
17040500f6	dann wird der HERR über der ganzen Stätte des Berges Zion und über den Festversammlungen dort eine Wolke bei Tage mit Rauch schaffen und lichten Feuerschein bei Nacht; denn über allem wird die Herrlichkeit des HERRN ein Schutz und Schirm sein
1704060073	und wird zur Beschattung bei Tage vor der Sonnenglut dienen und als Zuflucht und Obdach vor Unwetter und vor Regen.
17050100b5	Laßt mich doch einmal von meinem Herzensfreunde singen, nämlich das Lied meines Freundes von seinem Weinberg! Einen Weinberg hatte mein Herzensfreund an einer fruchtbaren Anhöhe.
17050200f6	Er grub ihn um, säuberte ihn von Steinen und bepflanzte ihn mit Edelreben; er baute einen Turm mitten in ihm, hieb auch gleich eine Kelterkufe in ihm aus und wartete dann darauf, daß er Trauben hervorbringe; doch er brachte nur Herlinge hervor.
1705030087	Und nun, ihr Bewohner Jerusalems und ihr Männer von Juda, gebt doch ein Urteil ab in der Streitsache zwischen mir und meinem Weinberg!
17050400c0	Was hätte man noch mehr für meinen Weinberg tun können, das ich nicht an ihm getan hätte? Warum mußte ich erwarten, daß er Trauben bringen würde, während er doch Herlinge gebracht hat?
17050500cc	So will ich euch denn jetzt kundtun, was ich mit meinem Weinberge machen will: die Umzäunung will ich von ihm wegnehmen, damit er abgefressen wird, und seine Mauer niederreißen, damit er zertreten wird.
17050600ea	Ich will ihn ganz wüst werden lassen: er soll nicht mehr beschnitten und nicht mehr behackt werden, sondern in Dornen und Disteln soll er aufschießen, und den Wolken will ich gebieten, keinen Regen mehr auf ihn fallen zu lassen. –
17050700ef	Denn der Weinberg des HERRN der Heerscharen ist das Haus Israel, und die Männer von Juda sind die Pflanzung, an der sein Herz hängt. Er wartete auf Rechtspflege, und siehe da: Blutvergießen! Auf Gerechtigkeit, und siehe da: Wehgeschrei!
170508009f	Wehe denen, die ein Haus an das andere reihen, Acker an Acker fügen, bis kein Platz mehr übrig ist und ihr die alleinigen Besitzer innerhalb des Landes seid!
17050900a1	In meinen Ohren klingt das Wort des HERRN der Heerscharen: »Wahrlich, die vielen Häuser sollen öde werden und, so groß und schön sie sind, unbewohnt stehen!
17050a0073	Denn zehn Joch Rebland sollen einen einzigen Eimer geben und ein Malter Aussaat nur einen Scheffel hervorbringen!«
17050b00b0	Wehe denen, die sich schon frühmorgens aufmachen, um berauschenden Getränken nachzulaufen, die bis spät in die Nacht hinein sitzen bleiben und sich vom Wein erhitzen lassen!
17050c00bc	Da gibt es Zithern und Harfen, Handpauken und Flöten und Wein bei ihren Trinkgelagen; aber auf das Walten des HERRN achten sie nicht, und für das Tun seiner Hände haben sie keine Augen.
17050d0087	Darum muß mein Volk in die Verbannung wandern ahnungslos, und seine Edlen werden Hunger leiden und seine Volksmenge vor Durst lechzen.
17050e00c6	Darum öffnet das Totenreich seinen Schlund gar weit und sperrt seinen Rachen ins Maßlose auf, damit hinabfahre Jerusalems Herrlichkeit und sein Getümmel, sein Gewühl und wer lustig darin jubelt.
17050f008e	Da werden dann die (gewöhnlichen) Menschen gebeugt und die (vornehmen) Männer gedemütigt werden und die Augen der Hoffärtigen sich senken;
170510008a	aber der HERR der Heerscharen wird durch das Gericht erhaben dastehen und Gott, der Heilige, sich durch Gerechtigkeit als heilig erweisen.
1705110085	Und Lämmer werden dort weiden, als wäre es ihre Trift, und von den Ödländereien der (ehemals) Reichen werden Ziegen sich nähren.
1705120079	Wehe denen, welche die Sündenschuld an den Stricken des Trugs herbeiziehen und die Sündenstrafe wie an Wagenseilen, –
17051300be	die da sagen: »Er beeile doch, er beschleunige sein Werk, damit wir es noch sehen, und es komme doch und verwirkliche sich der Ratschluß des Heiligen Israels, damit wir ihn kennenlernen!«
17051400b4	Wehe denen, die das Böse gut und das Gute böse nennen, die Finsternis als Licht hinstellen und das Licht als Finsternis, die Bitteres für süß und Süßes für bitter ausgeben!
170515004b	Wehe denen, die in ihren eigenen Augen weise sind und klug vor sich selbst!
1705160064	Wehe denen, die Helden im Weintrinken sind und tüchtige Männer im Mischen berauschenden Getränks,
170517006a	die um eines Geschenks willen den Schuldigen gerechtsprechen und dem Unschuldigen sein Recht vorenthalten!
1705180114	Darum, wie des Feuers Zunge Stroh verzehrt und wie dürre Halme in der Flamme zusammensinken, so wird ihre Wurzel wie Moder werden und ihre Blüte wie Staub verfliegen; denn sie haben das Gesetz des HERRN der Heerscharen verworfen und das Wort des Heiligen Israels gelästert.
1705190125	Darum ist der Zorn des HERRN gegen sein Volk entbrannt, und er hat seinen Arm gegen sie ausgestreckt und sie geschlagen, daß die Berge erbebten und ihre Leichen wie Kehricht auf den Straßen lagen. Trotz alledem hat sein Zorn noch nicht nachgelassen, und noch immer ist sein Arm hoch erhoben.
17051a00ab	Und er wird den Völkerschaften in weite Ferne eine Signalstange aufpflanzen, und eine wird er vom Ende der Erde herbeilocken; und siehe, eilends, schnell kommt sie heran.
17051b00bc	Kein Ermatteter und kein Wankender ist unter ihnen, keiner gönnt sich Schlummer noch Schlaf; keinem geht der Gurt an seinen Hüften auf, und keinem zerreißt der Riemen an seinen Schuhen.
17051c0096	Ihre Pfeile sind geschärft und ihre Bogen sämtlich gespannt; die Hufe ihrer Rosse sind wie Kiesel zu achten und ihre Wagenräder wie der Wirbelwind.
17051d00b9	Ihr Gebrüll ist wie das eines Löwen, und ihr Brüllen wie das der jungen Leuen, die da knurren und die Beute packen und in Sicherheit bringen – keiner ist da, der sie ihm entreißt!
17051e00c6	Und es tost an jenem Tage über ihm wie tosende Meeresbrandung; und blickt man auf das Land hin, siehe, da ist angstvolle Finsternis, und das Licht ist Nacht geworden durch das Nebeldunkel darüber.
170601008e	Im Todesjahre des Königs Ussia sah ich den Allherrn auf einem hohen und ragenden Throne sitzen, während seine Säume das Heiligtum füllten.
17060200a0	Seraphe standen über ihm; jeder von ihnen hatte sechs Flügel: mit zweien bedeckte er sein Antlitz, mit zweien bedeckte er seine Beine, und mit zweien flog er;
170603009b	und der eine rief dem andern beständig die Worte zu: »Heilig, heilig, heilig ist der HERR der Heerscharen! Die ganze Erde ist seiner Herrlichkeit voll!«
1706040068	Dabei erbebten die Grundlagen der Schwellen von ihrem lauten Rufen, und das Haus füllte sich mit Rauch.
17060500e1	Da rief ich aus: »Wehe mir, ich bin verloren! Denn ich bin ein Mann mit unreinen Lippen und wohne inmitten eines Volkes mit unreinen Lippen; und nun habe ich den König, den HERRN der Heerscharen, mit meinen Augen gesehen!«
1706060091	Da flog aber einer von den Seraphen auf mich zu und hatte in der Hand eine glühende Kohle, die er mit einer Zange oben vom Altar genommen hatte.
17060700a3	Er berührte mit ihr meinen Mund und sagte: »Siehe, nachdem diese (Kohle) deine Lippen berührt hat, ist deine Schuld von dir gewichen und deine Sünde getilgt!«
1706080095	Darauf hörte ich die Stimme des Allherrn sagen: »Wen soll ich senden, und wer wird unser Bote sein?« Ich antwortete: »Hier bin ich, sende mich!«
17060900ae	Da erwiderte er: »Gehe hin und sage zu diesem Volk: ›Ihr sollt immerfort hören und doch kein Verständnis haben, und ihr sollt immerfort sehen und doch nicht erkennen!‹
17060a0113	Mache das Herz dieses Volkes verstockt und seine Ohren schwerhörig und bestreiche ihm die Augen, damit es mit seinen Augen nicht sieht und mit seinen Ohren nicht hört und sein Herz nicht zur Erkenntnis gelangt, und es sich nicht bekehrt und sich nicht Heilung verschafft.«
17060b00b6	Da fragte ich: »Wie lange, Allherr?« Er antwortete: »Bis die Städte verwüstet liegen ohne Bewohner, und die Häuser menschenleer dastehen, und das Land nur noch öde Wüste ist;
17060c0071	und bis der HERR die Einwohner weit weggeführt hat und die Verödung inmitten des Landes sich weithin erstreckt.
17060d00ff	Und wenn dann nur noch ein Zehntel darin übrig ist, so soll dieses noch einmal der Vertilgung anheimfallen wie eine Terebinthe und wie eine Eiche, von denen nach dem Fällen nur noch ein Wurzelstock übrigbleibt: ein heiliger Same ist sein Wurzelstock.«
1707010121	Während der Regierung des judäischen Königs Ahas, des Sohnes Jothams, des Sohnes Ussias, begab es sich, daß Rezin, der König von Syrien, mit Pekah, dem Sohne Remaljas, dem König von Israel, zum Angriff gegen Jerusalem heranzog; doch war er nicht imstande, es erfolgreich zu belagern.
17070200ba	Als nun dem Hause Davids gemeldet wurde: »Die Syrer sind mit Heeresmacht in Ephraim eingerückt«, da bebte sein Herz und das Herz seines Volkes, wie die Waldbäume von dem Winde beben.
17070300b8	Der HERR aber gebot dem Jesaja: »Geh mit deinem Sohn Sear-Jasub hinaus, dem Ahas entgegen, an das Ende des Wasserabflusses des oberen Teiches, auf die Straße nach dem Walkerfeld hin,
17070400f1	und sage zu ihm: Sei voller Zuversicht und verhalte dich ruhig! Fürchte dich nicht und laß dein Herz nicht verzagen vor diesen beiden qualmenden Stummeln von Feuerbränden, trotz der Zornesglut Rezins und der Syrer und des Sohnes Remaljas!
1707050076	Zur Strafe dafür, daß Syrien Böses gegen dich geplant hat samt Ephraim und dem Sohne Remaljas und sie gesagt haben:
170706009b	›Wir wollen gegen Juda hinaufziehen, wollen ihm ein Grauen einjagen und es für uns erobern und wollen den Sohn Tabeels zum König dort einsetzen!‹ –
1707070050	so hat Gott der HERR gesprochen: ›Das soll nicht gelingen und nicht geschehen!
17070800b1	Denn das Haupt von Syrien ist Damaskus, und das Haupt von Damaskus ist Rezin; und in noch fünfundsechzig Jahren soll Ephraim zertrümmert werden, so daß es kein Volk mehr ist.
170709009e	Und das Haupt von Ephraim ist Samaria, und das Haupt von Samaria ist der Sohn Remaljas. Doch habt ihr keinen Glauben, so werdet ihr keinen Bestand haben.‹«
17070a0043	Der HERR ließ dann weiter dem Ahas (durch Jesaja) folgendes sagen:
17070b0076	»Erbitte dir ein Zeichen vom HERRN, deinem Gott: fordere es tief aus der Unterwelt drunten oder oben aus der Höhe!«
17070c0053	Aber Ahas entgegnete: »Ich mag keines fordern und mag den HERRN nicht versuchen.«
17070d009a	Da sagte Jesaja: »Hört doch, ihr vom Hause Davids! Genügt es euch nicht, die Geduld der Menschen zu ermüden, daß ihr sogar noch meinen Gott ermüdet?
17070e00a3	Darum wird der Allherr selbst euch ein Zeichen geben: Seht, die Jungfrau wird guter Hoffnung werden und einen Sohn gebären, dem sie den Namen Immanuel geben wird.
17070f0073	Von Dickmilch und Honig wird er leben zu der Zeit, wo er das Böse zu verwerfen und das Gute zu erwählen versteht;
17071000a6	denn ehe noch der Knabe das Böse zu verwerfen und das Gute zu erwählen versteht, wird zwar das Land verlassen sein, vor dessen beiden Königen du Grauen empfindest,
17071100cf	aber der HERR wird über dich und dein Volk und über das Haus deines Vaters Tage kommen lassen, wie sie nicht dagewesen sind seit dem Tage, wo Ephraim sich von Juda losgesagt hat: den König von Assyrien!«
170712009e	An jenem Tage wird der HERR die Stechfliege, die an der Mündung der Nilarme Ägyptens (zu Hause) ist, und die Biene, die im Lande Assyrien ist, herbeilocken;
1707130099	die werden dann herbeikommen und sich allesamt niederlassen in den Talschluchten und in den Felsklüften, in allen Dornhecken und auf allen Weidetriften.
17071400e5	An jenem Tage wird der Allherr (euch) durch das auf der andern Seite des Euphrat gedungene Schermesser, nämlich durch den König von Assyrien, das Haupt und die Haare an den Beinen abscheren, ja sogar den Bart wird es wegraffen.
170715004f	In jener Zeit wird sich einer eine junge Kuh oder zwei Stück Kleinvieh halten;
17071600a3	und wegen der Menge Milch, die sie geben, wird er Dickmilch essen; denn von Dickmilch und Honig muß ein jeder leben, der innerhalb des Landes übriggeblieben ist.
1707170092	In jener Zeit wird jeder Platz, wo jetzt tausend Weinstöcke im Wert von tausend Silberschekeln stehen, den Dornen und dem Gestrüpp anheimfallen:
1707180075	nur mit Pfeilen und dem Bogen wird man dorthin gehen; denn zu Dornen und Gestrüpp wird das ganze Land geworden sein;
17071900ef	und alle Bergäcker, die sonst mit der hacke bearbeitet wurden – dahin wird man nicht mehr gehen aus Furcht vor Dornen und Gestrüpp, sondern dienen werden sie als Weideplatz für Rinder und als ein Ort, der vom Kleinvieh zertreten wird.
1708010093	Weiter gebot der HERR mir folgendes: »Nimm dir eine große Tafel und schreibe auf sie mit Menschengriffel: ›Tafel des Raubebald-Schnellbeute‹;
1708020073	und als vertrauenswürdige Zeugen will ich für mich den Priester Uria und Sacharja, den Sohn Jeberechjas, haben.«
17080300b3	Danach nahte ich mich der Prophetin, und als sie guter Hoffnung geworden war und einen Sohn geboren hatte, sagte der HERR zu mir: »Gib ihm den Namen ›Raubebald-Schnellbeute‹!
17080400b7	Denn ehe noch der Knabe zu rufen vermag ›mein Vater‹ und ›meine Mutter‹, wird man den Reichtum von Damaskus und die Beute Samarias vor dem Könige von Assyrien hinwegtragen.«
170805003a	Danach redete der HERR noch weiter zu mir folgendermaßen:
17080600a5	»Zur Strafe dafür, daß dieses Volk die sanftfließenden Wasser der Siloahleitung verachtet und zu Rezin und dem Sohne Remaljas sich freundschaftlich gestellt hat:
1708070107	darum, siehe, läßt der Allherr die gewaltigen und starken Wasser des Euphratstroms über sie heraufsteigen, nämlich den König von Assyrien und seine ganze Herrlichkeit; der wird über alle seine Flußbetten emporsteigen und über alle seine Ufer daherströmen
17080800c7	und wird in Juda einbrechen, alles überschwemmen und überfluten, so daß er bis an den Hals reicht; und seine ausgespannten Schwingen werden die ganze Breite deines Landes ausfüllen, o Immanuel!«
17080900b6	Erbost euch immerhin, ihr Völker, und – seid verzagt! Horcht auf, alle ihr fernen Bewohner der Erde! Rüstet euch immerhin und – seid verzagt! Rüstet euch und – seid verzagt!
17080a0087	Schmiedet einen Plan: er soll vereitelt werden! Faßt einen Beschluß: er soll nicht zur Ausführung kommen, denn »mit uns ist Gott«!
17080b009e	Denn so hat der HERR zu mir gesprochen, indem seine Hand schwer auf mir lag und er mich ermahnte, nicht auf dem Wege dieses Volkes zu wandeln, mit den Worten:
17080c00c7	»Ihr sollt nicht alles das Verschwörung nennen, was dieses Volk da als Verschwörung bezeichnet, und vor dem, was sie fürchten, sollt ihr euch nicht fürchten und es nicht für schrecklich halten.
17080d0073	Nein, den HERRN der Heerscharen, den sollt ihr für heilig halten, und er soll eure Furcht sein, er euer Schrecken!
17080e00d3	Dann wird er zum Anlaß der Heiligung werden und zu einem Stein des Anstoßes und zu einem Felsblock des Strauchelns für beide Häuser Israels, zu einer Schlinge und zum Fallstrick für die Bewohner Jerusalems,
17080f0079	so daß viele unter ihnen straucheln und zu Fall kommen und zerschmettert werden, sich darin verstricken und verfangen.«
170810005d	(Ich will) die Offenbarung unter Verschluß legen, versiegeln die Weisung in meinen Jüngern!
1708110069	Ich will harren auf den HERRN, der sein Angesicht vor dem Hause Jakobs verbirgt, und will auf ihn hoffen!
17081200ba	Wisset wohl: ich und die Kinder, die der HERR mir geschenkt hat, wir sind zu Sinnbildern und Vorbedeutungen in Israel vom HERRN der Heerscharen bestimmt, der da wohnt auf dem Berge Zion.
17081300f9	Wenn man aber zu euch sagt: »Ihr müßt die Totenbeschwörer und die Geisterkundigen befragen, die da flüstern und murmeln« (so entgegnet): »Soll nicht ein Volk bei seinem Gott anfragen? Soll es etwa betreffs der Lebenden bei den Toten anfragen?
170814007e	Nein, hin zur Weisung und hin zur Offenbarung! Wahrlich, derartige Reden führen nur die, denen kein Morgenrot mehr scheint.«
17081500a7	Und es zieht dann, schwer geplagt und hungernd, im Lande umher; und wenn es Hunger leidet, wird es sich wütend gebärden und seinen König und seinen Gott verfluchen;
17081600b4	es wird in die Höhe schauen und wird zur Erde niederblicken, aber da ist nur Bedrängnis und Finsternis, angstvolles Dunkel zu sehen, und düstere Nacht ist überallhin zerstreut.
170901011d	Doch das Land, wo jetzt Bedrängnis herrscht, wird nicht umnachtet bleiben. Wie die frühere Zeit Schmach über das Land Sebulon und über das Land Naphthali gebracht hat, so wird die Folgezeit die Straße am See, das Land jenseits des Jordans, den Bezirk der Heiden, zu Ehren bringen.
170902008c	Das Volk, das in Finsternis wandelt, wird ein großes Licht erblicken, über denen, die in umnachtetem Lande wohnen, wird Licht aufstrahlen.
17090300ad	Du wirst des Jubels viel schaffen, wirst die Freude groß werden lassen; sie werden sich vor dir freuen, wie man sich in der Ernte freut, wie man jubelt beim Beuteverteilen.
17090400a0	Denn das Joch, das schwer auf ihnen lastete, und die Stäbe auf ihrem Nacken, den Stecken ihres Treibers zerbrichst du wie einst am Tage der Midianiterschlacht.
1709050088	Ja, alle Stiefel der dröhnend einherschreitenden Krieger und die blutgetränkten Mäntel werden verbrannt werden, ein Fraß des Feuers.
17090600b6	Denn ein Kind wird uns geboren, ein Sohn uns geschenkt werden, auf dessen Schulter die Herrschaft ruhen wird; und sein Name lautet »Wunderrat, Heldengott, Ewigvater, Friedefürst.«
1709070118	Seine Herrschaft wird weit reichen, und des Friedens wird kein Ende sein über dem Throne Davids und für seine Königsherrschaft, indem er sie festigt und stützt durch Recht und Gerechtigkeit von nun an bis in Ewigkeit: der Eifer des HERRN der Heerscharen wird dies vollführen.
1709080053	Ein Wort hat der Allherr gegen Jakob gesandt, und auf Israel ist es niedergefallen.
1709090088	Und das ganze Volk wird es zu fühlen bekommen, Ephraim und die Bewohner Samarias, die da in Hochmut und hoffärtigem Sinn gesagt haben:
17090a00a7	»Ziegelmauern sind eingestürzt, doch mit Quadersteinen führen wir den Bau wieder auf; Maulbeerbäume sind abgehauen worden, doch Zedern setzen wir an ihre Stelle!«
17090b0063	So verlieh denn der HERR den Gegnern Rezins die Übermacht über sie und stachelte seine Feinde an,
17090c00b8	nämlich die Syrer im Osten und die Philister im Westen, daß sie Israel mit vollem Munde fraßen. Trotz alledem ließ sein Zorn nicht nach, und sein Arm blieb noch immer hoch erhoben.
17090d0079	Aber das Volk kehrte nicht zu dem zurück, der es geschlagen hatte, und nach dem HERRN der Heerscharen fragten sie nicht.
17090e005e	Da hieb der HERR beides von Israel ab, Kopf und Schwanz, Palmzweig und Binse an einem Tage –
17090f0078	die Vornehmen und Hochangesehenen, die sind der Kopf, und die Propheten, welche Lügen lehren, die sind der Schwanz –;
1709100077	und die Führer dieses Volkes waren Irreleiter, und die sich von ihnen führen ließen, wurden ins Verderben gestürzt.
170911010f	Darum freute der Allherr sich nicht ihrer jungen Mannschaft und erbarmte sich nicht ihrer Waisen und Witwen; denn sie sind allesamt ruchlose Frevler, und jeder Mund redet Gottlosigkeit. Trotz alledem ließ sein Zorn nicht nach, und sein Arm blieb noch immer hoch erhoben.
170912009b	Denn der Frevel brannte wie Feuer, das Dornen und Gestrüpp verzehrt und in den Dickichten des Waldes lodert, so daß sie als hohe Rauchsäulen aufwirbeln.
17091300a9	Durch den Grimm des HERRN der Heerscharen wurde das Land in Brand gesetzt, so daß das Volk wie zu einem Fraß der Flammen wurde: keiner übte Schonung gegen den andern.
1709140094	Man verschlang zur Rechten und blieb doch hungrig; man fraß zur Linken und wurde doch nicht satt: jeder verzehrte das Fleisch seines eigenen Armes,
17091500b4	nämlich Manasse den Ephraim und Ephraim den Manasse; vereint fielen sie beide über Juda her. Trotz alledem ließ sein Zorn nicht nach, und sein Arm blieb noch immer hoch erhoben.
170a01007c	Wehe denen, die heillose Verordnungen aufsetzen, und den Schreibern, die nichts als unheilvolle Rechtssatzungen ausfertigen,
170a0200b0	um die Niedrigen vom Rechtsweg abzudrängen und den Geringen meines Volkes ihr Recht vorzuenthalten, damit die Witwen ihre Beute werden und sie die Waisen ausplündern können!
170a0300a8	Was wollt ihr nur tun am Tage der Heimsuchung und bei dem Sturm, der von fern heranzieht? Zu wem wollt ihr um Hilfe fliehen und wo euren Reichtum in Sicherheit bringen?
170a0400d7	Nichts anderes wird euch übrig bleiben, als unter den Gefangenen zusammenzusinken und unter die Erschlagenen niederzufallen. Trotz alledem hat sein Zorn nicht nachgelassen, und sein Arm ist noch immer hoch erhoben.
170a050061	Wehe dem Assyrer, dem Stecken meines Zorns, (und) dem, in dessen Hand mein Grimm als Stecken war!
170a0600b9	Gegen eine gottlose Völkerschaft sandte ich ihn, und gegen das Volk, dem ich zürnte, entbot ich ihn, damit er Raub gewinne und sich Beute hole und es zertrete wie Kot auf der Straße.
170a070095	Er aber denkt es sich nicht so, und sein Herz ist nicht so gesonnen; nein, zu vertilgen hat er im Sinn und Völker auszurotten in nicht kleiner Zahl.
170a08003e	Denn er sagt: »Sind nicht meine Statthalter allesamt Könige?
170a090065	Ist es nicht Kalno ebenso ergangen wie Karchemis, nicht Hamath wie Arpad, nicht Samaria wie Damaskus?
170a0a0087	Wie meine Hand die Königreiche der Götzen erreicht hat, deren Götterbilder doch denen von Jerusalem und Samaria überlegen waren –
170a0b008c	sollte ich da nicht, wie ich mit Samaria und seinen Göttern verfahren bin, ebenso auch mit Jerusalem und seinen Götterbildern verfahren?«
170a0c00f6	Doch wenn einst der Allherr sein ganzes Werk am Berge Zion und an Jerusalem zum Abschluß gebracht hat, wird er auch mit der Frucht des hochmütigen Sinnes des Königs von Assyrien und mit dem hochfahrenden Prahlen seiner Augen Abrechnung halten;
170a0d00fd	denn er hat gesagt: »Durch meines Armes Kraft habe ich es vollführt und durch meine Weisheit, weil ich klug bin; ich habe die Grenzen der Völker verschwinden lassen, habe ihre Schätze geplündert und wie ein Starker die Fürsten vom Thron gestürzt.
170a0e0101	Meine Hand hat nach dem Reichtum der Völker gegriffen wie nach einem Vogelnest, und wie man verlassene Eier zusammenrafft, so habe ich die ganze Erde eingesackt, ohne daß einer die Flügel regte oder den Schnabel aufsperrte und auch nur zu piepen wagte.«
170a0f00e0	Darf denn die Axt gegen den großtun, der mit ihr haut, oder darf die Säge sich brüsten gegen den, der sie zieht? Als ob der Stab den schwänge, welcher ihn erhebt, als ob der Stecken den aufhöbe, der nicht auch Holz ist!
170a1000ae	Darum wird Gott, der HERR der Heerscharen, die Schwindsucht in Assyriens Wohlbeleibtheit senden, und unter seiner Herrlichkeit wird ein Brand auflodern wie eine Feuersbrunst;
170a1100a1	und zwar wird das Licht Israels zur Lohe werden und sein Heiliger zu einer Flamme, die seine Dornen und sein Gestrüpp in Brand setzt und verzehrt an einem Tage;
170a12009a	und die Pracht seines Waldes und seines Baumgartens wird er vernichten mit Stumpf und Stiel, so daß es sein wird, wie wenn ein Schwerkranker dahinsiecht.
170a13006b	Dann wird der Rest seiner Waldbäume leicht zu zählen sein, so daß sogar ein Knabe sie aufschreiben kann.
170a1400f6	An jenem Tage aber wird es geschehen: da wird der Rest Israels und was vom Hause Jakobs entronnen ist, sich nicht länger auf den stützen, der sie jetzt schlägt, sondern sie werden sich auf den HERRN, den Heiligen Israels, in Wahrheit stützen.
170a150048	Ein Rest wird sich bekehren, ein bloßer Rest von Jakob, zum Heldengott.
170a1600cf	Denn wenn auch dein Volk, Israel, so zahlreich würde wie der Sand am Meer, so wird sich doch nur ein Rest in ihm bekehren: Vernichtung ist fest beschlossen, sie flutet wie ein Strom mit Gerechtigkeit daher;
170a170089	denn Vernichtung, und zwar ein fest beschlossenes Strafgericht, wird Gott, der HERR der Heerscharen, inmitten der ganzen Erde vollziehen.
170a1800e4	Darum hat Gott, der HERR der Heerscharen, so gesprochen: »Fürchte dich nicht, mein Volk, das in Zion wohnt, vor dem Assyrer, wenn er dich mit dem Stock schlagen wird und seinen Stecken gegen dich erhebt wie einst die Ägypter!
170a190074	Denn nur noch eine ganz kleine Weile, dann ist mein Grimm zu Ende, und mein Zorn wendet sich zu ihrer Vernichtung.«
170a1a00dc	Dann wird der HERR der Heerscharen die Geißel gegen ihn schwingen, wie er einst die Midianiter am Rabenfelsen geschlagen hat, und wird seinen Stab über das Meer ausstrecken und ihn erheben wie einst gegen die Ägypter.
170a1b0076	An jenem Tage wird dann die Last des Assyrers von deinem Rücken weichen und sein Joch von deinem Nacken verschwinden.
170a1c0076	Er rückt heran von Rimmon her, zieht schon auf Ajjath los, kommt bei Migron vorüber, läßt sein Gepäck in Michmas.
170a1d0061	Sie ziehen durch den Engpaß, in Geba nehmen sie Nachtherberge; Rama zittert, Sauls Gibea flieht.
170a1e004f	Schreie laut auf, Bewohnerschaft von Gallim! Horche auf, Laisa! Armes Anathoth!
170a1f003f	Madmena ist zerstoben, die Bewohner von Gebim sind geflüchtet.
170a20008e	Noch heute wird er Nob besetzen; er streckt schon seine Hand drohend aus gegen den Berg der Bewohnerschaft Zions, gegen den Hügel Jerusalems.
170a2100b2	Siehe, da haut der Allherr, der HERR der Heerscharen, die Laubkronen mit Schreckensgewalt herunter: die hochgewachsenen werden abgeschlagen, und die hochragenden sinken zu Boden.
