2a00000004	Luke
2a080a00b7	Nau hahagu, Nananena vanenana haudnaenauwuna jaeyaunau henajanede Hejavaneauthau: hau hauthauauau janegausauhuthee; hadnenauhauthāthee havajenauhaudauwu, nedauvahehauau havajaenauwu.
2a080b0048	Wauhā, heyew hasauau jegausudede: Jenayaunau hedenehede Hejavaneauthau.
2a080c0097	Henee vaunaa nanathee nenedauvathee; hanaāenauusade haujau, nau nedanauwunāthee hanadede hedahenauau, naseduhuu hethauwuthajauau, nau hadenanedanena.
2a080d00c6	Henee hauunaugāe nanathee, nanedauvanauthe nesedanuu hanadedaunau nauguu haunauwuthajaude; nau nuu hehauwuthājenenauau, vanehaa nethauwauduu, nau nauauchaudaunauthe vasehadede naneenaunegauhuthee.
2a080e0108	Nau henee nejajanesāe thauhauthauchauyauau dauchuuwusee nanathee, hanesenedauvanauthe, naneejathāauthee, nau neenadejethathee heee haunaunethaude nau nethauyādahede nau haunauwudaude, heee nuu henaedede, nau hehauwunauuchaudenauau vevenaudenau hadauuyauthaunee.
2a080f00b7	Hau henee hadauuthadenee vedauauwuu nanathee, hethauvahethee nau hethadenee hedahenau nenedauwauduu hanadedaunau, naunaunedethee, nau nenauuchaudethee vevenaudenau heee jenauwauaunee.
2a081000cb	Hegau henane, hāesedeauchauuu nauauuthayau, hehauwaugau heee vasenau, nau wauāthe hehauwujenane thānee hauvaa; hau nethānauau nauauuthayau neetheaugunee daun janedāde hadenauhaudauau nauauuthayāgu.
2a08110075	Hayewhu hehauwuyauthesa, haudjauthasenesehee; wauāthe hayewhu hehauwuyau hadjaenaunee nau hadnejaunauau hauthasauau.
2a08120094	Haunauyauhaudauwuu hanathadauvanā: daun nanethenaude, nananede haudnevenade; nau daunjanenethenaude, nananede haudnedanauwunade daun henetheyaunau.
2a08130057	Hanaāedasāde henaune nau henethesaunau, nau haejeneedasaa heee dauneethenadedaunenee.
2a08140069	Nau haeāedauwunaa jachau hathāhuk, Hānau nau hāthesaunauau theauguthee jathee, vanadaunauhauvānaune.
2a08150098	Nau hanaāauchuhananadede nau hanaāāedauwunaude, Nānau nau nāthesaunauau nuu nanathee nanedauwauduu hedanadedaunene Hejavaneauthu, nau naasedauthee.
2a0816009e	Wauhā hethauwuu jasaa hesee, haejedā thewaunaa nauguu hethauguhādaunau: nau hanaāāedauwunaude, hadeyehaunau hauchaunau neajee: nau hanaāejathethuauthee.
2a0817007f	Hau hajechuauthee haenaugau: nau hanaāenauasaa neajee haenaudasa; nau haeechauchaunane naje, nau haeanedaudauwugaujauaudahede.
2a081800f2	Nau hanaāedauchauthee, nau haeauwaudananauau, Hechauhauthethāhe, Hechauhauthethāe, gaujauaudāhenauau, hathauhaugaunee Hanaāethauwauthede, nau hanaāeneudauau hasāse nau dasenaunanaunee naje: nau hanaāedauunauuu, nau hanaāedādauyauau.
2a081900be	Nau hanaāenehethaude, daude hadethauwaudadenenau? Nau haenāthajaunauau haejenaunethajaunauau, Dauhuthenane naa, hanathadagaunee; haauchuwudede hasāse nau naje, nau hanaāethauwaudaunāde.
2a081a003e	Nau hanaāenuusathee vedauauwuu Gadarenes, hauchaunau Gananee.
2a081b00bd	Nau hāeyehaude vedauauwuu, hena haenuchaunaa jathee hedan jachau henanene, haenethena haujaun dajechauau, nau haevedauauchauna, haejenaede hauauwuu, hau nedauthānavathe gaujauaudahehehau.
2a081c00e1	Hāenauhauwaude Hejavaneauthusaun haevasanade, nau haechaagujanaugudauna, nau hanaāevasanadethaude, Hauddusehathe, Hejavaneauthusau, Nananene Heau Hejavaneauthau javaājauuthee? Nenedauwunathane Nananene jevanaunauchauthehe.
2a081d0114	(Hanau haenesedauwauna wauchāhenith haujaun hadjenauahenith hehethee henanene. Hanau nauaunee dauhusedanāde: nau naunaunehade neduguhude heee vāejethāduguthaunau nau nesaunajethaunau; nau haegaugauchauagude heeduguhudaunau, nau haejathethasauaunaa haujaun hesee nauaunee.)
2a081e0096	Nau Hejavaneauthusaun haenaudedaunaa, Haudusee? hathāhuk, Nau hanaāāedauwunaude, Waunauthade: hanau dewauthanethe haujaunau hethāchaudaunādaunau.
2a081f0045	Nau haenedauwunanauau hadjenesedauwaunathee hadjeyehauthee hethauvaa.
2a0820007b	Nau hena haewauthanauau neauthuwauchu nevethehethee hauanee: nau haenedauwunanauau hadjenanāthee wauhaunee. Nau haejenana.
2a082100b8	Hanaāenauahethee haujaunauau hehethee henanene, nau haewauhaunesanauau neauthuwauchuu: nau vahee neauthuwauchu haejathegauhunauau neenanee janahuu yesee neajee, nau haevanadeavenauau.
2a0822008c	Hāene henee nauchauwauthee daunauhauduu hasedaudenenee, haedaugauhunauau, nau haejathāaunauau nau haeaunauthedanauau hedan nau vedauauwuu.
2a082300ea	Hanaāeyehaudenee hadnauhauwuu daun hasedaudenee; nau haeedauchau Hejavaneauthusau, nau haeveehau henane, heneenenauthāde haujaunau, haetheaugu heauthene Hejavaneauthusaun, haeedāchaunene, nau haechuwuthajaune: nau haenāthajaudene.
2a0824004c	Henee nenauhauwauthee haeauthedanauau neesenayauhade nenethenaude haujaunau.
2a08250098	Hadauchaa hathāauauvaa Gadarenes gauānee haejathethajenāhenauau; hanau dauusāhede: nau hanaāeyehaude nauauhuu jethee thewaunaa, nau hanaāejaesade.
2a08260075	Wauhā henane nenauthāde haujaunau haenehethaa hadnenethaunāde: hau Hejavaneauthusau haejathethajenāhe, hathauhuk,
2a082700dd	Jaeyehau haudauauwuu, nau hadnauhauthethā hathāenavasauau hayewhu Hejavaneauthau hasehāne nananene. Nau hanaāejathāaude, nau haeautheda nanadee hathāaunee hedan hathāenavasaunee hayewhu Hejavaneauthusaun hasehāde.
2a08280069	Nau hethauwuu hāejaenauusade Hejavaneauthusau, henanedanede haeneethajaudaunaa: hanau haevadauyauhauwau.
2a082900ae	Nau, naune, haejenauusa henane Jairus haseagu, nau hadāhevāhe vevethahenauauwuu: nau haeuāneseve Hejavaneauthusaun heauthene, nau haeadetha hadjewaunejedānith hedauauwuu:
2a082a0075	Hanau haenesāhene hedaunau wauau hanesenee jajenevāhe, nau haeayānajane. Hau hajesesade henanedanede haevauhaunaa.
2a082b007a	Nau hesā haeevathaude nesenee jajene heee, haevathede haunauude hevāejethāwau heee naudaunehāhehau, hau haejenayauhau,
2a082c0056	Haeedasa hegauwune, nau haevasane naunauchuu heduwune: nau chauchaunu haejenevathaude.
2a082d00d4	Nau Hejavaneauthusau hanaa navasanāde hahagu? Hāevahethedauwaudenee, Peda, nau hathāenethaunāde, Hechauhauthethāhe, henanedanede vauhaunane nau naneethenane, nau hanaa navasanāde, nesehene? hathauhaugaunee.
2a082e0071	Nau Hejavaneauthusau, hanaadee vasanānau, hahagu: haenauwau daujasesenauauau vadaude hehethee nananenau, hahagu.
2a082f00c2	Nau hāenauhaudauau naa hesā daujeyauthesee haejeyehau haeahenauau, nau hanaāechauāgujanaugudaunaude, haeauthedauna hauthasee vahee henanedanede hathavasanaude, nau hasenayauhāde chauchaunu.
2a08300083	Nau hanaāāedauwunaude, Nauddau, nanehāauwauthenaedene: nananene hadethauwuthajaude henayauhāne nananene; najesa haunauwuthajau.
2a0831008f	Hajesanadede, hena haejau hanesāde hehethee hadāhevahew vevethahenauauwuu, haeāedauwuna, Haudauna najaa; jevajenaunevene Hechauhauthethāhe.
2a08320081	Hau hāenedaunāde Hejavaneauthusaun, haenaāāedauwunāde, jevanāthajau: hethauwuthajau vavade, nau haudnenayauhade, hathāhuk.
2a08330088	Nau hāejedāde hauauwuu, henanedane haejevadaujedāne, vavade Peda, nau James, nau Jaun, nau henesaunaune nau henaune hesāhedāeyaune.
2a08340074	Nau vahee haevewauhudaune, nau haeaudauwuthajauhā: hau hanaāenehede, Jevavewauhuu; hehauwunaja, nauthe naugauhude.
2a08350047	Nau haeauchauthanauau haevachunaunanauau, dauaenaunauthee daunajanethe.
2a08360067	Nau haevanudana, nau hanaāedanaude hejadenene, nau hanaāanadethaude, Hesāhee, thauwauthe, hathauhuk.
2a0837005e	Nau hevadathuwu haejaedasaa, nau haethauwauthe chauchaunu nau hanaāenehede hadnauchauvavathe.
2a0838005c	Nau henehā haegaudauwuthajaunenau: hau haeāedauwuna hadjāedauvanethe henanedaa hasedaude.
2a090100aa	Hanaāadethaude vadadauchu nesenee hethauguhādaunau hauānee, nau haejaanauwuna naudahede nau hadvaheneedauthee nanadee vahee haujaunaa, nau hadnenayaudethee haugauwude.
2a0902006d	Nau haejenana hadnauthedaudauwunethe henajanedaunene Hejavaneauthu, nau hadnenayauhaunethe hasauwauvahehehau.
2a090300c7	Nau hanaāāedauwunaude, Jevaedanauwuu hayewhu heee hajavechaudenenau, daudause haugaudauhunau, daudause newaugusajaānauthau, daudause jauaujau, daudause vāejethā; daudause jevanesauguvechudaunaa.
2a09040043	Nau daun hauauwuu hadaujedānā jenaadauna, nau jenaathejathāauna.
2a0905006c	Nau daun hajethauhauvādaunenau, hāenauahenā hena hedane, hadegauyāejaheva naudauuyāgu hadneaenaunathee.
2a09060085	Nau hanaāejathāauthee, nau haeehedesanauau hauauwudan, haeauthedaudauwu hethadenee waunauyaunee, nau haevahenayauthānauau nanadee.
2a09070090	Wauhā Herod naja haenedauva vahee hanasedaudenenee heee: nau haejaene, hanau haenaasenehedaunee gauuu, henee Jaun jaegauhāde hehethee denajaa;
2a09080075	Nau gauuu, henee Elias naunauhauthethāde hedanayau: nau hauthauauau, hanesāde dajechauau haeyāhehauau jaegauhāde.
2a0909005b	Nau Herod haenehe, Jaun nedavaāsauau: hau hanaa naa, nanedauwauthau? Nau haevadaunauhauva.
2a090a00b5	Nau vadauhanauau, hāejaenuusathee, haevahauthedaunaa hanasedaunethe. Nau hanaāedanaude, nau hanaāejathāauthee hevenanee hesee hadaunechaudanee hathauau hedan Bethsaida haseāgu.
2a090b00a4	Nau henanedanede hāaenuu, hanaāethauguhauthee: nau haeesedana, nau haeauthedauna hasaunee henajanedaunene Hejavaneauthu, nau haeenayauha hathāevadauunayauhathee.
2a090c00e2	Nau hāayānaesade, hanaāejenuusathee nesenee, nau hanaāenehethāde, Nanehāejathāaudenee henanedanede, hadeehaudenee hauauwudan nau vedauauwuu nauanee, nau hadenethee, nau hadejasedauthee vethewau: daunechaudaa hadaunauau.
2a090d00eb	Hau, Venaa nananena hadevethehedaunee, hathauhuk. Nau hanaāāedauwunauthee, Hau nanethenauwunauau hehauwujavaānee hayauthaunāe jauaujaunau nau hanesethee nauwu; hanāyehaunee nau haunaudaunauhuu vethewau heee vahee nuu henanedanede.
2a090e0094	Hanau wauau haeyauthaune vasevadadausauau henanenauau hanaadauchuthee. Nau hanaāāedauwunaude hethauguhādaunau, Janauguhaa yauyauthauyauaugunauha.
2a090f002c	Nau hanaasedauthee, nau haevajanauguhanauau.
2a091000de	Hanaāedanauau hayauthaunanenee jauaujaunau nau hanesenethe nauwu, nau hanaāejenāauguaude hejavaa, haevevethasa, nau haenaāejeanauau, nau hanaāevenaude thauguthāhehau haudjenanauwunethe hathaājedaunenee henanedanede.
2a09110090	Nau haevethehedaune, nau haevahegaudaudene; nau haeauānenau jeyauwaunau hathāenathaudāe nesenee hanaadauchāe hanechauchaunāe nenethaudanee.
2a09120094	Nau hethauwuu, haenesenane, dauvevethahede, Hethauguhādaunau haenethaunaa: nau hanaāenaudedaunaude, Hanaa nenehede henaneda daunanenau? hathauhuk;
2a09130089	Hanaāauchuhananadethauthee, Dusaayā Jaun; hauhauthauauau nethee Elias; nau jasae nethee hanesāde dajechauau haeyāhehauau jaegauhāde.
2a09140072	Hanaāenehethaude, hau hanaa nenehede nananena daunanenau? Peda hanaāauchuhanāedauwunaude, Chris Hejavaneauthau.
2a09150052	Nau haeneenadauduvā, nau haenesedauwaunā hadjāedauwunaunethe henanedanau henee;
2a091600c6	Heau henane hadnasenede wauthanee heee hayewhu, nau hadnausāguthāde vachaugānanenau nau naja vevethahevahehauau nau wauthaunauhāhehauau, nau hadnaade, nau hadjaegauhāsanade nasese, hanathauhuk.
2a09170092	Nau hanaāevahāedauwunaude, Hith henaneda jethauguhānaugu nanehanaunauchauthehadede, nau jeedane henaugauchu hayauwusenenee, nau najeethauguhaa.
2a09180079	Daun haunaugaunayaudede hedenaedede hadnanadede: hau daun hanadede hedenaedede heee nadanayau, nananede hadnenayauhadede.
2a09190063	Hauddusedau henane, vahesedanauaugu hathāauauvadenee, nau hanahadagu, nauwauāthe hausāguthadagu?
2a091a00d5	Daun naudauthedaunāde nau nadanadedaunau, nananenith Heau Henane haudnaudauthedaunaunith, hāenauusathe nehayau hadauvasāthanith, nau Henesaunaune hadauvasāthanith, nau vadanee hautheaunauau hadauvasāthanethe.
2a091b0095	Hau hadethauwauthedaunathava hauthauauau theauguthee hede, haudnehauwuvajadauwu gaujauaudahede, haunaude haudnauhauduu henajanedaunene Hejavaneauthu.
2a091c0094	Nau hethauwuu wauau hanasaudauchuse hāesenehede, Hanaāedanaude Peda nau Jauneau nau Jameseau, nau hanaāenauauhusathee hauanee hadnevevethahethee.
2a091d007e	Nau hajesevevethahede haenauasāaune hedauchaveau haeanathadene, nau hedāchaunau haenaujaunenau nau haenaunauaugausauaunenau.
2a091e0051	Nau naune haeanadethaa hanesenethe henanenau, haenanenenau Mosaseau nau Eliaseau;
2a091f007d	Daunauhauthethāde hedanayau haenausāaune, nau haeauthedaude haudgaujauaudāde hadvathechauchaunaudede hehethee Dādaunedan.
2a0920009a	Hau Peda nau hethāenethaunādaunau haenauwaunanenau: nau hāauwaudauaunethe, haenauhaudauwunenau henauasāaude, nau hanesenethe henanenau haenethauguvaa.
2a092100f8	Nau hethauwuu, hāenauthāde, Peda hanaāanadethaude Hejavaneauthusaun, Hechauhauthethāhe, hethadee hasanedaunee hede: nau hadenesedauna hanasāe nenaunau; hanesadee Nananene, nau hanesadenee Mosese, nau hanesadenee Elias; haejaene daunhasenehede.
2a0922006f	Hajesanadede, haejenauusanau henaunauade, nau haeduguaunā: nau haenāthajaunaunauau daujedāthee henaunauadee.
2a0923005e	Nau haejeanadedaune hehethee henaunauadee, Naa nananede Navechauthau Nāa: nedaunaa, hāheagu.
2a09240086	Nau hāesanadedaunee, Hejavaneauthusau haenesenane. Nau haeyaudenauau, nau haejāedauwunanauau henanedane hena hesee neanāthauhauduu.
2a0925007c	Nau hethauwuu, dauauthesenenee, hāejejanauhusathee hehethee jauaudanee, haegauāhenenau henanedanau hejajedauaunādaunenau.
2a092600a0	Nau, naune, henane hehethee henanedaa haevasanade, Hechauhauthethāhe, nenedauwunathane Nananene, daugauhauwune nāa: vavadenaanesāde nadāeyauneve, hathauhuk.
2a09270092	Nau, naune, haujaun hedanāde, nau chauchaunu haedauyānade; nau haethauwuguthaa haevevechauchaunaude jeda, nau haeasenehaa haejechuwauthenauthaa.
2a09280056	Nau nananenau neautheawu hāthauguhādaunauau hadnausāguthauthee; nau nejeneedauthee.
2a092900ba	Nau Hejavaneauthusau hanaāauchuhananadethaude, Hau hāhauwuthauwuthajau nau daujechuwauthenaedene, haudedauhujesenedauguvathe, nau haddauhujesenethauguvathe? Jāsene nananene hāa hede.
2a092a00b0	Nau hajesejaude, haujaun haeauneguthaa, nau haethauwuguthaa. Nau Hejavaneauthusau haeneneuva wauchāhenith haujaun, nau haeenayauha dāeyaunauau, nau haejaevena henesaunaunene.
2a092b00af	Nau haevagaugauanadauwu hasevasenaudāhenith Hejavaneauthu, Hau hajesegaugauanaduu haunauude vahee hayauhuhau Hejavaneauthusaun hanasedaunith, Haeāedauwuna hethauguhādaunau,
2a092c006d	Chuwauthee nuu hanadedaunau jedānauha haunaudaununenau; hanau heau henane hadvenavathe hejadenene henanenau.
2a092d006f	Hau haejaenauwu nuu hasenehenith, nau haeyaudaunaunauau, haejaenauwu: nau haeeadaunaudedaunanauau hasenehenith.
2a092e002f	Hanaāegaugauudedaunee, hanaadee haudvasāthaa.
2a092f006c	Nau Hejavaneauthusaun, haeaenauwu hanasethajauthee hedahenauau, haeedana dāeyaunauau, nau haeauyejanauguna,
2a093000e2	Nau hanaāāedauwunaude daun hanesedanaude nuu dāeyaunauau naneseedaunaa hadnesedanānau: nau daun nāsedanāde haudnesedanaude nājejenanādaune; daun javaānadavenuhunede haunauude nananena vahee nananede hadnaasevasāthaa.
2a093100af	Nau Jaun hanaāauchuhanāedauwunaude, Hechauhauthethāhe, neenauhauwaunauau hanesāde nenuguthaude haujaunau heee haneseede; nau needauduwaunauau, hanau dauhujenethaunānauau.
2a0932005a	Nau Hejavaneauthusaun hanaāāedauwunāde, Jevadauduvaa hāhauwasānavāne nanesevānauau.
2a09330061	Nau hethauwuu, hāenauauchaunee hadneejejanauhudanāde, haechuwuyethaāne hadnehaude Dādaunedan,
2a09340078	Nau haeautheava sayānee: nau hanaāejathāaunethe, nau hāejedāthee hajasee hauauwudan Samaritans, hadnesaanudaunāde.
2a09350033	Nau haejesedanaa, hanau dauyethaāsade Dādaunedan.
2a093600d0	Nau hāene hethauguhādaunau James nau Jaun daunauhaudauwunethe nuu, hanaāenehenethe, Vahadāhene, gaujevadaunedauwaune heseda hadjejanauhusanauau hehethee hejavaa, nau hadnevadauchauuthee, neesedaude Elias?
2a0937006e	Hau hanaāeyethaādauusade, nau haeneneuva, Nananena hāhauwaenava daun vadathau nananena hadahena, hathauhuk.
2a09380091	Hanau Heau henane hehauwuujau hadnenauaudede henanedanau hedenaededaunenenau, hau hadnenayauhaude. Nau hanaāeyehauthee jasaa hajasee hauauwudan.
2a09390091	Nau hethauwuu, hajesethaugudethee vau, jachau henanene hathāhuk, Vahadāhene, nananenau hadnethauguhathane nananene daun nananene hanasesanaune.
2a093a008e	Nau Hejavaneauthusau hathauhuk, Gauauwuauau neyāethee, nau neaheauau hejavaa nenauhuchaunethee; hau Heau henane heyauhuunee nedauusevaānede.
2a093b0067	Nau hanaāenehethaude jachau, Jethauguhu, hau hathāhuk, Vahadāhene, nedauau nawaunejenanau nāsaunau.
2a093c00a7	Hejavaneauthusaun hanaāāedauwunāde, Nanehajenanauthee gaujauaudahehehauau negaujauaudāhenethee: hau jathāau nananene nau haddauthedaude henajanede Hejavaneauthau.
2a093d009e	Nau jachau jee, hathāhuk, Vahadāhene, hadnethauguhathane nananene; hau jechuwauthehe nedauau nawaunenaunenechauthaunauau, hanedauthee nayāenau naudauauwuu.
2a093e0092	Nau Hejavaneauthusaun hanaāāedauwunāde, Hegau henane, dunauaugu thauauauwujethau, nau jaaāyaugu, hehauwunaathā henajanedaunene Hejavaneauthu.
2a0a01009e	Nuu heee Vahadāde haeautheava hauthauau nesaudausauau jee, nau haeyeyethautheava hanenesenethe sayānee haunauude hedan nau vedauauwuu, haudnanādaunauusade.
2a0a0200c6	Henaheee hanaāenehethaude, Jenayaunau hethauwuwauthāe haneseuu, hau nesethāhehauau hajewauthathee: vevethahee nananena heee Vahadāde deseuujenayaunau, hadejejenanaude nesethāhehau hejenayaunaa.
2a0a03006d	Jathāauau nananena hathaāsana; naune nananenau janenanathana neānee waude haudāsaunauau hejee hauchāhee.
2a0a040077	Jevanewuunauwuu nesevāejethāwaunau, newaugusajaānauthau, nau wauaunau: nau jevanaunenāthedaunaa henane hauvaunenau.
2a0a050053	Nau daun hauauwuu nananena hadaujedānā, Dādauyauha nuu hauauwuu, nedauau hadeva.
2a0a06007b	Nau hith heau dādaunee hanedauyaugaune, nananena hadādaunahedaunenau hadnaadaudauyānusaa: hau jene hadjaegauusedaunāna.
2a0a070095	Nau vavade hauauwuu hadanedauva, hadevetheva nau hadevanava daun hayauhuhau hauchauvadenenau: hanau nesethāhe naunaudaunade. Jevaenejedāe hauauwuu.
2a0a08006d	Nau daun hedan nananena hadaujedānā, nau hesedanānagu, hadevetheva daun hayauhuhau hajenanauwunādaunenau:
2a0a09007c	Nau hadenayauhauva hasauwauvahehe daun hanedaude, nau hesau jeenanethāedauwunauna, Henajanede Hejavaneauthau hayāedasāna.
2a0a0a0096	Nau daun hedan nananena hadaujedānā, nau jesedanānagu hadjajathāauva hasesana hehethee hadaugauchaudāe hauauwudan, nau hesau jeenanesenehethauna,
2a0a0b00a9	Daudause nauthejahathaugu nananena hadedanaunenau, heejahadāheagu, neyesegaunuhudee nananena: hau nananena hadethauwaenava nuu, henajanede Hejavaneauthau hayāedasāna.
2a0a0c0062	Hau hadāedauwunathava, hadjavaānanethauauyauau hena hesee heee Sodom, javaānee heee hena hedan.
2a0a0d0118	Naunauthauau hadnauauchaudauna, Chorazin; naunauthauau hadnauauchaudauna, Bethsaida; hanau havathenayauthau heheenesedaudeneagu jedauwuu Tyre nau Sidon, nuu hasehana nananena, dajechauau neaunaunevethajauduuhewauchudaudenenau, needanaugudaunee neauchuwaudenee naujuwau nau jaetha.
2a0a0e005c	Hau hadjavaānanethauauyauau heee Tyre nau Sidon hāenaudedaunadedaunee, javaānee nananena.
2a0a0f0058	Nau nananena, Capernaum, hanejanana yesee hejavaa, hadjaejanauhanee yesee hadauveeyauau.
2a0a1000af	Daun hajaathehādaunenau nananena hadjaathehānau; nau daun hauwauchānavādaunenau nananena haudwauchānavānau; nau daun nauwauchanavāde hadwauchanauwaude najejenanādaune.
2a0a11009f	Nau nesaudausauau haejaenauusanauau nauguu neethajaude, hanaāāedauwunauthee, Vahadāhene, daudause haujaunauau hanechauwauaunaunauau heee nananene haneseede.
2a0a12005c	Nau hanaāāedauwunāthee, Nenauhauwauau Haujau waude jahagude hasejanesaa hehethee hejavaa.
2a0a1300a2	Naune, Nananenau vanenathana nananena naudahede hadnauguhudaunauna seseyānauau nau hauwauhaudathee, nau nanadee vahee henaudahede haujau: nau hegau hadneaseneva.
2a0a140096	Hau vahee nuu jevaneethajaudauwuu, haujaunauau dauuchauwauaunauna; hau henauthauneneethajauau hanau nananena haneseedaunenau dauwauthaunauhuu hejavaa.
2a0a15016a	Hena hāauchauau Hejavaneauthusau haeneethajaune hevadathuwu, nau hanaāenehede, Nananenau vaveenethedaunathane Nananene, Hau Nāchau, Vahadāhene hejavaa nau vedauauwuu, hanau Nananene dauyaudaunaude nuu hayauhuhau hehethee nadaunahehehauau nau hathauwunanenauau, nau hadnauhauthehauva dāeyaunauauau: hethauwuu, Nāsaunau; waude hethadee nananena hasesānenau.
2a0a1600c5	Vahee hayauhuhau vanenānau Nāsaunau: nau hegau henane haenauna hanaadāne Heāhene, vavade Vāsaunau; nau hanaadāne Vāsaunau, vavade Vāa, nau nananede hanaadāne Heāwaune hadnenauhauthehāde.
2a0a1700a3	Nau hanaāejaedaugauhauwaude hethauguhādaunau, nau hanaāanadethaude hevenanee, Haunauwuthajaunauha hasesānenau dauhunauhaudauwuna hayauhuhau hānauhauthaunenau:
2a0a1800f9	Hanau nananenau hāedauwunathana, waunauthathee haeyāhehauau nau nenauchuwuthee nevadaunauhauduu hena hayauhuhau hānauhauthaunenau, hau hehauwuthauunauhaudauwu; nau devadaunedauwauduu hena hayauhuhau hānedauwauthaunenau, hau hehauwunedauwaudauwu.
2a0a190085	Nau, naune, jasaa nanavaavehe haetheaugu, nau haenaudayādauna, Hechauhauthethāhe, nauddusesedane jethauujenee henaedede? hathauhuk,
2a0a1a0052	Hanaāāedauwunāde, Hayew wauthaunesaa nanavaavedaunaa? Hādusasauhaude nananene?
2a0a1b0123	Nau hanaāāedauwunaude, Nananene hadvechauthau Vahadāde nananene Hejavaneauthau nauguu vahee nananene hadahaa, nau nauguu vahee nananene hadathuvaa, nau nauguu vahee nananene hadāahedaunaa, nau nauguu vahee nananene haugaugauuthajaudenaa; nau nananene hanedaudewau waude nehayau nananene.
2a0a1c0058	Nau hanaāāedauwunaude, Nananene hethauvāne: nanehasedaune, nau nananene hadnenaedene.
2a0a1d0069	Hau nananede, vanadauchuvanadede, hanaāenehethaude Hejavaneauthusaun, Nau hanaa nanedaudewau? hathauhuk,
2a0a1e00ee	Nau Hejavaneauthusau hanaāauchuhanāedauwunaude, Jasaa henane haejathāau hehethee Dādaunedan hesee Jericho, nau haeesedanaa havedehehau, haethauwujedaunaa hedāchaunau, nau haeenesenehaa, nau haejathāaunenau, haenauthaa dauhayānajaa.
2a0a1f0063	Nau haejathedasaa jachau vevethahevahew hehethee: nau hāenauhauvāde, haejavechauthaa gauchuhunee.
2a0a200066	Nau vavade Levite, hāedadauau hadaunith, haeeda sa nau haenāauhauva, nau haejavechautha gauchuhunee.
2a0a210056	Nau jasaa Samaritan, daujādade, haeedasa hadaunith: nau hāenauhauwaude haeauwunauna,
2a0a2200b1	Nau haeyehau, nau haedugudauna hadauunesenenith, haeedaunauwuna javeda nau vasevenenaje, nau haedasana nehayau hedauneau, nau haenauuchauha vethehedaunauauwuu, nau haeaunauneha.
2a0a2300e1	Nau daunauganenee hāejathāaude, haeadane hanesanenee hevāejethāwau, nau haevena hadāhevahew, nau hadaunaunehau, hathauhuk; nau daun hasegaujauauthedanānaune jee, hāejaenauusanaune nananenau hadaunaudaunathane nananene.
2a0a240058	Hayewnau nuu hanasāe, hadeanathaunau, henedaudevādaune henee neesedanāde havedehehau?
2a0a250071	Nau hanaāāedauwunaude henee heauwunaunādaune. Hanaāenehethaude Hejavaneauthusau, nau jenaenesedaune nananene.
2a0a260084	Wauhā hethauwuu, daunausujavesathee, haenauusanauau jasaa hajaseehauauwudan: nau jasaa hesā haseagu Martha haejedana hedauauwunin.
2a0a270075	Nau haeenahavāe Mare haseeyaugaune, jea haejanaugude Hejavaneauthusaun heauthene, nau haenedauwaude hedanadedaunene.
2a0a2800c6	Hau Martha haeedauwauchune dauwauthanee hasedaude, nau haejeedasa, nau hanaāenehethaude, Vahadāhene, gauhajegaudauvanade daujenauthānau nahavaa daunesenesethānau? hāedauwunene hadenedahevānau.
2a0a290082	Nau Hejavaneauthusau hanaāauchuhanehethaude, Martha, Martha, nananene haunaunāhene nau dejanethajaudauwu waunauthāe hayauhuhau:
2a0a2a0076	Hau hanesadee hayewhu chaunauguauau: nau Mare hayāchauhauau henee hethadenee hadāde, hehauwuneejathechauhau nauthee.
2a0b0100da	Nau hethauwuu, henee, daunausuvevethahede haedaunanenee, hāejenedaude, hanesāhenith hethauguhādaune hathāhuk, Vahadāhene, jeechauhauthehāa hadnesevevethahee, waude Jaun jea neesechauhauthehaude hethauguhādaunau.
2a0b020102	Nau hanaāāedauwunaude, hāene nananena vanevethahenā jeenanesenehena, Hāsaunaunene Nananede hanedaude hejavaa, Vadanauha Nananene haneseede. Nananene hanajanede hanājaunauau. Nananene hathanavāane hadnaasedaunee hasauau hejavaa, nau jee nuu vedauauwuu.
2a0b03002f	Hejevenāa hadauchusenee hayauwusenee vethewau.
2a0b0400cc	Nau jejaegudanauwunāa hewauchudaudenedaunau hanau nechau nejaegudanauwunade haunauude hanesāde nethāesayānedanauwunāade. Nau jevaechauhāa nedauvasehadee; hau haugaunayauhāa hehethee hadau wausauau.
2a0b050085	Nau hanaāāedauwunaude, hanaa nananena hadnenedaehahede, nau hadneyehaude thaudajaa, nau hadethaude, Va, jeehe hanasāe jauaujaunau;
2a0b06004a	Hanau nādae daunauujādaunānau, nau nananenau haeyauhuunee nauchauwaude?
2a0b0700bf	Nau hehethee jedauwuu hadnauchuhanehede nau hadnenehede, Jevajanethajuhu: dajanau wauwu haugauhude, nau nanesaunauau nanejauwu naudauvaa; nananenau nāhauwuneethauwauthe nau hajeneevenathane.
2a0b0800ac	Nananenau hāedauwunathana, hadnehauwuthauwauthene nau hadvenāde hanau dauhunedaehāwaude, auhanau dauneenāhede hadthauwauthenith nau hadvenāde daun hadauchuvathehāthe.
2a0b090090	Nau nananenau hāedauwunathana, Henedauwauau, nau hadnevenana; henaudethāe, nau hadneveedena; hewaudāhee (dajanau), nau hadnegaunedanauwunana.
