2800000005	Mateo
2d0f20007c	Rech jeriꞌ rumal ri urayibꞌal ri Dios, kinopan iwukꞌ rukꞌ kiꞌkotemal xuqujeꞌ kinuxlan iwukꞌ jun janipa qꞌij.
2d0f21003b	Are ri Dios rech jaꞌmaril kakanaj kanoq iwukꞌ. Jeriꞌ.
2d10010060	Kinchilibꞌej chiꞌwe ri alaxik Febe, are jun patanijel pa ri komontyox pa ri tinimit Cencrea.
2d100200d3	Chikꞌamawaꞌj jetaq ri kataqiꞌ che pa ri Ajawxel, rumal cher areꞌ jun qachalal pa ri qakojobꞌal. Chiya ronojel ri kajawataj che, rumal ri aꞌreꞌ uꞌtoꞌom sibꞌalaj e kꞌi winaq, in jun in chike.
2d10030068	Chiya rutzil uwach ri Priscila rachiꞌl ri Aquila, are waꞌ ri e tobꞌaninaq wukꞌ pa Cristo Jesús.
2d10040099	Aꞌreꞌ xkiya ri kikꞌaslemal rumal we; man xwi ta kintyoxin chike areꞌ xane kintyoxij xuqujeꞌ chike konojel ri komontyox ri man aꞌj Israel taj.
2d100500ab	Chiya rutzil kiwach konojel ri alaxik ri kakimulij kibꞌ cho kachoch aꞌreꞌ. Chiya rutzil uwach ri alaxik Epeneto, are waꞌ ri nabꞌe kojonel pa jun leꞌaj re Asia.
2d10060047	Chiya rutzil uwach ri María, sibꞌalaj nim ri chak ubꞌanom iwukꞌ.
2d100700cb	Chiya rutzil kiwach ri Andrónico rachiꞌl ri Junias, sibꞌalaj e loqꞌ chikixoꞌl ri e taqoꞌn rech ri Dios, e wachiꞌl xujkꞌojiꞌ pa cheꞌ xuqujeꞌ are nabꞌe taq kojonelabꞌ chinuwach in.
2d1008004c	Chiya rutzil uwach ri Amplias, jun loqꞌalaj wachalal pa ri Ajawxel Jesús.
2d10090071	Chiya rutzil uwach ri Urbano, jun qachiꞌl pa ri chak pa Cristo Jesús, xuqujeꞌ ri loqꞌalaj alaxik Estaquis.
2d100a0075	Chiya rutzil uwach ri Apeles utz noꞌjininaq pa Cristo Jesús. Chiya rutzil kiwach ri e kꞌo rukꞌ ri Aristóbulo.
2d100b0094	Chiya rutzil uwach ri nuwinaqil Herodión. Xuqujeꞌ chiya rutzil kiwach ri e kꞌo rukꞌ ri Narciso, we winaq riꞌ e kojonelabꞌ che ri Ajawxel.
2d100c00ec	Chiya rutzil kiwach ri Trifena rachiꞌl ri Trifosa, sibꞌalaj tajin kakikoj kichuqꞌabꞌ chubꞌanik ri uchak ri Ajawxel. Chiya rutzil uwach ri loqꞌalaj Pérsida, sibꞌalaj nim ri chak ubꞌanom pa ri ubꞌiꞌ ri Ajawxel Jesús.
2d100d007b	Chiya rutzil uwach ri Rufo, jun utz laj kojonel, xuqujeꞌ chiya rutzil uwach ri unan, rumal jer elinaq nunan xuqujeꞌ in.
2d100e0077	Chiya rutzil uwach ri Asíncrito, ri Flegonte, ri Hermes, ri Patrobas, ri Hermas xuqujeꞌ ri alaxik ri e kꞌo kukꞌ.
2d100f009d	Chiya rutzil uwach ri Filólogo, ri Julia, ri Nereo rachiꞌl ri ranabꞌ, xuqujeꞌ ri Olimpas, xuqujeꞌ konojel ri e tyoxalaj taq winaq ri e kꞌo kukꞌ.
2d10100077	Chiya rutzil iwach rukꞌ jun Tyoxalaj tzꞌumanik. Kakitaq xuqujeꞌ rutzil iwach konojel ri komontyox rech ri Cristo.
2d101100be	Wachalal, kixinbꞌochiꞌj kiqꞌat iwibꞌ chike ri e kojol taq chꞌoꞌj ri keꞌkipaꞌij ri komontyox xuqujeꞌ xaq kikꞌulel ri kꞌutuꞌn ri xya chiꞌwe. Chiqꞌata iwibꞌ chike.
2d101200ca	We winaq riꞌ man are taj tajin kakipatanij ri Ajawxel Jesús, xane are kakipatanij ri kirayinik. Jewaꞌ kakibꞌano rukꞌ taj tzij ri xaq e qꞌolobꞌal keꞌkimenkꞌetij ri man kꞌo ta ketaꞌm.
2d101300e4	Pune ix tajin kixnimanik. Sibꞌalaj etaꞌmatal ri inoꞌjibꞌal, kuya sibꞌalaj nim kiꞌkotemal chwe, kawaj kꞌut kikoj ri iwetaꞌmabꞌal chubꞌanik ri utzilal, xuqujeꞌ man kawaj taj kiwetaꞌmaj ubꞌanik ri etzelal.
2d1014009a	Are kꞌu ri Dios ri kuya jaꞌmaril, kutakꞌaleꞌj na ri Itzel pa jun janipa qꞌotaj. Are ri utoqꞌobꞌ ri Ajawxel Jesucristo kakanaj kanoq iwukꞌ.
2d10150074	Kutaq rutzil iwach ri wachiꞌl ajchak, Timoteo, xuqujeꞌ ri e nuwinaqil Lucio, ri Jasón, rachiꞌl ri Sosípater.
2d1016005b	In in Tercio, in xintzꞌibꞌan we wuj riꞌ, kintaq xuqujeꞌ rutzil iwach pa ri Ajawxel.
2d10170100	Kutaq xuqujeꞌ rutzil iwach ri Gayo, areꞌ xinukꞌamawaꞌj cho ri rachoch xuqujeꞌ xukꞌamawaꞌj konojel ri komontyox rech we tinimit riꞌ. Xuqujeꞌ kakitaq rutzil iwach ri Erasto, are waꞌ ri yakal pwaq pa ri tinimit, xuqujeꞌ ri alaxik Cuarto.
2d1018003a	Ri utoqꞌobꞌ ri Dios kakanaj iwukꞌ iwonojel. Jeriꞌ.
2d101900b8	Ri kakwinik kujeqebꞌa ikꞌuꞌx pa ri utz laj tzij, pa ri utzij ri Jesucristo ri xintzijoj chiꞌwe, jacha ri kuqꞌalajisaj ri awatal loq ojer, pa ri majibꞌal loq re ri qꞌotaj.
2d101a00e7	Are kꞌu waꞌ xqꞌalajisax kamik, pa ri tzꞌibꞌatalik kumal ri qꞌalajisal taq tzij, jacha ri xubꞌij loq ri Dios ri maj usachik, xyaꞌtaj kꞌu ukꞌutik chikiwach konojel ri winaq, rech jeriꞌ keniman che ri kojobꞌal.
2d101b006d	¡Che ri Dios ri xa jun, ri retaꞌm ronojel, yaꞌtal wi juluwem pa Jesucristo chibꞌe qꞌij saq! Jeriꞌ.
2e0000000b	1 Corintios
2e0101008f	Ri Pablo sikꞌital apanoq rumal ri urayibꞌal ukꞌuꞌx ri Dios, rech kux jun taqoꞌn rech ri Cristo Jesús, rachiꞌl ri alaxik Sóstenes.
2e010200e4	Kintaq we wuj ri chike ri e tyoxirisatal pa Cristo Jesús, e sikꞌital apanoq rech kꞌuꞌx tyoxalaj taq winaq e kachiꞌl ri kakinaꞌtaj ri ubꞌiꞌ ri Dios xuqujeꞌ ri qabꞌiꞌ uj pa ronojel kꞌolibꞌal ri e kꞌo wi:
2e0103006d	Chikꞌamawaꞌj toqꞌobꞌ xuqujeꞌ jaꞌmaril che ri Dios, ri qaTat xuqujeꞌ utat ri Ajawxel Jesucristo.
2e01040075	Ronojel qꞌij kintyoxin che ri Dios rumal iwe, rumal ri utoqꞌobꞌ ri Dios ri xyaꞌtaj chiꞌwe pa Cristo Jesús.
2e0105005f	Rumal cher xikꞌamawaꞌj ronojel uwach qꞌinomal pa Areꞌ pa etaꞌmanik xuqujeꞌ pa tzij,
2e01060041	jacha ri qꞌalajisanik chirij ri Cristo ri xjeqebꞌax chiꞌwe.
2e0107006b	Jeriꞌ maj jun sipanik kajawataj chiꞌwe are kiwayeꞌj apanoq are kukꞌut ribꞌ ri Ajawxel Jesucristo.
2e0108009e	Areꞌ kabꞌanow chiꞌwe chi ko kixkꞌojiꞌk kꞌa pa ri kꞌisbꞌal qꞌij, rech maj mak kariqitaj chiꞌwe pa ri qꞌij are katzalij loq ri Jesucristo.
2e01090076	Ri Dios ri kubꞌano ri kubꞌij, areꞌ xixsikꞌin apanoq rech kꞌo iriqoj ibꞌ rukꞌ ri Jesucristo, ri Qajawxel.
2e010a010b	Wachalal, kinta chiꞌwe pa ubꞌiꞌ ri Ajawxel Jesucristo, chi xa jun ichomanik kꞌoloq, kixkꞌoloq pa riqoj ibꞌ xuqujeꞌ man kiya ta bꞌe che ri paꞌin ibꞌ chiꞌxoꞌl, xane xa jun chibꞌanaꞌ, xa jun ichomanik xuqujeꞌ xa jun jastaq ix bꞌanal rech.
2e010b0071	Jeriꞌ rumal xbꞌix chwe kumal e jujun rech ri Cloé chi kꞌo chꞌoꞌj chiꞌxoꞌl loqꞌalaj taq wachalal.
2e010c009e	E kꞌo jujun chiꞌwe kakibꞌij: “In in rech ri Pablo, in in rech ri Apolos, in in rech ri Cefas.” Nikꞌaj chik kakibꞌij: “In in rech ri Cristo.”
2e010d0086	¿La xa kꞌu paꞌital ri Cristo? ¿La are kꞌu ri Pablo xrip rumal ri imak? ¿La pa ubꞌiꞌ kꞌu ri Pablo xbꞌan wi iqasanaꞌ?
2e010e0080	Kintyoxin che ri Dios, man kꞌo ta jun chiꞌwe xinbꞌan uqasanaꞌ, xaq xwi xinbꞌan uqasanaꞌ ri Crispo rachiꞌl ri Gayo,
2e010f0044	jeriꞌ maj jun kubꞌij chi pa nubꞌiꞌ in xbꞌan wi uqasanaꞌ.
2e0110008a	Xinbꞌan xuqujeꞌ kiqasanaꞌ konojel ri e kꞌo rukꞌ ri Estéfanas; man kanaꞌtaj ta chi chwe we kꞌo chi jun xinbꞌan uqasanaꞌ.
2e011100e8	Rumal cher ri Cristo man xinutaq ta loq chubꞌanik qasanaꞌ, xane chutzijoxik ri utz laj taq tzij, man rukꞌ ta kitzij achyabꞌ ri kꞌax uchꞌobꞌik rech man kutzaq taj ri uchuqꞌabꞌ ri xubꞌan ri Cristo cho ri ripbꞌal.
2e011200a7	Rumal ri utzijoxik ri ukamikal ri Jesús cho ri ripbꞌal xaq konarisabꞌal chike ri kasach kiwach, chaqe uj kꞌut ri kujkoltajik, we tzij riꞌ are ukwinem ri Dios.
2e011300a2	Ri tzꞌibꞌatalik kubꞌij: Kintukij na ri ketaꞌmabꞌal ri achyabꞌ ri kꞌo ketaꞌmabꞌal, xuqujeꞌ kinwetzelaj na ri kinoꞌjibꞌal ri kꞌo ketaꞌm.
2e0114010d	¿Jawjeꞌ kꞌo wi ri achi ri kꞌo retaꞌmabꞌal? ¿Jawjeꞌ kꞌo wi ri qas kusolij ri tzꞌibꞌatalik? ¿Jawjeꞌ kꞌo wi ri achi ri qas kubꞌan chꞌoꞌj pa tzij? ¿La man kꞌu xukonarisaj ri Dios ri etaꞌmabꞌal kech ri achyabꞌ rech we uwachulew riꞌ?
2e011500b9	Pa ri retaꞌmabꞌal ri Dios, xubꞌan chike ri winaq aꞌjuwachulew chi man xketaꞌmaj ta uwach rukꞌ ri ketaꞌmabꞌal, xane xuꞌkolo rukꞌ ri tzij ri xkikojo are xtzijox chike.
2e01160072	Ri winaq aꞌj Israel kakita mayijabꞌal taq jastaq xuqujeꞌ ri winaq ri man aꞌj Israel kakita etaꞌmabꞌal.
2e011700a6	Ri uj kꞌut kaqatzijoj ri Cristo ri xripik. We tzij ri topibꞌal aqanaj chike ri winaq aꞌj Israel, xuqujeꞌ konarisabꞌal kech ri winaq ri man aꞌj Israel taj.
2e01180092	Chike kꞌu ri e sikꞌital apanoq, ta kꞌu e winaq aꞌj Israel o man aꞌj Israel taj, ri Cristo are ukwinem xuqujeꞌ retaꞌmabꞌal ri Dios.
2e011900e3	Rumal cher ri sibꞌalaj kon che ri Dios are sibꞌalaj kꞌo retaꞌmabꞌal cho ri ketaꞌmabꞌal ri winaq xuqujeꞌ ri sibꞌalaj man kꞌo ta uchuqꞌabꞌ pa Dios are sibꞌalaj kꞌo uchuqꞌabꞌ chikiwach ri achyabꞌ.
2e011a00c5	Qachalal, qas chiwila na jas ri qas ix sikꞌital wi apanoq: Man ix kꞌi taj ri kꞌo iwetaꞌmabꞌal jetaq ri kakibꞌij ri winaq, man e kꞌi ta chiꞌwe ri e kalkꞌwaꞌl taq ri taqanelabꞌ.
2e011b0114	Ri Dios kꞌut xuchaꞌ ri man kꞌo ta retaꞌmabꞌal cho ri uwachulew rech kuꞌya pa kikꞌixibꞌal ri achyabꞌ ri kꞌo ketaꞌmabꞌal, xuqujeꞌ xuchaꞌ ri sibꞌalaj maj uchuqꞌabꞌ cho ri uwachulew rech kuꞌya pa kikꞌixibꞌal ri kꞌo taqanik pa kiqꞌabꞌ.
2e011c00b5	Ri Dios xuchaꞌ apanoq ri sibꞌalaj man kꞌo ta kakꞌam che xuqujeꞌ ri etzelatal uwach kumal ri winaq xukꞌamawaꞌj ri man sukꞌ taj xuqujeꞌ xretzelaj ri sukꞌ kunaꞌo.
2e011d003a	Jeriꞌ xubꞌano rech maj jun kubꞌan nimal cho ri Dios.
2e011e00bd	Xa Tyox che Areꞌ, ix ix kꞌo pa Cristo Jesús, ri Cristo are qetaꞌmabꞌal, pa juleꞌ taq tzij chik are wa ri xbꞌanow sukꞌ chaqe xuqujeꞌ are xujutyoxirisaj, areꞌ xujtorow loq.
2e011f0060	Rech jetaq ri tzꞌibꞌatalik: We kꞌo jun kunaꞌ nimal, chunaꞌ nimal pa ri Ajawxel Jesús.
2e020100b6	Xaq jeriꞌ wachalal, are xeꞌntzijoj ri uqꞌalajisanik ri Dios chiꞌwe, man xintzijoj ta chiꞌwe rukꞌ taq qꞌajajem tzij xuqujeꞌ man rukꞌ ta tzij ri kꞌax uchꞌobꞌik.
2e0202008e	Man xraj ta na kꞌuꞌx xintzijoj jun jastaq chik chiꞌwe are xinkꞌojiꞌ chiꞌxoꞌl, xane xwi xwaj xinqꞌalajisaj ri Cristo ri xripik.
2e0203007a	Man kꞌo ta nuchuqꞌabꞌ are xinkꞌojiꞌ chiꞌxoꞌl, xinbꞌiribꞌat che xibꞌin ibꞌ xuqujeꞌ mochꞌochꞌem.
2e020400ac	Xuqujeꞌ man xintzijoj ta ri utzij ri Dios chiꞌwe rukꞌ menkꞌetibꞌal taq kitzij achyabꞌ xane rukꞌ ri ukꞌutuꞌn xuqujeꞌ ri ukwinem ri Tyoxalaj Uxlabꞌixel.
2e0205006d	Jeriꞌ rech ri ikojobꞌal man kajeqiꞌ taj chirij ri ketaꞌmabꞌal ri winaq, xane pa ri ukwinem ri Dios.
2e020600e5	Pune jeriꞌ, kujtzijon kꞌu rukꞌ etaꞌmabꞌal kukꞌ ri e ko chik pa Cristo, man rukꞌ ta kꞌu etaꞌmabꞌal kech winaq rech we uwachulew xuqujeꞌ man rukꞌ ta etaꞌmabꞌal kech ri e taqanelabꞌ ri kasach na kiwach.
2e02070098	Xane kaqakꞌut ri jastaq ri awatal loq rech ri retaꞌmabꞌal ri Dios, jun etaꞌmabꞌal ri awatal loq xuqujeꞌ utzujum loq ri Dios chaqe ojer uloq.
2e02080095	Man kꞌo ta jun chike ri e taqanelabꞌ rech ri uwachulew xchꞌobꞌowik, rumal cher we ta xkichꞌobꞌo mat xkirip riꞌ ri Ajawxel rech juluwem.
2e020900b8	Xane jacha ri tzꞌibꞌatalik: Maj jun ilowinaq, xuqujeꞌ man kꞌo ta jun towinaq, man kꞌo ta jun chomabꞌal chꞌobꞌowinaq ri usukꞌumam apanoq ri Dios chike ri kakiloqꞌaj.
2e020a00af	Chanim kꞌut, ri Dios xukꞌut waꞌ we riꞌ chiqawach rumal ri Tyoxalaj Uxlabꞌixel, rumal cher ri Uxlabꞌixel kusolij rij ronojel pune are ri kꞌo pa ranimaꞌ ri Dios.
2e020b00c8	Qas tzij wi, rumal ¿jachin etaꞌmaninaq ri uchomanik ri winaq we man are ri ruxlabꞌal ri kꞌo pa areꞌ? Man kꞌo ta jun etaꞌmaninaq ri uchomanik ri Dios xane xaq xwi ri Tyoxalaj Uxlabꞌixel.
2e020c00a9	Uj man are ta qakꞌamawaꞌm ri uxlabꞌal rech ri uwachulew, xane are ri Uxlabꞌixel ri petinaq che ri Dios, rech jeriꞌ kaqachomaj ri xuya chaqe pa ri utoqꞌobꞌ.
2e020d00f2	Are waꞌ ri kaqatzijoj rij, man kaqabꞌij ta kꞌut rukꞌ tzij kech achyabꞌ ri kꞌax uchomaxik, xane kaqaya ukꞌutik rukꞌ utzij ri Uxlabꞌixel, xaq jeriꞌ kaqabꞌij ri qas tzij rech ri Uxlabꞌixel pa utzijobꞌal ri Uxlabꞌixel.
2e020e011d	Ri winaq ri man kꞌo ta ri Tyoxalaj Uxlabꞌixel pa ranimaꞌ man kukꞌamawaꞌj ta ri kape che ri Dios, rumal ri xaq tontiꞌrisabꞌal waꞌ we jastaq riꞌ cho areꞌ. Man kakwin ta kꞌu chuchꞌobꞌik rij, rumal cher we jastaq riꞌ xaq xwi kachꞌobꞌ rij pa ri Uxlabꞌixel.
2e020f0092	Ri winaq kꞌut ri kꞌo pa ri Uxlabꞌixel kakwinik kuqꞌat tzij puꞌwiꞌ ronojel ri jastaq, areꞌ kꞌut maj jun kaqꞌatow tzij puꞌwiꞌ.
2e021000aa	Jeriꞌ rumal: ¿Jachin xetaꞌman ri kꞌo pa ri uchomabꞌal ri Dios? ¿Jachin chiꞌwe kayoꞌw unoꞌjibꞌal? Are kꞌu ri uj kꞌo ri uchomabꞌal ri Cristo qukꞌ.
2e030100ae	Qachalal, ri in man xinkwin taj xintzijon iwukꞌ qas ko chik pa ri uxlabꞌixel xane jer ix kꞌo tyoꞌjal taq winaq jer xinbꞌan akꞌalabꞌ chichꞌabꞌexik pa Cristo.
2e030200d7	Man xinkꞌut ta chiꞌwach jastaq ri kꞌax uchꞌobꞌik, xane are xinkꞌut ri man kꞌax taj uchꞌobꞌik, rumal cher je ri ix kꞌo nitzꞌ taq akꞌalabꞌ man kixkwin ta na kitij ko taq jastaq xaq xwi leche.
2e030300aa	Kꞌamajaꞌ ix ko. Kꞌa xaq jeꞌ kꞌo taq oyawal chiꞌwe xuqujeꞌ kachkatik majaꞌ ix ko. ¿La man je tajin kixnoꞌjinik jetaq ri kenoꞌjin ri winaq ajuwachulew?
2e030400aa	Are kubꞌij jun chiꞌwe: In are nutereneꞌm ri Pablo, jun chik kubꞌij are nutereneꞌm ri Apolos. ¿La man kꞌu jewaꞌ kenoꞌjin ri man ketaꞌm ta uwach ri Dios?
2e030500c9	¿Jachin kꞌu riꞌ ri Apolos? ¿Jachin xuqujeꞌ riꞌ ri Pablo? Man kꞌo ta chi jun keqeleꞌn, waꞌ aꞌreꞌ e patanijelabꞌ, xwi xkibꞌano ri kipatan ri xuya ri Ajawxel, kumal ke xixkojon ix.
2e03060056	In xintikow ri ijaꞌ, ri Apolos xujaꞌj, ri Dios kꞌut are xkꞌiyisan ri tikoꞌn.
2e0307009f	Xaq jeriꞌ man are ta kꞌo uqꞌij ri xtikow ri ijaꞌ xuqujeꞌ man are ta ri xjaꞌnik, xane are nim uqꞌij ri Dios rumal cher are kakꞌiyisan ri ijaꞌ.
2e0308008a	Ri ajtikolobꞌ xuqujeꞌ ri kajaꞌn ri tikoꞌn xaq junam kiqꞌij, are kꞌu ri tojbꞌal ke are jacha ri unimal ri chak ri xkibꞌano.
2e03090097	Qas tzij wi, uj uj tobꞌanelabꞌ, uj patanil rech ri Dios. Ri ix kꞌut ix junam rukꞌ ri ulew ri kutik wi ri Dios ri ijaꞌ. Ix ix rachoch ri Dios.
2e030a00cc	Pa ri utoqꞌobꞌ ri Dios xubꞌan chwe chi in kinilowik jas kabꞌan chuyakik ri ja, xinkoj ri utakꞌalibꞌal ri ja, jun chi kꞌut kayakowik. Rajawaxik kꞌut chi qas utz kubꞌan jun chuyakik ri ja.
2e030b005c	Man kꞌo ta chi kꞌu jun kakwinik kukoj jun takꞌalibꞌal chik ri man are ta Jesucristo.
2e030c00c5	We kꞌo ne jun kuwok jun jastaq puꞌwiꞌ we takꞌalibꞌal riꞌ, pune rukꞌ qꞌana pwaq, saq pwaq o wine jeꞌlik taq abꞌaj, o xuqujeꞌ rukꞌ ne cheꞌ, pajo o chaqiꞌj taq uxaq cheꞌ,
2e030d00c1	kaqꞌalajin kꞌu na jas riꞌ ri uchak, rumal cher pa ri qꞌij rech qꞌatoj tzij kaqꞌalajisax na. Ri qꞌaqꞌ kaqꞌalajisan na, xuqujeꞌ kukꞌut na ri ujeꞌlal ri kichak chkijujunal.
2e030e0056	We ri chak ri xubꞌan ri winaq man kasach ta uwach, kayaꞌtaj na riꞌ utojbꞌalil.
2e030f0092	We kꞌu kakꞌat ri uchak pa ri qꞌaqꞌ, riꞌ xa xtzaqmajik. Pune kakolotaj riꞌ ri winaq jetaq ri kubꞌan jun are kikꞌow pa ri qꞌaqꞌ.
2e0310006a	¿La man iwetaꞌm chi ix, ix utemplo ri Dios, xuqujeꞌ ri Uxlabꞌixel rech ri Dios kꞌo pa iwanimaꞌ?
2e031100c0	We kꞌo jun kubꞌan kꞌax che ri utemplo ri Dios, kabꞌan na kꞌax che areꞌ rumal ri Dios, rumal cher sibꞌalaj tyox riꞌ ri utemplo ri Dios, xuqujeꞌ ix riꞌ ri ix utemplo ri Dios.
2e031200ba	Maj bꞌa jun kusubꞌ ribꞌ chiꞌwe. We kꞌo jun kunaꞌo chi kꞌo retaꞌmabꞌal rech uwachulew, chubꞌana chi maj retaꞌmabꞌal rech jeriꞌ kukꞌamawaꞌj na etaꞌmabꞌal.
2e031300b8	Rumal cher ri etaꞌmabꞌal rech uwachulew, xaq konarisabꞌal cho ri Dios. Jetaq kubꞌij ri tzꞌibꞌatalik: Ri Dios kuꞌchap ri kꞌo ketaꞌmabꞌal kuꞌqasaj pa ri tontoꞌil.
2e03140078	Xuqujeꞌ kubꞌij: Ri Ajawxel retaꞌm chi man kꞌo ta kutayij ri kichomabꞌal ri achyabꞌ ri kꞌo ketaꞌmabꞌal.
2e03150077	Xaq jeriꞌ maj bꞌa jun kunaꞌ nimal kumal ke ri achyabꞌ, jeriꞌ rumal cher ronojel ri jastaq ri kꞌolik, iwech.
2e031600cf	Pune are ri Pablo o ri Apolos, o ri Pedro, o pune xuqujeꞌ are ronojel ri tiktalik, ri kaqilo xuqujeꞌ ri man kaqil taj, ri kꞌaslemal, o ri kamikal, ri qꞌij kamik o are ne ri kape na, ronojel iwech ix.
2e0317002e	Ix, ix rech ri Cristo, ri Cristo rech ri Dios.
2e040100a6	Xaq jeriꞌ chichꞌobꞌo bꞌa chi uj patanil rech ri Cristo, xuqujeꞌ uj kujilowik jas kabꞌan chukojik ri jastaq rech ri Dios ri man etaꞌmatal ta loq nabꞌe.
2e04020062	Rajawaxik chi ri e chajil taq rech ri ujastaq ri Dios kikꞌutuꞌ chi qas e kꞌulibꞌal kuꞌx.
2e040300ce	Ri in kꞌut man kakꞌaxir ta wanimaꞌ we kiqꞌat tzij pa nuwiꞌ o xapachin ne chike ri e qꞌatal taj tzij rech ri uwachulew kaqꞌatow tzij pa nuwiꞌ. Qas tzij man ne kinqꞌat ta tzij pa nuwiꞌ in.
2e0404007b	Pune man in ajmak taj kinnaꞌo, man are ta riꞌ kakꞌutuwik chi maj numak, are ri Ajawxel kaqꞌatow na tzij pa nuwiꞌ.
2e04050110	Xaq jeriꞌ, miqꞌat tzij puꞌwiꞌ jachinaq peta na ri Ajawxel, areꞌ kaqꞌalajisan na cho ri tunal ri katunanik ri awatalik pa ri qꞌequꞌmal xuqujeꞌ kukꞌut na jastaq ri kꞌo pa taq ri animaꞌaj. Jeriꞌ kayaꞌtaj na che jun ri kataqiꞌ che, rumal ri Dios.
2e040600f7	Qachalal, ronojel we kinbꞌij chiꞌwe nuchakubꞌem in, xuqujeꞌ je ubꞌanom ri Apolos jeriꞌ kujkwinik kixqatoꞌo, rech kiwetaꞌmaj chi man kibꞌan ta chi jun jastaq we man are ri tzꞌibꞌatalik. Rech maj jun kunaꞌ nimal cho jun chik.
2e040700d7	¿Jachin kabꞌin chawe chi man katjunumataj ta kukꞌ nikꞌaj chik? ¿Jas kꞌo awukꞌ ri man xa ta xakꞌamawaꞌj chi che jun? We xa xakꞌamawaꞌj, ¿jas kꞌu che kabꞌano chi jer ta ne man xa ta xya chawe?
2e040800eb	Xyaꞌtaj chiꞌwe ronojel ri karaj ri iwanimaꞌ, xixqꞌinomarik, xixux taqanelabꞌ pa kiwiꞌ ri winaq, man uj iwachiꞌl ta kꞌu uj. Kꞌo ta bꞌa ne wi qas ix taqanelabꞌ pa kiwiꞌ nikꞌaj chik rech jeriꞌ kujtaqan iwukꞌ.
2e0409012f	Ri kinchꞌobꞌ in chirij we jastaq riꞌ are chi ri Dios xubꞌan chaqe uj ri uj taqoꞌn kujkanaj kan pa ri kꞌisbꞌal kꞌolibꞌal, jetaq ri kabꞌan chike ri kekamisaxik. Xujkoj che kꞌutbꞌal chikiwach ronojel ri jastaq ri e tiktalik, chikiwach ri angelibꞌ xuqujeꞌ chikiwach ri achyabꞌ.
2e040a00bf	Xa rumal rech ri Cristo ri uj maj qetaꞌmabꞌal. Ri ix kꞌut kꞌo iwetaꞌmabꞌal pa Cristo. Uj riꞌ ri man kꞌo ta qachuqꞌabꞌ. Ri ix kixloqꞌaxik are kꞌu ri uj ketzelax qawach.
2e040b007c	Kamik kaqanaꞌ numik, chaqij chiꞌ, maj qatzꞌyaq, kabꞌan kꞌax chaqe, man kꞌo ta qachoch jawjeꞌ kujkꞌojiꞌ wi.
2e040c00b2	Rukꞌ we qaqꞌabꞌ kaqakamisaj qibꞌ che chak, uj keꞌqatewechiꞌj ri winaq pune kꞌax taq tzij kakibꞌij chaqe, kaqakochꞌo pune kujtzukuxik rech kabꞌan kꞌax chaqe.
2e040d00c0	Utz kaqabꞌan chi kichꞌabꞌexik ri winaq pune kakibꞌan bꞌanoj tzij chaqij xuqujeꞌ kakibꞌij pa taq we qꞌij kamik riꞌ chi uj ri kujchꞌulujin ri uwachulew, man kꞌo ta qapatan.
2e040e0098	Makintzꞌibꞌaj ta we riꞌ chiꞌwe rech kixinya pa ikꞌixibꞌal, xane rech kixinpixibꞌaj apanoq jer ta ne ix kꞌo loqꞌalaj taq walkꞌwaꞌl.
2e040f00e1	Pune e kꞌo sibꞌalaj e kꞌi mil winaq ri kakibꞌij ri usukꞌumal ri Cristo chiꞌwe, wetaꞌm chi man e kꞌi taj iꞌtat e kꞌolik, jeriꞌ rumal in in itat pa Cristo Jesús rumal cher in xintzijon ri Cristo chiꞌwe.
2e04100045	Rumal riꞌ kixinbꞌochiꞌj rech kiwesaj uwach ri tajin kinbꞌano.
2e041100d9	Rumal waꞌ xintaq bꞌik ri Timoteo iwukꞌ, loqꞌalaj nukꞌojol pa ri Ajawxel Jesús, rech jeriꞌ kunaꞌtaj chiꞌwe jas jeꞌ ri kinnoꞌjin in pa Cristo, are waꞌ rajawaxik kaya ukꞌutik pa taq ri komontyox.
2e04120068	Kamik kꞌut e kꞌo jujun chiꞌwe ri kakibꞌan nimal, pa kikꞌuꞌx riꞌ chi man kixeꞌnsolij taj.
2e041300c8	Qas tzij wiꞌ we karaj ri Dios, kixeꞌnsolij na, keꞌqil kꞌu na riꞌ ri winaq, man xaq xwi ta jas kakibꞌano are ketzijonik xane janipa unimal ri kikwinem kꞌolik, jas che ri kakibꞌan nimal.
2e04140072	Jeriꞌ, rumal ri rajawarem ri Dios man are ta kakꞌutuwik janipa tzij kubꞌij jun xane janipa ukwinem kꞌolik.
2e04150096	¿Jas kꞌu kiwaj? ¿La are kꞌu kiwaj kinkꞌam bꞌik cheꞌyabꞌal o are kiwaj kinkꞌam bꞌik loqꞌanik xuqujeꞌ jun uxlabꞌal ri kajororik?
2e05010107	Xtataj kumal konojel chi kꞌo makaj kukꞌ taq achyabꞌ xuqujeꞌ kukꞌ taq ixoqibꞌ ri kabꞌan chiꞌxoꞌl, man ne katataj ta we jastaq riꞌ chikixoꞌl ri man e kojonelabꞌ taj, kꞌo jun chiꞌwe ri xumaj ri rixoqil ri utat xubꞌan rixoqil areꞌ che.
